db_id	provider_name	scientific_name	taxon_family	ncbi_id	long_list	sequencing_status_phyloalps
PHA006309	Orobanche salviae	Orobanche salviae F.W. Schultz ex W.D.J. Koch	Orobanchaceae	223131	PHYLOALPS	sample_acquired
PHA006311	Orobanche teucrii	Orobanche teucrii Holandre	Orobanchaceae	223133	PHYLOALPS	sample_acquired
PHA006313	Orthilia secunda	Orthilia secunda (L.) House	Ericaceae	93819	PHYLOALPS	sample_acquired
PHT006315	Osmanthus insularis	Osmanthus insularis Koidz.	Oleaceae	126556	PHYLOALPS	sample_acquired
PHT006316	Osmanthus megacarpa	Osmanthus americanus (L.) A.Gray var. megacarpus (Small) P.S.Green	Oleaceae	1565109	PHYLOALPS	sample_acquired
PHA006317	Osmunda regalis	Osmunda regalis L.	Osmundaceae	3285	PHYLOALPS	sample_acquired
PHA006320	Ostrya carpinifolia	Ostrya carpinifolia Scop.	Betulaceae	176865	PHYLOALPS	sample_acquired
PHA006325	Osyris alba	Osyris alba L.	Santalaceae	350585	PHYLOALPS	sample_acquired
PHA006327	Oxalis acetosella	Oxalis acetosella L.	Oxalidaceae	341461	PHYLOALPS	sample_acquired
PHA006329	Oxalis articulata	Oxalis articulata Savigny	Oxalidaceae	44476	PHYLOALPS	sample_acquired
PHA006330	Oxalis corniculata	Oxalis corniculata L.	Oxalidaceae	212256	PHYLOALPS	sample_acquired
PHA006334	Oxalis debilis	Oxalis debilis	Oxalidaceae	519149	PHYLOALPS	sample_acquired
PHA006335	Oxalis dillenii	Oxalis dillenii Jacq.	Oxalidaceae	4035	PHYLOALPS	sample_acquired
PHA006337	Oxalis stricta	Oxalis stricta L.	Oxalidaceae	213833	PHYLOALPS	sample_acquired
PHT006339	Oxandra asbeckii	Oxandra asbeckii (Pulle) R.E. Fr.	Annonaceae	306925	PHYLOALPS	sample_acquired
PHA006340	Oxyria digyna	Oxyria digyna (L.) Hill	Polygonaceae	284366	PHYLOALPS	sample_acquired
PHA006344	Oxytropis amethystea	Oxytropis amethystea Arvet-Touvet	Fabaceae	754903	PHYLOALPS	sample_acquired
PHA006346	Oxytropis campestris campestris	Oxytropis campestris (L.) DC.	Fabaceae	278724	PHYLOALPS	sample_acquired
PHA006347	Oxytropis campestris tyroliensis	Oxytropis campestris (L.) DC. subsp. tyroliensis (Fritsch) Leins & Merxm.	Fabaceae	1533241	PHYLOALPS	sample_acquired
PHA006349	Oxytropis carinthiaca	Oxytropis carinthiaca Fisch.	Fabaceae	1533242	PHYLOALPS	sample_acquired
CAR006351	Oxytropis carpatica	Oxytropis carpathica R. Uechtr.	Fabaceae	1907904	PHYLOALPS	sample_acquired
PHA006353	Oxytropis fetida	Oxytropis fetida (Vill.) DC.	Fabaceae	1533243	PHYLOALPS	sample_acquired
PHA006355	Oxytropis halleri halleri	Oxytropis halleri Koch	Fabaceae	553836	PHYLOALPS	sample_acquired
PHA006356	Oxytropis halleri velutina	Oxytropis halleri Koch subsp. velutina (Schur) O.Schwarz	Fabaceae	1533244	PHYLOALPS	sample_acquired
PHA006358	Oxytropis helvetica	Oxytropis helvetica Scheele	Fabaceae	1533245	PHYLOALPS	sample_acquired
PHA006360	Oxytropis jacquinii	Oxytropis jacquinii Bunge	Fabaceae	1000422	PHYLOALPS	sample_acquired
PHA006364	Oxytropis lapponica	Oxytropis lapponica (Wahlenb.) Gay	Fabaceae	1533246	PHYLOALPS	sample_acquired
PHA006366	Oxytropis neglecta	Oxytropis neglecta Ten.	Fabaceae	1533247	PHYLOALPS	sample_acquired
PHA006367	Oxytropis pilosa	Oxytropis pilosa (L.) DC.	Fabaceae	83865	PHYLOALPS	sample_acquired
PHT006369	Pachira dolichocalyx	Pachira dolichocalyx A. Robyns	Malvaceae	1186171	PHYLOALPS	sample_acquired
PHA006370	Paederota bonarota	Paederota bonarota (L.) L.	Plantaginaceae	195118	PHYLOALPS	sample_acquired
PHA006374	Paederota lutea	Veronica lutea (Scop.) Wettst.	Plantaginaceae	165314	PHYLOALPS	sample_acquired
CAR006377	Paeonia officinalis banatica	Paeonia officinalis L. subsp. banatica (Rochel) Soó	Paeoniaceae	40700	PHYLOALPS	sample_acquired
PHA006379	Paeonia officinalis huthii	Paeonia officinalis L. subsp. huthii Soldano	Paeoniaceae	1533248	PHYLOALPS	sample_acquired
PHA006380	Paeonia officinalis officinalis	Paeonia officinalis L. subsp. officinalis	Paeoniaceae	69717	PHYLOALPS	sample_acquired
PHT006383	Palaquium amboinense	Palaquium amboinense (A.) A.	Sapotaceae	1243750	PHYLOALPS	sample_acquired
PHT006384	Palaquium formosanum	Palaquium formosanum Hayata	Sapotaceae	191074	PHYLOALPS	sample_acquired
PHT006385	Palaquium ridleyi	Palaquium ridleyi King & Gamble	Sapotaceae	1524307	PHYLOALPS	sample_acquired
PHT006386	Palicourea guianensis	Palicourea guianensis Aubl.	Rubiaceae	59596	PHYLOALPS	sample_acquired
PHA006387	Paliurus spina-christi	Paliurus spina-christi Mill.	Rhamnaceae	106693	PHYLOALPS	sample_acquired
PHA006389	Pallenis spinosa	Pallenis spinosa (L.) Cass.	Asteraceae	73981	PHYLOALPS	sample_acquired
FAM006391	Panda oleosa	Panda oleosa Pierre	Pandaceae	212258	PHYLOALPS	sample_acquired
FAM006392	Pandanus sp.	Pandanus sp.	Pandanaceae	1927907	PHYLOALPS	sample_acquired
PHA006393	Panicum dichotomiflorum	Panicum dichotomiflorum Michx.	Poaceae	29692	PHYLOALPS	sample_acquired
PHT006395	Panicum juniperinum	Panicum juniperinum Nees	Poaceae	1565110	PHYLOALPS	sample_acquired
PHA006398	Panicum miliaceum	Panicum miliaceum L.	Poaceae	4540	PHYLOALPS	sample_acquired
PHA006399	Panicum riparum	Panicum capillare L.	Poaceae	33109	PHYLOALPS	sample_acquired
PHA006402	Papaver alpinum	Papaver alpinum L.	Papaveraceae	152832	PHYLOALPS	sample_acquired
PHA006405	Papaver argemone	Papaver argemone L.	Papaveraceae	357464	PHYLOALPS	sample_acquired
CAR006411	Papaver corona-sancti-stephani	Papaver alpinum L.	Papaveraceae	1907905	PHYLOALPS	sample_acquired
PHA006413	Papaver croceum	Papaver nudicaule L.	Papaveraceae	74823	PHYLOALPS	sample_acquired
PHA006414	Papaver dubium dubium	Papaver dubium L. 	Papaveraceae	357469	PHYLOALPS	sample_acquired
PHA006416	Papaver dubium lecoqii	Papaver dubium L. subsp. lecoqii (Lamotte) Syme	Papaveraceae	1533249	PHYLOALPS	sample_acquired
PHA006419	Papaver ernesti-mayeri	Papaver alpinum L. subsp. ernesti-mayeri Markgr.	Papaveraceae	1533250	PHYLOALPS	sample_acquired
PHA006421	Papaver hybridum	Papaver hybridum L.	Papaveraceae	357471	PHYLOALPS	sample_acquired
FAM006431	Paracryphia alticola	Paracryphia alticola (Schltr.) Steenis	Paracryphiaceae	125044	PHYLOALPS	sample_acquired
PHA006432	Paradisea liliastrum	Paradisea liliastrum (L.) Bertol.	Asparagaceae	51471	PHYLOALPS	sample_acquired
PHA006435	Parentucellia latifolia	Parentucellia latifolia Caruel	Orobanchaceae	374721	PHYLOALPS	sample_acquired
PHA006437	Parietaria judaica	Parietaria judaica L.	Urticaceae	33127	PHYLOALPS	sample_acquired
PHA006440	Parietaria lusitanica	Parietaria lusitanica L.	Urticaceae	1533267	PHYLOALPS	sample_acquired
PHA006441	Parietaria officinalis	Parietaria officinalis L.	Urticaceae	13187	PHYLOALPS	sample_acquired
PHT006444	Parinari anamensis	Parinari anamensis Hance	Chrysobalanaceae	1489765	PHYLOALPS	sample_acquired
PHT006445	Parinari canarioides	Parinari canarioides Kosterm.	Chrysobalanaceae	1272990	PHYLOALPS	sample_acquired
PHT006446	Parinari montana	Parinari montana Aubl.	Chrysobalanaceae	597385	PHYLOALPS	sample_acquired
PHA006448	Paris quadrifolia	Paris quadrifolia L.	Melanthiaceae	231488	PHYLOALPS	sample_acquired
PHT006449	Parkia velutina	Parkia velutina Benoist	Fabaceae	1186176	PHYLOALPS	sample_acquired
PHA006451	Parnassia palustris	Parnassia palustris L.	Celastraceae	38862	PHYLOALPS	sample_acquired
PHA006453	Paronychia argentea	Paronychia argentea Lam.	Caryophyllaceae	157622	PHYLOALPS	sample_acquired
PHA006454	Paronychia cymosa	Chaetonychia cymosa (L.) Sweet	Caryophyllaceae	1532341	PHYLOALPS	sample_acquired
PHA006455	Paronychia kapela galloprovincialis	Paronychia kapela (Hacq.) A. Kern. subsp. galloprovincialis P. Küpfer	Caryophyllaceae	1533268	PHYLOALPS	sample_acquired
PHA006456	Paronychia kapela kapela	Paronychia kapela (Hacq.) A. Kern.	Caryophyllaceae	157632	PHYLOALPS	sample_acquired
PHA006457	Paronychia kapela serpyllifolia	Paronychia kapela (Hacq.) A. Kern. subsp. serpyllifolia (Chaix) Graebn.	Caryophyllaceae	1533269	PHYLOALPS	sample_acquired
PHA006459	Paronychia polygonifolia	Paronychia polygonifolia (Vill.) DC.	Caryophyllaceae	1533270	PHYLOALPS	sample_acquired
PHA006462	Parthenocissus inserta	Parthenocissus inserta (A.Kern.) Fritsch	Vitaceae	345125	PHYLOALPS	sample_acquired
PHA006465	Parthenocissus quinquefolia	Parthenocissus quinquefolia (L.) Planch.	Vitaceae	3607	PHYLOALPS	sample_acquired
PHA006466	Parthenocissus tricuspidata	Parthenocissus tricuspidata (Siebold & Zucc.) Planch.	Vitaceae	345127	PHYLOALPS	sample_acquired
PHA006468	Paspalum dilatatum	Paspalum dilatatum Poir.	Poaceae	313893	PHYLOALPS	sample_acquired
PHA006469	Paspalum distichum	Paspalum distichum L.	Poaceae	547423	PHYLOALPS	sample_acquired
PHT006471	Paspalum paniculatum	Paspalum paniculatum L.	Poaceae	158147	PHYLOALPS	sample_acquired
PHT006472	Paspalum scrobiculatum	Paspalum scrobiculatum L.	Poaceae	173849	PHYLOALPS	sample_acquired
FAM006473	Passiflora gabrielliana	Passiflora gabrielliana Vanderpl.	Passifloraceae	231187	PHYLOALPS	sample_acquired
PHA006474	Pastinaca sativa sativa	Pastinaca sativa L.	Apiaceae	489437	PHYLOALPS	sample_acquired
PHA006475	Pastinaca sativa sylvestris	Pastinaca sativa L. subsp. sylvestris (Miller) Rouy & Camus	Apiaceae	4041	PHYLOALPS	sample_acquired
PHA006476	Pastinaca sativa urens	Pastinaca sativa L. subsp. urens (Req. ex Godron) Čelak.	Apiaceae	489438	PHYLOALPS	sample_acquired
PHA006477	Paulownia tomentosa	Paulownia tomentosa Steud.	Paulowniaceae	39353	PHYLOALPS	sample_acquired
PHT006479	Payena ferruginea	Payena ferruginea J.T. Pereira	Sapotaceae	1524317	PHYLOALPS	sample_acquired
PHA006481	Pedicularis ascendens	Pedicularis ascendens Schleicher ex Gaudin	Orobanchaceae	1000423	PHYLOALPS	sample_acquired
PHA006483	Pedicularis aspleniifolia	Pedicularis asplenifolia Flörke ex Willd.	Orobanchaceae	1392134	PHYLOALPS	sample_acquired
PHA006487	Pedicularis cenisia	Pedicularis cenisia Gaudin	Orobanchaceae	1533272	PHYLOALPS	sample_acquired
PHA006489	Pedicularis comosa	Pedicularis comosa L.	Orobanchaceae	1392138	PHYLOALPS	sample_acquired
PHA006490	Pedicularis elongata	Pedicularis elongata A. Kern.	Orobanchaceae	1392146	PHYLOALPS	sample_acquired
PHA006491	Pedicularis foliosa	Pedicularis foliosa L.	Orobanchaceae	46033	PHYLOALPS	sample_acquired
PHA006495	Pedicularis gyroflexa	Pedicularis gyroflexa Vill.	Orobanchaceae	1384027	PHYLOALPS	sample_acquired
PHA006496	Pedicularis hacquetii	Pedicularis hacquetii Graf	Orobanchaceae	1533273	PHYLOALPS	sample_acquired
PHA006498	Pedicularis hoermanniana	Pedicularis hoermanniana K. Malý	Orobanchaceae	1533274	PHYLOALPS	sample_acquired
PHA006500	Pedicularis julica	Pedicularis julica E. Mayer	Orobanchaceae	374722	PHYLOALPS	sample_acquired
PHA006502	Pedicularis kerneri	Pedicularis kerneri Dalla Torre	Orobanchaceae	326829	PHYLOALPS	sample_acquired
PHA006504	Pedicularis oederi	Pedicularis oederi Vahl	Orobanchaceae	326839	PHYLOALPS	sample_acquired
PHA006508	Pedicularis palustris	Pedicularis palustris L.	Orobanchaceae	462877	PHYLOALPS	sample_acquired
PHA006510	Pedicularis portenschlagii	Pedicularis portenschlagii Saut. ex Rchb.	Orobanchaceae	1533275	PHYLOALPS	sample_acquired
PHA006512	Pedicularis recutita	Pedicularis recutita L.	Orobanchaceae	223137	PHYLOALPS	sample_acquired
PHA006514	Pedicularis rosea allionii	Pedicularis rosea Wulfen subsp. allionii (Reichenb. fil.) E. Mayer	Orobanchaceae	1392807	PHYLOALPS	sample_acquired
PHA006518	Pedicularis rosea rosea	Pedicularis rosea Wulfen 	Orobanchaceae	1392185	PHYLOALPS	sample_acquired
PHA006519	Pedicularis rostratocapitata	Pedicularis rostratocapitata Crantz	Orobanchaceae	882676	PHYLOALPS	sample_acquired
PHA006522	Pedicularis rostratospicata helvetica	Pedicularis rostratospicata Crantz subsp. helvetica (Steininger) O. Schwarz	Orobanchaceae	1533277	PHYLOALPS	sample_acquired
PHA006523	Pedicularis rostratospicata rostratospicata	Pedicularis rostratospicata Crantz 	Orobanchaceae	1533276	PHYLOALPS	sample_acquired
PHA006524	Pedicularis sceptrum-carolinum	Pedicularis sceptrum-carolinum L.	Orobanchaceae	321412	PHYLOALPS	sample_acquired
PHA006525	Pedicularis sylvatica	Pedicularis sylvatica L.	Orobanchaceae	204401	PHYLOALPS	sample_acquired
PHA006528	Pedicularis tuberosa	Pedicularis tuberosa L.	Orobanchaceae	326853	PHYLOALPS	sample_acquired
PHA006531	Pedicularis verticillata	Pedicularis verticillata L.	Orobanchaceae	65042	PHYLOALPS	sample_acquired
PHA006532	Peltaria alliacea	Peltaria alliacea Jacq.	Brassicaceae	358670	PHYLOALPS	sample_acquired
PHT006534	Peltogyne venosa	Peltogyne venosa (M. Vahl) Benth.	Fabaceae	327909	PHYLOALPS	sample_acquired
FAM006535	Pentadiplandra brazzeana	Pentadiplandra brazzeana Baill.	Pentadiplandraceae	43545	PHYLOALPS	sample_acquired
PHA006536	Petasites albus	Petasites albus (L.) Gaertner	Asteraceae	904458	PHYLOALPS	sample_acquired
PHA006539	Petasites hybridus	Petasites hybridus (L.) G. Gaertner, B. Meyer & Scherb	Asteraceae	278673	PHYLOALPS	sample_acquired
CAR006540	Petasites kablikianus	Petasites kablikianus Tausch ex Bercht.	Asteraceae	1815963	PHYLOALPS	sample_acquired
PHA006543	Petasites paradoxus	Petasites paradoxus (Retz.) Baumg.	Asteraceae	1395548	PHYLOALPS	sample_acquired
PHA006545	Petasites pyrenaicus	Petasites pyrenaicus (L.) G. López	Asteraceae	1533278	PHYLOALPS	sample_acquired
PHA006548	Petrocallis pyrenaica	Petrocallis pyrenaica (L.) R. Br.	Brassicaceae	664874	PHYLOALPS	sample_acquired
PHA006552	Petrorhagia prolifera	Petrorhagia prolifera (L.) P.W. Ball & Heywood	Caryophyllaceae	746822	PHYLOALPS	sample_acquired
PHA006554	Petrorhagia saxifraga	Petrorhagia saxifraga (L.) Link	Caryophyllaceae	46121	PHYLOALPS	sample_acquired
PHA006557	Petroselinum crispum	Petroselinum crispum (Mill.) Fuss	Apiaceae	4043	PHYLOALPS	sample_acquired
PHA006558	Peucedanum alsaticum	Peucedanum alsaticum L.	Apiaceae	203721	PHYLOALPS	sample_acquired
PHA006560	Peucedanum austriacum austriacum	Peucedanum austriacum (Jacq.) W.D.J. Koch	Apiaceae	203897	PHYLOALPS	sample_acquired
PHA006562	Peucedanum austriacum rablense	Peucedanum rablense W.D.J. Koch	Apiaceae	1671083	PHYLOALPS	sample_acquired
PHA006564	Peucedanum carvifolia	Peucedanum carvifolia Vill.	Apiaceae	203690	PHYLOALPS	sample_acquired
PHA006566	Peucedanum cervaria	Peucedanum cervaria (L.) Cusson ex Lapeyr.  	Apiaceae	63024	PHYLOALPS	sample_acquired
CAR006568	Peucedanum longifolium	Peucedanum longifolium Waldst. & Kit.	Apiaceae	1907906	PHYLOALPS	sample_acquired
PHA006569	Peucedanum officinale	Peucedanum officinale L.	Apiaceae	203712	PHYLOALPS	sample_acquired
PHA006570	Peucedanum oreoselinum	Peucedanum oreoselinum (L.) Moench	Apiaceae	203708	PHYLOALPS	sample_acquired
PHA006573	Peucedanum ostruthium	Peucedanum ostruthium (L.) W.D.J.Koch	Apiaceae	52477	PHYLOALPS	sample_acquired
PHA006574	Peucedanum palustre	Peucedanum palustre (L.) Moench	Apiaceae	63045	PHYLOALPS	sample_acquired
PHA006578	Peucedanum venetum	Peucedanum venetum (Spreng.) W.D.J.Koch	Apiaceae	1533282	PHYLOALPS	sample_acquired
PHA006579	Peucedanum verticillare	Peucedanum verticillare (L.) W.J.D. Koch ex DC.	Apiaceae	1533283	PHYLOALPS	sample_acquired
PHA006581	Phacelia tanacetifolia	Phacelia tanacetifolia Benth.	Boraginaceae	94424	PHYLOALPS	sample_acquired
PHA006582	Phagnalon rupestre	Phagnalon rupestre (L.) DC.	Asteraceae	943712	PHYLOALPS	sample_acquired
PHA006583	Phagnalon rupestre annoticum	Phagnalon rupestre (L.) DC. subsp. illyricum (H.Lindb.) Ginzb.	Asteraceae	1533284	PHYLOALPS	sample_acquired
PHA006585	Phagnalon saxatile	Phagnalon saxatile (L.) Cass.	Asteraceae	594677	PHYLOALPS	sample_acquired
PHA006588	Phagnalon sordidum	Phagnalon sordidum (L.) Reichenb.	Asteraceae	943715	PHYLOALPS	sample_acquired
PHA006590	Phalaris arundinacea	Phalaris arundinacea L.	Poaceae	96050	PHYLOALPS	sample_acquired
PHA006591	Phalaris canariensis	Phalaris canariensis L.	Poaceae	376798	PHYLOALPS	sample_acquired
PHA006593	Phegopteris connectilis	Phegopteris connectilis (Michx.) Watt	Thelypteridaceae	173899	PHYLOALPS	sample_acquired
FAM006594	Phelline brachyphylla	Phelline brachyphylla Baill.	Phellinaceae	1904726	PHYLOALPS	sample_acquired
PHA006596	Philadelphus coronarius	Philadelphus coronarius L.	Hydrangeaceae	1403168	PHYLOALPS	sample_acquired
PHA006598	Phillyrea angustifolia	Phillyrea angustifolia L.	Oleaceae	96521	PHYLOALPS	sample_acquired
PHA006602	Phillyrea latifolia	Phillyrea latifolia L.	Oleaceae	126559	PHYLOALPS	sample_acquired
PHA006605	Phleum alpinum	Phleum alpinum L. 	Poaceae	669775	PHYLOALPS	sample_acquired
PHA006607	Phleum arenarium	Phleum arenarium L.	Poaceae	1155349	PHYLOALPS	sample_acquired
PHA006609	Phleum bertolonii	Phleum bertolonii DC.	Poaceae	388715	PHYLOALPS	sample_acquired
PHA006611	Phleum hirsutum	Phleum hirsutum Honck.	Poaceae	1395549	PHYLOALPS	sample_acquired
PHA006612	Phleum paniculatum	Phleum paniculatum Huds.	Poaceae	1533285	PHYLOALPS	sample_acquired
PHA006614	Phleum phleoides	Phleum phleoides (L.) H. Karst.	Poaceae	204233	PHYLOALPS	sample_acquired
PHA006617	Phleum pratense	Phleum pratense L. 	Poaceae	15957	PHYLOALPS	sample_acquired
PHA006619	Phleum rhaeticum	Phleum alpinum L. 	Poaceae	1395550	PHYLOALPS	sample_acquired
PHA006620	Phlomis herba-venti	Phlomis herba-venti L.	Lamiaceae	997720	PHYLOALPS	sample_acquired
PHA006622	Phlomis lychnitis	Phlomis lychnitis L.	Lamiaceae	316266	PHYLOALPS	sample_acquired
PHA006624	Phragmites australis	Phragmites australis (Cav.) Trin. ex Steud.	Poaceae	29695	PHYLOALPS	sample_acquired
FAM006626	Phyllonoma laticuspis	Phyllonoma laticuspis (Turcz.) Engl.	Phyllonomaceae	23086	PHYLOALPS	sample_acquired
PHA006627	Physalis alkekengi	Physalis alkekengi L.	Solanaceae	33120	PHYLOALPS	sample_acquired
PHA006628	Physalis peruviana	Physalis peruviana L.	Solanaceae	126903	PHYLOALPS	sample_acquired
PHA006629	Physocarpus opulifolius	Physocarpus opulifolius (L.) Maxim.	Rosaceae	133202	PHYLOALPS	sample_acquired
PHA006631	Physoplexis comosa	Physoplexis comosa (L.) Schur	Campanulaceae	239466	PHYLOALPS	sample_acquired
PHA006637	Phyteuma betonicifolium	Phyteuma betonicifolium Vill.	Campanulaceae	649683	PHYLOALPS	sample_acquired
PHA006639	Phyteuma charmelii	Phyteuma charmelii Vill.	Campanulaceae	1399303	PHYLOALPS	sample_acquired
PHA006641	Phyteuma confusum	Phyteuma confusum A. Kern.	Campanulaceae	1399304	PHYLOALPS	sample_acquired
PHA006643	Phyteuma cordatum	Phyteuma cordatum Balb.	Campanulaceae	703219	PHYLOALPS	sample_acquired
CLA006646	Phyteuma gallicum	Phyteuma gallicum Rich. Schulz	Campanulaceae	1399305	PHYLOALPS	sample_acquired
PHA006647	Phyteuma globulariifolium globulariifolium	Phyteuma globulariifolium Sternb. & Hoppe	Campanulaceae	1399306	PHYLOALPS	sample_acquired
PHA006650	Phyteuma globulariifolium pedemontanum	Phyteuma globulariifolium Sternb. & Hoppe subsp. pedemontanum (R.Schulz) Bech.	Campanulaceae	1399307	PHYLOALPS	sample_acquired
PHA006651	Phyteuma hedraianthifolium	Phyteuma hedraianthifolium Rich. Schulz	Campanulaceae	1399308	PHYLOALPS	sample_acquired
PHA006653	Phyteuma hemisphaericum	Phyteuma hemisphaericum L.	Campanulaceae	649684	PHYLOALPS	sample_acquired
PHA006656	Phyteuma humile	Phyteuma humile Schleich. ex Murith	Campanulaceae	1241226	PHYLOALPS	sample_acquired
PHA006657	Phyteuma michelii	Phyteuma michelii All.	Campanulaceae	1399309	PHYLOALPS	sample_acquired
CLA006659	Phyteuma nigrum	Phyteuma nigrum F.W.Schmidt	Campanulaceae	1399310	PHYLOALPS	sample_acquired
PHA006660	Phyteuma orbiculare	Phyteuma orbiculare L.	Campanulaceae	239468	PHYLOALPS	sample_acquired
PHA006665	Phyteuma ovatum	Phyteuma ovatum Honck.	Campanulaceae	1241227	PHYLOALPS	sample_acquired
CLA006668	Phyteuma pseudorbiculare	Phyteuma pseudorbiculare Pant.	Campanulaceae	1399312	PHYLOALPS	sample_acquired
CLA006669	Phyteuma pyrenaicum	Phyteuma pyrenaicum Rich.Schulz	Campanulaceae	1399313	PHYLOALPS	sample_acquired
PHA006670	Phyteuma scheuchzeri columnae	Phyteuma scheuchzeri All. subsp. columnae (E.Thomas) Bech.	Campanulaceae	1399314	PHYLOALPS	sample_acquired
PHA006672	Phyteuma scheuchzeri scheuchzeri	Phyteuma scheuchzeri All. scheuchzeri	Campanulaceae	1399315	PHYLOALPS	sample_acquired
PHA006674	Phyteuma scorzonerifolium	Phyteuma scorzonerifolium Vill.	Campanulaceae	1288169	PHYLOALPS	sample_acquired
PHA006676	Phyteuma sieberi	Phyteuma sieberi Spreng.	Campanulaceae	1399317	PHYLOALPS	sample_acquired
PHA006679	Phyteuma spicatum coeruleum	Phyteuma spicatum L.	Campanulaceae	239469	PHYLOALPS	sample_acquired
CAR006683	Phyteuma tetramerum	Phyteuma tetramerum Schur	Campanulaceae	1399318	PHYLOALPS	sample_acquired
CAR006686	Phyteuma vagneri	Phyteuma vagneri A.Kern.	Campanulaceae	1399319	PHYLOALPS	sample_acquired
PHA006687	Phyteuma villarsii	Phyteuma villarsii Rich.Schulz	Campanulaceae	1399320	PHYLOALPS	sample_acquired
PHA006689	Phyteuma zahlbruckneri	Phyteuma persicifolium Hoppe	Campanulaceae	1399311	PHYLOALPS	sample_acquired
PHA006695	Phytolacca esculenta	Phytolacca esculenta Van Houtte	Phytolaccaceae	3528	PHYLOALPS	sample_acquired
PHA006697	Picea abies	Picea abies (L.) H. Karst.	Pinaceae	3329	PHYLOALPS	sample_acquired
PHA006698	Picnomon acarna	Picnomon acarna (L.) Cass.	Asteraceae	92917	PHYLOALPS	sample_acquired
FAM006700	Picramnia gardneri	Picramnia gardneri Planch.	Picramniaceae	1907907	PHYLOALPS	sample_acquired
FAM006701	Picramnia latifolia	Picramnia latifolia Tul.	Picramniaceae	681474	PHYLOALPS	sample_acquired
PHA006702	Picris echioides	Helminthotheca echioides (L.) Holub	Asteraceae	174463	PHYLOALPS	sample_acquired
PHA006704	Picris hieracioides hieracioides	Picris hieracioides Sibth. & Sm.	Asteraceae	1385650	PHYLOALPS	sample_acquired
PHA006706	Picris hieracioides spinulosa	Picris hieracioides Sibth. & Sm. subsp. spinulosa (Bertol. ex Guss.) A	Asteraceae	1211592	PHYLOALPS	sample_acquired
PHA006707	Picris hieracioides villarsii	Picris hieracioides Sibth. & Sm. subsp. villarsii (Jordan) Nyman	Asteraceae	1533286	PHYLOALPS	sample_acquired
PHA006708	Picris pauciflora	Picris pauciflora Willd.	Asteraceae	122542	PHYLOALPS	sample_acquired
CAR006711	Pilosella ullepitschii	Pilosella ullepitschii (Błocki) Szeląg	Asteraceae	268042	PHYLOALPS	sample_acquired
PHA006712	Pilularia globulifera	Calamistrum globuliferum (L.) Kuntze	Marsileaceae	49509	PHYLOALPS	sample_acquired
PHA006713	Pimpinella alpina	Pimpinella saxifraga L. subsp. alpina (Host) Nyman	Apiaceae	1533290	PHYLOALPS	sample_acquired
PHA006715	Pimpinella major	Pimpinella major (L.) Hudson	Apiaceae	1000425	PHYLOALPS	sample_acquired
PHA006717	Pimpinella nigra	Pimpinella saxifraga subsp. nigra (Mill.) Gaudin	Apiaceae	1533291	PHYLOALPS	sample_acquired
PHA006719	Pimpinella peregrina	Pimpinella peregrina L.	Apiaceae	40960	PHYLOALPS	sample_acquired
PHA006721	Pimpinella saxifraga	Pimpinella saxifraga L.	Apiaceae	40959	PHYLOALPS	sample_acquired
PHA006723	Pimpinella tragium	Pimpinella tragium Vill.	Apiaceae	271213	PHYLOALPS	sample_acquired
PHA006724	Pinguicula alpina	Pinguicula alpina L.	Lentibulariaceae	192263	PHYLOALPS	sample_acquired
PHA006727	Pinguicula arvetii	Pinguicula arvetii Genty	Lentibulariaceae	1533292	PHYLOALPS	sample_acquired
PHA006730	Pinguicula hirtiflora	Pinguicula hirtiflora Ten.	Lentibulariaceae	309705	PHYLOALPS	sample_acquired
PHA006731	Pinguicula leptoceras	Pinguicula leptoceras Reichenb.	Lentibulariaceae	204354	PHYLOALPS	sample_acquired
PHA006734	Pinguicula poldinii	Pinguicula poldinii J.Steiger & Casper	Lentibulariaceae	204358	PHYLOALPS	sample_acquired
PHA006735	Pinguicula reichenbachiana	Pinguicula longifolia Lam. subsp. reichenbachiana (Schindl.) Casper	Lentibulariaceae	309707	PHYLOALPS	sample_acquired
PHA006739	Pinguicula vulgaris	Pinguicula vulgaris L.	Lentibulariaceae	204362	PHYLOALPS	sample_acquired
PHA006741	Pinus cembra	Pinus cembra L.	Pinaceae	58041	PHYLOALPS	sample_acquired
PHA006744	Pinus halepensis	Pinus halepensis Miller	Pinaceae	71633	PHYLOALPS	sample_acquired
PHA006747	Pinus mugo mugo	Pinus mugo Turra	Pinaceae	993102	PHYLOALPS	sample_acquired
PHA006748	Pinus mugo uncinata	Pinus uncinata Ramond ex DC. 	Pinaceae	38864	PHYLOALPS	sample_acquired
PHA006749	Pinus nigra	Pinus nigra J.F. Arnold	Pinaceae	58042	PHYLOALPS	sample_acquired
PHA006751	Pinus sylvestris	Pinus sylvestris L.	Pinaceae	3349	PHYLOALPS	sample_acquired
FAM006752	Piper cernuum	Piper cernuum Vell.	Piperaceae	425145	PHYLOALPS	sample_acquired
PHA006754	Piptatherum coerulescens	Piptatherum coerulescens (Desf.) P. Beauv.	Poaceae	665477	PHYLOALPS	sample_acquired
PHA006756	Piptatherum miliaceum	Piptatherum miliaceum (L.) Cosson	Poaceae	52158	PHYLOALPS	sample_acquired
PHA006758	Piptatherum paradoxum	Piptatherum paradoxum (L.) P. Beauv.	Poaceae	931263	PHYLOALPS	sample_acquired
