db_id	provider_name	scientific_name	taxon_family	ncbi_id	long_list	sequencing_status_phyloalps
PHA002881	Dianthus armeria	Dianthus armeria L.	Caryophyllaceae	645197	PHYLOALPS	sample_acquired
PHA002887	Dianthus balbisii	Dianthus balbisii Ser.	Caryophyllaceae	1532766	PHYLOALPS	sample_acquired
PHA002888	Dianthus barbatus	Dianthus barbatus L.	Caryophyllaceae	278075	PHYLOALPS	sample_acquired
CAR002889	Dianthus callizonus	Dianthus callizonus Schott & Kotschy	Caryophyllaceae	746746	PHYLOALPS	sample_acquired
PHA002891	Dianthus carthusianorum atrorubens	Dianthus carthusianorum L. subsp. atrorubens (All.) Hegi	Caryophyllaceae	1532767	PHYLOALPS	sample_acquired
PHA002892	Dianthus carthusianorum capillifrons	Dianthus carthusianorum L. subsp. capillifrons (Borbás) Soó	Caryophyllaceae	1532768	PHYLOALPS	sample_acquired
PHA002895	Dianthus carthusianorum carthusianorum	Dianthus carthusianorum L. 	Caryophyllaceae	288951	PHYLOALPS	sample_acquired
CAR002896	Dianthus carthusianorum tenuifolius	Dianthus carthusianorum L. subsp. tenuifolius (Schur) Hegi	Caryophyllaceae	1851348	PHYLOALPS	sample_acquired
PHA002901	Dianthus deltoides	Dianthus deltoides L.	Caryophyllaceae	202448	PHYLOALPS	sample_acquired
PHA002902	Dianthus furcatus furcatus	Dianthus furcatus Balbis	Caryophyllaceae	325493	PHYLOALPS	sample_acquired
CAR002904	Dianthus giganteus banaticus	Dianthus giganteus d'Urv. subsp. banaticus (Heuff.) Tutin	Caryophyllaceae	1851349	PHYLOALPS	sample_acquired
PHA002906	Dianthus glacialis	Dianthus glacialis Haenke	Caryophyllaceae	746770	PHYLOALPS	sample_acquired
CAR002908	Dianthus glacialis gelidus	Dianthus glacialis Haenke subsp. gelidus (Schott, Nyman & Kotschy) Tutin	Caryophyllaceae	1907882	PHYLOALPS	sample_acquired
PHA002911	Dianthus gratianopolitanus	Dianthus gratianopolitanus Vill.	Caryophyllaceae	134766	PHYLOALPS	sample_acquired
CAR002913	Dianthus henteri	Dianthus henteri Heuff. ex Griseb. & Schenk	Caryophyllaceae	746773	PHYLOALPS	sample_acquired
PHA002915	Dianthus hyssopifolius	Dianthus hyssopifolius L.	Caryophyllaceae	746774	PHYLOALPS	sample_acquired
PHA002917	Dianthus lumnitzeri	Dianthus plumarius L. subsp. lumnitzeri (Wiesb.) Domin	Caryophyllaceae	1217288	PHYLOALPS	sample_acquired
CAR002918	Dianthus nitidus	Dianthus nitidus Waldst. & Kit.	Caryophyllaceae	1907883	PHYLOALPS	sample_acquired
PHA002921	Dianthus pavonius	Dianthus pavonius Tausch	Caryophyllaceae	746795	PHYLOALPS	sample_acquired
CAR002922	Dianthus petraeus orbelicus	Dianthus petraeus Waldst. & Kit. subsp. orbelicus (Velen.) Greuter & Burdet	Caryophyllaceae	1851350	PHYLOALPS	sample_acquired
CAR002923	Dianthus petraeus petraeus	Dianthus petraeus Waldst. & Kit. subsp. petraeus	Caryophyllaceae	746796	PHYLOALPS	sample_acquired
PHA002925	Dianthus plumarius	Dianthus plumarius L.	Caryophyllaceae	129770	PHYLOALPS	sample_acquired
PHA002927	Dianthus pontederae	Dianthus giganteiformis Borbás subsp. pontederae (A.Kern.) Soó	Caryophyllaceae	1216852	PHYLOALPS	sample_acquired
PHA002929	Dianthus sanguineus	Dianthus carthusianorum L. subsp. sanguineus (Vis.) Hegi	Caryophyllaceae	1532769	PHYLOALPS	sample_acquired
PHA002931	Dianthus scaber	Dianthus scaber Chaix	Caryophyllaceae	1532771	PHYLOALPS	sample_acquired
PHA002932	Dianthus seguieri seguieri	Dianthus seguieri Vill.	Caryophyllaceae	42032	PHYLOALPS	sample_acquired
CAR002935	Dianthus serbicus	Dianthus serbicus (Wettst.) Hayek	Caryophyllaceae	1851351	PHYLOALPS	sample_acquired
CAR002937	Dianthus spiculifolius	Dianthus spiculifolius Schur	Caryophyllaceae	1268176	PHYLOALPS	sample_acquired
PHA002939	Dianthus sternbergii	Dianthus sternbergii Sieber ex Capelli	Caryophyllaceae	1532772	PHYLOALPS	sample_acquired
PHA002940	Dianthus subacaulis	Dianthus subacaulis Vill.	Caryophyllaceae	746808	PHYLOALPS	sample_acquired
PHA002944	Dianthus superbus alpestris	Dianthus superbus L. subsp. alpestris Kablík. ex Čelak.	Caryophyllaceae	1216855	PHYLOALPS	sample_acquired
PHA002946	Dianthus superbus superbus	Dianthus superbus L.	Caryophyllaceae	1268177	PHYLOALPS	sample_acquired
PHA002949	Dianthus sylvestris longicaulis	Dianthus longicaulis Ten.	Caryophyllaceae	1532770	PHYLOALPS	sample_acquired
PHA002952	Dianthus sylvestris sylvestris	Dianthus sylvestris Wulfen	Caryophyllaceae	288953	PHYLOALPS	sample_acquired
PHA002954	Dichanthium saccharoides	Bothriochloa saccharoides (Sw.) Rydb.	Poaceae	435779	PHYLOALPS	sample_acquired
PHA002955	Dichondra micrantha	Dichondra micrantha Urb.	Convolvulaceae	1053343	PHYLOALPS	sample_acquired
PHT002956	Dicorynia guianensis	Dicorynia guianensis Amshoff 	Fabaceae	162748	PHYLOALPS	sample_acquired
FAM002958	Diegodendron humbertii	Diegodendron humbertii Capuron	Bixaceae	69449	PHYLOALPS	sample_acquired
PHA002960	Digitalis grandiflora	Digitalis grandiflora Miller	Plantaginaceae	38791	PHYLOALPS	sample_acquired
PHA002961	Digitalis lutea	Digitalis lutea L.	Plantaginaceae	285825	PHYLOALPS	sample_acquired
PHA002964	Digitalis purpurea	Digitalis purpurea L.	Plantaginaceae	4164	PHYLOALPS	sample_acquired
PHT002967	Digitaria glauca	Digitaria glauca A. Camus	Poaceae	1671042	PHYLOALPS	sample_acquired
PHA002969	Digitaria ischaemum	Digitaria ischaemum (Schreb.) Muhl.	Poaceae	261599	PHYLOALPS	sample_acquired
PHA002971	Digitaria sanguinalis	Digitaria sanguinalis (L.) Scop.	Poaceae	121769	PHYLOALPS	sample_acquired
FAM002972	Dioncophyllum peltatum	Triphyophyllum peltatum (Hutch. & Dalziel) Airy Shaw 	Dioncophyllaceae	63090	PHYLOALPS	sample_acquired
PHT002973	Diospyros carbonaria	Diospyros carbonaria Benoist	Ebenaceae	597291	PHYLOALPS	sample_acquired
PHA002974	Diospyros lotus	Diospyros lotus L.	Ebenaceae	55363	PHYLOALPS	sample_acquired
PHA002975	Dipcadi serotinum	Dipcadi serotinum (L.) Medik.	Asparagaceae	81745	PHYLOALPS	sample_acquired
PHA002977	Diphasiastrum alpinum	Diphasiastrum alpinum (L.) Holub	Lycopodiaceae	73625	PHYLOALPS	sample_acquired
PHA002979	Diphasiastrum issleri	Diphasiastrum × issleri (Rouy) Holub	Lycopodiaceae	455309	PHYLOALPS	sample_acquired
PHA002980	Diphasiastrum oellgaardii	Lycopodium oellgaardii (Stoor, Boudrie, Jérôme, K. Horn & Bennert) B. Bock	Lycopodiaceae	455305	PHYLOALPS	sample_acquired
PHA002983	Diphasiastrum tristachyum	Diphasiastrum tristachyum (Pursh) Holub	Lycopodiaceae	37432	PHYLOALPS	sample_acquired
PHA002984	Diphasiastrum zeilleri	Diphasiastrum × zeilleri (Rouy) Holub	Lycopodiaceae	455317	PHYLOALPS	sample_acquired
PHA002986	Diplotaxis erucoides	Diplotaxis erucoides (L.) DC.	Brassicaceae	3732	PHYLOALPS	sample_acquired
PHA002989	Diplotaxis muralis	Diplotaxis muralis (L.) DC.	Brassicaceae	360583	PHYLOALPS	sample_acquired
PHA002991	Diplotaxis tenuifolia	Diplotaxis tenuifolia (L.) DC.	Brassicaceae	264416	PHYLOALPS	sample_acquired
PHA002995	Diplotaxis viminea	Diplotaxis viminea (L.) DC.	Brassicaceae	308284	PHYLOALPS	sample_acquired
PHT002996	Diplotropis purpurea	Diplotropis purpurea (Rich.) Amshoff	Fabaceae	597292	PHYLOALPS	sample_acquired
PHA002998	Dipsacus fullonum	Dipsacus fullonum L.	Dipsacaceae	183561	PHYLOALPS	sample_acquired
PHA003000	Dipsacus laciniatus	Dipsacus laciniatus L.	Dipsacaceae	398307	PHYLOALPS	sample_acquired
PHA003001	Dipsacus pilosus	Dipsacus pilosus L.	Dipsacaceae	242169	PHYLOALPS	sample_acquired
PHT003005	Dipteryx odorata	Dipteryx odorata (Aubl.) Willd.	Fabaceae	53873	PHYLOALPS	sample_acquired
FAM003006	Doliocarpus dentatus	Doliocarpus dentatus (Aubl.) Standl.	Dilleniaceae	1504171	PHYLOALPS	sample_acquired
PHA003007	Doronicum austriacum	Doronicum austriacum Jacq.	Asteraceae	118751	PHYLOALPS	sample_acquired
CAR003009	Doronicum carpaticum	Doronicum carpaticum (Griseb. & Schenk) Nyman	Asteraceae	118754	PHYLOALPS	sample_acquired
PHA003011	Doronicum cataractarum	Doronicum cataractarum Widder	Asteraceae	118756	PHYLOALPS	sample_acquired
PHA003013	Doronicum clusii clusii	Doronicum clusii (All.) Tausch	Asteraceae	118757	PHYLOALPS	sample_acquired
PHA003018	Doronicum columnae	Doronicum columnae Ten.	Asteraceae	118758	PHYLOALPS	sample_acquired
PHA003020	Doronicum glaciale calcareum	Doronicum glaciale (Wulfen) Nyman	Asteraceae	118762	PHYLOALPS	sample_acquired
PHA003025	Doronicum grandiflorum	Doronicum grandiflorum Lam.	Asteraceae	118763	PHYLOALPS	sample_acquired
PHA003027	Doronicum pardalianches	Doronicum pardalianches L.	Asteraceae	118770	PHYLOALPS	sample_acquired
PHA003028	Doronicum plantagineum	Doronicum plantagineum L.	Asteraceae	118771	PHYLOALPS	sample_acquired
FAM003029	Doryanthes palmeri	Doryanthes palmeri W.Hill ex Benth.	Doryanthaceae	182178	PHYLOALPS	sample_acquired
PHA003030	Dorycnium herbaceum	Dorycnium pentaphyllum Scop. subsp. herbaceum (Vill.) Bonnier & Layens	Fabaceae	118897	PHYLOALPS	sample_acquired
PHA003034	Dorycnium hirsutum	Dorycnium hirsutum (L.) Ser.	Fabaceae	118898	PHYLOALPS	sample_acquired
PHA003036	Dorycnium pentaphyllum germanicum	Dorycnium pentaphyllum Scop.	Fabaceae	754873	PHYLOALPS	sample_acquired
PHA003038	Dorycnium pentaphyllum pentaphyllum	Dorycnium pentaphyllum Scop.	Fabaceae	181254	PHYLOALPS	sample_acquired
PHA003040	Dorycnium rectum	Dorycnium rectum (L.) Ser.	Fabaceae	118899	PHYLOALPS	sample_acquired
CLA003042	Douglasia alaskana	Androsace alaskana Coville & Standl. ex Hultén	Primulaceae	159000	PHYLOALPS	sample_acquired
CLA003043	Douglasia arctica	Androsace americana Wendelbo	Primulaceae	229464	PHYLOALPS	sample_acquired
CLA003044	Douglasia beringensis	Androsace beringensis (S.Kelso, Jurtzev & D.F.Murray) Cubey	Primulaceae	159001	PHYLOALPS	sample_acquired
CLA003045	Douglasia gormanii	Androsace constancei Wendelbo	Primulaceae	229465	PHYLOALPS	sample_acquired
CLA003046	Douglasia idahoensis	Androsace idahoensis (Douglass M.Hend.) Cubey	Primulaceae	229466	PHYLOALPS	sample_acquired
CLA003051	Douglasia ochotensis	Androsace ochotensis Willd. ex Roem. & Schult.	Primulaceae	229468	PHYLOALPS	sample_acquired
PHA003053	Draba aizoides aizoides	Draba aizoides L.	Brassicaceae	87302	PHYLOALPS	sample_acquired
CAR003054	Draba carinthiaca	Draba siliquosa M.Bieb.	Brassicaceae	89626	PHYLOALPS	sample_acquired
CAR003055	Draba compacta	Draba compacta Schott, Nyman & Kotschy	Brassicaceae	1851352	PHYLOALPS	sample_acquired
PHA003057	Draba dolomitica	Draba dolomitica Buttler	Brassicaceae	1532791	PHYLOALPS	sample_acquired
CAR003060	Draba dorneri	Draba dorneri Heuff.	Brassicaceae	1851353	PHYLOALPS	sample_acquired
PHA003062	Draba dubia	Draba dubia Suter	Brassicaceae	87303	PHYLOALPS	sample_acquired
PHA003065	Draba fladnizensis	Draba fladnizensis Wulfen	Brassicaceae	95392	PHYLOALPS	sample_acquired
CAR003068	Draba haynaldii	Draba haynaldii Stur	Brassicaceae	1907884	PHYLOALPS	sample_acquired
PHA003071	Draba hoppeana	Draba hoppeana Rchb.	Brassicaceae	1532792	PHYLOALPS	sample_acquired
PHA003072	Draba incana	Draba incana L.	Brassicaceae	311941	PHYLOALPS	sample_acquired
CAR003073	Draba kotschyi	Draba kotschyi Stur	Brassicaceae	311946	PHYLOALPS	sample_acquired
PHA003075	Draba ladina	Draba ladina Braun-Blanq.	Brassicaceae	87304	PHYLOALPS	sample_acquired
CAR003077	Draba lasiocarpa	Draba lasiocarpa Rochel	Brassicaceae	208925	PHYLOALPS	sample_acquired
PHA003081	Draba muralis	Draba muralis L.	Brassicaceae	208932	PHYLOALPS	sample_acquired
PHA003082	Draba nemorosa	Draba nemorosa L.	Brassicaceae	171822	PHYLOALPS	sample_acquired
PHA003084	Draba norvegica	Draba norvegica Gunnerus	Brassicaceae	311957	PHYLOALPS	sample_acquired
PHA003086	Draba pacheri	Draba pacheri Stur	Brassicaceae	1532793	PHYLOALPS	sample_acquired
PHA003087	Draba sauteri	Draba sauteri Hoppe	Brassicaceae	311963	PHYLOALPS	sample_acquired
PHA003089	Draba siliquosa	Draba siliquosa M. Bieb.	Brassicaceae	311965	PHYLOALPS	sample_acquired
PHA003095	Draba stellata	Draba stellata Jacq.	Brassicaceae	1532794	PHYLOALPS	sample_acquired
PHA003097	Draba thomasii	Draba stylaris J. Gay ex W.D.J. Koch	Brassicaceae	381192	PHYLOALPS	sample_acquired
PHA003100	Draba tomentosa	Draba tomentosa Clairv.	Brassicaceae	87305	PHYLOALPS	sample_acquired
PHA003104	Dracocephalum austriacum	Dracocephalum austriacum L.	Lamiaceae	1532795	PHYLOALPS	sample_acquired
PHA003105	Dracocephalum ruyschiana	Dracocephalum ruyschiana L.	Lamiaceae	39297	PHYLOALPS	sample_acquired
PHA003110	Dracocephalum thymiflorum	Dracocephalum thymiflorum L.	Lamiaceae	1534738	PHYLOALPS	sample_acquired
PHA003111	Drosera anglica	Drosera anglica Huds.	Droseraceae	173389	PHYLOALPS	sample_acquired
PHA003113	Drosera intermedia	Drosera intermedia Hayne	Droseraceae	463625	PHYLOALPS	sample_acquired
PHA003116	Drosera rotundifolia	Drosera rotundifolia L.	Droseraceae	173423	PHYLOALPS	sample_acquired
FAM003120	Drosophyllum lusitanicum	Drosophyllum lusitanicum (L.) Link	Drosophyllaceae	4373	PHYLOALPS	sample_acquired
PHA003131	Dryopteris carthusiana	Dryopteris carthusiana (Vill.) H.P. Fuchs	Dryopteridaceae	239555	PHYLOALPS	sample_acquired
PHA003133	Dryopteris cristata	Dryopteris cristata (L.) A. Gray	Dryopteridaceae	32114	PHYLOALPS	sample_acquired
PHA003135	Dryopteris dilatata	Dryopteris dilatata (Hoffm.) A. Gray	Dryopteridaceae	239561	PHYLOALPS	sample_acquired
PHA003138	Dryopteris expansa	Dryopteris expansa (C. Presl) Fraser-Jenk. & Jermy	Dryopteridaceae	239563	PHYLOALPS	sample_acquired
PHA003139	Dryopteris filix-mas	Dryopteris filix-mas (L.) Schott	Dryopteridaceae	3289	PHYLOALPS	sample_acquired
PHA003141	Dryopteris remota	Dryopteris remota (A. Braun) Hayek	Dryopteridaceae	239593	PHYLOALPS	sample_acquired
PHA003142	Dryopteris submontana	Dryopteris submontana Fraser-Jenk.	Dryopteridaceae	147948	PHYLOALPS	sample_acquired
PHA003144	Dryopteris tyrrhena	Dryopteris tyrrhena Fraser-Jenk. & Reichst. in Fraser-Jenkins	Dryopteridaceae	1532797	PHYLOALPS	sample_acquired
PHA003147	Dryopteris villarii	Dryopteris villarii (Bellardi) Woyn. ex Schinz & Thell.	Dryopteridaceae	1532796	PHYLOALPS	sample_acquired
PHT003148	Drypetes variabilis	Drypetes variabilis Uittien	Putranjivaceae	597294	PHYLOALPS	sample_acquired
PHA003149	Drypis spinosa jacquiniana	Drypis spinosa L. subsp. jacquiniana Murb. & Wettst.	Caryophyllaceae	1532798	PHYLOALPS	sample_acquired
PHA003151	Duchesnea indica	Duchesnea indica (Jacks.) Focke	Rosaceae	13044	PHYLOALPS	sample_acquired
PHT003153	Duguetia surinamensis	Duguetia surinamensis R.E. Fr.	Annonaceae	294171	PHYLOALPS	sample_acquired
PHT003154	Dussia discolor	Dussia discolor (Benth.) Amshoff	Fabaceae	1186104	PHYLOALPS	sample_acquired
PHA003156	Ecballium elaterium	Ecballium elaterium (L.) A. Richard	Cucurbitaceae	3679	PHYLOALPS	sample_acquired
PHT003157	Ecclinusa lanceolata	Ecclinusa lanceolata (Mart. & Eichler ex Miq.) Pierre	Sapotaceae	1186105	PHYLOALPS	sample_acquired
PHT003158	Ecclinusa ramiflora	Ecclinusa ramiflora Mart.	Sapotaceae	233688	PHYLOALPS	sample_acquired
PHA003159	Echinaria capitata	Echinaria capitata (L.) Desf.	Poaceae	375994	PHYLOALPS	sample_acquired
PHA003161	Echinochloa crus-galli	Echinochloa crus-galli (L.) P. Beauv.	Poaceae	90397	PHYLOALPS	sample_acquired
PHA003164	Echinochloa muricata microstachya	Echinochloa muricata (P.Beauv.) Fernald	Poaceae	932099	PHYLOALPS	sample_acquired
PHT003165	Echinochloa stagnina	Echinochloa stagnina (Retz.) P. Beauv.	Poaceae	338578	PHYLOALPS	sample_acquired
PHA003166	Echinocystis lobata	Echinocystis lobata (Michx.) Torr. & A.Gray	Cucurbitaceae	252533	PHYLOALPS	sample_acquired
CAR003168	Echinops bannaticus	Echinops bannaticus Rochel ex Schrad.	Asteraceae	170506	PHYLOALPS	sample_acquired
PHA003170	Echinops exaltatus	Echinops exaltatus Schrad.	Asteraceae	9372	PHYLOALPS	sample_acquired
PHA003171	Echinops ritro	Echinops ritro L.	Asteraceae	41571	PHYLOALPS	sample_acquired
PHA003173	Echinops sphaerocephalus	Echinops sphaerocephalus L.	Asteraceae	92910	PHYLOALPS	sample_acquired
PHA003177	Echium asperrimum	Echium asperrimum Lam.	Boraginaceae	34250	PHYLOALPS	sample_acquired
PHA003180	Echium vulgare	Echium vulgare L.	Boraginaceae	34253	PHYLOALPS	sample_acquired
CAR003183	Edraianthus graminifolius	Edraianthus graminifolius (L.) A.DC.	Campanulaceae	103995	PHYLOALPS	sample_acquired
PHA003184	Elaeagnus pungens	Elaeagnus pungens Thunb.	Elaeagnaceae	693372	PHYLOALPS	sample_acquired
PHA003186	Elatine alsinastrum	Elatine alsinastrum L.	Elatinaceae	1532799	PHYLOALPS	sample_acquired
PHA003190	Elatine hexandra	Elatine hexandra (Lapierre) DC.	Elatinaceae	507386	PHYLOALPS	sample_acquired
PHA003191	Elatine hydropiper	Elatine hydropiper L.	Elatinaceae	125027	PHYLOALPS	sample_acquired
PHA003192	Eleocharis acicularis	Eleocharis acicularis (L.) Roem. & Schult.	Cyperaceae	280053	PHYLOALPS	sample_acquired
PHA003194	Eleocharis austriaca	Eleocharis mamillata (H.Lindb.) H.Lindb. subsp. austriaca (Hayek) Strandh.	Cyperaceae	753697	PHYLOALPS	sample_acquired
PHA003196	Eleocharis mamillata	Eleocharis mamillata (H.Lindb.) H.Lindb.	Cyperaceae	280064	PHYLOALPS	sample_acquired
PHA003198	Eleocharis multicaulis	Eleocharis multicaulis (Sm.) Desv.	Cyperaceae	1053345	PHYLOALPS	sample_acquired
PHA003199	Eleocharis ovata	Eleocharis ovata (Roth) Roem. & Schult.	Cyperaceae	280067	PHYLOALPS	sample_acquired
PHA003202	Eleocharis palustris	Eleocharis palustris (L.) Roem. & Schult.	Cyperaceae	110297	PHYLOALPS	sample_acquired
PHA003203	Eleocharis quinqueflora	Eleocharis quinqueflora (Hartmann) O.Schwarz	Cyperaceae	46325	PHYLOALPS	sample_acquired
PHA003206	Eleocharis uniglumis	Eleocharis uniglumis (Link) Schult.	Cyperaceae	669671	PHYLOALPS	sample_acquired
PHA003207	Eleusine indica	Eleusine indica (L.) Gaertner	Poaceae	29674	PHYLOALPS	sample_acquired
PHA003210	Elodea canadensis	Elodea canadensis Michaux	Hydrocharitaceae	100364	PHYLOALPS	sample_acquired
PHA003211	Elodea nuttallii	Elodea nuttallii (Planch.) H.St. John	Hydrocharitaceae	55313	PHYLOALPS	sample_acquired
PHA003213	Elymus athericus	Elymus pungens (Pers.) Melderis	Poaceae	214479	PHYLOALPS	sample_acquired
PHA003215	Elymus caninus	Elymus caninus (L.) L.	Poaceae	129741	PHYLOALPS	sample_acquired
PHA003217	Elymus hispidus	Elymus hispidus (Opiz) Melderis	Poaceae	85679	PHYLOALPS	sample_acquired
PHA003219	Elymus repens	Elymus repens (L.) Gould	Poaceae	52152	PHYLOALPS	sample_acquired
PHA003221	Elyna myosuroides	Kobresia myosuroides (Vill.) Fiori	Cyperaceae	140873	PHYLOALPS	sample_acquired
PHT003222	Emblingia calceoliflora	Emblingia calceoliflora F. Muell.	Emblingiaceae	124771	PHYLOALPS	sample_acquired
PHA003225	Empetrum nigrum hermaphroditum	Empetrum nigrum L. subsp. hermaphroditum (Hagerup) Böcher	Ericaceae	199171	PHYLOALPS	sample_acquired
PHA003227	Empetrum nigrum nigrum	Empetrum nigrum L.	Ericaceae	191066	PHYLOALPS	sample_acquired
PHT003229	Endlicheria melinonii	Endlicheria melinonii Benoist	Lauraceae	688042	PHYLOALPS	sample_acquired
PHT003231	Enterolobium schomburgkii	Enterolobium schomburgkii (Benth.) Benth.  	Fabaceae	681433	PHYLOALPS	sample_acquired
PHT003232	Eperua falcata	Eperua falcata Aubl.	Fabaceae	162769	PHYLOALPS	sample_acquired
PHA003233	Ephedra helvetica	Ephedra negrii J. Nouviant	Ephedraceae	288835	PHYLOALPS	sample_acquired
PHA003238	Ephedra nebrodensis	Ephedra major Host	Ephedraceae	34344	PHYLOALPS	sample_acquired
PHA003240	Epilobium alpestre	Epilobium alpestre (Jacq.) Krock.	Onagraceae	1532801	PHYLOALPS	sample_acquired
PHA003242	Epilobium alsinifolium	Epilobium alsinifolium Vill.	Onagraceae	669676	PHYLOALPS	sample_acquired
PHA003244	Epilobium anagallidifolium	Epilobium anagallidifolium Lam.	Onagraceae	669677	PHYLOALPS	sample_acquired
PHA003246	Epilobium angustifolium	Epilobium angustifolium L.	Onagraceae	13055	PHYLOALPS	sample_acquired
PHA003247	Epilobium ciliatum	Epilobium ciliatum Rafin.	Onagraceae	33132	PHYLOALPS	sample_acquired
PHA003250	Epilobium collinum	Epilobium collinum C.C. Gmelin	Onagraceae	1532802	PHYLOALPS	sample_acquired
PHA003251	Epilobium dodonaei	Epilobium dodonaei Vill.	Onagraceae	33136	PHYLOALPS	sample_acquired
PHA003253	Epilobium duriaei	Epilobium duriaei Gay ex Godron	Onagraceae	1532803	PHYLOALPS	sample_acquired
PHA003254	Epilobium fleischeri	Epilobium fleischeri Hochst.	Onagraceae	1351830	PHYLOALPS	sample_acquired
PHA003258	Epilobium hirsutum	Epilobium hirsutum L.	Onagraceae	210355	PHYLOALPS	sample_acquired
PHA003259	Epilobium lanceolatum	Epilobium lanceolatum Sebastiani & Mauri	Onagraceae	1155263	PHYLOALPS	sample_acquired
PHA003260	Epilobium montanum	Epilobium montanum L.	Onagraceae	470570	PHYLOALPS	sample_acquired
PHA003261	Epilobium nutans	Epilobium nutans F.W. Schmidt	Onagraceae	1532804	PHYLOALPS	sample_acquired
PHA003262	Epilobium obscurum	Epilobium obscurum (Schreb.) Schreb.	Onagraceae	426284	PHYLOALPS	sample_acquired
PHA003266	Epilobium palustre	Epilobium palustre L.	Onagraceae	669682	PHYLOALPS	sample_acquired
PHA003268	Epilobium parviflorum	Epilobium parviflorum Schreb.	Onagraceae	644182	PHYLOALPS	sample_acquired
PHA003271	Epilobium roseum	Epilobium roseum (Schreb.) Schreb.	Onagraceae	1155264	PHYLOALPS	sample_acquired
PHA003272	Epilobium tetragonum lamyi	Epilobium tetragonum L. subsp. lamyi (F.W. Schultz) Nyman	Onagraceae	1532805	PHYLOALPS	sample_acquired
PHA003274	Epilobium tetragonum tetragonum	Epilobium tetragonum L. 	Onagraceae	644183	PHYLOALPS	sample_acquired
PHA003276	Epimedium alpinum	Epimedium alpinum L.	Berberidaceae	168835	PHYLOALPS	sample_acquired
PHA003279	Epipactis atrorubens	Epipactis atrorubens (Hoffm.) Besser	Orchidaceae	492483	PHYLOALPS	sample_acquired
PHA003281	Epipactis fibri	Epipactis albensis Nováková & Rydlo var. fibri (Scappat. & Robatsch) P.Delforge	Orchidaceae	667036	PHYLOALPS	sample_acquired
PHA003283	Epipactis greuteri	Epipactis greuteri H. Baumann & Künkele	Orchidaceae	1532808	PHYLOALPS	sample_acquired
PHA003285	Epipactis helleborine	Epipactis helleborine (L.) Crantz	Orchidaceae	28472	PHYLOALPS	sample_acquired
