ORDER	FAMILY	SPECIES	JUSTIFICATION	COPO	NHM	WYTHAM	TOL_SCOTLAND	long_list	family_representative	sample_collected
Hymenoptera	Diprionidae	Neodiprion sertifer	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Dryinidae	Lonchodryinus ruficornis	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Dryinidae	Anteon pubicorne	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Embolemidae	Embolemus ruddii	monospecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Encyrtidae	Copidosoma sosares		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Eulophidae	Euplectrus bicolor	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Eulophidae	Sympiesis sericeicornis	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Eupelmidae	Eupelmus vesicularis		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Eurytomidae	Sycophila biguttata		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Evaniidae	Brachygaster minutus	dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Evaniidae	Evania appendigaster	dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Figitidae	Anacharis eucharoides		NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Formicidae	Lasius niger	Community survey	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Formicidae	Myrmica ruginodis	Community survey	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Gasteruptiidae	Gasteruption jaculator	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Gasteruptiidae	Gasteruption assectator	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Halictidae	Lasioglossum pauxillum	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Halictidae	Sphecodes monilicornis	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Heloridae	Helorus ruficornis		NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Heloridae	Helorus nigripes		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Heptamelidae	Heptamelus dahlbomi	dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Heptamelidae	Heptamelus ochroleucus	dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Ibaliidae	Ibalia leucospoides	dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Ibaliidae	Ibalia rufipes	dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Ichneumonidae	Amblyteles armatorius	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Ichneumonidae	Ophion obscuratus	Community survey	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Ismaridae	Ismarus dorsiger		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Ismaridae	Ismarus flavicornis		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Megachilidae	Megachile ligniseca	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
hymenoptera	Megachilidae	Osmia bicornis	Iconic	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Megaspilidae	Dendrocerus carpenteri		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Megastigmidae	Megastigmus aculeatus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Melittidae	Melitta haemorrhoidalis	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Melittidae	Dasypoda hirtipes	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Mellinidae	Mellinus arvensis	dispecific family	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Mellinidae	Mellinus crabroneus	dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Mutillidae	Mutilla europaea		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Mutillidae	Myrmosa atra		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Mymaridae	Mymar pulchellum		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Mymarommatidae	Mymaromma anomalum	monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Ormyridae	Ormyrus nitidulus	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Ormyridae	Ormyrus papaveris		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Pamphiliidae	Pamphilius hortorum		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Pemphredonidae	Pemphredon lugubris	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Pemphredonidae	Passaloecus gracilis	Availability	NOT COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Perilampidae	Perilampus aeneus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Perilampidae	Chrysolampus thenae		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Philanthidae	Cerceris rybyensis	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Philanthidae	Philanthus triangulum	Community survey	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Platygastridae	Inostemma walkeri		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Pompilidae	Anoplius nigerrimus	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Pompilidae	Evagetes crassicornis	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Proctotrupidae	Proctotrupes gravidator		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Psenidae	Mimumesa dahlbomi	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Psenidae	Mimesa equestris	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Pteromalidae	Gastracanthus pulcherrimus	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Pteromalidae	Asaphes vulgaris	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Sapygidae	Sapyga quinquepunctata	dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Sapygidae	Monosapyga clavicornis	dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Scelionidae	Scelio rugulosus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Scelionidae	Baeus seminulum	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Signiphoridae	Chartocerus subaeneus	dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Signiphoridae	Thysanus ater	dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Siricidae	Urocerus gigas		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Siricidae	Sirex noctilio		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Sparasionidae	Sparasion cephalotes	dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Sparasionidae	Sparasion rugulosum	dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Sphecidae	Ammophila sabulosa	Community survey	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Sphecidae	Ammophila pubescens	Community survey	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Tenthredinidae	Tenthredo notha	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Tenthredinidae	Athalia rosae	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Tetracampidae	Epiclerus panyas	Availability	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Tetracampidae	Platynocheilus cuprifrons		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Tiphiidae	Tiphia femorata		COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Tiphiidae	Tiphia minuta	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Torymidae	Monodontomerus obscurus	Community survey	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Torymidae	Torymus auratus		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Trichogrammatidae	Trichogramma evanescens		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Trigonalyidae	Pseudogonalos hahnii	monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Vespidae	Eumenes coarctatus	Community survey	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
hymenoptera	Vespidae	Vespula germanica	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Xiphydriidae	Xiphydria camelus		COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Hymenoptera	Xiphydriidae	Xiphydria longicollis		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Xyelidae	Xyela julii		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Hymenoptera	Xyelidae	Xyela longula		NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Adelidae	Nemophora degeerella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Adelidae	Adela reaumurella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Alucitidae	Alucita hexadactyla	Monospecific family	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Argyresthiidae	Argyresthia brockeella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Argyresthiidae	Argyresthia goedartella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Autostichidae	Oegoconia quadripuncta	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Autostichidae	Oegoconia deauratella	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Batrachedridae	Batrachedra praeangusta	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Batrachedridae	Batrachedra pinicolella	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Bedelliidae	Bedellia somnulentella	Monospecific family	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Blastobasidae	Blastobasis adustella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Blastobasidae	Blastobasis lacticolella	Availability	COLLECTED	NOT COLLECTED	WW	SAN	DTOL	DTOL	DTOL
Lepidoptera	Bucculatricidae	Bucculatrix nigricomella	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Bucculatricidae	Bucculatrix ulmella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Chimabachidae	Diurnea fagella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Chimabachidae	Diurnea lipsiella	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Choreutidae	Anthophila fabriciana	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Choreutidae	Choreutis pariana	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Coleophoridae	Coleophora alticolella	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Coleophoridae	Coleophora flavipennella	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Cosmopterigidae	Limnaecia phragmitella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Cosmopterigidae	Sorhagenia rhamniella	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Cossidae	Zeuzera pyrina	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Cossidae	Cossus cossus	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Crambidae	Parapoynx stratiotata	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Crambidae	Cydalima perspectalis	Community survey	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Depressariidae	Agonopterix ocellana	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Depressariidae	Agonopterix liturosa	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Douglasiidae	Tinagma ocnerostomella	Dispecific family	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Douglasiidae	Tinagma balteolella	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Drepanidae	Thyatira batis	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Drepanidae	Habrosyne pyritoides	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Elachistidae	Elachista argentella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Elachistidae	Elachista subocellea	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Endromidae	Endromis versicolora	Monospecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Epermeniidae	Epermenia falciformis	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Epermeniidae	Epermenia chaerophyllella	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Erebidae	Callimorpha dominula	Community survey	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Erebidae	Catocala fraxini	Iconic	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Eriocraniidae	Dyseriocrania subpurpurella	Availability	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Eriocraniidae	Eriocrania semipurpurella	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Ethmiidae	Ethmia dodecea	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Ethmiidae	Ethmia quadrillella	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Gelechiidae	Recurvaria leucatella	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Gelechiidae	Helcystogramma rufescens	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Geometridae	Operophtera brumata	Community survey	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Geometridae	Lomaspilis marginata	Community survey	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Glyphipterigidae	Glyphipterix simpliciella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Glyphipterigidae	Glyphipterix forsterella	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Gracillariidae	Cameraria ohridella	Iconic	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Gracillariidae	Gracillaria syringella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Heliozelidae	Heliozela resplendella	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Heliozelidae	Heliozela sericiella	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Hepialidae	Korscheltellus lupulina	Availability	NOT COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Hepialidae	Triodia sylvina	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Hesperiidae	Carterocephalus palaemon	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Hesperiidae	Erynnis tages	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Hesperiidae	Hesperia comma	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Hesperiidae	Ochlodes sylvanus	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Hesperiidae	Pyrgus malvae	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Hesperiidae	Thymelicus acteon	All butterflies	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Hesperiidae	Thymelicus lineola	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Hesperiidae	Thymelicus sylvestris	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Incurvariidae	Incurvaria masculella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Incurvariidae	Incurvaria pectinea	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Lasiocampidae	Malacosoma neustria	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Lasiocampidae	Euthrix potatoria	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Limacodidae	Apoda limacodes	Dispecific family	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Limacodidae	Heterogenea asella	Dispecific family	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Lycaenidae	Aricia agestis	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Lycaenidae	Aricia artaxerxes	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Lycaenidae	Callophrys rubi	All butterflies	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Lycaenidae	Celastrina argiolus	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Lycaenidae	Cupido minimus	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Lycaenidae	Cyaniris semiargus	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Lycaenidae	Favonius quercus	All butterflies	NOT COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Lycaenidae	Lycaena dispar	All butterflies	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Lycaenidae	Lycaena phlaeas	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Lycaenidae	Maculinea arion	All butterflies	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Lycaenidae	Plebejus argus	All butterflies	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Lycaenidae	Polyommatus bellargus	All butterflies	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Lycaenidae	Polyommatus coridon	All butterflies	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Lycaenidae	Pseudophilotes bavius	All butterflies	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Lycaenidae	Satyrium pruni	All butterflies	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Lycaenidae	Satyrium w-album	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Lycaenidae	Thecla betulae	All butterflies	COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Lyonetiidae	Lyonetia clerkella	Availability	COLLECTED	NHM	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Lyonetiidae	Leucoptera malifoliella	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Lypusidae	Agnoea josephinae	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Lypusidae	Agnoea flavifrontella	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
Lepidoptera	Micropterigidae	Micropterix aruncella	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Micropterigidae	Micropterix tunbergella	Availability	COLLECTED	NOT COLLECTED	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Momphidae	Mompha subbistrigella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Momphidae	Mompha ochraceella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nepticulidae	Ectoedemia decentella	Availability	COLLECTED	NHM	WW	NOT COLLECTED	DTOL	DTOL	DTOL
Lepidoptera	Nepticulidae	Stigmella zelleriella	Availability	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	NOT COLLECTED	DTOL	DTOL	
