	NCBI_taxon_id	Genus	species	family	target_list_status	sequencing_status	synonym	long_list	family_representative	other_priority	sample_collected	sample_acquired	in_progress	insdc_submitted	insdc_open	published
64	49266	Fucus	vesiculosus	Fucaceae	ebpn_other_priority			EBPN		EBPN						
65	90893	Laminaria	hyperborea	Laminariaceae	ebpn_other_priority			EBPN		EBPN						
66	309358	Saccharina	latissima	Laminariaceae	ebpn_other_priority			EBPN		EBPN						
67	454130	Aspergillus	calidoustus	Aspergillaceae	ebpn_other_priority			EBPN		EBPN						
68	1400299	Erioderma	pedicellatum	Pannariaceae	ebpn_other_priority			EBPN		EBPN						
69	143883	Usnea	longissima	Parmeliaceae	ebpn_other_priority			EBPN		EBPN						
70	2055192	Helvella	alpina	Helvellaceae	ebpn_other_priority			EBPN		EBPN						
71	78322	Helvella	corium	Helvellaceae	ebpn_other_priority			EBPN		EBPN						
72	2055215	Helvella	nannfeldtii	Helvellaceae	ebpn_other_priority			EBPN		EBPN						
73	29923	Amylomyces	rouxii	Mucoraceae	ebpn_other_priority			EBPN		EBPN						
74	858854	Cortinarius	alpinus	Cortinariaceae	ebpn_other_priority			EBPN		EBPN						
75	75324	Cortinarius	caperatus	Cortinariaceae	ebpn_other_priority			EBPN		EBPN						
76		Cortinarius	cordatae	Cortinariaceae	ebpn_other_priority			EBPN		EBPN						
77	1589806	Cortinarius	inexspectatus	Cortinariaceae	ebpn_other_priority			EBPN		EBPN						
78	2558181	Cortinarius	mariekristinae	Cortinariaceae	ebpn_other_priority			EBPN		EBPN						
79	418151	Cortinarius	osloensis	Cortinariaceae	ebpn_other_priority			EBPN		EBPN						
80	304739	Cortinarius	tiliae	Cortinariaceae	ebpn_other_priority			EBPN		EBPN						
81	889777	Cuphophyllus	canescens	Hygrophoraceae	ebpn_other_priority			EBPN		EBPN						
82	40483	Fomitopsis	pinicola	Fomitopsidaceae	ebpn_other_priority			EBPN		EBPN						
83	167356	Inonotus	obliquus	Hymenochaetaceae	ebpn_other_priority			EBPN		EBPN						
84	230758	Strobilurus	esculentus	Physalacriaceae	ebpn_other_priority			EBPN		EBPN						
85	41251	Strobilurus	tenacellus	Physalacriaceae	ebpn_other_priority			EBPN		EBPN						
86	50383	Trichaptum	laricinum	Polyporaceae	ebpn_other_priority			EBPN		EBPN						
87	4829	Absidia	glauca	Cunninghamellaceae	ebpn_other_priority			EBPN		EBPN						
88	155726	Cunninghamella	blakesleeana	Cunninghamellaceae	ebpn_other_priority			EBPN		EBPN						
89	42458	Lichtheimia	corymbifera	Lichtheimiaceae	ebpn_other_priority			EBPN		EBPN						
90	64518	Mortierella	alpina	Mortierellaceae	ebpn_other_priority			EBPN		EBPN						
91	64524	Mortierella	hyalina	Mortierellaceae	ebpn_other_priority			EBPN		EBPN						
92	36080	Mucor	circinelloides	Mucoraceae	ebpn_other_priority			EBPN		EBPN						
93	4846	Rhizopus	stolonifer	Rhizopodaceae	ebpn_other_priority			EBPN		EBPN						
94	44442	Umbelopsis	vinacea	Umbelopsidaceae	ebpn_other_priority			EBPN		EBPN						
95	185665	Phaeoceros	carolinianus	Notothyladaceae	ebpn_other_priority			EBPN		EBPN						
96		Schistidium	bryhnii	Grimmiaceae	ebpn_other_priority			EBPN		EBPN						
97	231083	Sphagnum	annulatum	Sphagnaceae	ebpn_other_priority	sample_acquired		EBPN		EBPN	EBPN	EBPN				
98	128190	Sphagnum	compactum	Sphagnaceae	ebpn_other_priority	sample_acquired		EBPN		EBPN	EBPN	EBPN				
99	231084	Sphagnum	arcticum	Sphagnaceae	ebpn_other_priority			EBPN		EBPN						
100	128184	Sphagnum	balticum	Sphagnaceae	ebpn_other_priority	sample_acquired		EBPN		EBPN	EBPN	EBPN				
101	128206	Sphagnum	jensenii	Sphagnaceae	ebpn_other_priority	sample_acquired		EBPN		EBPN	EBPN	EBPN				
102	128247	Sphagnum	tenellum	Sphagnaceae	ebpn_other_priority	sample_acquired		EBPN		EBPN	EBPN	EBPN				
103	128251	Sphagnum	troendelagicum	Sphagnaceae	ebpn_other_priority	sample_acquired		EBPN		EBPN	EBPN	EBPN				
104	2817510	Tolypella	normaniana	Characeae	ebpn_other_priority			EBPN		EBPN						
105	13385	Calluna	vulgaris	Ericaceae	ebpn_other_priority			EBPN		EBPN						
106	109591	Cardamine	bellidifolia	Brassicaceae	ebpn_other_priority			EBPN		EBPN						
107	13447	Conium	maculatum	Apiaceae	ebpn_other_priority			EBPN		EBPN						
108	90606	Micranthes	nivalis	Saxifragaceae	ebpn_other_priority		Saxifraga nivalis	EBPN		EBPN						
109	20804	Oxytropis	deflexa 	Fabaceae	ebpn_other_priority		Oxytropis deflexa norvegica	EBPN		EBPN						
110	1891520	Potentilla	arenosa	Rosaceae	ebpn_other_priority		Potentilla arenosa chamissonis	EBPN		EBPN						
111	97307	Prunus	padus	Rosaceae	ebpn_other_priority			EBPN		EBPN						
112	135518	Ribes	uva-crispa	Grossulariaceae	ebpn_other_priority			EBPN		EBPN						
113	57936	Rubus	chamaemorus	Rosaceae	ebpn_other_priority			EBPN		EBPN						
114	406025	Saxifraga	adscendens	Saxifragaceae	ebpn_other_priority			EBPN		EBPN						
115	102720	Saxifraga	cotyledon	Saxifragaceae	ebpn_other_priority			EBPN		EBPN						
116	669826	Saxifraga	hyperborea	Saxifragaceae	ebpn_other_priority			EBPN		EBPN						
117	102733	Saxifraga	osloensis	Saxifragaceae	ebpn_other_priority			EBPN		EBPN						
118	406026	Saxifraga	tridactylites	Saxifragaceae	ebpn_other_priority			EBPN		EBPN						
119	57947	Sibbaldia	procumbens	Rosaceae	ebpn_other_priority			EBPN		EBPN						
120	29663	Brachypodium	pinnatum	Poaceae	ebpn_other_priority			EBPN		EBPN						
121	114204	Narthecium	ossifragum	Nartheniaceae	ebpn_other_priority			EBPN		EBPN						
122	1187000	Colura	calyptrifolia	Lejeuneaceae	ebpn_other_priority			EBPN		EBPN						
123	1133313	Scapania	nimbosa	Scapaniaceae	ebpn_other_priority			EBPN		EBPN						
124	147940	Asplenium	viride	Aspleniaceae	ebpn_other_priority			EBPN		EBPN						
125		Dasya	adela	Dasyaceae	ebpn_other_priority			EBPN		EBPN						
126	125796	Benthosema	glaciale	Myctophidae	ebpn_other_priority			EBPN		EBPN						
127	76058	Somateria	mollissima	Anatidae	ebpn_other_priority			EBPN		EBPN						
128	478208	Flustra	foliacea	Flustridae	ebpn_other_priority			EBPN		EBPN						
129	860324	Melica	nutans	Poaceae	ebpn_other_priority	sample_acquired		EBPN		EBPN	EBPN	EBPN				
