"Order","Suborder","Family","species","Reproductive mode","Meioformula","Fundamental.number","Sex chromosome system","Ploidy level","B chromosomes","Notes","Citation"
"Coleoptera","Polyphaga","Curculionidae","Otiorhynchus pupilattus","Parthenogenetic","2n=44","44","","NA","4","","Suomalainen (1947)"
"Coleoptera","Polyphaga","Curculionidae","Pachyrhynchus inferlis     ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","Lachowska, Holecova, and Rozek (1998)"
"Coleoptera","Polyphaga","Curculionidae","Phymatapoderus latipennis     ","Sexual diplodiploidy","2n=32M 15+Xyp","32","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Pissodes memorensis     ","Sexual diplodiploidy","2n=30M/2n=30F 14+Xyp","30","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Pissodes termilis     ","Sexual diplodiploidy","2n=29M/2n=28F 12+III+Xyp","29","Xyp","NA","","haploid complement is 12 bivalents and one trivalent","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Polydrusus margitus     ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","Lachowska, Holecova, and Rozek (1998)"
"Coleoptera","Polyphaga","Curculionidae","Rhynchaenus niger     ","Sexual diplodiploidy","2n=28M 13+XY","28","XY","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Rynchophorus palmarum     ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","A. Dutrillaux, Xie, and Dutrillaux (2008b)"
"Coleoptera","Polyphaga","Curculionidae","Ryssematus lineaticollis     ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Simo variegates","Parthenogenetic","2n=33F ","33","","3","","  ","Rozek, Lachowska, Holecova, and Kajtoch (2009)"
"Coleoptera","Polyphaga","Curculionidae","Strophosoma melanogrammus     ","Parthenogenetic","2n=31-35F ","31","","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Strophosoma melanogrammus     ","Parthenogenetic","2n=33-34F ","33","","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Strophosoma melanogrammus     ","Parthenogenetic","2n=34F ","34","","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","Sympiezomias cribicollis     ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Curculionidae","upactus peregrinus     ","Sexual diplodiploidy","2n=30","30","","NA","","  ","A. Sanderson (1973)"
"Coleoptera","Polyphaga","Curculionidae","upactus xantographus     ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","Lachowska, Holecova, and Rozek (1998)"
"Coleoptera","Polyphaga","Curculionidae","upactus xantographus     ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","Vidal (1984)"
"Coleoptera","Polyphaga","Dermestidae","Anthrenus fasciatus     ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Dermestidae","Dermestes vulpinus     ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Dermestidae","Trogoderma variabile     ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Elateridae","Agriotella bigemita     ","Sexual diplodiploidy","2n=19M 9+XO","19","XO","NA","","  ","Schneider, Carraro, et al. (2007)"
"Coleoptera","Polyphaga","Elateridae","Cardiophorus convexulus     ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","Schneider, Carraro, et al. (2007)"
"Coleoptera","Polyphaga","Elateridae","Ctenicera splendens     ","Sexual diplodiploidy","2n=19M 9+XO","19","XO","NA","","  ","Schneider, Carraro, et al. (2007)"
"Coleoptera","Polyphaga","Elateridae","Melanotus leordi     ","Sexual diplodiploidy","2n=19M 9+XO","19","XO","NA","","  ","Schneider, Carraro, et al. (2007)"
"Coleoptera","Polyphaga","Elateridae","Prosternon tesselatum     ","Sexual diplodiploidy","2n=22M 10+XY","22","XY","NA","","  ","Schneider, Carraro, et al. (2007)"
"Coleoptera","Polyphaga","Glaphyridae","Lichnthe rathvoni     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Yadav, Pillai, and Karamjeet (1979)"
"Coleoptera","Polyphaga","Hydrophilidae","Cymbiodyta marginella ","Sexual diplodiploidy","2n=18 M 8+Xy","18","Xy","NA","","","Angus et al (2020)"
"Coleoptera","Polyphaga","Lampyridae","Bicellonycha lividipennis     ","Sexual diplodiploidy","2n=18M 8+NeoXY","18","NeoXY","NA","","","Dias, Schneider, Rosa, Costa, and Cella (2007)"
"Coleoptera","Polyphaga","Lampyridae","Photuris pennsylvanica     ","Sexual diplodiploidy","2n=19M 9+XO","19","XO","NA","","  ","Dias, Schneider, Rosa, Costa, and Cella (2007)"
"Coleoptera","Polyphaga","Lampyridae","Pyractome borealis     ","Sexual diplodiploidy","2n=19M 9+XO","19","XO","NA","","  ","Dias, Schneider, Rosa, Costa, and Cella (2007)"
"Coleoptera","Polyphaga","Leiodidae","Leiodes calcarata","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","R. Angus, Edwards, Luque, and Labrada (2012)"
"Coleoptera","Polyphaga","Leiodidae","Notidocharis whagoni","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","R. Angus, Edwards, Luque, and Labrada (2012)"
"Coleoptera","Polyphaga","Leiodidae","Speonomus delarouzeei","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Alegre and Escola (1983)"
"Coleoptera","Polyphaga","Leiodidae","Speonomus pyreeus","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Durand and Juberthie-Jupeau (1980)"
"Coleoptera","Polyphaga","Leiodidae","Troglocharinus variabilis","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Alegre and Escola (1983)"
"Coleoptera","Polyphaga","Lucanidae","Lamprima adolphie","Sexual diplodiploidy","2n=18M 8+XY","18","XY","NA","","  ","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Lucanidae","Lucanus maculifermoratus     ","Sexual diplodiploidy","2n=26M 12+Xyr","26","Xyr","NA","","","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Lucanidae","Macrodorcas rectus","Sexual diplodiploidy","2n=18M 8+Xyr","18","Xyr","NA","","","Abe, Kudoh, and Saitoh (1976)"
"Coleoptera","Polyphaga","Meloidae","Epicauta pennsylvanica     ","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Meloidae","Pryrota decorata     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Melyridae","Hoppingia hudsonica     ","Sexual diplodiploidy","2n=14M 6+Xyp","14","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Passalidae","Paxillus leachi     ","Sexual diplodiploidy","2n=25M 12+XO","25","XO","NA","","  ","Serrano, Galian, and Reyes-Castillo (1998)"
"Coleoptera","Polyphaga","Passalidae","Vindex agnoscendens     ","Sexual diplodiploidy","2n=28M 13+XY","28","XY","NA","","  ","Serrano, Galian, and Reyes-Castillo (1998)"
"Coleoptera","Polyphaga","Scarabaeidae","Allomyri dichotoma     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Yadav, Pillai, and Karamjeet (1979)"
"Coleoptera","Polyphaga","Scarabaeidae","Amphimallon solstitialis     ","Sexual diplodiploidy","2n=20M ","20","","NA","","  ","Yadav, Pillai, and Karamjeet (1979)"
"Coleoptera","Polyphaga","Scarabaeidae","Anomiopsides heteroclyta     ","Sexual diplodiploidy","2n=18M ","18","","NA","","  ","Vidal (1984)"
"Coleoptera","Polyphaga","Scarabaeidae","Aphodius abdomilis","Sexual diplodiploidy","2n=19M 9+XO","19","XO","NA","","  ","R. Angus (2009)"
"Coleoptera","Polyphaga","Scarabaeidae","Aphodius contamitus     ","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","Wilson and Angus (2004a)"
"Coleoptera","Polyphaga","Scarabaeidae","Aphodius distintus     ","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","Wilson and Angus (2004a)"
"Coleoptera","Polyphaga","Scarabaeidae","Coprophaeus cyanescens     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Mendes-Neto et al. (2010)"
"Coleoptera","Polyphaga","Scarabaeidae","Coprophaeus dardanus     ","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","D. C. Cabral-de Mello, de Oliveira, Ramos, and de Moura (2008)"
"Coleoptera","Polyphaga","Scarabaeidae","Coprophaeus ensifer     ","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","Mendes-Neto et al. (2010)"
"Coleoptera","Polyphaga","Scarabaeidae","Dichotomius gemitus","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","D. C. Cabral-de Mello, Moura, and Martins (2011)"
"Coleoptera","Polyphaga","Scarabaeidae","Dichotomius gemitus     ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","yes","","D. C. Cabral-de Mello, Moura, and Martins (2010)"
"Coleoptera","Polyphaga","Scarabaeidae","Dichranocephalus wallichii","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Dystes tityus","Sexual diplodiploidy","2n=18M 8+NeoXY","18","NeoXY","NA","","","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Euonticellus fulvus     ","Sexual diplodiploidy","2n=20M/2n=20F ","20","","NA","","  ","Wilson and Angus (2005a)"
"Coleoptera","Polyphaga","Scarabaeidae","Euonticellus pallipes     ","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","Wilson and Angus (2005a)"
"Coleoptera","Polyphaga","Scarabaeidae","Euothonphagus amyntas     ","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","yes","","Wilson and Angus (2005a)"
"Coleoptera","Polyphaga","Scarabaeidae","Geotrupes balvi","Sexual diplodiploidy","2n=22M 10+Xy","22","Xy","NA","","","Kaur and Yadav (2014a)"
"Coleoptera","Polyphaga","Scarabaeidae","Geotrupes stercocarius","Sexual diplodiploidy","2n=22M ","22","","NA","","  ","Yadav, Pillai, and Karamjeet (1979)"
"Coleoptera","Polyphaga","Scarabaeidae","Glycypha fulvistemma     ","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","Yadav, Pillai, and Karamjeet (1979)"
"Coleoptera","Polyphaga","Scarabaeidae","Goliathus goliathus","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Jumnos ruckieri     ","Sexual diplodiploidy","2n=14M 6+NeoXY","14","NeoXY","NA","","","Macaisne, Dutrillaux, and Dutrillaux (2006)"
"Coleoptera","Polyphaga","Scarabaeidae","Macraspis tristis","Sexual diplodiploidy","2n=18M/2n=18F 8+Xyp","18","Xyp","NA","","  ","A. Dutrillaux and Dutrillaux (2009a)"
"Coleoptera","Polyphaga","Scarabaeidae","Mecynorrhi torquata","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Mecynorrhi torquata","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","","A. Dutrillaux and Dutrillaux (2016)"
"Coleoptera","Polyphaga","Scarabaeidae","Oniticellus fulvus     ","Sexual diplodiploidy","2n=20M ","20","","NA","","  ","Yadav, Pillai, and Karamjeet (1979)"
"Coleoptera","Polyphaga","Scarabaeidae","Oniticellus pallipes     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Yadav, Pillai, and Karamjeet (1979)"
"Coleoptera","Polyphaga","Scarabaeidae","Onthophagus amyntas     ","Sexual diplodiploidy","2n=20M ","20","","NA","","  ","Yadav, Pillai, and Karamjeet (1979)"
"Coleoptera","Polyphaga","Scarabaeidae","Onthophagus gazelle","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","","Kaur and Yadav (2014b)"
"Coleoptera","Polyphaga","Scarabaeidae","Oryctes sicornis     ","Sexual diplodiploidy","2n=18M 8+NeoXY","18","NeoXY","NA","","","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Oryctes sicornis     ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","Yadav, Pillai, and Karamjeet (1979)"
"Coleoptera","Polyphaga","Scarabaeidae","Phyllogthus dionysius     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Yadav, Pillai, and Karamjeet (1979)"
"Coleoptera","Polyphaga","Scarabaeidae","Propomacrus bimucrotus","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Schizonycha fuscescens     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Yadav, Pillai, and Karamjeet (1979)"
"Coleoptera","Polyphaga","Scarabaeidae","Stephanorrhi princeps","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","A. Dutrillaux and Dutrillaux (2012)"
"Coleoptera","Polyphaga","Scarabaeidae","Stephanorrhi princeps","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","","A. Dutrillaux and Dutrillaux (2016)"
"Coleoptera","Polyphaga","Scarabaeidae","Thorectes intermedius","Sexual diplodiploidy","2n=22M 10+XY","22","XY","NA","","  ","R. Angus (2011)"
"Coleoptera","Polyphaga","Scarabaeidae","Trichius zotus     ","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","Yadav, Pillai, and Karamjeet (1979)"
"Coleoptera","Polyphaga","Scarabaeidae","Trypocopris pyreeus","Sexual diplodiploidy","2n=20M/2n=20F 9+Xyp","20","Xyp","NA","","  ","Wilson and Angus (2004c)"
"Coleoptera","Polyphaga","Scarabaeidae","Trypocopris verlis","Sexual diplodiploidy","2n=22M 10+XY","22","XY","NA","","  ","R. Angus (2011)"
"Coleoptera","Polyphaga","Scolytidae","Blastophagus pinierda     ","Sexual diplodiploidy","2n=26M/2n=26F 12+Xyp","26","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Scolytidae","Blastophagus pinierda     ","Sexual diplodiploidy","2n=30M 14+Xyp","30","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Scolytidae","Conopthorus coniperda     ","Sexual diplodiploidy","2n=20M 9+NeoXY","20","NeoXY","NA","","","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Scolytidae","Conopthorus resinosae     ","Sexual diplodiploidy","2n=18M 8+XY","18","XY","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Scolytidae","Dendroctonus murrayae     ","Sexual diplodiploidy","2n=30M 14+Xyp","30","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Scolytidae","Hypothenemus hamperi     ","Sexual diplodiploidy","2n=15M/2n=14F 6+XXY","15","XXY","NA","","Subsequent studies failed to replicate","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Scolytidae","Hypothenemus hamperi     ","Sexual haplodiploidy","2n=14M/2n=14F ","14","","NA","","in males one set of chromosomes is always highly condensed","Brun, Stuart, Gaudichon, Aronstein, and French-Constant (1995)"
"Coleoptera","Polyphaga","Scolytidae","Ips acumitus     ","Sexual diplodiploidy","2n=16M/2n=16F 7+Xyp","16","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Scolytidae","Ips emargitus     ","Sexual diplodiploidy","2n=32M 15+Xyp","32","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Scolytidae","Ips pertubatus     ","Parthenogenetic","2n=48F ","48","","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Scolytidae","Ips pertubatus     ","Sexual diplodiploidy","2n=32M/2n=32F 15+Xyp","32","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Scolytidae","Pityogenes crannulatus     ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Scolytidae","Pityphthorus lichtensteini     ","Sexual diplodiploidy","2n=26M/2n=26F 12+Xyp","26","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Scolytidae","Polygraphus rugipennis     ","Sexual diplodiploidy","2n=12M 5+Xyp","12","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Scolytidae","Scolytus ratzeburgi     ","Sexual diplodiploidy","2n=16M/2n=16F 7+Xyp","16","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Silphidae","Nicrophorus vespilloides     ","Sexual diplodiploidy","2n=13M 6+XO","13","XO","NA","","  ","Vorontsov, Yadav, Lyapunova, Korablev, and Yani (1984)"
"Coleoptera","Polyphaga","Silphidae","Thatophilus sinuatus     ","Sexual diplodiploidy","2n=26M 12+Xyp","26","Xyp","NA","","  ","Vorontsov, Yadav, Lyapunova, Korablev, and Yani (1984)"
"Coleoptera","Polyphaga","Silvanidae","Oryzaephilus surimensis     ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Staphylinidae","Philonthus politus     ","Sexual diplodiploidy","2n=40M 19+Xyp","40","Xyp","NA","","  ","Vorontsov, Yadav, Lyapunova, Korablev, and Yani (1984)"
"Coleoptera","Polyphaga","Staphylinidae","Philonthus varius     ","Sexual diplodiploidy","2n=31M 15+XO","31","XO","NA","","  ","Vorontsov, Yadav, Lyapunova, Korablev, and Yani (1984)"
"Coleoptera","Polyphaga","Tenebrionidae","Adesmia biskrensis     ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","Juan and Petitpierre (1991)"
"Coleoptera","Polyphaga","Tenebrionidae","Blaps mucrota     ","Sexual diplodiploidy","2n=36M 16+XXXY","36","XXXY","NA","","","Juan and Petitpierre (1991)"
"Coleoptera","Polyphaga","Tenebrionidae","Bolitopherus cornutus     ","Sexual diplodiploidy","2n=19M 9+XO","19","XO","NA","","  ","Juan and Petitpierre (1991)"
"Coleoptera","Polyphaga","Tenebrionidae","Cryptycus gibbulus     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Juan and Petitpierre (1991)"
"Coleoptera","Polyphaga","Tenebrionidae","Gthocerus cornutus     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Juan and Petitpierre (1991)"
"Coleoptera","Polyphaga","Tenebrionidae","Hegeter ferndezi     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Juan and Petitpierre (1991)"
"Coleoptera","Polyphaga","Tenebrionidae","Hegeter grancariensis     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Juan and Petitpierre (1991)"
"Coleoptera","Polyphaga","Tenebrionidae","Isomira quadrastriata ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Tenebrionidae","Palembus dermestoides","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","M. Almeida, Zacaro, and Cella (2000)"
"Coleoptera","Polyphaga","Tenebrionidae","Pimelia interjecta     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Pons (2004)"
"Coleoptera","Polyphaga","Tenebrionidae","Tentyria mucrota     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Juan and Petitpierre (1991)"
"Coleoptera","Polyphaga","Tenebrionidae","Tentyria rotunda     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Juan and Petitpierre (1991)"
"Coleoptera","Polyphaga","Tenebrionidae","Tentyria schaumi     ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Juan and Petitpierre (1991)"
"Coleoptera","Polyphaga","Tenebrionidae","Trachycelis aphodiodes     ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","Juan and Petitpierre (1991)"
"Coleoptera","Polyphaga","Trogossitidae","Lophoceters pusillus     ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Adephaga","Carabidae","Acinopus giganteus","","2n=37M ","37","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Acupalpus brunnipes","","2n=45M ","45","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Acupalpus maculatus","","2n=39M ","39","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Agonum corvus","","2n=39M ","39","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Agonum extensicolle","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Agonum gracile","","2n=35-36M ","35","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Agonum micans","","2n=35M ","35","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Agonum viridicupreum","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Amara equestris","","2n=30F ","30","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Amara fulva","Sexual diplodiploidy","2n=35M/2n=36F 17+XO","35","XO","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Amara ingenua","Sexual diplodiploidy","2n=37M/2n=38F 18+XO","37","XO","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Amara montivaga","Sexual diplodiploidy","2n=37M/2n=38F 18+XO","37","XO","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Amara plebeja","Sexual diplodiploidy","2n=34M 16+XY","34","XY","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Amara rufescens","","2n=24F ","24","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Amara similata","Sexual diplodiploidy","2n=32M/2n=32F 15+XY","32","XY","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Anchomenus dorsalis","Sexual diplodiploidy","2n=44M 21+XY","44","XY","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Anisodactylus binotatus","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Asaphidion rossii","","2n=24M ","24","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Bembidion ascendens","Sexual diplodiploidy","2n=24M 11+XY","24","XY","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Bembidion foveum","","2n=24M ","24","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Bembidion modestum","Sexual diplodiploidy","2n=24M 11+XY","24","XY","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Bembidion varicolor","Sexual diplodiploidy","2n=24M 11+XY","24","XY","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Brachinus explodens","Sexual diplodiploidy","2n=36M ","36","","NA","","  ","Galian, Ortiz, and Serrano (1990a)"
"Coleoptera","Adephaga","Carabidae","Broscus cephalotes","","2n=24M ","24","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Calathus angularis","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Calathus angustulus","Sexual diplodiploidy","2n=36M 17+XY","36","XY","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Calathus hispanicus","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Calathus oreades","","2n=37M ","37","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Calathus spretus","","2n=37M ","37","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Carabus coarctatus","Sexual diplodiploidy","2n=28M 13+XY","28","XY","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Carabus dufouri","Sexual diplodiploidy","2n=28M 13+XY","28","XY","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Carabus morbillosus","Sexual diplodiploidy","2n=28M 13+XY","28","XY","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Carabus rugosus","Sexual diplodiploidy","2n=28M 13+XY","28","XY","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Carterus interceptus","","2n=57M ","57","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Ceratoderus bifasciatus","","2n=28F ","28","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Chlaenius tristis","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Cicindela duponti","Sexual diplodiploidy","2n=23M 10+XXY","23","XXY","NA","","","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Cicindela intermedia","Sexual diplodiploidy","2n=21M 9+XXY","21","XXY","NA","","","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Cicindela trifasciata","Sexual diplodiploidy","2n=40M/2n=42F 18+XXXY","40","XXXY","NA","yes","","Proenca, Collares-Pereira, and Serrano (1999)"
"Coleoptera","Adephaga","Carabidae","Cicindela virgula","Sexual diplodiploidy","2n=23M 10+XXY","23","XXY","NA","","","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Cryptophonus schaumii","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Daptus vittatus","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Galian (1998)"
