"Order","Suborder","Family","species","Reproductive mode","Meioformula","Fundamental.number","Sex chromosome system","Ploidy level","B chromosomes","Notes","Citation"
"Coleoptera","Adephaga","Carabidae","Abacetus salzamanni     ","Sexual diplodiploidy","2n=41M 20+XO","41","XO","NA","","  ","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Agonum margitum     ","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Anisodactylus sigtus     ","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Bembidion atrocoeruleum     ","Sexual diplodiploidy","2n=24M 11+XY","24","XY","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Bembidion bowditchi     ","Sexual diplodiploidy","2n=24M 11+XY","24","XY","NA","","  ","D. Maddison (1985)"
"Coleoptera","Adephaga","Carabidae","Bembidion coeruleum     ","Sexual diplodiploidy","2n=24M 11+XY","24","XY","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Bembidion littorale","","2n=36M ","36","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Bembidion platum ","Sexual diplodiploidy","2n=24M 11+XY","24","XY","NA","","  ","D. Maddison (1985)"
"Coleoptera","Adephaga","Carabidae","Bembidion roosvelti ","Sexual diplodiploidy","2n=24M 11+XY","24","XY","NA","","  ","D. Maddison (1985)"
"Coleoptera","Adephaga","Carabidae","Bembidion stephensi     ","Sexual diplodiploidy","2n=24M 11+XY","24","XY","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Bembidion thetys","","2n=24M ","24","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Bembidion yukonoum     ","Sexual diplodiploidy","2n=24M 11+XY","24","XY","NA","","  ","D. Maddison (1985)"
"Coleoptera","Adephaga","Carabidae","Blethsia multipunctata","","2n=32M ","32","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Calachroa sexpunctata ","Sexual diplodiploidy","2n=23M 10+XXY","23","XXY","NA","","","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Calathus gratensis ","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Calathus luctosus","","2n=38F ","38","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Carabus olympia","","2n=28M ","28","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Carabus pyreeus ","Sexual diplodiploidy","2n=28M 13+XY","28","XY","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Chlaenius laetiusculus ","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Cicindela angulata","Sexual diplodiploidy","2n=21M 9+XXY","21","XXY","NA","","","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Cicindela chloris","Sexual diplodiploidy","2n=23M 10+XXY","23","XXY","NA","","","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Cicindela chloropleura","Sexual diplodiploidy","2n=23M 10+XXY","23","XXY","NA","","","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Cicindela hispanica","Sexual diplodiploidy","2n=21M/2n=22F 9+XXY","21","XXY","NA","","","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Cicindela littoralis","Sexual diplodiploidy","2n=22M/2n=24F 9+XXXY","22","XXXY","NA","","","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Cicindela maura","Sexual diplodiploidy","2n=22M/2n=24F 9+XXXY","22","XXXY","NA","","","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Cicindela minuta","Sexual diplodiploidy","2n=23M 10+XXY","23","XXY","NA","","","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Cicindela silvicola ","Sexual diplodiploidy","2n=22M/2n=24F 9+XXY","22","XXY","NA","","sic: 9+XXY/6X; likely the male is XXXY this would fit the diploid numbers given","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Cicindela sumatrensis","Sexual diplodiploidy","2n=23M 10+XXY","23","XXY","NA","","","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Cicindela trisigta","Sexual diplodiploidy","2n=23M 9+XXXXY","23","XXXXY","NA","","","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Colfax stevensi ","Sexual diplodiploidy","2n=34M 16+XY","34","XY","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Colliuris pennsylvanica ","Sexual diplodiploidy","2n=18M 8+NeoXY","18","NeoXY","NA","","","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Cylindera trisigta ","Sexual diplodiploidy","2n=23M/2n=26F 9+XXXXY","23","XXXXY","NA","","","Collares-Pereira and Serrano (1990)"
"Coleoptera","Adephaga","Carabidae","Cylindra germanica ","Sexual diplodiploidy","2n=16M 7+XY","16","XY","NA","","  ","Galian, Hogan, and Vogler (2002)"
"Coleoptera","Adephaga","Carabidae","Cylindra germanica ","Sexual diplodiploidy","2n=18M ","18","","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Dromius meridiolis","Sexual diplodiploidy","2n=25M 12+XO","25","XO","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Dyschirus globosus","","2n=30M ","30","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Egadroma margitum ","Sexual diplodiploidy","2n=39M 19+XO","39","XO","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Ellipsoptera margita ","Sexual diplodiploidy","2n=23M 9+XXXXY","23","XXXXY","NA","","","Galian, Proenca, and Vogler (2007)"
"Coleoptera","Adephaga","Carabidae","Galerita bicolor ","Sexual diplodiploidy","2n=30M 14+XY","30","XY","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Harpalus aesculans ","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Harpalus honestus ","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Harpalus pennsylvanicus ","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Harpalus pygmaeus","","2n=39M ","39","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Harpalus wagnerii ","Sexual diplodiploidy","2n=30M 14+XY","30","XY","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Laemostenus complatus","Sexual diplodiploidy","2n=40M/2n=40F 19+XY","40","XY","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Mantichora amigdaloides ","Sexual diplodiploidy","2n=38M 18+XY","38","XY","NA","","  ","Galian, Hogan, and Vogler (2002)"
"Coleoptera","Adephaga","Carabidae","Megacephala euphratica","Sexual diplodiploidy","2n=31M 15+XO","31","XO","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Myriochile fastidiosa ","Sexual diplodiploidy","2n=23M 10+XXY","23","XXY","NA","","","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Myriochile melancholica ","Sexual diplodiploidy","2n=22M 9+XXXY","22","XXXY","NA","","","Galian, Ortiz, and Serrano (1990b)"
"Coleoptera","Adephaga","Carabidae","Myriochile undulata ","Sexual diplodiploidy","2n=25M 11+XXY","25","XXY","NA","","","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Nesarpalus fortutus","","2n=37M ","37","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Notagonum submetalicum ","Sexual diplodiploidy","","","NA","NA","","","Galian and Moore (1994)"
"Coleoptera","Adephaga","Carabidae","Notonomus philippi","Sexual diplodiploidy","2n=35M 17+XO","35","XO","NA","","  ","Galian and Moore (1994)"
"Coleoptera","Adephaga","Carabidae","Omus dejeani ","Sexual diplodiploidy","2n=36M 17+XY","36","XY","NA","","  ","Galian, Hogan, and Vogler (2002)"
"Coleoptera","Adephaga","Carabidae","Oodes helopiodes","","2n=30M ","30","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Ophonus incisus","","2n=37M ","37","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Pamborus alterns ","Sexual diplodiploidy","2n=22M 10+XY","22","XY","NA","","  ","Galian and Moore (1994)"
"Coleoptera","Adephaga","Carabidae","Percus quiraoi ","Sexual diplodiploidy","2n=57M 28+XO","57","XO","NA","","  ","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Platynus assimile","Sexual diplodiploidy","2n=27M 13+XO","27","XO","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Platynus assimile","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Platynus obscurus ","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Pogonus meridiolis","Sexual diplodiploidy","2n=22M 10+XY","22","XY","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Pterostichus ghiliani ","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Pterostichus gracile ","Sexual diplodiploidy","2n=37M 18+XO","37","XO","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Carabidae","Pterostichus verlis ","Sexual diplodiploidy","2n=46M 22+XY","46","XY","NA","","  ","Yadav, Lyapunova, Korablev, Baklushiskaya-Yani, and Vorontosov (1991)"
"Coleoptera","Adephaga","Carabidae","Stenolophus skrimshireanus","","2n=26M ","26","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Synchus vivalis","","2n=25M ","25","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Syrdenus grayi","Sexual diplodiploidy","2n=40M 19+XY","40","XY","NA","yes","","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Thalassotrechus barabarae","Sexual diplodiploidy","2n=22M 10+XY","22","XY","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Trichus maculata","","2n=36F ","36","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Carabidae","Zabrus urbionensis","Sexual diplodiploidy","2n=60M ","60","","NA","","  ","Serrano and Galian (1998)"
"Coleoptera","Adephaga","Dytiscidae","Agabus sturmi ","Sexual diplodiploidy","2n=43M 21+XO","43","XO","NA","","  ","Aradottir and Angus (2004)"
"Coleoptera","Adephaga","Dytiscidae","Agabus sturmi ","Sexual diplodiploidy","2n=42M 20+Xyp","42","Xyp","NA","","Subsequent studies failed to replicate","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Dytiscidae","Colymbetes infuscatus","Sexual diplodiploidy","2n=44M/2n=44F 21+NeoXY","44","NeoXY","NA","","","R. Angus, Clery, Carter, and Wenczek (2013)"
"Coleoptera","Adephaga","Dytiscidae","Deronectes wewalai","Sexual diplodiploidy","2n=62M 30+XY","62","XY","NA","","  ","R. Angus and Tatton (2011)"
"Coleoptera","Adephaga","Dytiscidae","Ilybius chalcotus ","Sexual diplodiploidy","2n=35M/2n=36F 17+XO","35","XO","NA","","  ","Aradottir and Angus (2004)"
"Coleoptera","Adephaga","Dytiscidae","Ilybius wasastjere ","Sexual diplodiploidy","2n=37M/2n=38F 18+XO","37","XO","NA","","  ","Aradottir and Angus (2004)"
"Coleoptera","Adephaga","Dytiscidae","Nebrioporus caliculatus","Sexual diplodiploidy","2n=49M 24+XO","49","XO","NA","","  ","R. Angus and Tatton (2011)"
"Coleoptera","Adephaga","Dytiscidae","Stictotarsus bertandi","Sexual diplodiploidy","2n=56M 27+NeoXY","56","NeoXY","NA","","","R. Angus and Tatton (2011)"
"Coleoptera","Adephaga","Gyrinidae","Dineutes horni ","Sexual diplodiploidy","2n=40M ","40","","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Gyrinidae","Gyrinus caspius ","Sexual diplodiploidy","2n=27M ","27","","NA","","  ","Serrano and Yadav (1984)"
"Coleoptera","Adephaga","Gyrinidae","Gyrinus uritor","Sexual diplodiploidy","2n=27M 13+XO","27","XO","NA","","","R. Angus and Holloway (2016)"
"Coleoptera","Adephaga","Haliplidae","Haliplus mucrotus ","Sexual diplodiploidy","2n=20M/2n=20F 9+XY","20","XY","NA","","  ","Powell and Angus (2006)"
"Coleoptera","Adephaga","Haliplidae","Haliplus sibricus ","Sexual diplodiploidy","2n=24M 11+XY","24","XY","NA","","  ","Powell and Angus (2006)"
"Coleoptera","Archostemata","Micromalthidae","Micromalthus deblis ","Parthenogenetic","2n=10M/2n=20F ","10","","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Anthicidae","Notoxus constrictus ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Attelabidae","Deporaus margitus ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","Gill, Gulati, and Pajni (1990)"
"Coleoptera","Polyphaga","Bostrichidae","Rhizopertha dominica ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Brentidae","nophyes marmoratus ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","Lachowska, Holecova, and Rozek (2004)"
"Coleoptera","Polyphaga","Buprestidae","Castiari adelaidae ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","Karagyan and Kuznetsova (2000)"
"Coleoptera","Polyphaga","Buprestidae","Castiari rufipennis ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","Karagyan and Kuznetsova (2000)"
"Coleoptera","Polyphaga","Buprestidae","Castiari simulata ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","Karagyan and Kuznetsova (2000)"
"Coleoptera","Polyphaga","Buprestidae","Dicera divaricata ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Karagyan and Kuznetsova (2000)"
"Coleoptera","Polyphaga","Buprestidae","Dicera tenebrosa ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","Karagyan and Kuznetsova (2000)"
"Coleoptera","Polyphaga","Buprestidae","Melanophila acumita ","Sexual diplodiploidy","2n=12M 5+Xyp","12","Xyp","NA","","  ","Karagyan and Kuznetsova (2000)"
"Coleoptera","Polyphaga","Byrrhidae","Cytilus altertus ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Cantharidae","Chauliogthus expansus ","Sexual diplodiploidy","2n=13M/2n=14F 6+XO","13","XO","NA","","  ","Machado, Galian, Arauajo, Lucias, & Valente (2001)"
"Coleoptera","Polyphaga","Cantharidae","Chauliogthus fallax ","Sexual diplodiploidy","2n=13M/2n=14F 6+XO","13","XO","NA","","  ","Machado, Galian, Arauajo, Lucias, & Valente (2001)"
"Coleoptera","Polyphaga","Cantharidae","Chauliogthus flavipes ","Sexual diplodiploidy","2n=13M/2n=14F 6+XO","13","XO","NA","","  ","Machado, Galian, Arauajo, Lucias, & Valente (2001)"
"Coleoptera","Polyphaga","Cantharidae","Chauliogthus lineatus ","Sexual diplodiploidy","2n=13M/2n=14F 6+XO","13","XO","NA","","  ","Machado, Galian, Arauajo, Lucias, & Valente (2001)"
"Coleoptera","Polyphaga","Cantharidae","Chauliogthus octomaculatus ","Sexual diplodiploidy","2n=13M/2n=14F 6+XO","13","XO","NA","","  ","Machado, Galian, Arauajo, Lucias, & Valente (2001)"
"Coleoptera","Polyphaga","Cantharidae","Chauliogthus riograndensis ","Sexual diplodiploidy","2n=13M/2n=14F 6+XO","13","XO","NA","","  ","Machado, Galian, Arauajo, Lucias, & Valente (2001)"
"Coleoptera","Polyphaga","Cantharidae","Chauliogthus tetrapunctatus ","Sexual diplodiploidy","2n=13M/2n=14F 6+XO","13","XO","NA","","  ","Machado, Galian, Arauajo, Lucias, & Valente (2001)"
"Coleoptera","Polyphaga","Cerambycidae","Aeloesthes holosericea ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Cerambycidae","Aesthetis testacea ","Sexual diplodiploidy","2n=22M/2n=22F 10+Xyp","22","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Cerambycidae","Eutrapha ocelota ","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Cerambycidae","Lagochirus araeiformis ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Cerambycidae","Liopus nebulosus ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Cerambycidae","Monochamus altertus","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","","Ping et al. (2010)"
"Coleoptera","Polyphaga","Cerambycidae","Morimus orientalis","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Okutaner, Ozdikmen, Yuuksel, and Kocak (2011a)"
"Coleoptera","Polyphaga","Cerambycidae","Olenocamptus bilobus ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Cerambycidae","Phytoecia coerulescens ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Cerambycidae","Plectura metallica ","Sexual diplodiploidy","2n=26M ","26","","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Cerambycidae","Rhagium syncophanta","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","Dutrillaux and Dutrillaux 2018"
"Coleoptera","Polyphaga","Cerambycidae","Solenoptera caliculata","Sexual diplodiploidy","2n=26M 12+Xyp","26","Xyp","NA","","","Giannoulis et al. (2014)"
"Coleoptera","Polyphaga","Cerambycidae","Tetraopes tetropthamus ","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Cerambycidae","Tetraopes tetropthamus ","Sexual diplodiploidy","2n=20M 9+XY","20","XY","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Cerambycidae","Tetraopes tetropthamus ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Cerambycidae","Tetrops praeusta ","Sexual diplodiploidy","2n=20M 9+Xyp","20","Xyp","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Cerambycidae","Vesperus xatari","Sexual diplodiploidy","2n=53M/2n=54F 25+Xyy","53","Xyy","NA","","2 y chrom are homologous to a pair autosomes in the female","A. Dutrillaux, Moulin, and Dutrillaux (2007)"
"Coleoptera","Polyphaga","Cerambycidae","Xylosteus spinolai ","Sexual diplodiploidy","2n=20F ","20","","NA","","  ","S. Smith and Virkki (1978)"
"Coleoptera","Polyphaga","Chrysomelidae","Alagoasa decemguttata ","Sexual diplodiploidy","2n=22M 10+Xy+","22","Xy+","NA","","","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Altica coerulescens ","Sexual diplodiploidy","2n=24M 11+Xy+","24","Xy+","NA","","","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Altica oleeracea ","Sexual diplodiploidy","2n=24M 11+Xy+","24","Xy+","NA","","","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Amphelsasma cavum ","Sexual diplodiploidy","2n=17M 8+XO","17","XO","NA","yes","","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Aphtho cyparissiae ","Sexual diplodiploidy","2n=32M 15+XY","32","XY","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Aphtho depressa ","Sexual diplodiploidy","2n=28M 13+XY","28","XY","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Aphtho depressa ","Sexual diplodiploidy","2n=28M 13+XY","28","XY","NA","yes","","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Aphtho herbigrada ","Sexual diplodiploidy","2n=28M 13+XY","28","XY","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Aphtho herbigrada ","Sexual diplodiploidy","2n=30M 14+XY","30","XY","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Aphtho lutescens ","Sexual diplodiploidy","2n=24M 11+XY","24","XY","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Aphtho nigriceps ","Sexual diplodiploidy","2n=32M 15+XY","32","XY","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Aphtho venustula ","Sexual diplodiploidy","2n=28M 13+XY","28","XY","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Aphtho venustula ","Sexual diplodiploidy","2n=28M 13+XY","28","XY","NA","yes","","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Asphaera abdomilis ","Sexual diplodiploidy","2n=22M 10+Xy+","22","Xy+","NA","","","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Aspidimorpha difformis ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Aspidimorpha miliaris ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Aulacophora fovecollis ","Sexual diplodiploidy","2n=59M 28+XXY","59","XXY","NA","","","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Aulacophora fovecollis ","Sexual diplodiploidy","2n=30M 14+XY","30","XY","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Aulacophora fovecollis ","Sexual diplodiploidy","2n=30M 14+Xyp","30","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Basilepta fuvipes ","Sexual diplodiploidy","2n=28M 13+Xyp","28","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Cassida inquita ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Cassida prasi ","Sexual diplodiploidy","2n=18M 8+Xyp","18","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Cassida virdis ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre, Carreras, and Gomez-Zurita (1998)"
"Coleoptera","Polyphaga","Chrysomelidae","Cassida virdis ","Sexual diplodiploidy","2n=30M 14+Xyp","30","Xyp","NA","","  ","Petitpierre, Carreras, and Gomez-Zurita (1998)"
"Coleoptera","Polyphaga","Chrysomelidae","Chaetocnema concin ","Sexual diplodiploidy","2n=22M 10+XY","22","XY","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chalcopha cincta ","Sexual diplodiploidy","2n=26M 12+Xyp","26","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Charidotella quadrisigta ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Virkki, Santiago-Blay, and Riley (1992)"
"Coleoptera","Polyphaga","Chrysomelidae","Chelymorpha cassidea ","Sexual diplodiploidy","2n=22M 10+Xyp","22","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysochus asclepiadeus ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli affinis ","Sexual diplodiploidy","2n=24M 11+Xyp","24","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli aurichalcea","Sexual diplodiploidy","2n=45M 22+XO","45","XO","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli aurichalcea","Sexual diplodiploidy","2n=40M 19+Xyp","40","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli aurichalcea","Sexual diplodiploidy","2n=46M 22+Xyp","46","Xyp","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli aurichalcea","Sexual diplodiploidy","2n=31M/2n=32F ","31","","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli aurichalcea","Sexual diplodiploidy","2n=32M ","32","","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
"Coleoptera","Polyphaga","Chrysomelidae","Chrysoli aurichalcea","Sexual diplodiploidy","2n=41M/2n=42F ","41","","NA","","  ","Petitpierre, Segarra, Yadav, and Virkki (1988)"
