"Order","Family","Genus","Species","femalediploidnumber","malediploidnumber","haploidnumber","reproductivemode","sexchromosome","notes","citation"
"Blattodea","Blattidae","Periplaneta","Periplaneta japonica","34","33","17","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Polyphagidae","Polyphaga","Polyphaga aegyptiaca","64","63","32","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Embiidina","Embiidae","Embia","Embia nuragica","24","23","12","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Embiidina","Embiidae","Embia","Embia ramburi","22","21","11","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Embiidina","Embiidae","Embia","Embia tyrrhenica","22","21","11","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Embiidina","Oligotomidae","Haploembia","Haploembia palaui","22","21","11","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Embiidina","Oligotomidae","Haploembia","Haploembia solieri","20","19","10","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Grylloblata","Grylloblatidae","Galloisiana","Galloisiana nipponensis","30","30","15","gonochorous","XY","heteromorphic","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Amorphoscelidae","Cliomantis","Cliomantis cornuta","26","25","13","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Eremiaphilidae","Didymocorypha","Didymocorypha lanceolata","16","15","8","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Eremiaphilidae","Didymocorypha","Didymocorypha lanceolata","18","17","9","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Eremiaphilidae","Humbertiella","Humbertiella indica","24","23","12","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Eremiaphilidae","Humbertiella","Humbertiella similis","32","31","16","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Hymenopodidae","Acanthops","Acanthops falcata","20","19","10","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Hymenopodidae","Antemna","Antemna rapax","28","27","14","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Hymenopodidae","Creobroter","Creobroter gemmatus","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Hymenopodidae","Creobroter","Creobroter laevicollis","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Hymenopodidae","Harpagomantis","Harpagomantis tricolor","26","25","13","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Archimantis","Archimantis sobrina","28","27","14","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Bisanthe","Bisanthe pulchripennis","22","21","11","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Bolbe","Bolbe pallida","30","25","15","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Brunneria","Brunneria borealis","28","NA","14","","","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Callimantis","Callimantis antillarum","18","17","9","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Cheddikulama","Cheddikulama straminea","28","27","14","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Choeradodis","Choeradodis rhombicollis","32","31","16","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Dystacta","Dystacta alticeps","26","25","13","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Hierodula","Hierodula coarctata","28","27","14","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Hierodula","Hierodula patellifera","28","27","14","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Liturgusa","Liturgusa cursor","34","33","17","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Liturgusa","Liturgusa maya","18","17","9","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Mantis","Mantis religiosa","28","27","14","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Parathespis","Parathespis humbertiana","32","31","16","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Polyspilota","Polyspilota aeruginosa","28","27","14","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Pseudomiopteryx","Pseudomiopteryx infuscata","18","17","9","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Schizocephala","Schizocephala bicornis","30","27","15","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Statilia","Statilia maculata","28","27","14","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Tenodera","Tenodera aridifolia","28","27","14","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Tenodera","Tenodera australasiae","28","27","14","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Tenodera","Tenodera superstitiosa","28","27","14","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Thesprotia","Thesprotia graminis","30","23","15","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantoididae","Mantoida","Mantoida schraderi","38","37","19","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Phasmatodea","Phasmidae","Acrophylla","Acrophylla titan","36","35","18","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Phasmatodea","Phasmidae","Extatosoma","Extatosoma tiaratum","36","35","18","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Phasmatodea","Phasmidae","Extatosoma","Extatosoma tiaratum","38","37","19","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Phasmatodea","Phasmidae","Oncotophasma","Oncotophasma sp.","42","41","21","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Phasmatodea","Phasmidae","Podacanthus","Podacanthus wilkinsoni","36","35","18","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Phasmatodea","Phasmidae","Sipyloidea","Sipyloidea sipylus","80","80","40","","","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Phasmatodea","Phylliidae","Bacillus","Bacillus rossius","36","35","18","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Phasmatodea","Phylliidae","Bacillus","Bacillus rossius","NA","36","18","","","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Phasmatodea","Phylliidae","Phyllium","Phyllium bioculatum","34","33","17","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Phasmatodea","Phylliidae","Prisopus","Prisopus berosus","50","49","25","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
