"distribution","max","median","minimum","resolved_name"
"16","16","16","16","Oxytropis uschakovii"
"16-24","24","16","16","Oxytropis vassilczenkoi subsp. substepposa"
"8-16","16","8","8","Oxytropis viscida var. hudsonica"
"24-40-48","48","24","24","Oxytropis viscida var. subsucculenta"
"14","14","14","14","Oyedaea buphthalmoides"
"14","14","14","14","Oyedaea obovata"
"17","17","17","17","Oziroe arida"
"11","11","11","11","Pachycarpus schinzianus"
"10","10","10","10","Pachycladon cheesmanii"
"11","11","11","11","Pachycymbium carnosum"
"11","11","11","11","Pachycymbium decaisneanum"
"11-22","22","11","11","Pachycymbium keithii"
"11","11","11","11","Pachycymbium lancasteri"
"11","11","11","11","Pachycymbium meintjesianum"
"31","31","31","31","Pachyphytum coeruleum"
"9","9","9","9","Pachypodium rosulatum subsp. gracilius"
"54","54","54","54","Pachystegia minor"
"23","23","23","23","Packera antennariifolia"
"20","20","20","20","Packera bellidifolia"
"23","23","23","23","Packera bolanderi var. harfordii"
"23","23","23","23","Packera clevelandii"
"23","23","23","23","Packera coahuilensis"
"23","23","23","23","Packera cynthioides"
"23","23","23","23","Packera debilis"
"23","23","23","23","Packera fendleri"
"20-23-46","46","23","20","Packera greenei"
"23","23","23","23","Packera hesperia"
"23","23","23","23","Packera ionophylla"
"23","23","23","23","Packera moranii"
"23","23","23","23","Packera musiniensis"
"23-46","46","46","23","Packera neomexicana var. mutabilis"
"22-23","23","22","22","Packera neomexicana var. toumeyi"
"23","23","23","23","Packera pseudaurea var. flavula"
"44-63-69","69","63","44","Packera pseudaurea var. semicordata"
"23","23","23","23","Packera quebradensis"
"44-45","45","45","44","Packera subnuda var. moresbiensis"
"23","23","23","23","Packera texensis"
"23","23","23","23","Packera tridenticulata"
"11","11","11","11","Paederia argentea"
"11","11","11","11","Paederia calycina"
"33","33","","33","Paederia linearis var. pilosa"
"11-20-22","22","20","11","Paederia thorelii"
"5-10","10","5","5","Paeonia clusii subsp. rhodia"
"5","5","5","5","Paeonia daurica subsp. mlokosewitschii"
"10","10","10","10","Paeonia mascula subsp. hellenica"
"5-10","10","5","5","Paeonia mascula subsp. russoi"
"10","10","10","10","Paeonia officinalis subsp. banatica"
"10","10","10","10","Paeonia officinalis subsp. huthii"
"10","10","10","10","Paeonia officinalis subsp. microcarpa"
"10","10","10","10","Paeonia saueri"
"5","5","5","5","Paeonia suffruticosa var. papaveracea"
"5","5","5","5","Paeonia Ã suffruticosa"
"5","5","5","5","Paeonia × suffruticosa"
"5","5","5","5","Paeonia ×lagodechiana"
"25","25","25","25","Paepalanthus uncinatus"
"10","10","10","10","Palafoxia callosa"
"11","11","11","11","Palafoxia lindenii"
"10-12","12","12","10","Palafoxia linearis"
"12","12","12","12","Palafoxia reverchonii"
"12","12","12","12","Palafoxia riograndensis"
"10-11","11","10","10","Palafoxia rosea"
"11","11","11","11","Palimbia rediviva"
"16-20","20","20","16","Palisota hirsuta"
"20","20","20","20","Palisota orientalis"
"20","20","20","20","Palisota preussiana"
"20","20","20","20","Palisota pynaertii"
"5","5","5","5","Pallenis spinosa subsp. aurea"
"5","5","5","5","Pallenis spinosa subsp. maroccana"
"12-24","24","12","12","Panax bipinnatifidus"
"12-24","24","12","12","Panax bipinnatifidus var. angustifolius"
"11","11","11","11","Pancratium longiflorum"
"22","22","22","22","Pancratium verecundum"
"30","30","30","30","Pandanus graminifolius"
"30","30","30","30","Pandanus immersus"
"30","30","30","30","Pandanus militaris"
"30","30","30","30","Pandanus penangensis"
"30","30","30","30","Pandanus piniformis"
"30","30","30","30","Pandanus stelliger"
"9","9","9","9","Panicum acuminatum"
"9","9","9","9","Panicum agrostoides"
"9","9","9","9","Panicum assurgens"
"15-30-36","36","30","15","Panicum auritum"
"9","9","9","9","Panicum cabrerae"
"9-18","18","9","9","Panicum commutatum"
"9","9","9","9","Panicum cynodon"
"18","18","18","18","Panicum decolorans"
"18","18","18","18","Panicum elegantissimum"
"9","9","9","9","Panicum ensifolium"
"10","10","10","10","Panicum grande"
"20","20","20","20","Panicum gymnocarpum"
"10","10","10","10","Panicum haenkeanum"
"9","9","9","9","Panicum hanningtonii"
"9","9","9","9","Panicum heliophilum"
"27","27","27","27","Panicum hochstetteri"
"9-18","18","18","9","Panicum humidorum"
"9","9","9","9","Panicum isachnoides"
"9","9","9","9","Panicum malacophyllum"
"10","10","10","10","Panicum pilosum"
"20","20","20","20","Panicum plenum"
"10","10","10","10","Panicum pulchellum"
"9","9","9","9","Panicum scoparium"
"9-18","18","9","9","Panicum sparsicomum"
"9","9","9","9","Panicum spongiosum"
"9","9","9","9","Panicum stigmosum"
"9","9","9","9","Panicum tenellum"
"18","18","18","18","Panicum vaseyanum"
"20","20","20","20","Panicum xerophilum"
"20","20","20","20","Panisea demissa"
"14-20-21","21","20","14","Papaver amurense"
"7-21","21","21","7","Papaver argemone subsp. nigrotinctum"
"7","7","7","7","Papaver czekanowskii"
"14-28","28","14","14","Papaver decaisnei"
"14","14","14","14","Papaver dubium subsp. austromoravicum"
"14","14","14","14","Papaver dubium subsp. confine"
"7","7","7","7","Papaver dubium subsp. laevigatum"
"7-14","14","14","7","Papaver dubium subsp. lecoqii"
"6-7","7","7","6","Papaver fugax"
"7","7","7","7","Papaver guerlekense"
"7","7","7","7","Papaver humile"
"28","28","28","28","Papaver laestadianum"
"28","28","28","28","Papaver lasiothrix"
"14-35","35","14","14","Papaver macounii subsp. discolor"
"14","14","14","14","Papaver mcconellii"
"35","35","35","35","Papaver nordhagenianum"
"7-14-35","35","14","7","Papaver nudicaule var. aquilegioides"
"14","14","14","14","Papaver purpureomarginatum"
"21","21","21","21","Papaver radicatum subsp. kluanense"
"7","7","7","7","Papaver rubro-aurantiacum"
"11-22","22","22","11","Papaver somniferum subsp. setigerum"
"35","35","35","35","Papaver stefanssonianum"
"28","28","28","28","Papaver tolmatchevii"
"20","20","20","20","Paphiopedilum bullenianum var. celebesense"
"29","29","29","29","Paphiopedilum callosum var. warnerianum"
"13","13","13","13","Paphiopedilum godefroyae var. ang-thong"
"20","20","20","20","Paphiopedilum javanicum var. virens"
"13","13","13","13","Paphiopedilum philippinense var. roebelenii"
"13","13","13","13","Paphiopedilum villosum var. boxallii"
"20","20","20","20","Paphiopedilum wentworthianum"
"17","17","17","17","Pappobolus acutifolia"
"17","17","17","17","Pappobolus argenteus"
"17","17","17","17","Pappobolus decumbens"
"17","17","17","17","Pappobolus discolor"
"17","17","17","17","Pappobolus jelskii"
"17","17","17","17","Pappobolus matthewsii"
"17","17","17","17","Pappobolus microphyllus"
"17","17","17","17","Pappobolus sagasteguii"
"17","17","17","17","Pappobolus viridior"
"30","30","30","30","Pappophorum mucronulatum"
"16-32","32","16","16","Paradisea lusitanica"
"40","40","40","40","Paragynoxys meridana"
"9","9","9","9","Paranephelius bullatus"
"9","9","9","9","Paranephelius jelskii"
"30","30","30","30","Parasenecio farfarifolia"
"30","30","30","30","Parasenecio hastatus subsp. orientalis"
"30-45","45","30","30","Parasenecio hastatus subsp. tanakae"
"30","30","30","30","Parasenecio hastatus var. hayachinensis"
"30","30","30","30","Parasenecio hastatus var. ramosus"
"26","26","26","26","Parasenecio peltifolia"
"30","30","30","30","Parasenecio shikokiana"
"30","30","30","30","Parasenecio yakusimensis"
"29","29","29","29","Parasenecio yatabei var. occidentalis"
"22","22","22","22","Pariana aurita"
"20","20","20","20","Paris fargesii var. petiolata"
"5","5","5","5","Paris polyphylla var. chinensis"
"5","5","5","5","Paris polyphylla var. latifolia"
"5-10","10","5","5","Paris polyphylla var. stenophylla"
"5","5","5","5","Paris polyphylla var. yunnanensis"
"5","5","5","5","Paris thibetica var. apetala"
"20","20","20","20","Parmentiera valerii"
"16","16","16","16","Parnassia caroliniana"
"24","24","24","24","Parnassia monochorifolia"
"9-18","18","9","9","Parnassia palustris var. multiseta"
"9","9","9","9","Parnassia subscaposa"
"16","16","16","16","Paronychia andina"
"9","9","9","9","Paronychia aretioides"
"9-18-21","21","18","9","Paronychia capitata"
"27","27","27","27","Paronychia kapela subsp. galloprovincialis"
"9-18-27","27","18","9","Paronychia kapela subsp. serpyllifolia"
"9","9","9","9","Paronychia macrosepala"
"9","9","9","9","Parsonsia praeruptis"
"12","12","12","12","Parthenium bipinnatifidum"
"18","18","18","18","Parthenium fruticosum"
"18","18","18","18","Parthenium rollinsianum"
"18","18","18","18","Parthenium schottii"
"18","18","18","18","Parthenium tomentosum"
"18-27","27","18","18","Parthenium tomentosum var. stramonium"
"9","9","9","9","Parvisedum congdonii"
"18","18","18","18","Paspalidium obtusifolium"
"18","18","18","18","Paspalidium paludivagum"
"40","40","40","40","Paspalum adoperiens"
"10","10","10","10","Paspalum apiculatum"
"10","10","10","10","Paspalum approximatum"
"40","40","40","40","Paspalum botterii"
"8-9","9","9","8","Paspalum canarae"
"10-40","40","10","10","Paspalum carinatum"
"10-20-30","30","20","10","Paspalum centrale"
"10","10","10","10","Paspalum clavuliferum"
"20","20","20","20","Paspalum cordaense"
"30","30","30","30","Paspalum costaricense"
"20","20","20","20","Paspalum crinitum"
"20","20","20","20","Paspalum dispar"
"10-20","20","20","10","Paspalum dissectum"
"30-60","60","60","30","Paspalum giganteum"
"10-19-20","20","20","10","Paspalum glaucescens"
"30","30","30","30","Paspalum jesuiticum"
"15","15","15","15","Paspalum jimenezii"
"10","10","10","10","Paspalum jurgensii"
"20-30","30","20","20","Paspalum langei"
"9","9","9","9","Paspalum marmoratum"
"30","30","","30","Paspalum minarum"
"20","20","20","20","Paspalum mutabile"
"10-20","20","10","10","Paspalum oteroi"
"30","30","30","30","Paspalum reclinatum"
"20","20","20","20","Paspalum riparium"
"10","10","10","10","Paspalum saurae"
"10","10","10","10","Paspalum scalare"
"10","10","10","10","Paspalum scutatum"
"10","10","10","10","Paspalum serpentinum"
"20","20","20","20","Paspalum standleyi"
"10","10","10","10","Paspalum supinum"
"10","10","10","10","Paspalum trichophyllum"
"19-20","20","19","19","Paspalum variabile"
"6","6","6","6","Passiflora conzattiana"
"6","6","6","6","Passiflora dioscoreifolia"
"9","9","9","9","Passiflora edulis f. flavicarpa"
"9","9","9","9","Passiflora mollissima"
"6","6","6","6","Passiflora oaxacensis"
"6","6","6","6","Passiflora quinquangularis"
"9","9","9","9","Passiflora trisulca"
"11","11","11","11","Pastinaca hirsuta"
"11","11","11","11","Pastinaca latifolia"
"11","11","11","11","Pavetta breviflora"
"11-12","12","11","11","Pavetta gracillima"
"11","11","11","11","Pavetta hispidula"
"22","22","22","22","Pavetta oliveriana"
"11","11","11","11","Pavetta subcana var. longiflora"
"11","11","11","11","Pavetta travancorica"
"21","21","21","21","Pavonia arachnoides"
"28","28","28","28","Pavonia aurigloba"
"28","28","28","28","Pavonia betonicifolia"
"28","28","28","28","Pavonia cymbalaria"
"28","28","28","28","Pavonia distinguenda"
"28","28","28","28","Pavonia ecostata"
"14","14","14","14","Pavonia elegans"
"28","28","28","28","Pavonia friesii"
"28","28","28","28","Pavonia garckeana"
"28","28","28","28","Pavonia hexaphylla"
"28","28","28","28","Pavonia lanata"
"28","28","28","28","Pavonia laxifolia"
"14","14","14","14","Pavonia mattogrossensis"
"28","28","28","28","Pavonia missionum"
"13-21","21","13","13","Pavonia odorata"
"28","28","28","28","Pavonia oxyphylla var. melanommata"
"28","28","28","28","Pavonia revoluta"
"28","28","28","28","Pavonia rosengurttii"
"28","28","28","28","Pavonia schrankii"
"28","28","28","28","Pavonia subrotunda"
"7","7","7","7","Paysonia lasiocarpa subsp. berlanderii"
"21","21","21","21","Pecteilis triflora"
"11","11","11","11","Pectinaria asperiflora"
"11","11","11","11","Pectinaria maughanii"
"12","12","12","12","Pectis angustifolia var. tenella"
"12-24","24","12","12","Pectis elongata var. floribunda"
"12","12","12","12","Pectis elongata var. oerstediana"
"12","12","12","12","Pectis multiseta var. ambigua"
"36","36","36","36","Pectis pumila"
"12","12","12","12","Pectis schaffneri"
"12","12","12","12","Pectis stenophylla var. biaristata"
"12","12","12","12","Pectis stenophylla var. puberula"
"36","36","36","36","Pectis subsquarrosa"
"24","24","24","24","Pectis swartziana"
"12","12","12","12","Pectis uniaristata var. holostemma"
"12","12","12","12","Pectis uniaristata var. jangadensis"
"12","12","12","12","Pectocarya dimorpha"
"8","8","8","8","Pedicularis arctica"
"8","8","8","8","Pedicularis asparagoides"
"16","16","16","16","Pedicularis brachyodonta"
"8","8","8","8","Pedicularis bracteosa subsp. paysoniana"
"8","8","8","8","Pedicularis bracteosa var. siifolia"
"8","8","8","8","Pedicularis contorta var. ctenophora"
"8","8","8","8","Pedicularis garckeana"
"8","8","8","8","Pedicularis graeca"
"16","16","16","16","Pedicularis gymnostachys"
"8","8","8","8","Pedicularis heterodonta"
"7","7","7","7","Pedicularis integrifolia subsp. integerrima"
"8","8","8","8","Pedicularis kashmiriana"
"7-8","8","7","7","Pedicularis longiflora var. tubiformis"
"8","8","8","8","Pedicularis multiflora"
"8","8","8","8","Pedicularis oederi var. sinensis"
"8","8","8","8","Pedicularis palustris subsp. borealis"
"8","8","8","8","Pedicularis palustris subsp. opsiantha"
"8","8","8","8","Pedicularis parryi var. mogollonica"
"8","8","8","8","Pedicularis pectinata"
"8","8","8","8","Pedicularis petiolaris"
"8","8","8","8","Pedicularis pyramidata"
"8","8","8","8","Pedicularis rhinanthoides subsp. labellata"
"8","8","8","8","Pedicularis rosea subsp. allionii"
"10","10","10","10","Pedicularis rotundifolia"
"16","16","16","16","Pedicularis schizocalyx"
"7","7","7","7","Pedicularis siphonantha var. delavayi"
"8","8","8","8","Pedicularis sylvatica subsp. lusitanica"
"8","8","8","8","Pedicularis tenuirostris"
"11","11","11","11","Pediocactus paradinei"
"11","11","11","11","Pediocactus peeblesianus subsp. fickeiseniae"
"11","11","11","11","Pediocactus sileri"
"12","12","12","12","Peganum mexicanum"
"11","11","11","11","Pelargonium auritum subsp. carneum"
"10","10","10","10","Pelargonium bubonifolium"
"11","11","11","11","Pelargonium cucullatum subsp. strigifolium"
"11","11","11","11","Pelargonium curviandrum"
"11","11","11","11","Pelargonium dipetalum"
"18","18","18","18","Pelargonium divisifolium"
"10-22","22","10","10","Pelargonium domesticum"
"11","11","11","11","Pelargonium multicaule subsp. subherbaceum"
"11","11","11","11","Pelargonium nephrophyllum"
"10","10","10","10","Pelargonium ocellatum"
"10","10","10","10","Pelargonium oenothera"
"10","10","10","10","Pelargonium ovale subsp. veronicifolium"
"11","11","11","11","Pelargonium patulum var. tennuilobum"
"11","11","11","11","Pelargonium rubignosum"
"11","11","11","11","Pelargonium scabroide"
"11","11","11","11","Pelargonium semitrilobum"
"16","16","16","16","Pelargonium sidifolium"
"11","11","11","11","Pelargonium suburbanum subsp. bipinnatifidum"
"11","11","11","11","Pelargonium tenellum"
"20-22","22","22","20","Pelargonium trifoliolatum"
"11","11","11","11","Pelargonium viciifolium"
"9-10-15-17-18-27","27","9","9","Pelargonium × hortorum"
"18","18","18","18","Peliosanthes curnberlegii"
"18","18","18","18","Peliosanthes griffithii"
"16-18","18","18","16","Peliosanthes teta subsp. humilis"
"18","18","18","18","Peliosanthes weberi"
"13","13","13","13","Peltophorum dasyrrhachis var. tonkinense"
"11","11","11","11","Peniocereus greggii subsp. transmontanus"
"18","18","18","18","Pennisetum bambusiforme"
"18","18","18","18","Pennisetum centrasiaticum"
"10-20","20","10","10","Pennisetum crinitum"
"18","18","18","18","Pennisetum distachyum"
"18-27","27","18","18","Pennisetum longistylum"
"9","9","9","9","Pennisetum monostigma"
"9","9","9","9","Pennisetum nodiflorum"
"18-27","27","18","18","Pennisetum pedicellatum subsp. unispiculum"
"18","18","18","18","Pennisetum polystachion subsp. atrichum"
"36","36","36","36","Pennisetum tempisquense"
"18","18","18","18","Pennisetum trisetum"
"8","8","8","8","Penstemon angelicus"
"8","8","8","8","Penstemon angustifolius subsp. caudatus"
"8","8","8","8","Penstemon apateticus"
"8","8","8","8","Penstemon arenarius"
"8","8","8","8","Penstemon arkansanus"
"16","16","16","16","Penstemon attenuatus var. militaris"
"8","8","8","8","Penstemon barbatus subsp. torreyi"
"8","8","8","8","Penstemon barbatus subsp. trichander"
"16","16","16","16","Penstemon caespitosus var. desertipicti"
"8","8","8","8","Penstemon campanulatus var. chihuahuensis"
"8-16","16","16","8","Penstemon cinicola"
"8","8","8","8","Penstemon cobaea subsp. purpureus"
"8","8","8","8","Penstemon crandallii subsp. glabrescens"
"8","8","8","8","Penstemon cyananthus var. subglaber"
"8","8","8","8","Penstemon degeneri"
"8","8","8","8","Penstemon eatonii subsp. exsertus"
"8","8","8","8","Penstemon gracilis var. wisconsinensis"
"8","8","8","8","Penstemon humilis subsp. brevifolius"
"8","8","8","8","Penstemon miniatus var. townsendianus"
"8","8","8","8","Penstemon oliganthus"
"8","8","8","8","Penstemon pachyphyllus var. congestus"
"8","8","8","8","Penstemon pahutensis"
"8","8","8","8","Penstemon parishii"
"16","16","16","16","Penstemon platyphyllus"
"16","16","16","16","Penstemon pratensis"
"8","8","8","8","Penstemon procerus var. tolmiei"
"8","8","8","8","Penstemon pseudospectabilis subsp. clutei"
"8","8","8","8","Penstemon pseudospectabilis subsp. connatifolius"
"8","8","8","8","Penstemon purpusii"
"16","16","16","16","Penstemon rydbergii var. aggregatus"
"20","20","20","20","Pentacalia andicola"
"40-45","45","40","40","Pentacalia cacaosensis"
"40-45","45","40","40","Pentacalia cachacoensis"
"20","20","20","20","Pentacalia firmipes"
"50","50","50","50","Pentacalia jalcana"
"20","20","20","20","Pentacalia ledifolia"
"20","20","20","20","Pentacalia nitida"
"17-20","20","17","17","Pentacalia phanerandra"
"40-49-50","50","49","40","Pentacalia reflexa"
"20","20","20","20","Pentacalia sclerosa"
"20","20","20","20","Pentacalia silvascandens"
"20","20","20","20","Pentacalia teretifolia"
"20","20","20","20","Pentacalia trichopus"
"45","45","45","45","Pentacalia verticillata"
"40","40","40","40","Pentacalia wurdackii"
"9","9","9","9","Pentachaeta alsinoides"
"9","9","9","9","Pentachaeta fragilis"
"20","20","20","20","Pentanisia prunelloides subsp. latifolia"
"10-11","11","10","10","Pentas lanceolata subsp. cymosa"
"10","10","10","10","Pentas lanceolata subsp. quartiniana"
"10","10","10","10","Pentas lanceolata var. oncostipula"
"14","14","14","14","Pentaschistis airoides subsp. jugorum"
"7-14-21","21","14","7","Pentaschistis pallida"
"22","22","22","22","Peperomia baroni"
"23","23","23","23","Peperomia coquimbensis"
"22-23","23","22","22","Peperomia fernandeziana"
"66-104","104","104","66","Peperomia filiformis"
"14","14","14","14","Peperomia foliosa"
"22","22","22","22","Peperomia portulacoides"
"12","12","12","12","Peponium betsiliense"
"11","11","11","11","Pereskia bleo"
"11","11","11","11","Pergularia brunoniana"
"4-7-8-9","9","4","4","Periballia minuta"
"19","19","19","19","Perideridia parishii subsp. latifolia"
"20","20","20","20","Perilla frutescens var. crispa"
"10","10","10","10","Perilla frutescens var. hirtella"
"11","11","11","11","Periploca laevigata subsp. angustifolia"
"11","11","11","11","Perissocoeleum purdiei"
"20","20","20","20","Peristeria guttata"
"21","21","21","21","Peristrophe salicifolia"
"21-22","22","22","21","Peristylus gracilis"
"21-23","23","21","21","Peristylus lawii"
"21","21","21","21","Peristylus spiralis"
"17","17","17","17","Perityle aurea"
"16-17-32","32","17","16","Perityle congesta"
"18-19","19","19","18","Perityle crassifolia var. robusta"
"16","16","16","16","Perityle cuneata var. marginata"
"17","17","17","17","Perityle gilensis var. salensis"
"17","17","17","17","Perityle lindheimeri var. halimifolia"
"16-17","17","17","16","Perityle microglossa var. saxosa"
"17","17","17","17","Perityle quinqueflora"
"17","17","17","17","Perityle saxicola"
"17-19-20","20","19","17","Perityle socorrosensis"
"17","17","17","17","Perityle stansburyi"
"17","17","17","17","Perityle warnockii"
"12","12","12","12","Persea odoratissima"
"12","12","12","12","Persea pallida"
"20","20","20","20","Persicaria barbata var. gracilis"
"15","15","15","15","Perymenium asperifolium"
"30","30","30","30","Perymenium buphthalmoides var. tenellum"
"15","15","15","15","Perymenium chloroleucum"
"30","30","30","30","Perymenium cualense"
"15","15","15","15","Perymenium discolor"
"15","15","15","15","Perymenium ghiesbreghtii"
"15-30-45-86","86","30","15","Perymenium grande var. nelsonii"
"14-15","15","14","14","Perymenium gymnolomoides"
"15","15","15","15","Perymenium klattianum"
"15-30-45","45","30","15","Perymenium mendezii"
"15","15","15","15","Perymenium mendezii var. verbesinoides"
"15-17","17","15","15","Perymenium nicaraguense"
"15","15","15","15","Perymenium paneroi"
"15","15","15","15","Perymenium stenophyllum"
"16","16","16","16","Petalidium barlerioides"
"30","30","30","30","Petasites frigidus var. X"
"30-31","31","30","30","Petasites frigidus var. palmatus"
"30","30","30","30","Petasites frigidus var. sagittatus"
"30","30","30","30","Petasites frigidus var. vitifolius"
"29-30","30","30","29","Petasites japonicus subsp. giganteus"
"10","10","10","10","Peteravenia malvaefolia"
"5-10-17","17","10","5","Peteravenia phoenicolepis"
"9","9","9","9","Petradoria pumila var. graminea"
"15","15","15","15","Petrorhagia alpina subsp. olympica"
"30","30","30","30","Petrorhagia graminea"
"12-13","13","12","12","Petrorhagia illyrica subsp. angustifolia"
"13","13","13","13","Petrorhagia illyrica subsp. haynaldiana"
"13","13","13","13","Petrorhagia illyrica subsp. taygetea"
"15","15","15","15","Petrorhagia obcordata"
"15","15","15","15","Petrorhagia ochroleuca"
"14","14","14","14","Petrorhagia phthiotica"
"7","7","7","7","Petunia inflata"
"7","7","7","7","Petunia violacea"
"11","11","11","11","Peucedanum aegopodioides"
"11","11","11","11","Peucedanum angustisectum"
"11","11","11","11","Peucedanum arenarium"
"11","11","11","11","Peucedanum arenarium subsp. neumayeri"
"11","11","11","11","Peucedanum baicalense"
"11","11","11","11","Peucedanum calcareum"
"11","11","11","11","Peucedanum carvifolium"
"22","22","22","22","Peucedanum munbyi"
"33","33","33","33","Peucedanum officinale subsp. stenocarpum"
"11","11","11","11","Peucedanum oligophyllum"
"11","11","11","11","Peucedanum oligophyllum subsp. aequiradium"
"11","11","11","11","Peucedanum rochelianum"
"11","11","11","11","Peucedanum terebinthaceum var. deltoideum"
"11","11","11","11","Peucedanum vittijugum"
"11","11","11","11","Peucedanum vourinense"
"9","9","9","9","Phacelia austromontana"
"12","12","12","12","Phacelia beatleyae"
"11","11","11","11","Phacelia cedroensis"
"11","11","11","11","Phacelia cicutaria var. eximia"
"10","10","10","10","Phacelia congdonii"
"11","11","11","11","Phacelia constancei"
"11-22","22","22","11","Phacelia corymbosa"
"11","11","11","11","Phacelia denticulata"
"9","9","9","9","Phacelia exilis"
"11","11","11","11","Phacelia floribunda"
"9","9","9","9","Phacelia gilioides"
"8","8","8","8","Phacelia glabra"
"22","22","22","22","Phacelia hastata subsp. compacta"
"22","22","22","22","Phacelia hastata var. leucophylla"
"22-24","24","22","22","Phacelia lemmonii"
"5","5","5","5","Phacelia maculata"
"11","11","11","11","Phacelia minor var. whitlavia"
"9","9","9","9","Phacelia mohavensis"
"12","12","12","12","Phacelia mustelina"
"9","9","9","9","Phacelia orogenes"
"10","10","10","10","Phacelia perityloides var. laxiflora"
"9","9","9","9","Phacelia platycarpa"
"8","8","8","8","Phacelia quickii"
"7","7","7","7","Phacelia racemosa"
"11","11","11","11","Phacelia robusta"
"9","9","9","9","Phagnalon rupestre subsp. illyricum"
"14","14","14","14","Phaius mannii"
"20","20","20","20","Phalacraea ecuadorensis"
"9","9","9","9","Phalacrocarpum oppositifolium subsp. anomalum"
"19","19","19","19","Phalaenopsis mysorensis"
"19","19","19","19","Phalaenopsis regnieriana"
"11","11","11","11","Phaseolus coccineus subsp. formosus"
"11","11","11","11","Phaseolus coccineus subsp. obvallatus"
"11","11","11","11","Phaseolus coccineus subsp. polyanthus"
"11","11","11","11","Phaseolus leucanthus"
"11","11","11","11","Phaseolus ritensis"
"11","11","11","11","Phaseolus vulgaris var. aborigineus"
"16","16","16","16","Phaulopsis ciliata"
"16","16","16","16","Phaulopsis gediensis"
"32","32","32","32","Phaulopsis imbricata subsp. madagascariensis"
"16","16","16","16","Phaulopsis imbricata subsp. poggei"
"16","16","16","16","Phaulopsis sangana"
"39","39","39","39","Phellodendron japonicum"
"24","24","24","24","Phemeranthus calcaricus"
"14","14","14","14","Philactis fayi"
"13","13","13","13","Philadelphus argyrocalyx"
"13","13","13","13","Philadelphus inodorus var. laxus"
"13","13","13","13","Philadelphus subcanus var. magdalenae"
"15","15","15","15","Philodendron hederaceum var. oxycardium"
"16","16","16","16","Philodendron houlletianum"
"14","14","14","14","Phippsia concinna"
"14-28","28","14","14","Phleum himalaicum"
"20","20","20","20","Phlomis bucharica"
"10","10","10","10","Phlomis cypria var. occidentalis"
"6","6","6","6","Phlomis fruticetorum"
"10","10","10","10","Phlomis herba-venti subsp. kopetdaghensis"
"10","10","10","10","Phlomis herba-venti subsp. pungens"
"7-20","20","7","7","Phlomis × margaritae"
"11","11","11","11","Phlomoides adenantha"
"11","11","11","11","Phlomoides albertii"
"11","11","11","11","Phlomoides baldschuanica"
"11","11","11","11","Phlomoides hissarica"
"11","11","11","11","Phlomoides popovii"
"11","11","11","11","Phlomoides superba"
"11","11","11","11","Phlomoides tadshikistanica"
"11","11","11","11","Phlomoides vicaryi"
"7","7","7","7","Phlox bifida subsp. stellaria"
"7","7","7","7","Phlox douglasii subsp. rigida"
"14","14","14","14","Phlox longifolia subsp. cortezana"
"14","14","14","14","Phlox longifolia subsp. humilis"
"14","14","14","14","Phlox longifolia subsp. longipes"
"7","7","7","7","Phlox maculata subsp. pyramidalis"
"20","20","20","20","Pholidota recurva"
"20","20","20","20","Pholidota rubra"
"9","9","9","9","Pholistoma racemosum"
"14","14","14","14","Phoradendron angustifolium"
"28","28","28","28","Phoradendron berteroanum"
"8-14","14","8","8","Phoradendron dipterum"
"14","14","14","14","Phoradendron inaequidentatum"
"28","28","28","28","Phoradendron obtusissimum"
"14","14","14","14","Phoradendron parietarioides"
"14","14","14","14","Phoradendron pteroneuron"
"14","14","14","14","Phoradendron racemosum"
"14","14","14","14","Phoradendron strongyloclados"
"14","14","14","14","Phoradendron undulatum"
"18","18","18","18","Phragmites australis subsp. altissimus"
"16","16","16","16","Phreatia elegans"
"14","14","14","14","Phryma leptostachya var. oblongifolia"
"8","8","8","8","Phthirusa podoptera"
"14","14","14","14","Phyllactis tenuifolia"
"13","13","13","13","Phyllanthus andranovatensis"
"26","26","26","26","Phyllanthus axillaris"
"28","28","28","28","Phyllanthus bancilhonae"
"12","12","12","12","Phyllanthus eliae"
"14","14","14","14","Phyllanthus gagnioevae"
"78","78","78","78","Phyllanthus grandifolius"
"26","26","26","26","Phyllanthus macraei"
"26","26","26","26","Phyllanthus mcvaughii"
"9","9","9","9","Phyllanthus mieschii"
"25-52","52","25","25","Phyllanthus myrtilloides subsp. erythrinus"
"18","18","18","18","Phyllanthus niruri subsp. lathyroides"
"13","13","13","13","Phyllanthus nummulariifolius var. capillaris"
"15","15","15","15","Phyllanthus orbiculatus"
"26","26","26","26","Phyllanthus ovatus"
"13","13","13","13","Phyllanthus reticulatus var. glaber"
"13-39","39","13","13","Phyllanthus sublanatus"
"50","50","50","50","Phyllanthus urinaria var. hookeri"
"13","13","13","13","Phyllanthus virgatus var. gardnerianus"
"13","13","13","13","Phyllanthus wightianus"
"11","11","11","11","Phyllocarpus septentrionalis"
"9","9","9","9","Phyllocephalum indicum"
"10","10","10","10","Phyllocephalum microcephalum"
"9","9","9","9","Phyllocephalum ritchiei"
"9","9","9","9","Phyllocephalum scabridum"
"9","9","9","9","Phyllocephalum tenue"
"8","8","8","8","Phyllolobium eutrichus"
"6","6","6","6","Phyllopodium cephalophorum"
"6","6","6","6","Phyllopodium cuneiifolium"
"6","6","6","6","Phyllopodium pumilum"
