"Order","Suborder","Family","species","Reproductive mode","Meioformula","Sex chromosome system","Ploidy level","B chromosomes","Notes","Citation","Ploidy","Chrnum","Haploid_autosome_num","Sex_chromosomes","estimated_haploid"
"Coleoptera","Adephaga","Carabidae","Bembidion seudderi-group flohri","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion seudderi-group obtusidens","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion seudderi-group scudderi","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion sp nr ampliceps-Nr 1","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion sp nr ampliceps-Nr 2","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion sp nr aratum","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion sp nr impotens","Sexual diplodiploidy","2n=22M","","NA","","","D. Maddison (1985)","2","22","","",""
"Coleoptera","Adephaga","Carabidae","Bembidion sp nr mundum","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion sp nr transversale-Nr 1","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion sp nr transversale-Nr 2","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion sp.","Sexual diplodiploidy","2n=32M 15+XY","XY","NA","","","Serrano and Yadav (1984)","2","32","15","XY","16/16"
"Coleoptera","Adephaga","Carabidae","Bembidion stephensi","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","Serrano and Yadav (1984)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion striatum maurus","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","Serrano and Yadav (1984)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion sulcipenne hyperboroides","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion thetys","","2n=24M","","NA","","","Serrano and Galian (1998)","2","24","","",""
"Coleoptera","Adephaga","Carabidae","Bembidion tricolor","Sexual diplodiploidy","2n=22M","","NA","","","D. Maddison (1985)","2","22","","",""
"Coleoptera","Adephaga","Carabidae","Bembidion vicinus","Sexual diplodiploidy","2n=24M/2n=24F 11+XY","XY","NA","","","Serrano and Yadav (1984)","2/2","24/24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Bembidion yukonoum","Sexual diplodiploidy","2n=24M 11+XY","XY","NA","","","D. Maddison (1985)","2","24","11","XY","12/12"
"Coleoptera","Adephaga","Carabidae","Blemus sp","","2n=25M","","NA","","","Serrano and Galian (1998)","2","25","","",""
"Coleoptera","Adephaga","Carabidae","Blethsia multipunctata","","2n=32M","","NA","","","Serrano and Galian (1998)","2","32","","",""
"Coleoptera","Adephaga","Carabidae","Brachinus andalusiacus","Sexual diplodiploidy","2n=32M","","NA","","","Serrano and Yadav (1984)","2","32","","",""
"Coleoptera","Adephaga","Carabidae","Brachinus beaticus","Sexual diplodiploidy","2n=33M","","NA","","","Galian,Ortiz,and Serrano (1990a)","2","33","","",""
"Coleoptera","Adephaga","Carabidae","Brachinus bodemeyeri","Sexual diplodiploidy","2n=25M","","NA","","","Galian,Ortiz,and Serrano (1990a)","2","25","","",""
"Coleoptera","Adephaga","Carabidae","Brachinus exhalans","Sexual diplodiploidy","2n=21M 10+XO","XO","NA","","","Serrano and Yadav (1984)","2","21","10","XO","11/10"
"Coleoptera","Adephaga","Carabidae","Brachinus humeralis","Sexual diplodiploidy","2n=28M 13+XY","XY","NA","","","Serrano and Yadav (1984)","2","28","13","XY","14/14"
