"Phylum","Class","Order","Family","Genus","Species","2N","N","Reference"
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysomela","Chrysomela tremulae_","34","17","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysophtharta","Chrysophtharta aurea","24","12","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysophtharta","Chrysophtharta aurea_","24","12","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysophtharta","Chrysophtharta decolorata","24","12","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysophtharta","Chrysophtharta decolorata_","24","12","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysophtharta","Chrysophtharta nobilitata","24","12","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysophtharta","Chrysophtharta nobilitata_","24","12","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysophtharta","Chrysophtharta variicollis","24","12","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Chrysophtharta","Chrysophtharta variicollis_","24","12","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cistudinella","Cistudinella obducta","18","9","Lopes, Ferndes, and Schneider (2016)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Clytra","Clytra laeviscula_","24","12","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Clytra","Clytra laeviuscula_","24","12","Rozek, Lachowska, Petitpierre, and Holecova (2004)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Clytra","Clytra quadripunctata_","24","12","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Clytra","Clytra succinata","40","20","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Clytra","Clytra succita_","40","20","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Colaspis","Colaspis greyi","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Colaspis","Colaspis greyi_","22","11","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Colaspis","Colaspis tricolor_","30","15","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Colasposoma","Colasposoma auripenne_","16","8","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Colasposoma","Colasposoma lividipes","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Colasposoma","Colasposoma lividipes_","16","8","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Colasposoma","Colasposoma metallicum","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Colasposoma","Colasposoma metallicum_","16","8","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Colasposoma","Colasposoma ornatum","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Colasposoma","Colasposoma ortum_","16","8","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Colasposoma","Colasposoma rufipes","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Colasposoma","Colasposoma rufipes_","16","8","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Colasposoma","Colasposoma semicostatum","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Colasposoma","Colasposoma semicostatum_","16","8","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Conchyloctenia","Conchyloctenia nigrovittata","16,18","8,9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;De Julio, Ferndes, Costa, Almeida, and Cella (2010)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Conicobruchus","Conicobruchus indicus_","20","10","S. Smith and Virkki (1978)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Coptocephala","Coptocephala floralis","24","12","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Coptocephala","Coptocephala floralis_","24","12","Petitpierre, Segarra, and Juan (1993)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Coptocephala","Coptocephala unifasciata_","24","12","Rozek, Lachowska, Petitpierre, and Holecova (2004)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Coptocycla","Coptocycla adamanti_","18","9","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Coraia","Coraia clarki","36","18","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Coraia","Coraia clarki_","36","18","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Coraia","Coraia maculicollis","36","18","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Coraia","Coraia maculicollis_","36","18","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cosmogramma","Cosmogramma decora","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cosmogramma","Cosmogramma decora_","20","10","Vidal (1984)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Craspedonta","Craspedonta leaya_","18","9","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Craspedonta","Craspedonta leayana","18","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Crepidedera","Crepidedera aurea_","18","9","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Crepidedera","Crepidedera plutus_","26","13","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Crioceris","Crioceris asparagi_","16","8","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Crioceris","Crioceris duodecimpunctata_","16","8","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Crioceris","Crioceris macilenta","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Crioceris","Crioceris macilenta_","16","8","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Crioceris","Crioceris paracenthesis_","16","8","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Crosita","Crosita altaica","30","15","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre and Mikhailov (2013)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Crosita","Crosita salviae","24","12","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Crosita","Crosita salviae_","24","12","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus alboscutellatus_","30","15","Petitpierre, Segarra, and Juan (1993)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus alis_","30","15","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus analis","30","15","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus aureolus_","30","15","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus bipunctatus_","30","15","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus capucinus","30","15","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus espanoli","30","15","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus moroderi","30","15","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus ochroleucus","30","15","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus octopilosus","32","16","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus oppositus","30","15","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus sexsignatus","30","15","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus sexsigtus","30","15","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus sulphureus","32","16","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus triangularis","32","16","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cryptocephalus","Cryptocephalus vittula","28","14","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cteisella","Cteisella confusa","18","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;De Julio, Ferndes, Costa, Almeida, and Cella (2010)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cyrsylus","Cyrsylus volkameriae","30","15","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cyrtonus","Cyrtonus fairmarei","40","20","Petitpierre and Garneria (2003)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Cyrtonus","Cyrtonus punctipennis","28","14","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Dactylispa","Dactylispa atkinsoni","16","8","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Dactylispa","Dactylispa atkinsonii","16","8","Petitpierre, E. and I. GarnerÃ¢â‚¬â„¢Ã…Å¡a (2003). A cytogenetic study of the leaf beetle genus Cyrtonus (Coleoptera, Chrysomelidae). Genetica 119: 193-199; Petitpierre, E., C. Segarra, and Juan, C. (1993). Genome size and chromosomal evolution in leaf beetles (Coleoptera, Chrysomelidae). Hereditas 119: 1-6; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Dactylispa","Dactylispa brevispinosa","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Dactylispa","Dactylispa humeralis","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Desmogramma","Desmogramma nigripes","24","12","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Deuteronoda","Deuteronoda suturalis","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica _variablis__","19","10","Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica 12","19,20","9,10,11","Petitpierre, E. and I. GarnerÃ¢â‚¬â„¢Ã…Å¡a (2003). A cytogenetic study of the leaf beetle genus Cyrtonus (Coleoptera, Chrysomelidae). Genetica 119: 193-199; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica bioculata","19,20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Diabrotica","Diabrotica capitata","19,20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Petitpierre, Segarra, Yadav, and Virkki (1988)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
