"Phylum","Class","Order","Family","Genus","Species","2N","N","Reference"
"Arthropoda","Insecta","Coleoptera","Passalidae","Spurius","Spurius halffteri","38","19","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Serrano, Galian, and Reyes-Castillo (1998)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Passalidae","Undulifer","Undulifer acapulcae","44","22","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Serrano, Galian, and Reyes-Castillo (1998)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Passalidae","Undulifer","Undulifer violetae","38","19","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Passalidae","Vindex","Vindex agnoscendens","28","14","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Serrano, Galian, and Reyes-Castillo (1998)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Passalidae","Vindex","Vindex c__sculptilis","18","9","Serrano, Galian, and Reyes-Castillo (1998)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Passalidae","Yumtaax","Yumtaax nebulosus","38","19","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Pleocomidae","Pleocoma","Pleocoma crinita","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Yadav, Pillai, and Karamjeet (1979)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Pleocomidae","Pleocoma","Pleocoma dubitabilis","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Pleocomidae","Pleocoma","Pleocoma dubitalis","20","10","Yadav, Pillai, and Karamjeet (1979)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Pleocomidae","Pleocoma","Pleocoma minor","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Yadav, Pillai, and Karamjeet (1979)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Pleocomidae","Pleocoma","Pleocoma simi","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Yadav, Pillai, and Karamjeet (1979)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Ptinidae","Ptinus","Ptinus latro","18,27","9,14","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Adoretus","Adoretus bombinator","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Adoretus","Adoretus deccanus","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Adoretus","Adoretus epipleuralis","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Yadav, Burra, and Dange (1989)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Adoretus","Adoretus incurvatus","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Yadav, Pillai, and Karamjeet (1979)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Adoretus","Adoretus limbatus","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Yadav, Pillai, and Karamjeet (1979)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Adorrhinyptia","Adorrhinyptia dorsalis","22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Yadav, Pillai, and Karamjeet (1979)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Anomala","Anomala lucens","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Yadav, Pillai, and Karamjeet (1979)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Anomala","Anomala luciae","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;A. Dutrillaux and Dutrillaux (2012)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Anomala","Anomala superflua","20","10","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Yadav, Pillai, and Karamjeet (1979)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Anomala","Anomala vestigator","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Yadav, Pillai, and Karamjeet (1979)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Exomala","Exomala hirtella","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;A. Dutrillaux and Dutrillaux (2012)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Geniates","Geniates borellii","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Leucothyreus","Leucothyreus guadulpiensis","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;A. Dutrillaux and Dutrillaux (2012)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Leucothyreus","Leucothyreus nolleti","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;A. Dutrillaux and Dutrillaux (2012)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Macraspis","Macraspis dichroa","18","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Macraspis","Macraspis festiva","18","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Bione, Camparoto, and Simoes (2005)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Macraspis","Macraspis morio","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Macraspis","Macraspis tristis","18","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;A. Dutrillaux and Dutrillaux (2009a)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Mimela","Mimela glabra","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Yadav, Burra, and Dange (1989)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Paracotalpa","Pocalta ursina","20","10","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Pelidnota","Pelidnota pallidipennis","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Bione, Moura, Carvalho, and Souza (2005)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Pelidnota","Pelidnota sumptuosa","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Martins (1994)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Phyllopertha","Phyllopertha campestris","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Yadav, Pillai, and Karamjeet (1979)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Rhinyptia","Rhinyptia indica","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Yadav, Burra, and Dange (1989)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Rutelidae","Rutela","Rutela striata","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;A. Dutrillaux and Dutrillaux (2012)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Adoretus","Adoretus bombitor","22","11","Yadav, Burra, and Dange (1989)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Adoretus","Adoretus decanus","22","11","Yadav, Pillai, and Karamjeet (1979)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aegiala","Aegiala areria","20","10","S. Smith and Virkki (1978)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aegiala","Aegiala blanchardi","20","10","S. Smith and Virkki (1978)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aegialia","Aegialia areria","20","10","Wilson and Angus (2004c)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aeqialia","Aeqialia areria","20","10","Yadav, Pillai, and Karamjeet (1979)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aeqialia","Aeqialia blanchardi","20","10","Yadav, Pillai, and Karamjeet (1979)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Allomyri","Allomyri dichotoma","20","10","Yadav, Pillai, and Karamjeet (1979)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Amaurodes","Amaurodes passerini","20","10","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;A. Dutrillaux and Dutrillaux (2012)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175.;A. Dutrillaux and Dutrillaux (2016)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Anisoplia","Anisoplia flavipennis","20","10","A. Dutrillaux, Mamuris, and Dutrillaux (2013)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Anomiopsides","Anomiopsides heteroclyta","18","9","Vidal (1984)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aphodius","Aphodius abdomilis","19","10","R. Angus (2009)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aphodius","Aphodius contamitus","20","10","Wilson and Angus (2004a)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aphodius","Aphodius distintus","20","10","Wilson and Angus (2004a)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aphodius","Aphodius paganettii","20","10","Matz and Angus (2005)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aphodius","Aphodius prodromus","20","10","Wilson and Angus (2003)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
"Arthropoda","Insecta","Coleoptera","Scarabaeidae","Aphodius","Aphodius vittatus_mundus","20","10","Wilson and Angus (2006)Blackmon, Heath, and Jeffery P. Demuth. Coleoptera Karyotype Database. The Coleopterists Bulletin 69.1 (2015): 174-175."
