row_number	ncbi_taxid	phylum	subphylum	class	order	family	genus_species	common_name	c_value	chromosome_number	c_value_method	cell_type	standard_species	references
2496	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina sp.	Snail	3.93	NA	FIA	MC	CA	668
2497	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina tanegashimae kyushuensis	Snail	3.13	NA	FIA	MC	CA	672
2498	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina tosana goniobasis	Snail	3.93	NA	FIA	MC	CA	671
2499	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina tosana kureana	Snail	4.12	NA	FIA	MC	CA	671
2500	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina tosana onoensis	Snail	4.34	NA	FIA	MC	CA	671
2501	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina tosana tosana	Snail	6.09	NA	FIA	MC	CA	671
2502	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina tosanella abei	Snail	2.73	NA	FIA	MC	CA	671
2503	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Diplommatina tosanella tosanella	Snail	4.08	NA	FIA	MC	CA	671
2504	NA	Mollusca	NA	Gastropoda	Mesogastropoda	Diplommatinidae	Palaina pusilla	Snail	1.94	NA	FIA	MC	CA	671
2348	NA	Mollusca	NA	Bivavlia	Myoida	Myidae	Platyodon cancellatus	Boring softshell clam	1.6	NA	BFA	S	SP	217
2350	NA	Mollusca	NA	Bivavlia	Myoida	Pholadidae	Pholadidea sp.	Angelwing	1.8	NA	BFA	S	SP	217
2351	NA	Mollusca	NA	Bivavlia	Mytiloida	Mytilidae	Aulacomya ater maoriana	Mussel	2.24	NA	FCM	G, MT	ME	276
2353	NA	Mollusca	NA	Bivavlia	Mytiloida	Mytilidae	Botula falcata	Mussel	1.8	NA	BFA	S	SP	217
2355	NA	Mollusca	NA	Bivavlia	Mytiloida	Mytilidae	Lithophaga bisulcata	Mahogany datemussel	2.5	NA	BFA	S	SP	217
2359	NA	Mollusca	NA	Bivavlia	Mytiloida	Mytilidae	Modiolus sp.	Mussel	1.9	NA	BFA	S	SP	217
2375	NA	Mollusca	NA	Bivavlia	Mytiloida	Mytilidae	Volsella plicatulus	Mussel	1.9	NA	BFA	S	SP	217
2506	NA	Mollusca	NA	Gastropoda	Neogastropoda	Buccinidae	Buscyon canaliculatum	Whelk	4.4	NA	BFA	S	SP	217
2512	NA	Mollusca	NA	Gastropoda	Neogastropoda	Mitridae	Mitra idae	Half-pitted miter shell	2.7	NA	BFA	S	SP	217
2514	NA	Mollusca	NA	Gastropoda	Neogastropoda	Muricidae	Ceratostoma nuttalli	Murex shell	2.4	NA	BFA	S	SP	217
2523	NA	Mollusca	NA	Gastropoda	Neogastropoda	Muricidae	Ocenebra poulsoni	Rock shell	2.6	NA	BFA	S	SP	217
2526	NA	Mollusca	NA	Gastropoda	Neogastropoda	Nassariidae	Nassarius fossatus	Channeled mud snail	4.4	NA	BFA	S	SP	217
2530	NA	Mollusca	NA	Gastropoda	Neogastropoda	Nassariidae	Nassarius tegula	Western mud snail	3.9	NA	BFA	S	SP	217
2576	NA	Mollusca	NA	Polyplacophora	Neoloricata	Acanthochitonidae	Amicula stelleri	Chiton	2.9	NA	BFA	HE	SP	217
2580	NA	Mollusca	NA	Polyplacophora	Neoloricata	Ischnochitonidae	Ischnochiton conspicua	Chiton	1.5	NA	BFA	S	SP	217
2336	NA	Mollusca	NA	Aplacophora	Neomeniamorpha	Neomeniidae	Neomenia permagna	Solenogastre	0.3	NA	FIA	MC	HS, V	717
2532	NA	Mollusca	NA	Gastropoda	Neotaenioglossa	Bithyniidae	Bithynia sp.	Bithynia	1.25	NA	FCM	LV	LS	543
2535	NA	Mollusca	NA	Gastropoda	Neotaenioglossa	Littorinidae	Littorina irrorata	Marsh periwinkle	0.82	NA	BFA	S	SP	217
2540	NA	Mollusca	NA	Gastropoda	Neotaenioglossa	Littorinidae	Littorina neritoides	Periwinkle	1.38	NA	FCM	MT	ME	544
2541	NA	Mollusca	NA	Gastropoda	Neotaenioglossa	Littorinidae	Littorina neritoides	Periwinkle	1.47	NA	FCM	G	GD	275
2542	NA	Mollusca	NA	Gastropoda	Neotaenioglossa	Littorinidae	Littorina punctata	Periwinkle	0.81	NA	FCM	MT	ME	544
2545	NA	Mollusca	NA	Gastropoda	Neotaenioglossa	Naticidae	Polinices duplicatus	Moon shell	1.5	NA	BFA	S	SP	217
2546	NA	Mollusca	NA	Gastropoda	Neotaenioglossa	Naticidae	Polinices heros	Moon shell	2.4	NA	BFA	S	SP	217
2318	NA	Mollusca	NA	Gastropoda	Neotaenioglossa	Pleuroceridae	Goniobasis floridensis	Snail	2.1	NA	FCM	MC	HS, V	650
2319	NA	Mollusca	NA	Gastropoda	Neotaenioglossa	Pleuroceridae	Goniobasis livescens	Great Lakes horn snail	2.1	40	FCM	MC	HS, V	650
2324	NA	Mollusca	NA	Gastropoda	Neotaenioglossa	Pleuroceridae	Leptoxis (Mudalia) carinata	Snail	2.1	NA	FCM	MC	HS, V	650
2551	NA	Mollusca	NA	Gastropoda	Nudibranchia	Tergipedidae	Phestilla sp.	Sea slug	0.91	NA	FIA	SC	GD	186
2016	NA	Onychophora	NA	Udeonycophora	Onychophorida	Peripatidae	Eoperipatus sp.	Velvet worm	18.32	NA	FCM	AN, L	GD	704
2017	NA	Onychophora	NA	Udeonycophora	Onychophorida	Peripatidae	Eoperipatus sp.	Velvet worm	19.87	NA	FIA	HE	GD	704
2018	NA	Onychophora	NA	Udeonycophora	Onychophorida	Peripatidae	Epiperipatus sp.	Velvet worm	6.03	NA	FCM	AN, L	GD	704
2019	NA	Onychophora	NA	Udeonycophora	Onychophorida	Peripatidae	Epiperipatus sp.	Velvet worm	6.99	NA	FIA	HE	GD	704
2887	NA	Annelida	NA	Polychaeta	Orbiniida	Orbiniidae	Leioscoloplos fragilis	Polychaete	2.3	NA	FD	WB	V	95
3037	NA	Annelida	NA	Polychaeta	Orbiniida	Orbiniidae	Leioscoloplos fragilis	Polychaete	2.3	NA	FD	WB	V	95
2889	NA	Annelida	NA	Polychaeta	Orbiniida	Orbiniidae	Scoloplos rubra	Polychaete	3.1	NA	FD	WB	V	95
3039	NA	Annelida	NA	Polychaeta	Orbiniida	Orbiniidae	Scoloplos rubra	Polychaete	3.1	NA	FD	WB	V	95
2389	NA	Mollusca	NA	Bivavlia	Ostreoida	Pectinidae	Chlamys hericus	Scallop	0.95	NA	BFA	S	SP	217
2390	NA	Mollusca	NA	Bivavlia	Ostreoida	Pectinidae	Chlamys hindsii	Scallop	1	NA	BFA	S	SP	217
2178	NA	Tardigrada	NA	Eutardigrada	Parachela	Calohypsibiidae	Hexapodibius pseudomicronyx	Water bear	0.3	NA	FD	S	GD, MM	431
2182	NA	Tardigrada	NA	Eutardigrada	Parachela	Hypsibiidae	Diphascon (Adropion) scotium	Water bear	0.67	NA	FD	S	GD, MM	149
2183	NA	Tardigrada	NA	Eutardigrada	Parachela	Hypsibiidae	Diphascon humicus	Water bear	0.35	NA	FD	S	GD, MM	149
2184	NA	Tardigrada	NA	Eutardigrada	Parachela	Hypsibiidae	Diphascon nobilei	Water bear	0.1	NA	FD	S	GD, MM	431
2187	NA	Tardigrada	NA	Eutardigrada	Parachela	Hypsibiidae	Isohypsibius lunulatus	Water bear	0.08	NA	FD	S	GD, MM	431
2188	NA	Tardigrada	NA	Eutardigrada	Parachela	Hypsibiidae	Isohypsibius monoicus	Water bear	0.38	NA	FD	S	GD, MM	149
2191	NA	Tardigrada	NA	Eutardigrada	Parachela	Hypsibiidae	Ramazzottius tribulosus	Water bear	0.1	NA	FD	S	GD	46
2554	NA	Mollusca	NA	Gastropoda	Patellogastropoda	Acmaeidae	Collisella limatula	File limpet	0.56	NA	BFA	S	SP	217
2891	NA	Annelida	NA	Polychaeta	Phyllodocida	Chrysopetalidae	Paleonotus debile	Polychaete	1.09	NA	FD	WB	MM	146
3041	NA	Annelida	NA	Polychaeta	Phyllodocida	Chrysopetalidae	Paleonotus debile	Polychaete	1.09	NA	FD	WB	MM	146
2895	NA	Annelida	NA	Polychaeta	Phyllodocida	Hesionidae	Hesiospina sp.	Polychaete	0.48	NA	FD	WB	MM	146
3045	NA	Annelida	NA	Polychaeta	Phyllodocida	Hesionidae	Hesiospina sp.	Polychaete	0.48	NA	FD	WB	MM	146
2906	NA	Annelida	NA	Polychaeta	Phyllodocida	Phyllodocidae	Nereiphylla peretti	Polychaete	2.7	NA	FD	WB	V	95
3056	NA	Annelida	NA	Polychaeta	Phyllodocida	Phyllodocidae	Nereiphylla peretti	Polychaete	2.7	NA	FD	WB	V	95
2910	NA	Annelida	NA	Polychaeta	Phyllodocida	Polynoidae	Branchipolynoe sp.	Polychaete	1	NA	FD	NS	NS	112, 577
3060	NA	Annelida	NA	Polychaeta	Phyllodocida	Polynoidae	Branchipolynoe sp.	Polychaete	1	NA	FD	NS	NS	112, 577
2917	NA	Annelida	NA	Polychaeta	Phyllodocida	Syllidae	Pseudobrania limbata	Polychaete	0.39	NA	FD	WB	MM	146
3067	NA	Annelida	NA	Polychaeta	Phyllodocida	Syllidae	Pseudobrania limbata	Polychaete	0.39	NA	FD	WB	MM	146
2918	NA	Annelida	NA	Polychaeta	Phyllodocida	Syllidae	Sphaerosyllis cf. brevifrons	Polychaete	0.73	NA	FD	WB	MM	146
3068	NA	Annelida	NA	Polychaeta	Phyllodocida	Syllidae	Sphaerosyllis cf. brevifrons	Polychaete	0.73	NA	FD	WB	MM	146
2919	NA	Annelida	NA	Polychaeta	Phyllodocida	Syllidae	Sphaerosyllis cf. campoy	Polychaete	0.48	NA	FD	WB	MM	146
3069	NA	Annelida	NA	Polychaeta	Phyllodocida	Syllidae	Sphaerosyllis cf. campoy	Polychaete	0.48	NA	FD	WB	MM	146
2048	NA	Rotifera	NA	Monogononta	Ploima	Brachionidae	Brachionus plicatilis (Bogoria strain)	Monogonont rotifer	0.23	NA	FCM	WB	DM, GD	750
2049	NA	Rotifera	NA	Monogononta	Ploima	Brachionidae	Brachionus plicatilis (Russian strain)	Monogonont rotifer	0.12	NA	FCM	WB	DM, GD	750
2053	NA	Rotifera	NA	Monogononta	Ploima	Brachionidae	Brachionus sp. Austria 1	Monogonont rotifer	0.28	NA	FCM	WB	DM, GD	753
2054	NA	Rotifera	NA	Monogononta	Ploima	Brachionidae	Brachionus sp. Austria 2	Monogonont rotifer	0.1	NA	FCM	WB	DM, GD	753
2148	NA	Porifera	NA	Demospongiae	Poecilosclerida	Esperiopsidae�	Ulosa sp.	Demosponge	0.18	NA	FIA	WB	GD	703
2153	NA	Porifera	NA	Demospongiae	Poecilosclerida	Microcionidae	Clathria echinata	Demosponge	0.22	NA	FIA	WB	GD	703
2154	NA	Porifera	NA	Demospongiae	Poecilosclerida	Microcionidae	Clathria echinata	Demosponge	0.32	NA	FCM	WB	GD	703
1988	NA	Platyhelminthes	NA	Turbellaria	Proseriata	Archimonocelidae	Archimonocelis sp.	Flatworm	2.4	NA	FD	MC, PH, S	HS	314
1990	NA	Platyhelminthes	NA	Turbellaria	Proseriata	Coelogynoporidae	Carenscoilia biforamen	Flatworm	1.75	NA	FD	MC, PH, S	HS	314
1991	NA	Platyhelminthes	NA	Turbellaria	Proseriata	Monocelididae	Archilina sp.	Flatworm	0.75	NA	FD	MC, PH, S	HS	314
1992	NA	Platyhelminthes	NA	Turbellaria	Proseriata	Monocelididae	Archiloa petiti	Flatworm	1.15	NA	FD	MC, PH, S	HS	314
1993	NA	Platyhelminthes	NA	Turbellaria	Proseriata	Monocelididae	Archilopsis marifuga	Flatworm	0.95	NA	FD	MC, PH, S	HS	314
1996	NA	Platyhelminthes	NA	Turbellaria	Proseriata	Otoplanidae	Archotoplana holotriche	Flatworm	1.2	NA	FD	MC, PH, S	HS	314
2245	NA	Nematoda	NA	Secernentea	Rhabditida	Panagrolaimidae	Panagrellus redividus	Nematode	0.08	NA	BCA	WB	NS	459
2246	NA	Nematoda	NA	Secernentea	Rhabditida	Panagrolaimidae	Panagrellus redividus	Nematode	0.16	NA	SCF	S	CE	130
2266	NA	Nematoda	NA	Secernentea	Rhabditida	Rhabditidae	Pellioditis sp.	Nematode	0.29	NA	SCF	S	CE	130
2268	NA	Nematoda	NA	Secernentea	Rhabditida	Rhabditidae	Rhabditella octopleura	Nematode	0.15	NA	SCF	S	CE	130
1955	NA	Platyhelminthes	NA	Turbellaria	Rhabdocoela	Dalyellidae	Gieysztoria sp.	Flatworm	0.63	NA	FD	WB	V	174
1957	NA	Platyhelminthes	NA	Turbellaria	Rhabdocoela	Typhloplanidae	Krumbachia hiemalis	Flatworm	1.67	NA	FD	WB	V	174
1958	NA	Platyhelminthes	NA	Turbellaria	Rhabdocoela	Typhloplanidae	Mesostoma arctica	Flatworm	5.1	NA	FD	WB	V	174
1961	NA	Platyhelminthes	NA	Turbellaria	Rhabdocoela	Typhloplanidae	Phaenocora sp.1	Flatworm	0.72	NA	FD	WB	V	174
1962	NA	Platyhelminthes	NA	Turbellaria	Rhabdocoela	Typhloplanidae	Phaenocora sp.2	Flatworm	1.61	NA	FD	WB	V	174
1963	NA	Platyhelminthes	NA	Turbellaria	Rhabdocoela	Typhloplanidae	Rhynchomesostoma sp.	Flatworm	2.16	NA	FD	WB	V	174
2738	NA	Cnidaria	NA	Scyphozoa	Rhizostomeae	Cassiopeidae	Cassiopeia sp.	Upside-down sea jelly	0.33	NA	FD	S	GD	324
2809	NA	Annelida	NA	Hirudinea	Rhynchobdellida	Glossiphoniidae	Alboglossiphonia australiensis	Freshwater leech	0.46	NA	FIA	BL, S	GD	575
2959	NA	Annelida	NA	Hirudinea	Rhynchobdellida	Glossiphoniidae	Alboglossiphonia australiensis	Freshwater leech	0.46	NA	FIA	BL, S	GD	575
2926	NA	Annelida	NA	Polychaeta	Sabellida	Sabellidae	Branchiomma crispum	Polychaete	1.3	NA	FD	WB	V	95
3076	NA	Annelida	NA	Polychaeta	Sabellida	Sabellidae	Branchiomma crispum	Polychaete	1.3	NA	FD	WB	V	95
2562	NA	Mollusca	NA	Gastropoda	Sacoglossa	Stiligeridae	Stiliger felinus	Sea slug	2.83	NA	FCM	TS	ME	277
2274	NA	Nematoda	NA	Secernentea	Strongylida	Trichostrongylidae	Teladorsagia cricumcincta	Nematode	0.06	NA	FCM	WB	CE	593
2000	NA	Platyhelminthes	NA	Turbellaria	Tricladida	Dugesiidae	Dugesia benazzi	Flatworm	2.4	NA	FD	NS	NS	387
2001	NA	Platyhelminthes	NA	Turbellaria	Tricladida	Dugesiidae	Dugesia lugubris	Flatworm	1.8	NA	FD	NS	NS	387
2002	NA	Platyhelminthes	NA	Turbellaria	Tricladida	Dugesiidae	Dugesia nova	Flatworm	1.8	NA	FD	NS	NS	387
1970	NA	Platyhelminthes	NA	Turbellaria	Tricladida	Planariidae	Hymanella retenuova	Flatworm	4.46	NA	FD	WB	V	174
2279	NA	Nematoda	NA	Secernentea	Tylenchida	Heteroderidae	Heterodera maritima	Plant-parasitic nematode	0.04	NA	FCM	WB	CE	653
2294	NA	Nematoda	NA	Secernentea	Tylenchida	Heteroderidae	Meloidogyne ottersoni	Root-knot nematode	0.03	NA	FD	VHC	MI	265
2300	NA	Nematoda	NA	Secernentea	Tylenchida	Tylenchidae	Coslenchus rugosus	Plant-parasitic nematode	0.02	NA	FCM	WB	CE	653
2397	NA	Mollusca	NA	Bivavlia	Unionoida	Unionidae	Elliptio sp.	Lance	3.2	NA	BFA	S	SP	217
2398	NA	Mollusca	NA	Bivavlia	Unionoida	Unionidae	Uniomerus sp.	Pondhorn	3	NA	BFA	S	SP	217
2342	NA	Mollusca	NA	Bivalvia	Veneroida	Sphaeriidae	Pisidium huillichum	Pill clam	1.18	NA	FIA	G	GD	784
2402	NA	Mollusca	NA	Bivavlia	Veneroida	Cardiidae	Trachycardium quadragenarium	Spiny pricklycockle	2	NA	BFA	S	SP	217
2410	NA	Mollusca	NA	Bivavlia	Veneroida	Mactridae	Tresus nuttalli	Pacific gaper	0.77	NA	BFA	S	SP	217
2413	NA	Mollusca	NA	Bivavlia	Veneroida	Psammobiidae	Nuttallia nuttallii	Mahogany clam	1.6	NA	BFA	S	SP	217
2414	NA	Mollusca	NA	Bivavlia	Veneroida	Psammobiidae	Nuttallia nuttallii	Mahogany clam	1.74	NA	FIA	NS	DT	168
2416	NA	Mollusca	NA	Bivavlia	Veneroida	Solenidae	Solen viridis	Green jackknife clam	1.7	NA	BFA	S	SP	217
2417	NA	Mollusca	NA	Bivavlia	Veneroida	Tellinidae	Apolymetis biangulata	Macoma clam	2.3	NA	BFA	S	SP	217
2423	NA	Mollusca	NA	Bivavlia	Veneroida	Veneridae	Chione undatella	Frilled venus clam	2	NA	BFA	S	SP	217
2432	NA	Mollusca	NA	Bivavlia	Veneroida	Veneridae	Tapes rhomboideus	Venus clam	1.62	NA	FCM	G	GD	438
2571	NA	Mollusca	NA	Gastropoda	Vetigastropoda	Lepetodrilidae	Leptodrilus atlanticus	Limpet	1.04	NA	FCM	MC	PSV	701
2573	NA	Mollusca	NA	Gastropoda	Vetigastropoda	Turbinidae	Potrolira sp.	Turban snail	0.7	NA	FCM	MC	PSV	701
