row_number	ncbi_taxid	phylum	subphylum	class	order	family	genus_species	common_name	c_value	chromosome_number	c_value_method	cell_type	standard_species	references
6255	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cobitidae	Misgurnus anguillicaudatus (4x?)	Oriental weatherfish	2.23	NA	FD	RBC	CP	574
6294	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Barbodes chonglingchungi	Barb	1.15	50	FD	RBC	NS	573
6323	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Carassius auratus auratus (3x)	Goldfish	2.3	162	FD	RBC	NS	573
6324	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Carassius auratus auratus (3x)	Goldfish	2.38	150	FD	RBC	HS	595
6325	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Carassius auratus auratus (3x)	Goldfish	2.56	NA	SCF	RBC	HS	106
6326	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Carassius auratus grandcuris	Goldfish	1.35-2.05	100	FD	RBC	CP	486
6328	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Carassius auratus ssp.	Goldfish	1.94	100	FCM	RBC	MM	359
6329	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Carassius auratus ssp.1	Goldfish	1.5	100	FD	RBC	CP	486
6330	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Carassius auratus ssp.2	Goldfish	1.85	100	FD	RBC	CP	486
6355	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Culter mongolicus mongolicus	N/A	1.12	48	FD	RBC	GD	98
6382	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Cyprinus daliensis	Carp	1.55	100	FD	RBC	NS	573
6383	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Cyprinus longipectoralis	Carp	1.85	100	FD	RBC	NS	573
6384	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Cyprinus pelligrini barbatus	Carp	1.75	100	FD	RBC	NS	573
6386	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Danio malabricus	Malabar danio	1.4	NA	FIA	RBC	BS, GD, OM, RP	204
6387	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Danio malabricus	Malabar danio	2.2	50	BFA	RBC	SP	215, 216
6398	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Dionda sp.	Minnow	1.01	50	FCM	RBC	GD, CP	161
6399	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Diptychus sp.	N/A	2.45	98	FD	RBC	NS	573
6455	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Moroco jouyi	N/A	1.52	50	FCM	RBC	MM	359
6456	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Moroco lagwoski	N/A	1.02	50	FD	LV	CA	243
6457	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Moroco oxcephalus	N/A	1.11	50	FD	LV	CA	243
6486	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Parabramis pekinesis	White amur bream	0.98	48	FD	RBC	GD	98
6492	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Phoxinus 2 eos-neogaeus	Hybrid (triploid)	2.14	NA	FIA	RBC	BS, GD, OM, RP	203, 204
6493	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Phoxinus 2 eos-neogaeus	Hybrid (triploid)	2.49	75	FCM	RBC	GD	103
6497	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Phoxinus eos-neogaeus-oreas	Hybrid (triploid)	2.13	NA	FCM	RBC	GD	154
6573	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Schizothorax sp.	N/A	3.5	148	FD	RBC	NS	573
6595	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Xenocrepis davidi	Yellowfin	1.42	48	FD	RBC	GD	98
6596	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Cyprinidae	Xenocrepis microlepis	Smallscale yellowfin	1.03	48	FD	RBC	GD	98
6607	NA	Chordata	Vertebrata	Osteichthyes	Cypriniformes	Nemacheilidae	Barbatuala toni	Loach	0.74	NA	FD	LV	CA	743
6638	NA	Chordata	Vertebrata	Osteichthyes	Cyprinodontiformes	Fundulidae	Fundulus heteroclitus x F. diaphanus	Hybrid	1.45	48	FCM	RBC	GD	104
6639	NA	Chordata	Vertebrata	Osteichthyes	Cyprinodontiformes	Fundulidae	Fundulus heteroclitus x F. diaphanus (3x)	Hybrid (triploid)	2.17	NA	FCM	RBC	GD	104
6668	NA	Chordata	Vertebrata	Osteichthyes	Cyprinodontiformes	Poeciliidae	Poeciliopsis 2 monacha-lucida (3x)	Triploid hybrid	1	72	FD	RBC	GD	87
6669	NA	Chordata	Vertebrata	Osteichthyes	Cyprinodontiformes	Poeciliidae	Poeciliopsis 2 monacha-lucida (3x)	Triploid hybrid	1.02	NA	FCM	RBC	OM	105
6670	NA	Chordata	Vertebrata	Osteichthyes	Cyprinodontiformes	Poeciliidae	Poeciliopsis 2 viriosa-lucida (3x)	Triploid hybrid	1.01	72	FD	RBC	GD	87
6671	NA	Chordata	Vertebrata	Osteichthyes	Cyprinodontiformes	Poeciliidae	Poeciliopsis gracilus	Porthole livebearer	0.82	NA	FCM	FC	GD, OM	264
6677	NA	Chordata	Vertebrata	Osteichthyes	Cyprinodontiformes	Poeciliidae	Poeciliopsis monacha-2 lucida (3x)	Triploid hybrid	0.97	NA	FCM	RBC	OM	105
6678	NA	Chordata	Vertebrata	Osteichthyes	Cyprinodontiformes	Poeciliidae	Poeciliopsis monacha-2 lucida (3x)	Triploid hybrid	1.05	72	FD	RBC	GD	87
6679	NA	Chordata	Vertebrata	Osteichthyes	Cyprinodontiformes	Poeciliidae	Poeciliopsis monacha-latidens (2x)	Diploid hybrid	0.65	48	FD	RBC	GD	87
6680	NA	Chordata	Vertebrata	Osteichthyes	Cyprinodontiformes	Poeciliidae	Poeciliopsis monacha-lucida (2x)	Diploid hybrid	0.66	NA	FCM	RBC	OM	87
6681	NA	Chordata	Vertebrata	Osteichthyes	Cyprinodontiformes	Poeciliidae	Poeciliopsis monacha-lucida (2x)	Diploid hybrid	0.69	48	FD	RBC	GD	87
6682	NA	Chordata	Vertebrata	Osteichthyes	Cyprinodontiformes	Poeciliidae	Poeciliopsis monacha-occidentalis (2x)	Diploid hybrid	0.68	48	FD	RBC	GD	87
6685	NA	Chordata	Vertebrata	Osteichthyes	Cyprinodontiformes	Poeciliidae	Xiphophorus alverezi	Platyfish	0.76	NA	FCM	RBC	GD, HS, V	500
5521	NA	Chordata	Vertebrata	Mammalia	Didelphimorpha	Didelphidae	Lutreolina crassicaudata paranasalis	Thick-tailed opossum	4.2	22	FD	LK	HS	148
5536	NA	Chordata	Vertebrata	Mammalia	Diprotodontia	Macropodidae	Macropus rufogrigeus	Bennett's wallaby	5.58	NA	FCM	LK	HS, OM	598
4221	NA	Chordata	Vertebrata	Aves	Falconiformes	Accipitridae	Aegypius monachus gingintanus	Cinereous vulture	1.59	66	FCM	RBC	GD, HS	108
4222	NA	Chordata	Vertebrata	Aves	Falconiformes	Accipitridae	Aguila chrysaetos	Golden eagle	1.32	NA	FD	RBC	GD	529
4223	NA	Chordata	Vertebrata	Aves	Falconiformes	Accipitridae	Aguila chrysaetos	Golden eagle	1.48	62	FCM	RBC	GD, HS, V	347, 502
4229	NA	Chordata	Vertebrata	Aves	Falconiformes	Accipitridae	Elanus caerulens	Black-winged kite	1.55	68	FCM	RBC	GD, HS	38
6729	NA	Chordata	Vertebrata	Osteichthyes	Gadiformes	Macrouridae	Caelorinchus maurofasciatus	Dark banded rattail	0.75	NA	FIA	RBC	BS, GD, OM, RP	203, 204
4249	NA	Chordata	Vertebrata	Aves	Galliformes	Cracidae	Penelope sp.	Guan	1.23	NA	FD	RBC	GD	529
4286	NA	Chordata	Vertebrata	Aves	Gruiformes	Gruidae	Bugeranus carunculus	Wattled crane	1.4	80	FD	RBC	GD, XL	419, 632
6755	NA	Chordata	Vertebrata	Osteichthyes	Lepidosireniformes	Protopteridae	Protopterus aethiopicus congicus	Marbled lungfish	40.08	NA	FD	RBC	GD	531
6768	NA	Chordata	Vertebrata	Osteichthyes	Lophiiformes	Ogcocephalidae	Ogcocephalus nausutus	Shortnose batfish	0.74	NA	BFA	RBC	SP	215, 216
5013	NA	Chordata	Vertebrata	Chondrichthyes	Orectolobiformes	Ginglymostomatidae	Ginglymostoma cirratum (3x)	Nurse shark	5.7	NA	FCM	RBC	GC	247
5014	NA	Chordata	Vertebrata	Chondrichthyes	Orectolobiformes	Ginglymostomatidae	Ginglymostoma cirratum (3x?)	Nurse shark	5.45	NA	FD	RBC	SC	480
6782	NA	Chordata	Vertebrata	Osteichthyes	Osmeriformes	Bathylagidae	Bathylagus milleri	Stout blacksmelt	3.15	60	FD	RBC	HS	116
4320	NA	Chordata	Vertebrata	Aves	Passeriformes	Cisticolidae	Cisticola aridulus	Desert cisticola	1.24	NA	FIA	RBC	GD	711
4321	NA	Chordata	Vertebrata	Aves	Passeriformes	Cisticolidae	Cisticola chiniana	Rattling cisticola	1.23	NA	FIA	RBC	GD	711
4324	NA	Chordata	Vertebrata	Aves	Passeriformes	Cisticolidae	Cisticola subruficapilla	Grey-backed cisticola	1.12	NA	FIA	RBC	GD	711
4325	NA	Chordata	Vertebrata	Aves	Passeriformes	Cisticolidae	Cisticola textrix	Cloud cisticola	1.16	NA	FIA	RBC	GD	711
4388	NA	Chordata	Vertebrata	Aves	Passeriformes	Fringillidae	Sporagra uropygialis	Yellow-rumped siskin	1.39	NA	FIA	RBC	GD	711
4416	NA	Chordata	Vertebrata	Aves	Passeriformes	Furnariidae	Syndactyla subularis	Lineated foliage-gleaner	1.17	NA	FIA	RBC	GD	711
4516	NA	Chordata	Vertebrata	Aves	Passeriformes	Passerellidae	Atlapetes canigenis	Cuzco brush finch	1.56	NA	FIA	RBC	GD	711
6815	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Ambassidae	Ambassis elongatus	Yellowfin glassfish	0.56	NA	FIA	RBC	BS, GD, OM, RP	204
6820	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Apogonidae	Apogon endetakaena	Candystripe cardinalfish	1.03	NA	FIA	RBC	BS, GD, OM, RP	203, 204
6826	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Apogonidae	Apogon poecilopterus	Pearly-finned cardinalfish	0.97	NA	FIA	RBC	BS, GD, OM, RP	204
6833	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Bathymasteridae	Rathbunella sp.	Ronquil	0.96	NA	BFA	RBC	SP	216
6856	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Blenniidae	Ecsenius aequalis	Fourline blenny	0.64	NA	FIA	RBC	BS, GD, OM, RP	204
6860	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Blenniidae	Hypsoblennius sp.	Blenny	0.95	NA	BFA	RBC	SP	216
6865	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Blenniidae	Paralipophrys trigloide	Blenny	1.19	46	FD	RBC	GD	71
6878	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Callionymidae	Callionymus goodladi	Goodlad's stinkfish	0.69	NA	FIA	RBC	BS, GD, OM, RP	204
6879	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Callionymidae	Callionymus limiceps	Rough-headed dragonet	1.02	NA	FIA	RBC	BS, GD, OM, RP	203, 204
6892	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Carangidae	Elegatis bipinnulata	Rainbow runner	0.71	NA	FIA	RBC	BS, GD, OM, RP	204
6941	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Chaetodontidae	Angelichthys bermudensis	N/A	0.55	NA	FD	LV, RBC	V	16
6967	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Cichlidae	Apistogramma sp.	N/A	1	NA	BFA	RBC	SP	216
6973	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Cichlidae	Haplochromis longirostris	N/A	1.1	NA	BFA	RBC	SP	216
6975	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Cichlidae	Haplochromis quiarti	N/A	1	NA	BFA	RBC	SP	216
6976	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Cichlidae	Haplochromis squamipinnus	N/A	1.1	NA	BFA	RBC	SP	216
6977	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Cichlidae	Haplochromis squamulatus	N/A	1.2	NA	BFA	RBC	SP	216
6980	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Cichlidae	Oreochromis macrochir macrochir	N/A	0.84	44	FD	RBC	CCR	296
6988	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Cichlidae	Oreochromis spilurus spilurus	Sabaki tilapia	0.95	44	FD	RBC	CCR	296
6992	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Cichlidae	Sarotherodon galilaeus galilaeus	Mango tilapia	0.84	44	FD	RBC	CCR	296
7043	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Gobiidae	Pomatoschistus canestrini	Goby	0.95	46	FCM	RBC	GD	666
7059	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Haemulidae	Heamulon flavolineatum	French grunt	0.65	NA	FD	LV, RBC	V	16
7060	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Haemulidae	Heamulon flavolineatum	French grunt	0.67	NA	FD	RBC	GD	324
7061	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Haemulidae	Heamulon flavolineatum	French grunt	0.88	NA	BFA	RBC	SP	216
7073	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Labridae	Bodianus sp.	N/A	0.81	NA	FIA	RBC	BS, GD, OM, RP	204
7094	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Labridae	Oxycheilinus diagramma	Cheeklined wrasse	1.13	NA	FIA	RBC	BS, GD, OM, RP	204
7109	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Labrisomidae	Paraclinus sp.	Blenny	1	NA	BFA	RBC	SP	216
7113	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Leiognathidae	Leiognathus moretoniensis	Moreton Bay ponyfish	0.49	NA	FIA	RBC	BS, GD, OM, RP	204
7117	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Lethrinidae	Gymnocranius grandiculis	Blue-lined large-eye bream	1.12	NA	FIA	RBC	BS, GD, OM, RP	204
7125	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Lutjanidae	Aprion virescens (4x?)	Green jobfish	1.31	NA	FIA	RBC	BS, GD, OM, RP	203, 204
7132	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Lutjanidae	Lutjanus fluviflamma	Dory snapper	1.23	NA	FIA	RBC	BS, GD, OM, RP	203
7141	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Lutjanidae	Lutjanus sp.	Snapper	0.81	NA	FIA	RBC	BS, GD, OM, RP	204
7169	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Nemipteridae	Nemipterus theodorei	Theodore's threadfin bream	0.77	NA	FIA	RBC	BS, GD, OM, RP	204
7179	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Opistognathidae	Opistognathus sp.	Jawfish	1.06	NA	FIA	RBC	BS, GD, OM, RP	203, 204
7203	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Pomacentridae	Abudefduf marginatus	Pearly sergeant	0.85	NA	FD	LV, RBC	V	16
7221	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Pomacentridae	Chromis sp.	Chromis	1.1	NA	BFA	RBC	SP	216
7243	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Pomacentridae	Pomacentrus bakanensis	Speckled damselfish	1	NA	FIA	RBC	BS, GD, OM, RP	204
7268	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Pseudochromidae	Ogilbyina queenslandiae	Queensland dottyback	0.91	NA	FIA	RBC	BS, GD, OM, RP	204
7273	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Pseudochromidae	Pseudochromis rosae	Rose Island basslet	0.77	NA	FIA	RBC	BS, GD, OM, RP	204
7287	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Scatophagidae	Scatophagus multifasciatus	Spotbanded scat	0.7	NA	FIA	RBC	BS, GD, OM, RP	203, 204
7290	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Sciaenidae	Bairdiella chrysura	Silver croaker	0.76	48	BFA	RBC	SP	216
7309	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Scombridae	Sarda velox	Striped bonito	0.92	NA	BFA	RBC	SP	216
7362	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Sillaginidae	Sillaginodes punctata	Spotted sillago	0.63	NA	FIA	RBC	BS, GD, OM, RP	203, 204
7403	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Toxotidae	Toxotes chatereus	Spotted archerfish	0.72	NA	FCM	RBC	MM	359
7407	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Tripterygiidae	Blennodon dorsale	Giant triplefin	0.85	NA	FCM	RBC	GD	599
7410	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Tripterygiidae	Forsterygion malcolmi	Mottled triplefin	1.18	NA	FCM	RBC	GD	599
7411	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Tripterygiidae	Forsterygion profundum	Deepwater triplefin	0.96	NA	FCM	RBC	GD	599
7413	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Tripterygiidae	Gilloblennius abditus	Obscure triplefin	1.25	NA	FCM	RBC	GD	599
7416	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Tripterygiidae	Grahamina nigripenne	Estuarine triplefin	1.18	NA	FCM	RBC	GD	599
7418	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Tripterygiidae	Notoclinops segmentatus	Blue-eyed triplefin	1.1	NA	FCM	RBC	GD	599
7419	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Tripterygiidae	Notoclinops yaldwyni	Yaldwyn's triplefin	1.12	NA	FCM	RBC	GD	599
7420	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Tripterygiidae	Obliquichthys maryannae	Oblique-swimming triplefin	1.23	NA	FCM	RBC	GD	599
7421	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Tripterygiidae	Ruanoho decemdigitatus	Longfinned triplefin	1.15	NA	FCM	RBC	GD	599
7423	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Tripterygiidae	Tripterygion tripteronotus	Threefin blenny	0.88	NA	FCM	KC	GD	664
7426	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Uranoscopidae	Uranoscopus sp.	Stargazer	0.77	NA	FCM	RBC	MM	359
7431	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Zoarcidae	Lycodes jugoricus	Shulupaoluk	1.05	NA	FIA	RBC	BS, GD, OM, RP	204
7436	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Zoarcidae	Lycoduchthys dearborni	Eelpout	1.11	NA	FIA	RBC	BS, GD, OM, RP	203, 204
7437	NA	Chordata	Vertebrata	Osteichthyes	Perciformes	Zoarcidae	Lycoduchthys dearborni	Eelpout	1.58	48	FIA	RBC	GD	337
4941	NA	Chordata	Vertebrata	Cephalaspidomorphi	Petromyzontiformes	Petromyzontidae	Petromyzon sp.	Lamprey	2.5	NA	FD	RBC	GD	324
7487	NA	Chordata	Vertebrata	Osteichthyes	Pleuronectiformes	Soleidae	Synaptura nigra	Black sole	0.95	NA	FIA	RBC	BS, GD, OM, RP	204
5622	NA	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Chlorocebus aethiops griseoviridis	Grivet	4.55	60	FD	LK	HS	386
5623	NA	Chordata	Vertebrata	Mammalia	Primates	Cercopithecidae	Chlorocebus aethiops griseoviridis	Grivet	4.56	NA	FD	LK	HS	134
5670	NA	Chordata	Vertebrata	Mammalia	Primates	Hylobatidae	Hylobates muelleri x Hylobates syndactylus	Gibbon (hybrid)	3.5	NA	FD	LK	HS	388
5675	NA	Chordata	Vertebrata	Mammalia	Primates	Lemuridae	Eulemur coronatus x Eulemur macaco	Lemur (hybrid)	3.05	NA	FCM	LK	HS	439
5684	NA	Chordata	Vertebrata	Mammalia	Primates	Lemuridae	Eulemur mongoz mongoz	Mongoose lemur	3.09	60	FD	LK	HS	386
5685	NA	Chordata	Vertebrata	Mammalia	Primates	Lemuridae	Eulemur mongoz mongoz	Mongoose lemur	3.41	NA	FD	LK	HS	300, 302
5690	NA	Chordata	Vertebrata	Mammalia	Primates	Lemuridae	Hapalemur griseus olivaceus	Bamboo lemur	3.18	58	FD	LK	HS	386
5696	NA	Chordata	Vertebrata	Mammalia	Primates	Lorisidae	Galgoides alleni	Dwarf galago	3.93	40	FD	LK	HS	386
5698	NA	Chordata	Vertebrata	Mammalia	Primates	Lorisidae	Otolemur crassicaudatus argentatus	Greater bushbaby	3.24	62	FD	LK	HS	386
5699	NA	Chordata	Vertebrata	Mammalia	Primates	Lorisidae	Otolemur crassicaudatus crassicaudatus	Greater bushbaby	3.98	62	FD	LK	HS	386
5700	NA	Chordata	Vertebrata	Mammalia	Primates	Lorisidae	Perodicticus potto edwardsi	Potto	3.29	62	FD	LK	HS	386
5701	NA	Chordata	Vertebrata	Mammalia	Primates	Lorisidae	Perodicticus potto potto	Potto	3.3	62	FD	LK	HS	386
5702	NA	Chordata	Vertebrata	Mammalia	Primates	Lorisidae	Perodicticus potto potto	Potto	4.14	NA	FD	LK	HS	303
4832	NA	Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Aratinga solstitalis	Sun conure	1.36	70	FCM	RBC	GD, HS, V	347, 502
4849	NA	Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Cacatua sulphurea abbotti	Cockatoo	1.22	NA	FCM	RBC	HS	676
4850	NA	Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Cacatua sulphurea citrinocristata	Citron-crested cockatoo	1.33	NA	FCM	RBC	HS	676
4853	NA	Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Chalcopsitta sp.	Lory	1.25	NA	FD	RBC	GD	529
4857	NA	Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Deroptyus accitrinus	Hawk-headed parrot	1.64	NA	FCM	RBC	GD, HS, V	502
5041	NA	Chordata	Vertebrata	Chondrichthyes	Rajiformes	Gymnuridae	Gymnura bimaculata	N/A	5.02	NA	FCM	RBC	GD, HS	81
5713	NA	Chordata	Vertebrata	Mammalia	Rodentia	Bathyergidae	Georhychus capensis	African mole-rat	3.2	54	FCM	KC	GD	145
5744	NA	Chordata	Vertebrata	Mammalia	Rodentia	Echimyidae	Proechimys guairae guairae	Venezuelan spiny-rat	6.25	48	FD	LK	GD, MM	150
5753	NA	Chordata	Vertebrata	Mammalia	Rodentia	Geomyidae	Thomomys bottae alienus	Western pocket gopher	4.71	76	FCM	SP	MM	466
5756	NA	Chordata	Vertebrata	Mammalia	Rodentia	Geomyidae	Thomomys bottae grahamensis	Western pocket gopher	4.86	76	FCM	SP	MM	466
5758	NA	Chordata	Vertebrata	Mammalia	Rodentia	Geomyidae	Thomomys bottae internatus	Western pocket gopher	4.3	88	FCM	SP	MM	466
5762	NA	Chordata	Vertebrata	Mammalia	Rodentia	Geomyidae	Thomomys bottae minor	Western pocket gopher	5.19	76	FCM	SP	MM	466
5763	NA	Chordata	Vertebrata	Mammalia	Rodentia	Geomyidae	Thomomys bottae morulus	Western pocket gopher	4.38	76	FCM	SP	MM	466
5764	NA	Chordata	Vertebrata	Mammalia	Rodentia	Geomyidae	Thomomys bottae planorum	Western pocket gopher	5.37	76	FCM	SP	MM	466
5766	NA	Chordata	Vertebrata	Mammalia	Rodentia	Geomyidae	Thomomys bottae sylvifugus	Western pocket gopher	5.59	76	FCM	SP	MM	466
5770	NA	Chordata	Vertebrata	Mammalia	Rodentia	Geomyidae	Thomomys townsendii similis	Western pocket gopher	5.38	76	FCM	SP	MM	466
5775	NA	Chordata	Vertebrata	Mammalia	Rodentia	Heteromyidae	Dipodomys heermanni californicus	Kangaroo rat	3.71	52	GCD	LV	MM	209
5779	NA	Chordata	Vertebrata	Mammalia	Rodentia	Heteromyidae	Dipodomys ordii compactus	Kangaroo rat	4.23	74	GCD	LV	MM	209
5780	NA	Chordata	Vertebrata	Mammalia	Rodentia	Heteromyidae	Dipodomys ordii monoensis	Kangaroo rat	4.72	72	GCD	LV	MM	209
5782	NA	Chordata	Vertebrata	Mammalia	Rodentia	Heteromyidae	Dipodomys spectabilis baileyi	Bannertail	4.16	72	GCD	LV	MM	209
5783	NA	Chordata	Vertebrata	Mammalia	Rodentia	Heteromyidae	Dipodomys spectabilis spectabilis	Bannertail	4.27	72	GCD	LV	MM	209
5785	NA	Chordata	Vertebrata	Mammalia	Rodentia	Hystricidae	Hystrix africaenaustralis	Short-tailed porcupine	2.9	NA	FCM	SP	GD	145
5801	NA	Chordata	Vertebrata	Mammalia	Rodentia	Muridae	Bolomys sp.	Grass mouse	2.89	NA	FD	LK	HS	305
5802	NA	Chordata	Vertebrata	Mammalia	Rodentia	Muridae	Calomys callosus callosus	Vesper mouse	2.8	36	FD	LK	HS	305
5804	NA	Chordata	Vertebrata	Mammalia	Rodentia	Muridae	Calomys laucha laucha	Vesper mouse	2.9	56	FD	LK	HS	305
5805	NA	Chordata	Vertebrata	Mammalia	Rodentia	Muridae	Calomys laucha ssp.	Vesper mouse	3.47	64	FD	LK	HS	305
5819	NA	Chordata	Vertebrata	Mammalia	Rodentia	Muridae	Eligmodontia sp.	Highland desert mouse	2.83	50	FD	LK	HS	305
5842	NA	Chordata	Vertebrata	Mammalia	Rodentia	Muridae	Microtus longicaudatus	Vole	2.83	56	FD	BR	MA	454
5844	NA	Chordata	Vertebrata	Mammalia	Rodentia	Muridae	Microtus ochragaster	Prairie vole	2.87	54	FD	BR	MA	454
5883	NA	Chordata	Vertebrata	Mammalia	Rodentia	Muridae	Oxymycterus rufus platensis	Burrowing mouse	2.67	NA	FD	LK	HS	305
5888	NA	Chordata	Vertebrata	Mammalia	Rodentia	Muridae	Phaulomys kageus	Kage vole	3.62	NA	FD	LG, EP	HS	244
7500	NA	Chordata	Vertebrata	Osteichthyes	Salmoniformes	Salmonidae	Coregonus fera	Whitefish	2.88	NA	BCA	RBC, S	NS	30
7503	NA	Chordata	Vertebrata	Osteichthyes	Salmoniformes	Salmonidae	Coregonus macropthalmus	Whitefish	3.02	NA	BCA	RBC, S	NS	30
7505	NA	Chordata	Vertebrata	Osteichthyes	Salmoniformes	Salmonidae	Coregonus reighardi	Shortnose cisco	3.01	80	FD	CE	TH	57
7561	NA	Chordata	Vertebrata	Osteichthyes	Salmoniformes	Salmonidae	Salmo salar (3x)	Atlantic salmon	4.9	NA	FIA	RBC	BS, GD, OM, RP	203, 204
7605	NA	Chordata	Vertebrata	Osteichthyes	Scorpaeniformes	Cottidae	Triglops murrayii	Moustache sculpin	0.68	NA	FIA	RBC	BS, GD, OM, RP	204
7628	NA	Chordata	Vertebrata	Osteichthyes	Scorpaeniformes	Psychrolutidae	Psychrolutes marcidus	Blobfish	0.9	NA	FIA	RBC	BS, GD, OM, RP	204
