institute	id_number	project	higher_group	family	genus	species	standard	buffer	mean1	mean2	cv1	cv2	ratio	ave_sample	ave_standard	gs_pg_2c_replicate	gs_pg_2c	gs_pg_1c	x1c_gbp	cv_sample	cv_standard	sd_r_sample	stdv_gs	measured_by	date	d_to_l_specimen_id	previous_estimate_2c_prime	comments_on_d_to_l_sample	x30	x31	x32	primary
RBGE	DB1766	DTOL	Bryophyte	NA	Dicranum	bonjeanii	>Oryza	OXPRO	232.19	361.27	3.3	3.02	1.556	365.36	236.51	1.56	1.54	0.77	0.76	2.84	3.08	0.016	0.015	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1767	DTOL	Bryophyte	NA	Homalothecium	lutescens	<Oryza	OXPRO	193.29	358.76	6.71	4.72	1.851	197.08	363.63	1.08	1.08	0.54	0.53	4.82	4.29	0.007	0.006	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1769	DTOL	Bryophyte	NA	Rhynchostegium	megapolitanum	<Oryza	OXPRO	121.34	313.30	6.81	3.95	2.582	127.83	325.44	0.77	0.79	0.39	0.38	6.26	4	0.031	0.009	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1772	DTOL	Bryophyte	NA	Flexitrichum	flexicaule	<Oryza	OXPRO	112.40	327.73	4.93	3.5	2.91	117.83	339.04	0.69	0.69	0.35	0.34	4.32	3.4	0.035	0.009	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1762	DTOL	Bryophyte	NA	Funaria	hygrometrica	<Solanum	OXPRO	200.47	236.46	2.4	3.03	1.32	200.47	236.46	1.68	1.68	0.84	0.82	2.4	3.03	#DIV/0!	NA	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1764	DTOL	Bryophyte	NA	Ptychostomum	rubens	<Solanum	OXPRO	123.18	309.83	3.62	2.93	2.515	126.03	315.35	0.79	0.79	0.4	0.39	4.09	2.72	0.018	0.006	Sahr Mian	NA	NA	NA	Approximate estimation	NA	NA	NA	1
RBGE	DB1770	DTOL	Bryophyte	NA	Rhodobryum	roseum	>Solanum	OXPRO	206.55	389.55	3.67	4.79	1.886	400.31	210.69	3.73	3.76	1.88	1.84	3.9	3.43	0.012	0.024	Sahr Mian	NA	NA	NA	Polyploid?	NA	NA	NA	1
RBGE	DB1771	DTOL	Bryophyte	NA	Bryum	dichotomum	<Solanum	OXPRO	123.36	383.34	4.37	2.3	3.108	128	391.57	0.64	0.65	0.32	0.32	4.49	2.06	0.045	0.009	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1779	DTOL	Bryophyte	NA	Pohlia	cruda	<Solanum	OXPRO	206.81	336.13	2.9	2.63	1.625	218.17	349.06	1.22	1.24	0.62	0.6	2.76	2.7	0.024	0.019	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB 1778	DTOL	Bryophyte	NA	Pohlia	nutans	<Solanum	OXPRO	322.06	387.33	4.25	3.05	1.203	341.64	402	1.65	1.68	0.84	0.82	4.09	3.24	0.023	0.032	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1777	DTOL	Bryophyte	NA	Andreaea	rupestris	<Oryza	GPB	86.33	306.52	5.97	2.42	3.55	89.29	313.3	0.56	0.57	0.28	0.28	6.37	3.18	0.039	0.006	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1780	DTOL	Bryophyte	NA	Isothecium	interludens	<Oryza	GPB	174.88	358.18	4.91	3.92	2.048	181.68	370.8	0.98	0.98	0.49	0.48	3.79	3.72	0.016	0.008	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1775	DTOL	Bryophyte	NA	Marsupella	sprucei	<Oryza	OXPRO	83.51	334.27	11.93	3.94	4.003	83.51	334.27	0.50	0.5	0.25	0.24	11.93	3.94	#DIV/0!	NA	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DMR278	DTOL	Angiosperm	Brassicaceae	Erophila	verna	>Oryza	OXPRO	207.00	499.53	5.32	4.29	2.413	516.75	213.28	2.41	2.42	1.21	1.18	4.08	4.76	0.013	0.013	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGE	DB1773	DTOL	Bryophyte	NA	Racomitrium	sudeticum	<Oryza	OXPRO	140.08	343.60	3.65	3.46	2.437	142.29	349.68	0.82	0.81	0.41	0.4	3	3.06	0.013	0.002	Sahr Mian	NA	NA	NA	NA	NA	NA	NA	1
RBGK	MC9491	DTOL	Angiosperm	Papaveraceae	Fumaria	muralis subsp. boraei	<Solanum	GPB3%PVP	243.26	387.75	4.71	4.25	1.594	245.92	399.19	1.24	1.22	0.61	0.6	4.39	3.22	0.026	0.019	Nacho	19/04/2023	KDTOL10775	NA	NA	NA	NA	NA	1
RBGK	MC9492	DTOL	Angiosperm	Papaveraceae	Fumaria	bastardii var. hibernica	<Solanum	GPB3%PVP	217.51	355.24	3.72	2.89	1.633	221.61	366.39	1.21	1.2	0.6	0.59	3.25	2.46	0.022	0.016	Nacho	19/04/2023	KDTOL10776	NA	NA	NA	NA	NA	1
RBGK	MC9493	DTOL	Angiosperm	Brassicaceae	Cochlearia	officinalis	<Solanum	GPB3%PVP	274.28	329.60	2.11	2.2	1.202	265.34	316.43	1.65	1.66	0.83	0.81	2.34	2.47	0.009	0.011	Nacho	19/04/2023	KDTOL10777	NA	NA	NA	NA	NA	1
RBGK	MC9494	DTOL	Angiosperm	Saxifragaceae	Saxifraga	tridactylites	<Solanum	GPB3%PVP	253.78	348.47	4.34	2.83	1.373	255.68	353.64	1.44	1.43	0.72	0.7	4.14	2.7	0.010	0.01	Nacho	19/04/2023	KDTOL10778	NA	NA	NA	NA	NA	1
RBGK	MC9495	DTOL	Angiosperm	Brassicaceae	Cardamine	bulbifera	>Solanum	GPB3%PVP	174.72	415.73	3.4	3.93	2.379	417.75	176.17	4.71	4.7	2.35	2.3	3.91	3.74	0.010	0.02	Nacho	19/04/2023	KDTOL10782	NA	NA	NA	NA	NA	1
RBGK	SM60	DTOL	Angiosperm	Liliaceae	Fritillaria	meleagris	>Allium	GPB3%PVP	209.72	579.80	4.24	2.55	2.765	619.58	228.73	96.46	94.59	47.3	46.26	2.78	3.74	0.048	1.667	Nacho	20/04/2023	KDTOL10783	NA	NA	NA	NA	NA	1
RBGE	DMR280	DTOL	Angiosperm	Rosaceae	Potentilla	verna	<Petro	GPB3%PVP	234.68	526.25	4.33	2.98	2.242	243.4	554.23	2.01	1.98	0.99	0.97	3.5	2.33	0.041	0.035	Nacho	27/04/2023	NA	NA	NA	NA	NA	NA	1
RBGE	DMR281	DTOL	Angiosperm	Apiaceae	Myrrhis	odorata	<Petro	GPB3%PVP	215.75	527.64	2.79	2.01	2.446	223.75	541.99	1.84	1.86	0.93	0.91	2.67	2.1	0.021	0.016	Nacho	27/04/2023	NA	NA	NA	NA	NA	NA	1
RBGE	DMR282	DTOL	Angiosperm	Caryophyllaceae	Moehringia	trinervia	>Solanum	GPB3%PVP	218.03	317.26	4.18	3.74	1.455	324.04	225.28	2.88	2.85	1.42	1.39	3.13	3.53	0.015	0.03	Nacho	27/04/2023	NA	NA	NA	NA	NA	NA	1
RBGE	DMR283	DTOL	Angiosperm	Scrophulariaceae	Scrophularia	vernalis	<Solanum	GPB3%PVP	212.24	504.07	4.8	2.53	2.375	219.17	527.24	0.83	0.82	0.41	0.4	4.54	2.6	0.026	0.009	Nacho	27/04/2023	NA	NA	NA	NA	NA	NA	1
RBGK	MC9496	DTOL	Angiosperm	Brassicaceae	Brassica	napus	<Petro	GPB3%PVP	200.86	731.60	4.83	2.86	3.642	189.99	697.03	1.24	1.23	0.61	0.6	4.12	2.69	0.035	0.012	Nacho	02/05/2023	KDTOL10785	NA	NA	NA	NA	NA	1
RBGK	MC9497	DTOL	Angiosperm	Asparagaceae	Ornithogalum	umbellatum	>Allium	GPB3%PVP	222.14	302.26	4.01	3.52	1.361	300.82	220.72	47.47	47.55	23.78	23.25	3.33	3.82	0.002	0.079	Nacho	02/05/2023	KDTOL10786	NA	NA	NA	NA	NA	1
RBGE	DB1786	DTOL	Bryophyte	Sphagnaceae	Sphagnum	capillifolium	<Oryza	GPB3%PVP	225.28	449.78	3.82	2.51	1.996	228.52	461.3	1.00	0.99	0.5	0.48	4.02	2.88	0.022	0.011	Nacho	04/05/2023	NA	NA	NA	NA	NA	NA	1
RBGE	DB1787	DTOL	Bryophyte	Sphagnaceae	Sphagnum	fallax	<Oryza	GPB3%PVP	240.83	496.46	3.53	2.87	2.061	248.71	523.4	0.97	0.95	0.48	0.46	3.28	2.89	0.037	0.017	Nacho	04/05/2023	NA	NA	NA	NA	NA	NA	1
RBGE	DB1784	DTOL	Bryophyte	Sphagnaceae	Sphagnum	russowii	<Solanum	GPB3%PVP	240.10	454.74	3.78	2.96	1.894	254.1	484.7	2.09	2.08	1.04	1.02	3.36	3.04	0.018	0.02	Nacho	04/05/2023	NA	NA	NA	NA	NA	NA	1
RBGE	DB1785	DTOL	Bryophyte	Dicranellaceae	Dicranella	subulata	<Oryza	GPB3%PVP	237.19	651.88	3.98	3.08	2.748	239.19	667.67	0.73	0.72	0.36	0.35	4.27	3.21	0.037	0.01	Nacho	04/05/2023	NA	NA	NA	NA	NA	NA	1
RBGE	DB1783	DTOL	Bryophyte	Lembophyllaceae	Isothecium	holtii	<Oryza	GPB3%PVP	249.02	495.94	3.98	3.75	1.992	254.88	510.38	1.00	1	0.5	0.49	3.44	3.37	0.010	0.005	Nacho	04/05/2023	NA	NA	NA	NA	NA	NA	1
RBGE	DB1790	DTOL	Bryophyte	Lejeuneaceae	Lejeunea	lamacerina	<Oryza	OXPRO	167.57	799.65	6.1	2.08	4.772	173.93	825.98	0.42	0.42	0.21	0.21	5.25	2.48	0.043	0.004	Nacho	04/05/2023	NA	NA	NA	NA	NA	NA	1
RBGE	DMR285	DTOL	Angiosperm	Plantaginaceae	Veronica	filiformis	<Solanum	GPB3%PVP	238.69	633.54	3.74	2.59	2.654	244.3	658.68	0.75	0.73	0.37	0.36	4.34	2.27	0.038	0.01	Nacho	04/05/2023	NA	NA	NA	NA	NA	NA	1
RBGE	DMR286	DTOL	Angiosperm	Rosaceae	Prunus	avium	<Solanum	GPB3%PVP	207.43	463.11	4.4	2.78	2.233	210.99	472.44	0.89	0.88	0.44	0.43	4.16	2.53	0.010	0.004	Nacho	04/05/2023	NA	NA	NA	NA	NA	NA	1
RBGE	DMR291	DTOL	Angiosperm	Brassicaceae	Lunaria	annua	<Petro	GPB3%PVP	260.07	523.94	4.41	4.13	2.015	277.51	555.21	1.12	1.12	0.56	0.55	3.37	2.72	0.016	0.009	Nacho	04/05/2023	NA	NA	Endopolyploid. Had to measure the 4C	NA	NA	NA	1
RBGE	DMR290	DTOL	Angiosperm	Caryophyllaceae	Cerastium	diffusum	>Solanum	GPB3%PVP	208.52	263.92	3.29	3.22	1.266	268.13	211.83	2.51	2.51	1.25	1.23	2.91	2.81	0.000	0	Nacho	04/05/2023	NA	NA	NA	NA	NA	NA	1
RBGE	DMR287	DTOL	Angiosperm	Grossulariaceae	Ribes	uva-crispa	<Petro	GPB3%PVP	229.42	457.62	3.85	2.24	1.995	238.45	489.48	2.26	2.19	1.1	1.07	4.18	2.73	0.057	0.061	Nacho	04/05/2023	NA	NA	NA	NA	NA	NA	1
RBGE	DMR289	DTOL	Angiosperm	Caryophyllaceae	Cerastium	semidecandrum	<Solanum	GPB3%PVP	233.45	359.38	3.99	4	1.539	239.58	371.2	1.29	1.28	0.64	0.62	3.6	3.21	0.010	0.008	Nacho	04/05/2023	NA	NA	NA	NA	NA	NA	1
RBGE	DMR288	DTOL	Angiosperm	Violaceae	Viola	hirta	<Petro	GPB3%PVP	228.97	589.59	6.96	3.3	2.575	243.18	604.06	1.75	1.81	0.91	0.89	5.32	3.37	0.082	0.059	Nacho	04/05/2023	NA	NA	NA	NA	NA	NA	1
RBGK	MC9498	DTOL	Angiosperm	Rosaceae	Fragaria	moschata	<Solanum	GPB3%PVP	219.37	766.52	4.76	2.96	3.494	216.08	777.01	0.57	0.55	0.28	0.27	4.25	2.98	0.101	0.015	Nacho	05/05/2023	KDTOL10787	NA	NA	NA	NA	NA	1
RBGE	DMR293	DTOL	Angiosperm	Caryophyllaceae	Arenaria	serpyllifolia	<Solanum	GPB3%PVP	282.94	325.25	2.73	2.76	1.15	300.02	346.01	1.72	1.72	0.86	0.84	3.36	3.02	0.005	0.007	Nacho	12/05/2023	NA	NA	NA	NA	NA	NA	1
RBGE	DMR293	DTOL	Angiosperm	Caryophyllaceae	Arenaria	serpyllifolia	<Petro	GPB3%PVP	226.61	517.15	4.41	2.73	2.282	234.29	546.67	1.97	1.93	0.96	0.94	3.71	2.52	0.044	0.037	Nacho	12/05/2023	NA	NA	Same as above, using Petro as standard. Similar results	NA	NA	NA	1
RBGE	DMR294	DTOL	Angiosperm	Poaceae	Aira	praecox	>Petro	GPB3%PVP	229.50	350.13	2.36	2.09	1.526	356.12	234.45	6.87	6.84	3.42	3.34	2.2	2.45	0.008	0.032	Nacho	12/05/2023	NA	NA	NA	NA	NA	NA	1
RBGE	DMR296	DTOL	Angiosperm	Lamiaceae	Lamium	hybridum	<Petro	GPB3%PVP	229.15	365.09	3.66	2.9	1.593	239.37	382.85	2.82	2.81	1.41	1.38	3.52	2.63	0.010	0.017	Nacho	12/05/2023	NA	NA	NA	NA	NA	NA	1
RBGE	DMR297	DTOL	Angiosperm	Crassulaceae	Sedum	album	<Solanum	OXPRO	213.10	408.64	4.44	3.32	1.918	220.59	426.04	1.03	1.03	0.51	0.5	4.38	3.3	0.014	0.007	Nacho	12/05/2023	NA	NA	I tried with rice, but couln't find any peak below it	NA	NA	NA	1
RBGK	JMC9523	DTOL	Angiosperm	Melanthiaceae	Xerophyllum	tenax	>Petro	GPB3%PVP	205.58	280.12	2.98	3.51	1.363	285.39	208.17	6.13	6.17	3.08	3.02	2.94	2.66	0.007	0.033	Nacho	12/05/2023	KDTOL10774	NA	Individual grown in the Alpine garden	NA	NA	NA	1
RBGK	MC9499	DTOL	Angiosperm	Caprifoliaceae	Valeriana	rubra	<Solanum	GPB3%PVP	209.24	316.34	5.34	3.05	1.512	214.27	323.86	1.31	1.31	0.66	0.64	5.14	2.86	0.008	0.007	Nacho	16/05/2023	KDTOL10788	NA	NA	NA	NA	NA	1
RBGK	MC9500	DTOL	Fern	Polypodiaceae	Dryopteris	affinis	<Allium	Ebihara	250.11	453.99	4.19	3.9	1.815	260.79	482.32	19.22	18.88	9.44	9.23	4.45	3.72	0.032	0.326	Nacho	16/05/2023	KDTOL10789	NA	NA	NA	NA	NA	1
RBGK	MC9501	DTOL	Angiosperm	Rosaceae	Alchemilla	mollis	>Solanum	GPB3%PVP	272.42	500.30	3.78	3.74	1.837	532.76	287.78	3.64	3.66	1.83	1.79	3.01	3.01	0.013	0.025	Nacho	16/05/2023	KDTOL10790	NA	NA	NA	NA	NA	1
RBGK	MC9503	DTOL	Angiosperm	Rosaceae	Potentilla	anglica	<Solanum	GPB3%PVP	217.09	288.59	4.77	3.67	1.329	227.02	304.48	1.49	1.48	0.74	0.72	4.24	3.64	0.016	0.017	Nacho	16/05/2023	KDTOL10792	NA	NA	NA	NA	NA	1
RBGK	MC9504	DTOL	Angiosperm	Araceae	Dracunculus	vulgaris	>Petro	GPB3%PVP	230.78	644.72	4.86	4.87	2.794	657.12	236.22	12.57	12.52	6.26	6.12	4.37	4.35	0.012	0.051	Nacho	16/05/2023	KDTOL10793	NA	NA	NA	NA	NA	1
RBGK	MC9505	DTOL	Angiosperm	Saxifragaceae	Tellima	grandiflora	<Solanum	GPB3%PVP	200.69	291.15	4.01	2.91	1.451	205.75	299.71	1.36	1.36	0.68	0.66	3.88	2.83	0.006	0.006	Nacho	16/05/2023	KDTOL10794	NA	NA	NA	NA	NA	1
RBGE	DMR298	DTOL	Angiosperm	Fabaceae	Laburnum	anagyroides	<Solanum	GPB3%PVP	NA	NA	NA	NA	NA	NA	NA	#DIV/0!	NA	NA	NA	NA	NA	#DIV/0!	NA	Nacho	19/05/2023	NA	2C = 1.60 pg	NA	NA	NA	NA	1
RBGE	DMR299	DTOL	Angiosperm	Oleaceae	Syringa	vulgaris	>Solanum	GPB3%PVP	NA	NA	NA	NA	NA	NA	NA	#DIV/0!	NA	NA	NA	NA	NA	#DIV/0!	NA	Nacho	19/05/2023	NA	2C = 2.40 pg	NA	NA	NA	NA	1
RBGE	DMR300	DTOL	Angiosperm	Asteraceae	Doronicum	pardalianches	>Petro	GPB3%PVP	NA	NA	NA	NA	NA	NA	NA	#DIV/0!	NA	NA	NA	NA	NA	#DIV/0!	NA	Nacho	19/05/2023	NA	2C = 6.32 pg	NA	NA	NA	NA	1
RBGE	DMR301	DTOL	Angiosperm	Brassicaceae	Arabis	hirsuta	<Solanum	GPB3%PVP	NA	NA	NA	NA	NA	NA	NA	#DIV/0!	NA	NA	NA	NA	NA	#DIV/0!	NA	Nacho	19/05/2023	NA	2C = 1.37 pg	NA	NA	NA	NA	1
RBGE	DMR302	DTOL	Angiosperm	Brassicaceae	Lepidium	campestre	<Petro	GPB3%PVP	NA	NA	NA	NA	NA	NA	NA	#DIV/0!	NA	NA	NA	NA	NA	#DIV/0!	NA	Nacho	19/05/2023	NA	-	NA	NA	NA	NA	1
