phylum	ECHabs92	scientific_name	subspecies	authority_subspecies
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Spergularia azorica		(Kindb.) Lebel
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Maytenus umbellata		(R. Br.) Mabb.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Beta patula		Ait.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Cistus chinamadensis		Banares & Romero
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Helianthemum bystropogophyllum		Svent.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Andryala crithmifolia		Ait.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Argyranthemum lidii		Humphries
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Argyranthemum thalassophylum		(Svent.) Hump.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Argyranthemum winterii		(Svent.) Humphries
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Atractylis arbuscula		Svent. & Michaelis
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Atractylis preauxiana		Schultz.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Calendula maderensis		DC.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Cheirolophus duranii		(Burchard) Holub
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Cheirolophus ghomerytus		(Svent.) Holub
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Cheirolophus junonianus		(Svent.) Holub
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Cheirolophus massonianus		(Lowe) Hansen & Sund.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Cirsium latifolium		Lowe
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Helichrysum gossypinum		Webb
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Helichrysum monogynum		Burtt & Sund.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Hypochoeris oligocephala		(Svent. & Bramw.) Lack
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Lactuca watsoniana		Trel.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Onopordum nogalesii		Svent.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Onorpordum carduelinum		Bolle
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Pericallis hadrosoma		(Svent.) B. Nord.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Phagnalon benettii		Lowe
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Stemmacantha cynaroides		(Chr. Son. in Buch) Ditt
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Sventenia bupleuroides		Font Quer
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Tanacetum ptarmiciflorum		Webb & Berth
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Convolvulus caput-medusae		Lowe
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Convolvulus lopez-socasii		Svent.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Convolvulus massonii		A. Dietr.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Aeonium gomeraense		Praeger
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Aeonium saundersii		Bolle
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Aichryson dumosum		(Lowe) Praeg.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Monanthes wildpretii		Banares & Scholz
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Sedum brissemoretii		Raymond-Hamet
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Crambe arborea		Webb ex Christ
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Crambe laevigata		DC. ex Christ
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Crambe sventenii		R. Petters ex Bramwell & Sund.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Parolinia schizogynoides		Svent.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Sinapidendron rupestre		(Ait.) Lowe
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Carex malato-belizii		Raymond
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Scabiosa nitens		Roemer & J.A. Schultes
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Erica scoparia	Erica scoparia azorica	L. subsp. azorica (Hochst.) D.A. Webb
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Euphorbia handiensis		Burchard
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Euphorbia lambii		Svent.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Euphorbia stygiana		H.C. Watson
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Geranium maderense		P.F. Yeo
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Deschampsia maderensis		(Haeck. & Born.) Buschm.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Phalaris maderensis		(Menezes) Menezes
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Globularia ascanii		D. Bramwell & Kunkel
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Globularia sarcophylla		Svent.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Sideritis cystosiphon		Svent.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Sideritis discolor		(Webb ex de Noe) Bolle
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Sideritis infernalis		Bolle
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Sideritis marmorea		Bolle
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Teucrium abutiloides		L’Hér.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Teucrium betonicum		L’Hér.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Anagyris latifolia		Brouss. ex. Willd.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Anthyllis lemanniana		Lowe
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Dorycnium spectabile		Webb & Berthel
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Lotus azoricus		P.W. Ball
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Lotus callis-viridis		D. Bramwell & D. H. Davis
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Lotus kunkelii		(E. Chueca) D. Bramwell & al.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Teline rosmarinifolia		Webb & Berthel.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Teline salsoloides		Arco & Acebes.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Vicia dennesiana		H.C. Watson
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Androcymbium psammophilum		Svent.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Scilla maderensis		Menezes
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Semele maderensis		Costa
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Arceuthobium azoricum		Wiens & Hawksw.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Myrica rivas-martinezii		Santos.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Jasminum azoricum		L.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Picconia azorica		(Tutin) Knobl.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Goodyera macrophylla		Lowe
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Pittosporum coriaceum		Dryand. ex. Ait.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Plantago malato-belizii		Lawalree
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Limonium arborescens		(Brouss.) Kuntze
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Limonium dendroides		Svent.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Limonium spectabile		(Svent.) Kunkel & Sunding
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Limonium sventenii		Santos & Fernández Galván
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Rumex azoricus		Rech. fil.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Frangula azorica		Tutin
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Bencomia brachystachya		Svent.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Bencomia sphaerocarpa		Svent.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Chamaemeles coriacea		Lindl.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Dendriopoterium pulidoi		Svent.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Marcetella maderensis		(Born.) Svent.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Prunus lusitanica	Prunus lusitanica azorica	L. subsp. azorica (Mouillef.) Franco
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Sorbus maderensis		(Lowe) Dode
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Kunkeliella subsucculenta		Kammer
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Euphrasia azorica		H.C. Watson
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Euphrasia grandiflora		Hochst. in Seub.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Isoplexis chalcantha		Svent. & O’Shanahan
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Isoplexis isabelliana		(Webb & Berthel.) Masferrer
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Odontites holliana		(Lowe) Benth.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Sibthorpia peregrina		L.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Solanum lidii		Sunding
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Ammi trifoliatum		(H.C. Watson) Trelease
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Bupleurum handiense		(Bolle) Kunkel
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Chaerophyllum azoricum		Trelease
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Ferula latipinna		Santos
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Melanoselinum decipiens		(Schrader & Wendl.) Hoffm.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Monizia edulis		Lowe
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Oenanthe divaricata		(R. Br.) Mabb.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Sanicula azorica		Guthnick ex Seub.
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Viola paradoxa		Lowe
Streptophyta	ECHabs92_Annex_IIb	Echinodium spinosum		(Mitt.) Jur. (o)
Streptophyta	ECHabs92_Annex_IIb,ECHabs92_Annex_IVb	Thamnobryum fernandesii		Sergio (o).]
