species	taxid	comment	synonym	family	long_list	other_priority	family_representative
Amallospora dacrydion				Incertae sedis	DTOL		
Helicofilia irregularis				Incertae sedis	DTOL		
Hypobryon validum				incertae sedis	DTOL		
Hymenopsis trochiloides				Incertae sedis	DTOL		
Asteromella ulmi				Incertae sedis	DTOL		
Asteromella hederae				Incertae sedis	DTOL		
Asteromella arbuticola				Incertae sedis	DTOL		
Frigidispora colnensis				Incertae sedis	DTOL		
Articulophora variispora				Incertae sedis	DTOL		
Fusariella sarniensis				Incertae sedis	DTOL		
Arthrosporium compositum				Incertae sedis	DTOL		
Arxiella lunata				Incertae sedis	DTOL		
Epithyrium resinae				Incertae sedis	DTOL		
Lateriramulosa minitriangularia				Incertae sedis	DTOL		
Bactridium acutum				Incertae sedis	DTOL		
Bactrodesmium hebridense				Incertae sedis	DTOL		
Barbatosphaeria barbirostris				Incertae sedis	DTOL		
Dwayabeeja sundara				Incertae sedis	DTOL		
Discosporina sulphurea				Incertae sedis	DTOL		
Confertobasidium fuscostriatum				Incertae sedis	DTOL		
Ceratosporella novae-zelandiae				Incertae sedis	DTOL		
Cytosporina crataegi				Incertae sedis	DTOL		
Cytosporium pittospori				Incertae sedis	DTOL		
Dasystictella sphaerospora				Incertae sedis	DTOL		
Celatogloea simplicibasidium				Incertae sedis	DTOL		
Capsicumyces delicatus				Incertae sedis	DTOL		
Diploospora rosea				Incertae sedis	DTOL		
Dactylosporium brevipes				Incertae sedis	DTOL		
Botryosporium pyramidale				Incertae sedis	DTOL		
Dinemasporium decipiens				Incertae sedis	DTOL		
Microdiscula rubicola				Incertae sedis	DTOL		
Dinemasporium fimeti				Incertae sedis	DTOL		
Dinemasporium caespitosum				Incertae sedis	DTOL		
Didymosporium macrospermum				Incertae sedis	DTOL		
Beltraniopsis esenbeckiae				Incertae sedis	DTOL		
Coniosporium bambusae				Incertae sedis	DTOL		
Gyrothrix microsperma				Incertae sedis	DTOL		
Hypospila immunda				Incertae sedis	DTOL		
Chlamydomyces sympodialis				Incertae sedis	DTOL		
Leptostromella graminis				Incertae sedis	DTOL		
Glomites rhyniensis				Incertae sedis	DTOL		
Acrodontium echinulatum				Incertae sedis	DTOL		
Acrodontium intermissum				Incertae sedis	DTOL		
Myiophagus ucrainicus				Incertae sedis	DTOL		
Gemmulina botryosa				Incertae sedis	DTOL		
Aegeritoidea foliicola				Incertae sedis	DTOL		
Fusoma biseptatum				Incertae sedis	DTOL		
Fusichalara clavatispora				Incertae sedis	DTOL		
Fusoma triseptatum				Incertae sedis	DTOL		
Crustodiplodina lichenoides				Incertae sedis	DTOL		
Crinigera maritima				Incertae sedis	DTOL		
Lunulospora acuminata				Incertae sedis	DTOL		
Leptodermella incarnata				Incertae sedis	DTOL		
Cylindrophora pulvinata				Incertae sedis	DTOL		
Nigrospora sacchari				Incertae sedis	DTOL		
Rhodesiopsis gelatinosa				Incertae sedis	DTOL		
Virgariella globigera				Incertae sedis	DTOL		
Neottiosporina australiensis				Incertae sedis	DTOL		
Paradiachea howardii				Incertae sedis	DTOL		
Wettsteinina lacustris				Incertae sedis	DTOL		
Stachylidium trabeum				Incertae sedis	DTOL		
Wilsoniella ovalis				Incertae sedis	DTOL		
Neoheteroceras flageoletii				Incertae sedis	DTOL		
Xepicula leucotrichoides				Incertae sedis	DTOL		
Papulaspora rubida				Incertae sedis	DTOL		
Xepicula leucotricha				Incertae sedis	DTOL		
Pyrenochaeta gentianae				Incertae sedis	DTOL		
Tridentaria glossopaga				Incertae sedis	DTOL		
Pyrenochaeta graminis				Incertae sedis	DTOL		
Triscelophorus magnificus				Incertae sedis	DTOL		
Triposporina aquilina				Incertae sedis	DTOL		
Pellionella macrospora				Incertae sedis	DTOL		
Pyrenochaeta rubi-idaei				Incertae sedis	DTOL		
Dendrospora polymorpha				Incertae sedis	DTOL		
Dendrosporium lobatum				Incertae sedis	DTOL		
Dendrospora crassa				Incertae sedis	DTOL		
Campylospora tetracladia				Incertae sedis	DTOL		
Campylospora chaetocladia				Incertae sedis	DTOL		
Camposporium japonicum				Incertae sedis	DTOL		
Dendrospora fusca				Incertae sedis	DTOL		
Dendrospora microerecta				Incertae sedis	DTOL		
Dendrophoma phyllogena				Incertae sedis	DTOL		
Trullula papillata				Incertae sedis	DTOL		
Oncopodiella hungarica				Incertae sedis	DTOL		
Rhinocladium coprogenum				Incertae sedis	DTOL		
Myxosporium rosarum				Incertae sedis	DTOL		
Retiarius bovicornutus				Incertae sedis	DTOL		
Oncopodium antoniae				Incertae sedis	DTOL		
Neta angliae				Incertae sedis	DTOL		
Papulaspora magnifica				Incertae sedis	DTOL		
Papulaspora parasitica				Incertae sedis	DTOL		
Myxosporium phaeosporum				Incertae sedis	DTOL		
Myxosporium lanceola				Incertae sedis	DTOL		
Myxosporium pubescens				Incertae sedis	DTOL		
Myxosporium complanatum				Incertae sedis	DTOL		
Tricellula inaequalis				Incertae sedis	DTOL		
Sarcinomyces crustaceus				Incertae sedis	DTOL		
Pseudoepicoccum cocos				Incertae sedis	DTOL		
Pseudocytoplacosphaeria coniicola				Incertae sedis	DTOL		
Stuartella carlylei				Incertae sedis	DTOL		
Saccardoella transylvanica				Incertae sedis	DTOL		
Sclerotium muscorum				Incertae sedis	DTOL		
Sclerotium papyricola				Incertae sedis	DTOL		
Sclerotium pustula				Incertae sedis	DTOL		
Sclerotium rubi				Incertae sedis	DTOL		
Scolicotrichum stricticum				Incertae sedis	DTOL		
Sclerotium salicinum				Incertae sedis	DTOL		
Sclerozythia brassicae				Incertae sedis	DTOL		
Sclerotium stercorarium				Incertae sedis	DTOL		
Trichoconis caudata				Incertae sedis	DTOL		
Tetranacrium gramineum				Incertae sedis	DTOL		
Scytinostromella olivaceoalba				Incertae sedis	DTOL		
Pseudorobillarda agrostidis				Incertae sedis	DTOL		
Septogloeum pteridis				Incertae sedis	DTOL		
Taeniophora acerina				Incertae sedis	DTOL		
Septocyta visci-britannica				Incertae sedis	DTOL		
Septonema spilomeum				Incertae sedis	DTOL		
Septonema strictum				Incertae sedis	DTOL		
Sphaeronaema rostratum				Incertae sedis	DTOL		
Sphaeronaema pruinosum				Incertae sedis	DTOL		
Polyscytalum griseum				Incertae sedis	DTOL		
Sphaeridium sylvestris				Incertae sedis	DTOL		
Spicaria griseola				Incertae sedis	DTOL		
Sphaeronaema leucoconium				Incertae sedis	DTOL		
Stilbospora cistina				Incertae sedis	DTOL		
Stilbella melleum				Incertae sedis	DTOL		
Stilbella lindaui				Incertae sedis	DTOL		
Stigmatea pelvetiae				Incertae sedis	DTOL		
Sporidesmium coniosporium				Incertae sedis	DTOL		
Sporidesmium cladosporii				Incertae sedis	DTOL		
Sporidesmium britannicum				Incertae sedis	DTOL		
Trabrooksia applanata				Incertae sedis	DTOL		
Sirexcipula kabatiana				Incertae sedis	DTOL		
Sporidesmium pyriforme				Incertae sedis	DTOL		
Sporidesmium polymorphum				Incertae sedis	DTOL		
Sporidesmium hourniense				Incertae sedis	DTOL		
Petrakia echinata				Incertae sedis	DTOL		
Spermospora bromivora				Incertae sedis	DTOL		
Placosphaeria galii				Incertae sedis	DTOL		
Sphaeronaemella fimicola				Incertae sedis	DTOL		
Clavariopsis aquatica				Incertae sedis	DTOL		
Periconia byssoides				Incertae sedis	DTOL		
Periconia cookei				Incertae sedis	DTOL		
Periconia hispidula				Incertae sedis	DTOL		
Periconia minutissima				Incertae sedis	DTOL		
Phlebiella sulphurea				Incertae sedis	DTOL		
Phlebiella tulasnelloidea				Incertae sedis	DTOL		
Rhaphidicyrtis trichosporella				Incertae sedis	DTOL		
Roselliniella cladoniae				Incertae sedis	DTOL		
Baeospora myosura				Incertae sedis	DTOL		
Clitocybe fragrans				Incertae sedis	DTOL		
Clitocybe nebularis				Incertae sedis	DTOL		
Cystoderma amianthinum				Incertae sedis	DTOL		
Dendrothele acerina				Incertae sedis	DTOL		
Fistulina hepatica				Incertae sedis	DTOL		
Lepista flaccida				Incertae sedis	DTOL		
Lepista nuda				Incertae sedis	DTOL		
Megacollybia platyphylla				Incertae sedis	DTOL		
Tricholomopsis rutilans				Incertae sedis	DTOL		
Botryolepraria lesdainii				Incertae sedis	DTOL		
Pleurophragmium parvisporum				Incertae sedis	DTOL		
Bartheletia paradoxa				Incertae sedis	DTOL		
Biatoridium delitescens				Incertae sedis	DTOL		
Biatoridium monasteriense				Incertae sedis	DTOL		
Eopyrenula avellanae				Incertae sedis	DTOL		
Eopyrenula grandicula				Incertae sedis	DTOL		
Monodictys cellulosa				Incertae sedis	DTOL		
Monodictys epilepraria				Incertae sedis	DTOL		
Frigidopyrenia bryospila				Incertae sedis	DTOL		
Phaeopyxis punctum				Incertae sedis	DTOL		
Phaeopyxis varia				Incertae sedis	DTOL		
Crocicreas cyathoideum				Incertae sedis	DTOL		
Discocistella grevillei				Incertae sedis	DTOL		
Filosporella annelidica				Incertae sedis	DTOL		
Hydrocina chaetocladia				Incertae sedis	DTOL		
Polydesmia pruinosa				Incertae sedis	DTOL		
Strossmayeria atriseda				Incertae sedis	DTOL		
Strossmayeria basitricha				Incertae sedis	DTOL		
Tetracladium marchalianum				Incertae sedis	DTOL		
Tetracladium setigerum				Incertae sedis	DTOL		
Syzygites megalocarpus				Incertae sedis	DTOL		
Sirobasidium brefeldianum				Incertae sedis	DTOL		
Clitocybe odora				Incertae sedis	DTOL		
Cystoderma jasonis				Incertae sedis	DTOL		
Lepista sordida				Incertae sedis	DTOL		
Lepista panaeolus				Incertae sedis	DTOL		
Infundibulicybe geotropa				Incertae sedis	DTOL		
Crucibulum laeve				Incertae sedis	DTOL		
Podophacidium xanthomelum				Incertae sedis	DTOL		
Inocybe geophylla				Inocybaceae	DTOL		
Inocybe whitei				Inocybaceae	DTOL	DTOL	DTOL
Inocybe sindonia				Inocybaceae	DTOL	DTOL	DTOL
Ceriporia viridans				Irpicaceae	DTOL	DTOL	DTOL
Jaapia argillacea				Jaapiaceae	DTOL	DTOL	DTOL
Jaapia ochroleuca				Jaapiaceae	DTOL		
Kickxella alabastrina				Kickxellaceae	DTOL	DTOL	DTOL
Coemansia aciculifera				Kickxellaceae	DTOL		
Coemansia erecta				Kickxellaceae	DTOL		
Coemansia pectinata				Kickxellaceae	DTOL		
Coemansia thaxteri				Kickxellaceae	DTOL		
Kirschsteiniothelia aethiops				Kirschsteiniotheliaceae	DTOL	DTOL	DTOL
Kirschsteiniothelia atra				Kirschsteiniotheliaceae	DTOL		
Bensingtonia ciliata				Kondoaceae	DTOL	DTOL	DTOL
Laboulbenia flagellata				Laboulbeniaceae	DTOL	DTOL	DTOL
Laboulbenia notiophili				Laboulbeniaceae	DTOL		
Laboulbenia pedicellata				Laboulbeniaceae	DTOL		
Laboulbenia vulgaris				Laboulbeniaceae	DTOL	DTOL	DTOL
Rhachomyces philonthinus				Laboulbeniaceae	DTOL		
Incrucipulum ciliare				Lachnaceae	DTOL		
Lachnellula occidentalis				Lachnaceae	DTOL		
Lachnum apalum				Lachnaceae	DTOL	DTOL	DTOL
Lachnum niveum				Lachnaceae	DTOL	DTOL	DTOL
Lachnum virgineum				Lachnaceae	DTOL		
Laetiporus sulphureus				Laetiporaceae	DTOL	DTOL	DTOL
Lagena radicicola				Lagenaceae	DTOL	DTOL	DTOL
Lamproconium desmazieri				Lamproconiaceae	DTOL	DTOL	DTOL
Hercospora tiliae				Lamproconiaceae	DTOL		
Lamproderma columbinum				Lamprodermatidae	DTOL	DTOL	DTOL
Collaria elegans				Lamprodermatidae	DTOL		
Colloderma oculatum				Lamprodermatidae	DTOL		
Lamproderma arcyrioides				Lamprodermatidae	DTOL		
Lamproderma scintillans				Lamprodermatidae	DTOL		
Lasiosphaeria ovina				Lasiosphaeriaceae	DTOL	DTOL	DTOL
Naemaspora microspora				Lasiosphaeriaceae	DTOL		
Naemaspora strobi				Lasiosphaeriaceae	DTOL		
Podospora conica				Lasiosphaeriaceae	DTOL		
Ruzenia spermoides				Lasiosphaeriaceae	DTOL		
Schizothecium tetrasporum				Lasiosphaeriaceae	DTOL		
Schizothecium vesticola				Lasiosphaeriaceae	DTOL		
Lecanographa lyncea				Lecanographaceae	DTOL	DTOL	DTOL
Alyxoria varia				Lecanographaceae	DTOL		
Plectocarpon lichenum				Lecanographaceae	DTOL		
Zwackhia viridis				Lecanographaceae	DTOL		
Lecanora campestris				Lecanoraceae	DTOL		
Lecanora chlarotera				Lecanoraceae	DTOL	DTOL	DTOL
Lecanora conizaeoides				Lecanoraceae	DTOL		
Lecanora expallens				Lecanoraceae	DTOL	DTOL	DTOL
Lecidea grisella				Lecideaceae	DTOL	DTOL	DTOL
Porpidia cinereoatra				Lecideaceae	DTOL		
Porpidia macrocarpa				Lecideaceae	DTOL		
Porpidia soredizodes				Lecideaceae	DTOL	DTOL	DTOL
Porpidia tuberculosa				Lecideaceae	DTOL		
Stypomyces vigilans				Legeriomycetaceae	DTOL	DTOL	DTOL
Kavinia alboviridis				Lentariaceae	DTOL	DTOL	DTOL
Lentaria afflata				Lentariaceae	DTOL	DTOL	DTOL
Keissleriella culmifida				Lentitheciaceae	DTOL		
Keissleriella ocellata				Lentitheciaceae	DTOL	DTOL	DTOL
Keissleriella pinicola				Lentitheciaceae	DTOL		
Lentithecium lineare				Lentitheciaceae	DTOL		
Leotia lubrica				Leotiaceae	DTOL	DTOL	DTOL
Microglossum microsporum				Leotiaceae	DTOL		
Leotia nana				Leotiaceae	DTOL		
Microglossum olivaceum				Leotiaceae	DTOL		
Microglossum viride				Leotiaceae	DTOL		
Microglossum griseoviride				Leotiaceae	DTOL		
Halecania bryophila				Leprocaulaceae	DTOL		
Halecania ralfsii				Leprocaulaceae	DTOL		
Halecania rhypodiza				Leprocaulaceae	DTOL		
Halecania spodomela				Leprocaulaceae	DTOL		
Leptodontidium trabinellum				Leptodontidiaceae	DTOL	DTOL	DTOL
Aphanomyces astaci				Leptolegniaceae	DTOL	DTOL	DTOL
Aphanomyces cochlioides				Leptolegniaceae	DTOL		
Aphanomyces euteiches				Leptolegniaceae	DTOL	DTOL	DTOL
Aphanomyces laevis				Leptolegniaceae	DTOL		
Aphanomyces stellatus				Leptolegniaceae	DTOL		
Leptolegniella keratinophila				Leptolegniellaceae	DTOL	DTOL	DTOL
Aphanomycopsis cryptica				Leptolegniellaceae	DTOL		
Nematophthora gynophila				Leptolegniellaceae	DTOL		
Leptomitus lacteus				Leptomitaceae	DTOL	DTOL	DTOL
Apodachlya brachynema				Leptomitaceae	DTOL		
Apodachlya minima				Leptomitaceae	DTOL		
Apodachlya pirifera				Leptomitaceae	DTOL		
Leptopeltis filicina				Leptopeltidaceae	DTOL	DTOL	DTOL
Leptopeltis holmorum				Leptopeltidaceae	DTOL		
Leptopeltis litigiosa				Leptopeltidaceae	DTOL		
Leptopeltis nebulosa				Leptopeltidaceae	DTOL		
Leptopeltis pteridis				Leptopeltidaceae	DTOL		
Leptosphaeria doliolum				Leptosphaeriaceae	DTOL	DTOL	DTOL
Leptosphaeria acuta				Leptosphaeriaceae	DTOL		
Leptosphaeria maculans				Leptosphaeriaceae	DTOL		
Leptosphaeria purpurea				Leptosphaeriaceae	DTOL		
Paraleptosphaeria macrospora				Leptosphaeriaceae	DTOL		
Leucosporidium scottii				Leucosporidiaceae	DTOL	DTOL	DTOL
Licea kleistobolus				Liceidae	DTOL	DTOL	DTOL
Licea marginata				Liceidae	DTOL	DTOL	DTOL
Licea minima				Liceidae	DTOL		
Licea parasitica				Liceidae	DTOL		
Licea variabilis				Liceidae	DTOL		
Lichenoconium cargillianum				Lichenoconiaceae	DTOL	DTOL	DTOL
Lichenoconium erodens				Lichenoconiaceae	DTOL		
Lichenoconium lecanorae				Lichenoconiaceae	DTOL		
Lichenoconium usneae				Lichenoconiaceae	DTOL	DTOL	DTOL
Lichenoconium xanthoriae				Lichenoconiaceae	DTOL		
Lichenothelia convexa				Lichenotheliaceae	DTOL	DTOL	DTOL
Lichenothelia renobalesiana				Lichenotheliaceae	DTOL	DTOL	DTOL
Lichina pygmaea				Lichinaceae	DTOL	DTOL	DTOL
Ephebe lanata				Lichinaceae	DTOL		
Lichina confinis				Lichinaceae	DTOL		
Thermutis velutina				Lichinaceae	DTOL		
Lichtheimia corymbifera				Lichtheimiaceae	DTOL	DTOL	DTOL
Lichtheimia blakesleeana				Lichtheimiaceae	DTOL		
Lichtheimia ramosa				Lichtheimiaceae	DTOL		
Rhizomucor miehei				Lichtheimiaceae	DTOL		
Rhizomucor pusillus				Lichtheimiaceae	DTOL		
Lipomyces starkeyi				Lipomycetaceae	DTOL	DTOL	DTOL
Dipodascopsis uninucleata				Lipomycetaceae	DTOL		
Lobaria pulmonaria				Lobariaceae	DTOL	DTOL	DTOL
Lobaria virens				Lobariaceae	DTOL		
Sticta fuliginosa				Lobariaceae	DTOL		
Sticta sylvatica				Lobariaceae	DTOL		
Lobulomyces poculatus				Lobulomycetaceae	DTOL	DTOL	DTOL
Lopadium pezizoideum				Lopadiaceae	DTOL	DTOL	DTOL
Lopadium disciforme				Lopadiaceae	DTOL		
Lopadostoma turgidum				Lopadostomataceae	DTOL	DTOL	DTOL
Lophiostoma aquaticum				Lophiostomataceae	DTOL		
Lophiostoma compressum				Lophiostomataceae	DTOL		
Lophiostoma semiliberum				Lophiostomataceae	DTOL		
Lophiostoma vagabundum				Lophiostomataceae	DTOL		
Sigarispora caulium				Lophiostomataceae	DTOL		
Lophiotrema alpigenum				Lophiotremataceae	DTOL		
Lophiotrema curreyi				Lophiotremataceae	DTOL	DTOL	DTOL
Lophiotrema rubi				Lophiotremataceae	DTOL	DTOL	DTOL
Lophiotrema rumicis				Lophiotremataceae	DTOL		
Loramyces juncicola				Loramycetaceae	DTOL	DTOL	DTOL
Loramyces macrosporus				Loramycetaceae	DTOL		
Lulworthia floridana				Lulworthiaceae	DTOL		
Lulworthia opaca				Lulworthiaceae	DTOL	DTOL	DTOL
Lulworthia purpurea				Lulworthiaceae	DTOL		
Lulworthia rufa				Lulworthiaceae	DTOL		
Zalerion maritima				Lulworthiaceae	DTOL	DTOL	DTOL
Lycoperdon perlatum				Lycoperdaceae	DTOL	DTOL	DTOL
Lycoperdon pyriforme				Lycoperdaceae	DTOL	DTOL	DTOL
Asterophora parasitica				Lyophyllaceae	DTOL		
Calocybe gambosa				Lyophyllaceae	DTOL		
Lyophyllum connatum				Lyophyllaceae	DTOL	DTOL	DTOL
Lyophyllum decastes				Lyophyllaceae	DTOL	DTOL	DTOL
Rugosomyces carneus				Lyophyllaceae	DTOL		
Calocybe gangraenosa				Lyophyllaceae	DTOL		
Clasterosporium caricinum				Magnaporthaceae	DTOL	DTOL	DTOL
Clasterosporium flexum				Magnaporthaceae	DTOL	DTOL	DTOL
Deightoniella arundinacea				Magnaporthaceae	DTOL		
Malassezia furfur				Malasseziaceae	DTOL	DTOL	DTOL
Malassezia globosa				Malasseziaceae	DTOL		
Malassezia pachydermatis				Malasseziaceae	DTOL		
Malassezia restricta				Malasseziaceae	DTOL		
Malassezia sympodialis				Malasseziaceae	DTOL		
Marasmius rotula				Marasmiaceae	DTOL	DTOL	DTOL
Marasmius epiphyllus				Marasmiaceae	DTOL		
Marasmius oreades				Marasmiaceae	DTOL		
Cyclaneusma minus				Marthamycetaceae	DTOL		
Cyclaneusma niveum				Marthamycetaceae	DTOL		
Naemacyclus fimbriatus				Marthamycetaceae	DTOL		
Propolis farinosa				Marthamycetaceae	DTOL	DTOL	DTOL
Massalongia carnosa				Massalongiaceae	DTOL	DTOL	DTOL
Polychidium muscicola				Massalongiaceae	DTOL		
Massaria inquinans				Massariaceae	DTOL	DTOL	DTOL
Massaria alni				Massariaceae	DTOL		
Massaria vomitoria				Massariaceae	DTOL		
Navicella pileata				Massariaceae	DTOL		
Massarina eburnea				Massarinaceae	DTOL	DTOL	DTOL
Helminthosporium fusisporium				Massarinaceae	DTOL		
Helminthosporium velutinum				Massarinaceae	DTOL		
Megalospora tuberculosa				Megalosporaceae	DTOL	DTOL	DTOL
Aspicilia cinerea				Megasporaceae	DTOL		
Aspicilia grisea				Megasporaceae	DTOL		
Aspicilia laevata				Megasporaceae	DTOL		
Aspicilia radiosa				Megasporaceae	DTOL	DTOL	DTOL
Lobothallia recedens				Megasporaceae	DTOL	DTOL	DTOL
Melampsora euphorbiae				Melampsoraceae	DTOL	DTOL	DTOL
Melampsora caprearum				Melampsoraceae	DTOL		
Melampsora epitea				Melampsoraceae	DTOL		
Melampsora hypericorum				Melampsoraceae	DTOL		
Melampsora populnea				Melampsoraceae	DTOL		
Melanamphora spinifera				Melanconidaceae	DTOL	DTOL	DTOL
Melanconis stilbostoma				Melanconidaceae	DTOL	DTOL	DTOL
Melanconis alni				Melanconidaceae	DTOL		
Prosthecium platanoidis				Melanconidaceae	DTOL		
Melanomma pulvis-pyrius				Melanommataceae	DTOL	DTOL	DTOL
Herpotrichia herpotrichoides				Melanommataceae	DTOL		
Herpotrichia macrotricha				Melanommataceae	DTOL		
Melanomma subdispersum				Melanommataceae	DTOL		
Melanotaenium endogenum				Melanotaeniaceae	DTOL	DTOL	DTOL
Melanotaenium cingens				Melanotaeniaceae	DTOL		
Melanotaenium hypogaeum				Melanotaeniaceae	DTOL		
Melanotaenium jaapii				Melanotaeniaceae	DTOL		
Melaspilea amota				Melaspileaceae	DTOL	DTOL	DTOL
Melaspilea granitophila				Melaspileaceae	DTOL		
Melaspilea ochrothalamia				Melaspileaceae	DTOL		
Melaspileella proximella				Melaspileaceae	DTOL		
Appendiculella calostroma				Meliolaceae	DTOL	DTOL	DTOL
Asteridium juniperinum				Meliolaceae	DTOL		
Meliola abietis				Meliolaceae	DTOL		
Meliola ellisii				Meliolaceae	DTOL	DTOL	DTOL
Melogramma campylosporum				Melogrammataceae	DTOL	DTOL	DTOL
Melogramma elongatum				Melogrammataceae	DTOL		
Meriderma carestiae				Meridermatidae	DTOL	DTOL	DTOL
Meriderma cribrarioides				Meridermatidae	DTOL		
Meripilus giganteus				Meripilaceae	DTOL	DTOL	DTOL
Rigidoporus ulmarius				Meripilaceae	DTOL		
Rigidoporus undatus				Meripilaceae	DTOL		
Mycoacia uda				Meruliaceae	DTOL		
Phlebia radiata				Meruliaceae	DTOL		
Phlebia tremellosa				Meruliaceae	DTOL		
Ceriporiopsis gilvescens				Meruliaceae	DTOL		
Physisporinus sanguinolentus				Meruliaceae	DTOL		
Physisporinus vitreus				Meruliaceae	DTOL		
Chondrogaster pachysporus				Mesophelliaceae	DTOL	DTOL	DTOL
Metacapnodium juniperi				Metacapnodiaceae	DTOL	DTOL	DTOL
Capnobotrys dingleyae				Metacapnodiaceae	DTOL		
Capnobotrys splendens				Metacapnodiaceae	DTOL		
Capnophialophora pinophila				Metacapnodiaceae	DTOL		
Metacapnodium dingleyae				Metacapnodiaceae	DTOL		
Metschnikowia bicuspidata				Metschnikowiaceae	DTOL	DTOL	DTOL
Metschnikowia pulcherrima				Metschnikowiaceae	DTOL		
Metschnikowia zobellii				Metschnikowiaceae	DTOL		
Cephalotrichum microsporum				Microascaceae	DTOL	DTOL	DTOL
Cephalotrichum nanum				Microascaceae	DTOL		
Cephalotrichum stemonitis				Microascaceae	DTOL		
Scopulariopsis brevicaulis				Microascaceae	DTOL	DTOL	DTOL
Microbotryum lychnidis-dioicae				Microbotryaceae	DTOL		
Microbotryum silenes-dioicae				Microbotryaceae	DTOL		
Microbotryum stellariae				Microbotryaceae	DTOL	DTOL	DTOL
Microbotryum violaceum				Microbotryaceae	DTOL	DTOL	DTOL
Sphacelotheca hydropiperis				Microbotryaceae	DTOL		
Microcalicium disseminatum				Microcaliciaceae	DTOL	DTOL	DTOL
Microcalicium ahlneri				Microcaliciaceae	DTOL		
Microcalicium arenarium				Microcaliciaceae	DTOL		
Stomiopeltis betulae				Micropeltidaceae	DTOL		
Stomiopeltis cupressicola				Micropeltidaceae	DTOL		
Stomiopeltis dryadis				Micropeltidaceae	DTOL	DTOL	DTOL
Stomiopeltis juniperina				Micropeltidaceae	DTOL		
Stomiopeltis pinastri				Micropeltidaceae	DTOL	DTOL	DTOL
Microsphaeropsis olivacea				Microsphaeropsidaceae	DTOL	DTOL	DTOL
Microstroma album				Microstromataceae	DTOL	DTOL	DTOL
Microthyrium microscopicum				Microthyriaceae	DTOL	DTOL	DTOL
Microthyrium ciliatum				Microthyriaceae	DTOL		
Microthyrium ilicinum				Microthyriaceae	DTOL		
Microthyrium pinophyllum				Microthyriaceae	DTOL		
Microthyrium versicolor				Microthyriaceae	DTOL		
Mikronegeria fagi				Mikronegeriaceae	DTOL	DTOL	DTOL
Mitrula alba				Mitrulaceae	DTOL	DTOL	DTOL
Mitrula microspora				Mitrulaceae	DTOL		
Mitrula paludosa				Mitrulaceae	DTOL		
Mitrula serpentina				Mitrulaceae	DTOL	DTOL	DTOL
Mniaecia jungermanniae				Mniaeciaceae	DTOL	DTOL	DTOL
Mniaecia nivea				Mniaeciaceae	DTOL	DTOL	DTOL
Mollisia cinerea				Mollisiaceae	DTOL		
Mollisia ligni				Mollisiaceae	DTOL	DTOL	DTOL
Mollisia melaleuca				Mollisiaceae	DTOL	DTOL	DTOL
Thyrsidium hedericola				Mollisiaceae	DTOL		
Belonopsis filispora				Mollisiaceae	DTOL		
Trichobelonium kneiffii				Mollisiaceae	DTOL		
Monascus ruber				Monascaceae	DTOL	DTOL	DTOL
Monascus pilosus				Monascaceae	DTOL		
Monascus purpureus				Monascaceae	DTOL		
Xeromyces bisporus				Monascaceae	DTOL		
Moniliella acetoabutans				Moniliellaceae	DTOL	DTOL	DTOL
Moniliella tomentosa				Moniliellaceae	DTOL		
Acrocordia gemmata				Monoblastiaceae	DTOL		
Acrocordia conoidea				Monoblastiaceae	DTOL	DTOL	DTOL
Anisomeridium biforme				Monoblastiaceae	DTOL	DTOL	DTOL
Acrocordia salweyi				Monoblastiaceae	DTOL		
Anisomeridium polypori				Monoblastiaceae	DTOL		
Monoblepharis sphaerica				Monoblepharidaceae	DTOL	DTOL	DTOL
Monoblepharis hypogyna				Monoblepharidaceae	DTOL		
Monoblepharis insignis				Monoblepharidaceae	DTOL		
Monoblepharis macrandra				Monoblepharidaceae	DTOL		
Monoblepharis polymorpha				Monoblepharidaceae	DTOL		
Morchella esculenta				Morchellaceae	DTOL	DTOL	DTOL
Disciotis venosa				Morchellaceae	DTOL		
Mitrophora semilibera				Morchellaceae	DTOL		
Morchella elata				Morchellaceae	DTOL		
Verpa conica				Morchellaceae	DTOL		
Mortierella alpina				Mortierellaceae	DTOL		
Itersonilia pastinacae				Mrakiaceae	DTOL	DTOL	DTOL
Itersonilia perplexans				Mrakiaceae	DTOL	DTOL	DTOL
Chaetocladium brefeldii				Mucoraceae	DTOL	DTOL	DTOL
Mucor mucedo				Mucoraceae	DTOL	DTOL	DTOL
Mucor plumbeus				Mucoraceae	DTOL		
Pilaira anomala				Mucoraceae	DTOL		
Pilaira moreaui				Mucoraceae	DTOL		
Muyocopron eleocharidis				Muyocopronaceae	DTOL	DTOL	DTOL
Mycena galericulata				Mycenaceae	DTOL	DTOL	DTOL
Mycena galopus				Mycenaceae	DTOL		
Mycena inclinata				Mycenaceae	DTOL		
Mycena pura				Mycenaceae	DTOL		
Mycena vitilis				Mycenaceae	DTOL		
Mycena epipterygia				Mycenaceae	DTOL		
Chaenothecopsis caespitosa				Mycocaliciaceae	DTOL		
Chaenothecopsis nigra				Mycocaliciaceae	DTOL	DTOL	DTOL
Stenocybe nitida				Mycocaliciaceae	DTOL	DTOL	DTOL
Stenocybe pullatula				Mycocaliciaceae	DTOL		
Stenocybe septata				Mycocaliciaceae	DTOL		
Mycocladus verticillatus				Mycocladaceae	DTOL	DTOL	DTOL
Mycoporum antecellens				Mycoporaceae	DTOL		
