Institute	ID Number	Project	Higher Group	Family	Genus	Species	Standard	Buffer	mean1	mean2	cv1	cv2	ratio	ave.sample	ave.standard	GS (2C)	GS (1C)	1C/Gbp	cv.sample	cv.standard	SD(R).sample	measured by	Date	DToL Specimen ID	Previous estimate (2C) (prime*)	Comments on DToL sample					
MSB	934134	UK Flora			Taraxacum	berthae	<Pisum		179.05	318.11	4.58	3.33	1.777	187.1733333	325.4033333	5.23	2.61	2.56	4.85	3.70	0.033	Robyn Powell									
MSB	934145	UK Flora			Taraxacum	fasciatum	<Pisum		147.84	471.07	3.44	2.35	3.186	151.71	476.5433333	2.89	1.45	1.42	2.97	2.18	0.044	Robyn Powell									
MSB	934167	UK Flora			Taraxacum	exacutum	<Pisum		183.41	597.29	3.05	2.02	3.257	191.03	607.9933333	2.86	1.43	1.40	2.63	1.79	0.073	Robyn Powell									
MSB	93418	UK Flora			Taraxacum	lingulatum	<Pisum		130.25	419.76	3.78	2.58	3.223	135.06	427.72	2.87	1.44	1.40	3.64	2.50	0.056	Robyn Powell									
MSB	934215	UK Flora			Taraxacum	polyodon	<Pisum		146.14	442.94	4.7	2.95	3.031	148.095	443.955	3.03	1.52	1.48	4.50	3.12	0.046	Robyn Powell									
MSB	934226	UK Flora			Taraxacum	adiantifrons	<Pisum	GPB3%PVPBmet	207.86	663.67	2.95	1.64	3.191	210.7	667.39	2.87	1.43	1.40	2.60	1.56	0.034	Robyn Powell									
MSB	934237	UK Flora			Taraxacum	stenoglossum	<Pisum		150.54	485.74	3.24	1.8	3.227	155.0833333	491.0166667	2.87	1.44	1.40	3.01	1.61	0.058	Robyn Powell									
MSB	934248	UK Flora			Taraxacum	pannulatum	<Pisum		113.71	372.59	4.19	2.41	3.277	115.83	377.1433333	2.79	1.40	1.37	3.75	2.21	0.035	Robyn Powell									
MSB	934260	UK Flora			Taraxacum	chrysoglossum	<Pisum		178.49	373.12	2.79	1.76	2.090	183.68	379.4433333	4.40	2.20	2.15	2.66	1.77	0.025	Robyn Powell									
MSB	934318	UK Flora			Taraxacum	boekmanii	<Pisum		145.55	430.05	3.62	2.68	2.955	154.2333333	443.7966667	3.16	1.58	1.54	3.87	2.78	0.076	Robyn Powell									
MSB	939047	UK Flora			Cochlearia	officinalis	<Solanum	GPB3%PVPBmet	339.91	399.32	4.24	3	1.175	273.21	323.3866667	1.69	0.84	0.83	3.16	2.80	0.009	Robyn Powell									
MSB	939070	UK Flora			Trichophorum	cespitosum	<Solanum	GPB3%PVPBmet	105.16	272.03	5.65	3.41	2.587	108.4866667	273.9866667	0.79	0.40	0.39	6.30	3.35	0.061	Arezoo Dastpak									
MSB	939081	UK Flora			Ceratophyllum	submersum	<Petro	GPB3%PVPBmet	249.62	648.24	3.57	1.45	2.597	219.5533333	571.38	1.73	0.86	0.85	3.79	1.57	0.006	Robyn Powell									
MSB	939117	UK Flora			Taraxacum	ciliare	<Pisum		195.58	408.77	3.54	2.43	2.090	210.0933333	425.2533333	4.49	2.25	2.20	3.30	2.25	0.056	Robyn Powell									
MSB	939139	UK Flora			Hieracium	stenolepiforme	>Petro		160.42	381.74	2.38	2.01	2.380	388.2733333	164.1466667	10.64	5.32	5.21	1.88	2.24	0.015	Robyn Powell									
MSB	939184	UK Flora			Hieracium	promontoriale	>Petro		124.79	407.6	3.7	4.07	3.266	413.0166667	127	14.63	7.32	7.16	3.85	4.01	0.036	Robyn Powell									
MSB	939209	UK Flora			Hieracium	lepiduloides	>Petro		169.47	428.81	2.75	3.4	2.530	435.02	173.51	11.28	5.64	5.52	3.16	2.67	0.023	Robyn Powell									
MSB	939379	UK Flora			Hieracium	apiculatidens	>Petro		154.18	503.73	3.06	2.98	3.267	510.55	157.7066667	14.57	7.28	7.12	2.66	2.64	0.028	Robyn Powell									
MSB	940877	UK Flora			Hieracium	chrysolorum	>Petro		159.18	532.73	3.08	3.06	3.347	542.1866667	163.34	14.94	7.47	7.30	2.53	2.56	0.030	Robyn Powell									
MSB	941684	UK Flora			Cardamine	pratensis	<Petro	GPB3%PVPBmet	286.06	356.52	2.81	2.46	1.246	289.6266667	356.4333333	3.66	1.83	1.79	3.40	2.13	0.026	Robyn Powell									
MSB	941709	UK Flora			Onobrychis	viciifolia	<Petro	GPB3%PVPBmet	155.29	254.01	4.16	2.54	1.636	184.09	297.4166667	2.79	1.39	1.36	3.92	2.11	0.020	Robyn Powell									
MSB	944515	UK Flora			Hieracium	hjeltii	>Petro		167.8	402.57	3.85	3.34	2.399	411.6933333	172.95	10.71	5.36	5.24	3.03	3.63	0.025	Robyn Powell									
MSB	944537	UK Flora			Poa	alpina	<Pisum		309.38	353.42	3.25	1.86	1.142	317.71	359.67	8.03	4.01	3.93	2.90	1.79	0.011	Robyn Powell									
MSB	944582	UK Flora			Hieracium	pollinarioides	>Petro		162.88	521.47	3.92	3.64	3.202	538.2266667	170.5833333	14.20	7.10	6.94	2.88	3.24	0.048	Robyn Powell									
MSB	944607	UK Flora			Hieracium	farrense	>Petro		114.4	387.64	4.16	4.21	3.389	394.2366667	117.2533333	15.13	7.57	7.40	4.06	4.20	0.027	Robyn Powell									
MSB	944641	UK Flora			Hieracium	lachenalii subsp. lortetiae	<Pisum	GPB3%PVPBmet	170.54	215.78	2.43	2.89	1.265	173.3433333	218.7266667	7.20	3.60	3.52	2.33	2.86	0.004	Robyn Powell									
MSB	944641	UK Flora			Hieracium	lachenalii subsp. lortetiae	>Petro		132.6	342.5	3.83	2.84	2.583	349.9133333	137.42	11.46	5.73	5.60	2.60	3.25	0.033	Robyn Powell									
MSB	945002	UK Flora			Plantago	lanceolata	<Petro	GPB3%PVPBmet	242.71	371.87	2.37	1.64	1.532	242.9	370.59	2.95	1.47	1.44	2.29	1.88	0.007	Robyn Powell									
MSB	945073	UK Flora			Geranium	sanguineum	>Petro	GPB3%PVPBmet	237.94	477.21	2.58	2.7	2.006	450.3966667	224.6533333	9.02	4.51	4.41	2.35	2.17	0.002	Robyn Powell									
MSB	945154	UK Flora			Rhinanthus	minor	<Petro	GPB3%PVPBmet	182.54	283.82	4.94	2.08	1.555	181.3133333	282.9933333	2.88	1.44	1.41	4.60	2.35	0.029	Robyn Powell									
MSB	945224	UK Flora			Juncus	alpinoarticulatus	<Pisum	GPB3%PVPBmet	178.38	402.87	2.62	2.15	2.259	177.5466667	401.13	4.02	2.01	1.97	3.13	2.37	0.041	Robyn Powell									
MSB	945235	UK Flora			Juncus	alpinoarticulatus	<Pisum	GPB3%PVPBmet	152.43	345.75	2.9	2.35	2.268	157.2133333	352.34	4.06	2.03	1.98	2.94	2.34	0.026	Robyn Powell									
MSB	945442	UK Flora			Hieracium	ochthophilum	<Petro	GPB3%PVPBmet	133.61	447.17	4.27	3.33	3.347	137.1833333	458.1533333	1.35	0.67	0.66	3.60	2.72	0.012	Robyn Powell									
MSB	945567	UK Flora			Ulmus	glabra	<Petro	GPB3%PVPBmet	137.14	963.57	5.67	2	7.026	141.7033333	973.44	0.66	0.33	0.32	6.39	1.98	0.135	Robyn Powell									
MSB	947387	UK Flora			Blysmus	rufus	>Solanum	GPB3%PVPBmet	147.05	300.19	4.75	5.87	2.041	305.5033333	148.9866667	4.10	2.05	2.01	5.50	5.44	0.009	Robyn Powell									
MSB	947446	UK Flora			Prunus	avium	<Petro	GPB3%PVPBmet	135.53	577.23	11.95	2.11	4.259	135.53	577.23	1.06	0.53	0.52	11.95	2.11	0.000	Robyn Powell									
MSB	947620	UK Flora			Rubus	idaeus	<Solanum	GPB3%PVPBmet	159.81	457.56	5.12	2.56	2.863	161.3266667	462.35	0.70	0.35	0.34	4.78	2.43	0.027	Robyn Powell									
MSB	948122	UK Flora			Prunus	padus	<Petro	GPB3%PVPBmet	137.17	552.21	5.42	2.28	2.389	144.19	570.1733333	1.14	0.57	0.56	4.82	2.61	0.021	Robyn Powell									
MSB	950415	UK Flora			Sambucus	nigra	<Allium	GPB3%PVPBmet	245.93	318.59	2.87	1.92	1.295	202.6766667	261.79	27.01	13.51	13.21	2.81	1.93	0.004	Robyn Powell									
MSB	950563	UK Flora			Betula	pubescens	<Petro	GPB3%PVPBmet	173.61	716.98	6.69	1.96	4.130	163.78	679.0466667	1.09	0.54	0.53	6.19	1.81	1.551	Robyn Powell									
MSB	950600	UK Flora			Betula	pendula	<Petro	GPB3%PVPBmet	166.45	353.93	4.81	2.02	2.126	180.9966667	381.18	2.14	1.07	1.04	4.80	1.87	0.017	Robyn Powell									
MSB	951951	UK Flora			Aria	edulis	<Petro	GPB3%PVPBmet	221.02	534.94	7.7	1.86	2.420	190.75	461.4466667	1.86	0.93	0.91	8.34	2.33	0.022	Robyn Powell									
MSB	952039	UK Flora			Prunus	spinosa	<Petro	GPB3%PVPBmet	332.02	623.15	4.87	3.09	1.877	332.02	623.15	2.40	1.20	1.17	4.87	3.09	0.871	Robyn Powell									
MSB	952981	UK Flora			Malus	sylvestris	<Petro	GPB3%PVPBmet	160.52	318.92	6.11	4.34	1.985	160.52	318.92	2.26	1.13	1.11	6.11	4.34	0.000	Robyn Powell									
MSB	953368	UK Flora			Rhamnus	cathartica	<Solanum	GPB3%PVPBmet	279.29	519.88	5.43	2.36	1.861	227.68	421.4966667	1.08	0.54	0.53	5.65	2.34	0.017	Robyn Powell									
MSB	953494	UK Flora			Rubus	idaeus	<Solanum	GPB3%PVPBmet	148.2	443.57	3.91	2.32	2.993	149.9533333	443.4033333	0.68	0.34	0.33	5.01	2.36	0.032	Robyn Powell									
MSB	954398	UK Flora			Malus	sylvestris	<Petro	GPB3%PVPBmet	176.71	442.1	5.76	2.47	2.502	179.1333333	444.8966667	1.81	0.91	0.89	4.85	2.09	0.017	Robyn Powell									
MSB	954435	UK Flora			Alnus	glutinosa	<Petro	GPB3%PVPBmet	199.41	669.46	4.96	1.38	3.357	202.1866667	676.8766667	1.34	0.67	0.66	4.76	1.21	0.014	Robyn Powell									
MSB	954583	UK Flora			Alnus	glutinosa	<Petro	GPB3%PVPBmet	144.35	535.37	5.67	2.18	3.709	146.9433333	538.81	1.23	0.61	0.60	5.67	2.00	0.039	Robyn Powell									
MSB	95509	UK Flora			Romulea	columnae	<Pisum		123.37	370.34	2.5	1.55	3.002	125.83	373.1733333	3.07	1.53	1.50	2.94	1.71	0.034	Robyn Powell									
MSB	959050	UK Flora			Petroselinum	segetum	<Pisum	GPB3%PVPBmet	161.01	469.51	2.9	1.98	2.916	160.7666667	453.99	3.22	1.61	1.57	3.55	2.76	0.080	Robyn Powell									
MSB	961594	UK Flora			Prunus	spinosa	<Petro	GPB3%PVPBmet	221.07	612.93	4.94	1.34	2.773	172.6566667	477.9866667	1.63	0.81	0.79	5.27	1.76	0.010	Robyn Powell									
MSB	961594	UK Flora			Prunus	spinosa	<Petro	GPB3%PVPBmet	251.42	721.54	5.86	1.48	2.870	258.4233333	731.38	1.59	0.80	0.78	5.41	1.48	0.034	Robyn Powell									
MSB	979166	UK Flora			Salix	caprea	<Petro	GPB3%PVPBmet	147.99	639.58	5.16	1.43	4.322	150.32	644.0966667	1.05	0.53	0.51	4.31	1.33	0.032	Robyn Powell									
MSB	991689	UK Flora			Luzula	arcuata	<Petro	GPB3%PVPBmet	271.44	354.77	2.5	2	1.307	271.6366667	354.6633333	3.45	1.72	1.69	2.50	1.89	0.002	Robyn Powell									
MSB	992664	UK Flora			Frangula	alnus	<Solanum	GPB3%PVPBmet	168.47	406.31	9.98	2.34	2.412	164.0666667	403.87	0.81	0.41	0.40	7.19	2.63	0.049	Robyn Powell									
MSB	995090	UK Flora			Armeria	maritima	>Petro	GPB3%PVPBmet	177.4	372.05	2.27	2.36	2.097	370.1766667	176.7566667	9.42	4.71	4.61	2.28	2.18	0.003	Robyn Powell									
Offsite	M9050	DTOL	Angiosperm	Apiaceae	Crithmum	maritimum	<Pisum	GPB3%PVPBmet	324.97	583.21	2.97	2.32	1.795	329.28	586.2466667	5.11	2.55	2.50	2.90	2.16	0.016	Sahr Mian	24/08/2020	KDTOL10054	4.83 (2008)* 4.59 (2010)	Sanger - low DNA yield					
Offsite	MC9000	DTOL	Angiosperm	Brassicaceae	Brassica	oleracea	<Solanum	GPB3%PVPBmet	303.17	420.58	3.75	3.29	1.387	301.7833333	418.99	1.44	0.72	0.70	4.11	3.38	0.006	Sahr Mian	8/4/2020	KDTOL10002	1.8 (1974)* 1.42 (2005)						
Offsite	MC9001	DTOL	Angiosperm	Fabaceae	Ononis	repens	<Petro	GPB3%PVPBmet	288.88	450.78	3.33	2.36	1.560	292.9166667	460.98	2.86	1.43	1.40	3.12	2.10	0.012	Sahr Mian	8/4/2020	KDTOL10003	genus estimate = 1.24., 285						
Offsite	MC9002	DTOL	Angiosperm	Orobanchaceae	Orobanche	hederae	>Solanum	GPB3%PVPBmet	190.16	550.79	3.78	3.14	2.896	571.76	202.3033333	5.65	2.83	2.76	3.32	3.63	0.060	Sahr Mian	8/4/2020	KDTOL10004/5	4.65 (2005)*	Sanger - low DNA yield					
Offsite	MC9004	DTOL	Angiosperm	Balsaminaceae	Impatiens	noli-tangere	<Petro	GPB3%PVPBmet	258.47	777.36	3.12	2.48	3.008	271.15	794.45	1.54	0.77	0.75	3.35	2.36	0.082	Sahr Mian	8/4/2020	KDTOL10007	 0.8-6.51						
Offsite	MC9005	DTOL	Angiosperm	Onagraceae	Circaea	lutetiana	<Solanum	GPB3%PVPBmet	225.44	368.59	3.55	2.89	1.635	231.4633333	376.6333333	1.23	0.61	0.60	3.61	3.01	0.012	Sahr Mian	8/5/2020	KDTOL10008	1.16 (2013)*	Sanger - low DNA yield					
Offsite	MC9006	DTOL	Angiosperm	Solanaceae	Atropa	belladonna	>Solanum	GPB3%PVPBmet	246.96	492.75	2.65	3.04	1.995	501.02	233.4466667	4.29	2.15	2.10	2.90	2.67	0.016	Sahr Mian	8/5/2020	KDTOL10009	 3.9 (1983)*						
Offsite	MC9007	DTOL	Angiosperm	Papaveraceae	Papaver	dubium	>Solanum	GPB3%PVPBmet	196.57	476.9	3.36	2.54	2.426	480.1933333	198.2266667	4.84	2.42	2.37	2.66	3.53	0.027	Sahr Mian	8/5/2020	KDTOL10010	7.4 (1991)* 9 (1976)*						
Offsite	MC9008	DTOL	Angiosperm	Papaveraceae	Fumaria	officinalis	<Solanum	GPB3%PVPBmet	230.33	357.06	4.14	3.23	1.550	241.1166667	375.01	1.29	0.64	0.63	4.17	3.13	0.006	Sahr Mian	8/5/2020	KDTOL10011	no previous estimate	Sanger - low DNA yield					
Offsite	MC9009	DTOL	Angiosperm	Euphorbiaceae	Euphorbia	peplus	<Solanum	GPB3%PVPBmet	215	541	4.98	2.79	2.514	220.04	552.48	0.80	0.40	0.39	4.82	2.74	0.020	Sahr Mian	8/5/2020	KDTOL10012	0.69 (2007)*	Sanger - low DNA yield					
Offsite	MC9010	DTOL	Angiosperm	Poaceae	Holcus	mollis	>Petro	GPB3%PVPBmet	309.38	527.77	2.86	2.43	2.128	536.03	316.3	7.63	3.81	3.73	2.38	2.72	0.005	Sahr Mian	8/5/2020	KDTOL10013	5.5 (1993)* 8.18 (1993)* 8.40 (1984)				period where Paris was unavailable so Fritillaria/Edelweiss were used		
Offsite	MC9011	DTOL	Angiosperm	Urticaceae	Urtica	urens	<Solanum	GPB3%PVPBmet	204.56	409.01	4.05	3.78	1.999	222.0133333	436.37	1.02	0.51	0.50	3.67	3.80	0.038	Sahr Mian	8/6/2020	KDTOL10014	0.6 (1967)* 1.07 (2003)	peaks showed endopolypoidy, peaks overlapping wth standard peaks - messy					
Offsite	MC9012	DTOL	Angiosperm	Urticaceae	Urtica	dioica	<Petro	GPB3%PVPBmet	305.69	566.17	2.8	2.71	1.852	313.8533333	576.0766667	2.45	1.23	1.20	3.23	2.87	0.018	Sahr Mian	8/6/2020	KDTOL10015	1.04 (2016) 1.22 (2011) 2.34(2003) 3.2(1989)*						
Offsite	MC9013	DTOL	Angiosperm	Polygonaceae	Persicaria	maculosa	>Solanum	GPB3%PVPBmet	233.88	412.32	3.71	3.64	1.732	420.0333333	242.52	3.46	1.73	1.69	3.62	4.10	0.017	Sahr Mian	8/6/2020	KDTOL10016	3.9 (2012)*						
Offsite	MC9014	DTOL	Angiosperm	Convolvulaceae	Calystegia	sepium	<Solanum	GPB3%PVPBmet	254.29	346	3.8	3.28	1.361	268.55	363.23	1.48	0.74	0.72	3.79	3.28	0.008	Sahr Mian	8/6/2020	KDTOL10017	1.42 (2012)*	LB and Ebihara tried					
Offsite	MC9015	DTOL	Angiosperm	Lythraceae	Lythrum	salicaria	>Solanum	GPB3%PVPBmet	226.04	371.76	3.91	3.07	1.645	395.46	244.25	3.24	1.62	1.58	3.46	3.72	0.023	Sahr Mian	8/6/2020	KDTOL10018	no previous estimate	Sanger - low DNA yield					
Offsite	MC9016	DTOL	Angiosperm	Lamiaceae	Lycopus	europaeus	No data as sample was quite messy, all buffers tried, recollect next year																	KDTOL10019							
Offsite	MC9017	DTOL	Angiosperm	Verbenaceae	Verbena	officinalis	<Solanum	GPB3%PVPBmet	216.46	604.43	3.96	2.32	2.847	213.13	589.5666667	0.72	0.36	0.35	4.13	2.54	0.058	Sahr Mian	8/7/2020	KDTOL10020	no previous estimate	Repeated with LB, OXPRO and again with GPB			Sanger - low DNA yield		
Offsite	MC9018	DTOL	Angiosperm	Asteraceae	Arctium	minus	>Solanum	GPB3%PVPBmet	219.22	467.87	2.8	2.47	2.134	474.1833333	224.4233333	4.23	2.11	2.07	2.18	2.68	0.022	Sahr Mian	8/7/2020	KDTOL10022	3.75*, 4.07 (2013) 4.40 (2012)	Sanger - low DNA yield		Stopped using Fritillaria as it was giving skewed peaks			
Offsite	MC9019	DTOL	Angiosperm	Juncaceae	Juncus	effusus	<Solanum	GPB3%PVPBmet	123.95	420.95	3.12	2.62	3.316	129.3166667	430.53	0.60	0.30	0.29	2.97	2.48	0.044	Sahr Mian	8/7/2020	KDTOL10021	 0.6 (1988)*						
Offsite	MC9020	DTOL	Angiosperm	Boraginaceae	Borago	officinalis	>Solanum	GPB3%PVPBmet	203.87	336.35	3.33	3.91	1.650	349.6733333	213.6966667	3.27	1.64	1.60	3.75	3.26	0.012	Sahr Mian	8/7/2020	KDTOL10023	3.5 (1995)*	Sample left in the fridge for a while and had some damage to leaves					
Offsite	MC9021	DTOL	Angiosperm	Plantaginaceae	Misopates	orontium	<Solanum	GPB3%PVPBmet	220.89	449.21	4.86	3.03	3.316	234.42	470.0566667	1.00	0.50	0.49	4.54	2.89	0.044	Sahr Mian	8/7/2020	KDTOL10024	0.88 (2012)*	Tried with LB and OXPRO, best peaks with Gpb					
Offsite	MC9022	DTOL	Monilophyte	Pteridaceae	Adiantum	capillus-veneris	>Petro	Ebihara	215	578.11	3	4	2.689	595.39	226.81	11.81	5.91	5.78	3.60	2.91	0.066	Sahr Mian	8/10/2020	KDTOL10025	10.96 (2013)*	Sanger - low DNA yield					
Offsite	MC9023	DTOL	Monilophyte	Aspleniaceae	Asplenium	scolopendrium	<Allium	Ebihara	290.49	588.78	2.96	2.34	2.027	299.6266667	601.29	17.39	8.69	8.50	2.80	1.96	0.017	Sahr Mian	8/10/2020	KDTOL10026	15.93 (2013) 16.86 (2019)*	Sanger - low DNA yield					
Offsite	MC9024	DTOL	Angiosperm	Fabaceae	Medicago	arabica	<Solanum	GPB3%PVPBmet	271.99	439.83	3.32	2.72	1.617	276.9833333	445.6933333	1.24	0.62	0.61	3.15	2.80	0.009	Sahr Mian	8/10/2020	KDTOL10027	1.12 (2016)*						
Offsite	MC9025	DTOL	Angiosperm	Asteraceae	Eupatorium	cannabinum	<Pisum	GPB3%PVPBmet	355.02	587.49	3.2	2.78	3.237	367.2566667	608.2733333	5.49	2.74	2.68	3.46	2.72	0.043	Sahr Mian	8/10/2020	KDTOL10028	4.77 (2013) 4.93 (2009) 5.15 (2010)*	Sanger - low DNA yield					
Offsite	MC9026	DTOL	Angiosperm	Convolvulaceae	Convolvulus	arvensis	<Solanum	GPB3%PVPBmet	418.61	643.62	3.05	3.09	1.539	443.1466667	675.5166667	1.31	0.66	0.64	3.17	3.13	0.013	Sahr Mian	8/10/2020	KDTOL10029	1.33 (2013)* 2.92 (2013) 3.6 (1998)						
Offsite	MC9027	DTOL	Angiosperm	Caryophyllaceae	Stellaria	media	<Petro	GPB3%PVPBmet	283.28	556.6	3.22	2.33	1.852	297.85	577.42	2.32	1.16	1.14	3.23	2.60	0.018	Sahr Mian	8/11/2020	KDTOL10030	2.10 (1972)* 2.30 (1983) 1.44 (2013 4.23 (2013)		Paris working again				
Offsite	MC9028	DTOL	Angiosperm	Plantaginaceae	Veronica	chamaedrys	<Petro	GPB3%PVPBmet	305.55	353.74	2.39	1.97	1.852	308.3566667	356.8866667	3.89	1.94	1.90	2.22	1.77	0.018	Sahr Mian	8/11/2020	KDTOL10031	 2.98 (2003)* 3.72 (2012)						
Offsite	MC9029	DTOL	Monilophyte	Osmundaceae	Osmunda	regalis	<Allium	Ebihara	538.12	639.98	3.75	2.29	2.027	555.49	667.0766667	29.05	14.53	14.21	3.66	2.32	0.017	Sahr Mian	13/8/2020	KDTOL10032	28.01 (2011)*	Sanger - low DNA yield					
Offsite	MC9030	DTOL	Angiosperm	Cucurbitaceae	Bryonia	dioica	>Solanum	GPB3%PVPBmet	262.6	431.71	3.46	2.42	1.650	437.92	268.7666667	3.26	1.63	1.59	2.71	3.23	0.012	Sahr Mian	14/8/2020	KDTOL10033	3.30 (1975)* 5.63 (2012)	Sanger - low DNA yield					
Offsite	MC9031	DTOL	Angiosperm	Polygonaceae	Fallopia	convolvulus	<Solanum	GPB3%PVPBmet	377.56	548.99	3.97	3.1	1.539	405.7266667	581.9766667	1.39	0.70	0.68	3.94	3.16	0.013	Sahr Mian	14/8/2020	KDTOL10034	1.4 (1992)*	Sanger - low DNA yield					
Offsite	MC9032	DTOL	Angiosperm	Solanaceae	Solanum	dulcamara	<Petro	GPB3%PVPBmet	324.08	593.98	2.7	2.16	1.833	331.8366667	603.8033333	2.47	1.24	1.21	2.62	2.08	0.013	Sahr Mian	9/1/2020	KDTOL10035	1.6 (1983) 2.20 (2013)* 2.30 (1984) 2.30 (2012)						
Offsite	MC9033	DTOL	Angiosperm	Fabaceae	Vicia	cracca	>Pisum	GPB3%PVPBmet	353.07	685.22	2.39	2.67	3.002	692.6466667	357.46	17.61	8.81	8.61	2.38	2.12	0.016	Sahr Mian	13/8/2020	KDTOL10036	5.84 (2013)* 10.60 (1971)* 14.40 (1983)						
Offsite	MC9034	DTOL	Angiosperm	Lamiaceae	Stachys	palustris	<Petro	GPB3%PVPBmet	320.94	411	2.68	2.12	1.852	328.0933333	419.4366667	3.52	1.76	1.72	2.60	2.02	0.018	Sahr Mian	13/8/2020	KDTOL10037	no previous estimate						
Offsite	MC9035	DTOL	Angiosperm	Cannabaceae	Humulus	lupulus	<Pisum	GPB3%PVPBmet	267.07	419.74	2.61	2.24	1.572	278.2	431.3166667	5.86	2.93	2.87	2.74	2.29	0.019	Sahr Mian	9/1/2020	KDTOL10038	5.8 (2005)	Sanger - low DNA yield					
Offsite	MC9036	DTOL	Angiosperm	Polygonaceae	Rumex	hydrolapathus	>Pisum	GPB3%PVPBmet	212.72	373.88	2.69	2.81	1.758	393.84	286.2933333	12.50	6.25	6.11	2.84	2.53	0.018	Sahr Mian	9/1/2020	KDTOL10039	no previous estimate						
Offsite	MC9037	DTOL	Angiosperm	Rosaceae	Filipendula	ulmaria	<Solanum	OXPRO	237.63	602.63	3.88	2.09	1.539	247.8166667	619.0133333	0.80	0.40	0.39	3.88	2.46	0.013	Sahr Mian	14/8/2020	KDTOL10040	no previous estimate						
Offsite	MC9038	DTOL	Angiosperm	Betulaceae	Alnus	glutinosa	<Solanum	OXPRO	355.11	629.76	3.16	2	1.539	364.6833333	639.61	1.14	0.57	0.56	2.22	3.12	0.013	Sahr Mian	14/8/2020	KDTOL10041	1.01 (2016)* 1.10 (1984)* 2.01 (2010)						
Offsite	MC9039	DTOL	Angiosperm	Asteraceae	Pulicaria	dysenterica	<Petro	GPB3%PVPBmet	193.67	401.77	3.05	2.83	2.074	199.9366667	410.6233333	2.19	1.10	1.07	3.02	2.73	0.019	Sahr Mian	9/1/2020	KDTOL10042	1.97 (2013)*	Sanger - low DNA yield					
Offsite	MC9040	DTOL	Angiosperm	Rosaceae	Potentilla	anserina	<Petro	GPB3%PVPBmet	211.52	860.27	2.6	2.03	4.067	215.99	869.88	1.12	0.56	0.55	2.56	1.57	0.041	Sahr Mian	9/1/2020	KDTOL10043	no previous estimate	Sanger - low DNA yield					
Offsite	MC9041	DTOL	Angiosperm	Brassicaceae	Arabidopsis	thaliana	<Solanum	GPB3%PVPBmet	133.49	765.3	4.56	2.21	5.733	141.4266667	788.1466667	0.36	0.18	0.18	4.32	1.85	0.152	Sahr Mian	24/08/2020	KDTOL10045	0.32 (2002)*	Endopolyploidy - multiple peaks		Sanger - low DNA yield			
Offsite	MC9042	DTOL	Angiosperm	Asteraceae	Chamaemelum	nobile	>Petro	GPB3%PVPBmet	225.24	496.68	2.34	2.39	2.205	507.8133333	231.8333333	9.86	4.93	4.82	2.38	2.35	0.014	Sahr Mian	24/08/2020	KDTOL10046	10.70 (1984)*						
Offsite	MC9043	DTOL	Angiosperm	Plantaginaceae	Chaenorhinum	minus	<Solanum	OXPRO	201.5	443.9	3.37	2.43	2.203	215.91	474.11	0.91	0.46	0.45	3.41	2.66	0.018	Sahr Mian	9/1/2020	KDTOL10047	no previous estimate	Difficult sample, ran multiple individuals, all fresh, tried all buffers, prev estimate 0.57					Sanger - low DNA yield
Offsite	MC9045	DTOL	Angiosperm	Dioscoreaceae	Dioscorea	communis	<Petro	Ebihara	299.09	582.07	5.03	3.23	1.946	309.1633333	527.3233333	2.64	1.32	1.29	4.67	3.17	0.420	Sahr Mian	24/08/2020	KDTOL10049	1.66 (2014)*	Really messy sample, few nuclei. Ran sample to 500 in each run, G2 peak overalap with standard. Female measured				Sanger - low DNA yield	
Offsite	MC9047	DTOL	Angiosperm	Polygonaceae	Reynoutria	japonica	>Petro	GPB3%PVPBmet	285.73	642.83	2.96	3.2	2.250	659.5166667	298.89	9.93	4.96	4.86	3.12	3.12	0.047	Sahr Mian	24/08/2020	KDTOL10051	1.55 (2013)*	potential hexaploid?					
Offsite	MC9048	DTOL	Angiosperm	Brassicaceae	Cakile	maritima	<Petro	GPB3%PVPBmet	234.72	626.3	2.98	2	2.668	247.8466667	643.2866667	1.73	0.87	0.85	2.99	1.75	0.071	Sahr Mian	24/08/2020	KDTOL10052	1.36 (2009)*	Sanger - low DNA yield					
Offsite	MC9049	DTOL	Angiosperm	Caryophyllaceae	Honckenya	peploides	>Petro	GPB3%PVPBmet	284.24	532.21	2.13	2.56	1.872	538.1133333	288.3366667	8.40	4.20	4.11	2.28	2.04	0.006	Sahr Mian	24/08/2020	KDTOL10053	8.66 (2009)*	Sanger - low DNA yield					
Offsite	MC9051	DTOL	Angiosperm	Euphorbiaceae	Mercurialis	annua	<Petro	OXPRO	189.8	622.5	3.66	2.74	3.280	192.62	613.08	1.41	0.71	0.69	3.97	2.68	0.093	Sahr Mian	28/08/2020	KDTOL10055	1.33, 2.60 (2006)*	All buffers tried, messy sample, FEMALE PLANT MEASURED				Sanger - low DNA yield	
Offsite	MC9053	DTOL	Angiosperm	Adoxaceae	Sambucus	nigra	<Allium	GPB3%PVPBmet	326.84	417.58	2.19	2.81	1.278	334.2266667	425.7933333	27.39	13.69	13.39	2.41	2.85	0.004	Sahr Mian	28/08/2020	KDTOL10057	26.36 (2013)* 30.5 (1983)						
