Institute	ID Number	Project	Higher Group	Family	Genus	Species	Standard	Buffer	mean1	mean2	cv1	cv2	ratio	ave.sample	ave.standard	GS (2C)	GS (1C)	1C/Gbp	cv.sample	cv.standard	SD(R).sample	measured by	Date	DToL Specimen ID	Previous estimate (2C) (prime*)	Comments on DToL sample					
RBGE	DB1513	DTOL	Bryophtye		Racomitrium	lanuginosum	<Oryza	OXPRO	299.61	586.18	3.6	4.41	1.956	264.41	515.68	0.51	0.26	0.25	6.67	4.12	0.071	Robyn Powell	14/04/2021		-						
RBGE	DB1514	DTOL	Byrophyte		Dicranoweisia	cirrata	<Oryza	OXPRO	392.56	776.17	3.5	2.9	1.997	348.77	694.50	0.50	0.25	0.25	6.67	4.12	0.071	Robyn Powell	14/04/2021		0.5						
RBGE	DB1515	DTOL	Bryophyte		Blindia	acuta	<Oryza	GPB3%PVPBmet	107.48	295.71	4.27	3.73	2.751	109.87	302.79	0.36	0.18	0.18	6.67	4.12	0.071	Sahr Mian	28/04/2021		-						
RBGE	DB1516	DTOL	Bryophyte		Gymnostomum	aeruginosum	<Oryza	OXPRO	144.62	425.24	4.12	3.77	2.940	148.26	441.43	0.67	0.34	0.33	6.67	4.12	0.071	Sahr Mian	29/04/2021		-						
RBGE	DB1517	DTOL	Bryophyte		Mesoptychia	bantriensis	<Oryza	GPB3%PVPBmet	215	307.44	4.13	3.35	1.430	221.08	318.80	0.69	0.35	0.34	6.67	4.12	0.071	Sahr Mian	28/04/2021		-						
RBGE	DB1518	DTOL	Bryophyte		Pellia	endiviifolia	>Oryza	OXPRO	107.67	410.86	4.4	3.95	3.816	426.20	113.42	7.52	3.76	3.68	3.71	3.87	0.011	Sahr Mian	29/04/2021		3.66 (1C)						
RBGE	DB1519	DTOL	Bryophyte		Hygrohypnella	ochracea	<Oryza	GPB3%PVPBmet	128.22	339.64	4.72	3.82	2.649	135.56	366.06	0.74	0.37	0.36	6.67	4.12	0.071	Sahr Mian	28/04/2021		-						
RBGE	DB1522	DTOL	Bryophyte		Amphidium	lapponicum	<Oryza	GPB3%PVPBmet	109.72	332.19	3.47	2.85	3.028	112.06	335.07	0.67	0.33	0.33	6.67	4.12	0.071	Robyn Powell	29/04/2021		-						
RBGE	DB1523	DTOL	Bryophyte		Tetraplodon	mnoides	>Oryza	OXPRO	146.14	344.57	4.49	4.11	2.358	365.19	158.53	2.30	1.15	1.13	3.71	3.87	0.011	Sahr Mian	29/04/2021		-	Difficult sample, few nuclei					
RBGE	DB1524	DTOL	Bryophyte		Sarmentypnum	Sarmentosum	<Oryza	GPB3%PVPBmet	141.35	338.4	6.11	4.04	2.393	143.53	348.60	0.82	0.41	0.40	6.67	4.12	0.071	Sahr Mian	29/04/2021		-						
RBGE	DB1525	DTOL	Bryophyte		Kiaeria	blyttii	<Oryza	GPB3%PVPBmet	114.39	346.33	4.66	3.32	3.028	117.22	355.10	0.66	0.33	0.32	6.67	4.12	0.071	Sahr Mian	29/04/2021		-						
RBGE	DMR1	DTOL	Angiosperm	Apocynaceae	Vinca	minor	<Petro	GPB3%PVPBmet	138.61	353.45	4.36	2.79	2.550	143.02	359.83	1.79	0.89	0.87	4.34	2.90	0.004	Robyn Powell	28/04/2021		1.51						
RBGE	DMR2	DTOL	Angiosperm	Sapindaceae	Aesculus	hippocastanum	<Petro	GPB3%PVPBmet	117.33	417.08	3.73	2.02	3.555	118.72	419.78	1.27	0.64	0.62	3.83	1.94	0.004	Robyn Powell	28/04/2021		1.20						
RBGE	DMR3	DTOL	Angiosperm	Melanthiaceae	Paris	quadrifolia	>Allium	OXPRO	116.58	359.48	3.75	3.81	3.084	368.83	121.79	105.66	52.83	51.67	3.34	3.64	0.046	Sahr Mian	29/04/2021		101.04						
RBGE	DMR4	DTOL	Angiosperm	Grossulariaceae	Ribes	rubrum	<Petro	GPB3%PVPBmet	177.17	376.69	3.64	2.56	2.126	169.74	354.69	2.15	1.08	1.05	3.80	2.72	0.004	Robyn Powell	28/04/2021		1.94						
RBGE	DMR5	DTOL	Angiosperm	Lentibulariaceae	Utricularia	vulgaris	<Oryza	GPB3%PVPBmet	209.43	421.2	4.77	3.45	2.011	202.63	411.10	0.49	0.25	0.24	6.67	4.12	0.071	Sahr Mian	29/04/2021		0.41						
RBGE	RG1	DTOL	Lycophyte	Lycopodiaceae	Huperzia	selago	<Allium	GPB3%PVPBmet	295.17	489.43	4.03	2.03	1.658	306.84	501.9366667	21.33	10.66	10.43	4.66	2.17	0.019	Sahr Mian	29/10/20		11	Tetraploid					
RBGE	RG2	DTOL	Lycophyte	Lycopodiaceae	Huperzia	selago	>Petro	GPB3%PVPBmet	255.79	601.99	2.31	3.86	2.253	617.2033333	265.8333333	10.45	5.22	5.11	3.67	2.03	0.031	Sahr Mian	29/10/20		11						
RBGE	RG3	DTOL	Lycophyte	Lycopodiaceae	Huperzia	selago	>Petro	GPB3%PVPBmet	216.87	493.13	2.97	3.91	2.274	507.8966667	227.0766667	10.07	5.03	4.92	3.84	2.83	0.590	Sahr Mian	29/10/20		11						
RBGE	RG4	DTOL	Lycophyte	Lycopodiaceae	Huperzia	selago	>Petro	GPB3%PVPBmet	256.47	581.86	2.13	3.45	2.269	596.69	265.7566667	10.10	5.05	4.94	3.44	2.05	0.022	Sahr Mian	29/10/20		11						
RBGE	RG5	DTOL	Lycophyte	Lycopodiaceae	Huperzia	selago	>Petro	GPB3%PVPBmet	207.5	466.86	2.81	3.75	2.250	480.9033333	215.3633333	10.05	5.02	4.91	3.69	2.62	0.017	Sahr Mian	29/10/20		11						
RBGE	RG6	DTOL	Lycophyte	Lycopodiaceae	Huperzia	selago	>Petro	GPB3%PVPBmet	215	480.85	2.89	3.56	2.237	492.15	222.3133333	9.96	4.98	4.87	3.80	2.92	0.069	Sahr Mian	29/10/20		11						
RBGE	RG7	DTOL	Lycophyte	Lycopodiaceae	Huperzia	selago	<Allium	GPB3%PVPBmet	312.58	525.87	4.61	2.58	1.682	322.9333333	536.8566667	20.99	10.49	10.26	4.27	2.53	0.020	Sahr Mian	29/10/20		11	Tetraploid					
RBGE	RG8	DTOL	Lycophyte	Lycopodiaceae	Huperzia	selago	>Petro	GPB3%PVPBmet	222.01	503.59	3.37	3.73	2.268	523.56	234.2433333	10.06	5.03	4.92	3.75	3.24	0.031	Sahr Mian	29/10/20		11						
RBGE	ZAG1873	DTOL	Angiosperm	Elaeagnaceae	Hippophae	rhamnoides	<Petro	GPB3%PVPBmet	295.16	449.69	3.81	2.03	1.531	307.6433333	463.53	2.99	1.49	1.46	3.87	2.25	0.022	Sahr Mian	8/11/2020		no previous estimate						
RBGE	ZAG1874	DTOL	Angiosperm	Caryophyllaceae	Dianthus	deltoides	<Solanum	GPB3%PVPBmet	215.52	447.26	2.33	3.15	2.075	222.0666667	457.95	0.97	0.48	0.47	2.34	3.11	0.013	Sahr Mian	8/11/2020		no previous estimate	G2 sample peak overlap with standard					
RBGE	ZAG1875	DTOL	Monilophyte	Dennstaedtiaceae	Pteridium	aquilinum	>Pisum	GPB3%PVPBmet	254.25	472.83	1.91	3.77	1.344	498.8833333	263.6566667	17.20	8.60	8.41	3.41	2.36	0.010	Sahr Mian	13/8/2020		14.82 (2013)* 15.26 (2012)	Tried with GPB, Ebihara and oxpro		prev estimate 14.82			
RBGE	ZAG1876	DTOL	Gymnosperm	Pinaceae	Pinus	sylvestris	>Allium	OXPRO	464.84	620.27	2.86	2.19	5.395	620.21	465.21	46.51	23.26	22.75	2.21	2.64	0.019	Sahr Mian	13/8/2020		45.96 (2008)* 46.40 (2001), 46.08 previous kew estimate						
RBGE	ZAG1877	DTOL	Angiosperm	Iridaceae	Iris	pseudacorus	>Pisum	GPB3%PVPBmet	395.93	531.99	1.88	2.51	1.344	535.5033333	400.6733333	12.15	6.07	5.94	2.33	2.01	0.010	Sahr Mian	8/12/2020		11.33 (2010)* 11.04 (2013) 12.80 (1988) 11.20 (2005)						
RBGE	ZAG1878	DTOL	Angiosperm	Myricaceae	Myrica	gale	<Oryza	OXPRO	353.6	587.26	4.33	3.99	2.442	376.0066667	617.2666667	0.61	0.30	0.30	3.82	3.48	0.023	Sahr Mian	13/8/2020		0.84 (2001)* 3.4 (2012)	Tried with ebihara, GPB and LB	prev estimate 0.84 (messy sample)				
RBGE	ZAG1879	DTOL	Angiosperm	Oxalidaceae	Oxalis	acetosella	<Pisum	GPB3%PVPBmet	349.94	559.55	2.81	1.92	1.599	355.1066667	565.0266667	5.71	2.86	2.79	2.79	1.74	0.009	Sahr Mian	8/11/2020		5.31 (2013)* 5.7 (2005) 6.2 (2012) 2.4 (1979)						
RBGE	ZAG1880	DTOL	Angiosperm	Cistaceae	Helianthemum	nummularium	<Pisum	GPB3%PVPBmet	420.43	587.11	2.25	1.75	1.396	426.5033333	597.46	6.49	3.24		2.17	1.79	0.005	Sahr Mian	8/11/2020		4.5 (1989)* 1.78, 6.30 (2013)						
RBGE	ZAG1881	DTOL	Angiosperm	Saxifragaceae	Saxifraga	oppositifolia	<Petro	GPB3%PVPBmet	318.09	458.92	3.72	2.62	1.443	332.5633333	475.16	3.15	1.57	1.54	4.30	2.95	0.017	Sahr Mian	8/11/2020		2.93 (2013)*	tough sample to work with limited material available					
RBGE	ZAG1882	DTOL	Angiosperm	Plumbaginaceae	Armeria	maritima	>Petro	GPB3%PVPBmet	197.47	410.85	2.79	2.01	2.221	416.77	202.83	9.25	4.62	4.52	2.53	2.81	0.006	Sahr Mian	8/12/2020		8.55 (1993)* 8.20 (1996) 9.10 (1996)	 Few nuclei in leaves, ran whole specimen					
RBGE	ZAG1883	DTOL	Angiosperm	Poaceae	Danthonia	decumbens	<Pisum	GPB3%PVPBmet	279.96	559.98	2.7	1.65	2.001	287.0166667	568.0366667	4.59	2.30	2.25	2.68	1.60	0.021	Sahr Mian	8/11/2020		3.95 (2014)* 5.90 (1989)						
RBGE	ZAG1884	DTOL	Angiosperm	Fabaceae	Lotus	corniculatus	<Petro	GPB3%PVPBmet	391.69	652.65	2.59	1.76	1.666	403.2666667	665.9266667	2.73	1.36	1.33	2.65	1.79	0.013	Sahr Mian	8/12/2020		1.64 (2013)* 2.37 (2013)* 2.6 (2012)						
RBGE	ZAG1885	DTOL	Angiosperm	Poaceae	Briza	media	<Pisum	GPB3%PVPBmet	383.63	521.56	1.75	1.74	1.360	390.6566667	528.96	6.71	3.36	3.28	1.69	1.60	0.006	Sahr Mian	8/12/2020		 15.10 10.40 (1983)* , Kew previous estimate 6.7						
RBGE	ZAG1886	DTOL	Gymnosperm	Cupressaceae	Juniperus	communis	<Allium	GPB3%PVPBmet	337.31	522.13	3.21	2.74	2.027	343.3533333	533.5733333	22.45	11.23	10.98	3.27	2.11	0.017	Sahr Mian	8/12/2020		19.67 (2010)* 22.90 (2012) , 22.97 previous kew measurement	ran with GPB, LB and Ebihara					
RBGE	ZAG1887	DTOL	Lycophyte	Lycopodiaceae	Lycopodium	clavatum	<Pisum	OXPRO	327.38	513.05	3.12	1.71	1.567	339.8166667	527.6466667	5.85	2.93	2.86	3.12	1.59	0.021	Sahr Mian	13/8/2020		5.72  (2002)*	Tried with ebihara, GPB and LB					
RBGE	ZAG1888	DTOL	Angiosperm	Ranunculaceae	Trollius	europaeus	>Petro	GPB3%PVPBmet	287.25	638.09	2.45	2.37	2.221	655.3433333	295.9	9.97	4.98	4.87	1.98	1.94	0.006	Sahr Mian	8/11/2020		8.83 (2005)*						
RBGE	ZAG1889	DTOL	Angiosperm	Salicaceae	Salix	lanata	<Solanum	GPB3%PVPBmet	244.03	545.49	3.91	2.26	2.075	251.4	558.4233333	0.90	0.45	0.44	3.82	2.33	0.013	Sahr Mian	8/12/2020		no previous estimate	recollect in spring					
RBGE	ZAG1890	DTOL	Monilophyte	Blechnaceae	Blechnum	spicant	>Pisum	GPB3%PVPBmet	375.87	621.26	2.04	3.49	1.344	645.88	388.4766667	15.11	7.56	7.39	3.34	2.36	0.010	Sahr Mian	13/8/2020		12.87 (2013)*	Tried with ebihara, GPB and LB					
RBGE	ZAG1891	DTOL	Angiosperm	Betulaceae	Betula	nana	<Solanum	GPB3%PVPBmet	261.62	484.63	4.6	2.59	2.075	273.88	503.95	1.09	0.54	0.53	4.38	2.67	0.013	Sahr Mian	8/12/2020		0.92 (2012) 1.00 (2016)	recollect in spring					
RBGE	ZAG1892	DTOL	Angiosperm	Ericaceae	Calluna	vulgaris	<Solanum	GPB3%PVPBmet	239.35	382.18	4.26	2.84	1.597	244.9633333	387.98	1.26	0.63	0.62	4.38	2.99	0.012	Sahr Mian	8/11/2020		no previous estimate						
RBGE	ZAG1893	DTOL	Angiosperm	Oleaceae	Ligustrum	vulgare	<Petro	GPB3%PVPBmet	364.47	480.6	2.68	1.92	1.319	378.2366667	497.6433333	3.42	1.71	1.67	2.64	1.94	0.003	Sahr Mian	25/08/2020		3.05 (2013)* 3.14 (2010)						
RBGE	ZAG1894	DTOL	Angiosperm	Rhamnaceae	Frangula	alnus	<Solanum	GPB3%PVPBmet	221.59	619.45	6.51	3.41	2.795	267.5966667	509.4166667	1.05	0.53	0.51	6.51	3.41	0.830	Sahr Mian	26/08/2020		0.66 (2010)* 1.08 (2003)	Messy sample all buffers tried, only able to run once. Recollect next year, prev estimate 0.66					
RBGE	ZAG1895	DTOL	Gymnosperm	Taxaceae	Taxus	baccata	<Allium	Ebihara	307.16	433.06	3.84	3.11	1.410	313.7666667	437.3433333	25.03	12.52	12.24	3.69	2.93	0.017	Sahr Mian	26/08/2020		22.10 (1998)* 23.30 (2012),  previous Kew measuremeant 13						
RBGE	ZAG1896	DTOL	Monilophyte	Athyriaceae	Athyrium	distentifolium	>Pisum	Ebihara	304.97	522.4	1.95	3.2	1.320	540.0633333	310.3833333	15.82	7.91	7.73	3.28	2.33	0.000	Sahr Mian	27/08/2020		no previous estimate						
RBGE	ZAG1897	DTOL	Angiosperm	Ulmaceae	Ulmus	glabra	<Pisum	GPB3%PVPBmet	301.86	641.04	2.75	2.17	1.638	308.69	652.4233333	4.30	2.15	2.10	2.57	2.00	0.004	Sahr Mian	26/08/2020		3.98 (2010)* 4.37 (2007)						
RBGE	ZAG1898	DTOL	Angiosperm	Betulaceae	Alnus	glutinosa	<Solanum	GPB3%PVPBmet	224.25	417.69	3.91	3.42	1.863	231.1266667	427.69	1.08	0.54	0.53	3.61	3.21	0.016	Sahr Mian	2/9/2020		previous sample 1.14 (1.34, 1.23 kew)						
RBGE	ZAG1899	DTOL	Angiosperm	Plantaginaceae	Plantago	lanceolata	<Petro	GPB3%PVPBmet	277.3	426.92	2.8	2	1.540	285.74	437.05	2.94	1.47	1.44	2.49	2.10	0.010	Sahr Mian	2/9/2020		2.9 (2012)*						
RBGE	ZAG1900	DTOL	Angiosperm	Juncaceae	Luzula	sylvatica	<Solanum	GPB3%PVPBmet	162.72	626.76	3.65	2.1	3.851	168.8466667	637.6933333	0.53	0.26	0.26	3.52	2.01	0.077	Sahr Mian	2/9/2020		1.14 (2012)* 0.97 (2014)	G2 overlap with sol	look at results again				
RBGE	ZAG1901	DTOL	Angiosperm	Cornaceae	Cornus	sanguinea	<Petro	GPB3%PVPBmet	228.82	396.99	3.51	2.52	1.735	232.62	401.6666667	2.61	1.30	1.27	3.53	2.45	0.010	Sahr Mian	2/9/2020		2.32 (2010)*						
RBGE	ZAG1902	DTOL	Angiosperm	Fagaceae	Quercus	petraea	<Petro	GPB3%PVPBmet	178.87	401.97	2.93	2.87	2.247	182.0666667	405.3166667	2.02	1.01	0.99	2.97	2.57	0.020	Sahr Mian	2/9/2020		1.81 (2013)*  1.9 (1998)						
RBGE	ZAG1903	DTOL	Angiosperm	Caprifoliaceae	Succisa	pratensis	<Pisum	GPB3%PVPBmet	237.08	388.35	3.13	2.07	1.638	240.9566667	393.6466667	5.56	2.78	2.72	2.91	1.98	0.004	Sahr Mian	26/08/2020		5.55 (2010)*						
RBGE	ZAG1904	DTOL	Angiosperm	Geraniaceae	Erodium	maritimum	<Petro	GPB3%PVPBmet	192.91	464.55	3.26	2.24	2.408	195.1633333	464.01	1.89	0.95	0.93	3.30	2.40	0.028	Sahr Mian	26/08/2020		no previous estimate						
RBGE	ZAG1906	DTOL	Angiosperm	Caprifoliaceae	Linnaea	borealis	<Petro	GPB3%PVPBmet	246.43	560.53	2.93	1.8	2.275	253.5566667	569.5866667	2.00	1.00	0.98	2.68	1.67	0.027	Sahr Mian	25/08/2020		1.8 (2012)*						
RBGE	ZAG1907	DTOL	Angiosperm	Asteraceae	Cicerbita	alpina	>Pisum	GPB3%PVPBmet	306.42	404.54	2.24	2.58	1.320	409.53	310.2666667	12.00	6.00	5.87	2.43	2.25	0.000	Sahr Mian	26/08/2020		 5.81 (2013)*	potential tetraploid					
RBGE	ZAG1908	DTOL	Angiosperm	Orobanchaceae	Melampyrum	sylvaticum	>Petro	GPB3%PVPBmet	242.89	565.74	2.06	2.08	2.329	575.3933333	338.9833333	7.64	3.82	3.74	1.82	1.89	0.008	Sahr Mian	26/08/2020		no previous estimate						
RBGE	ZAG1909	DTOL	Angiosperm	Rosaceae	Sorbus	aucuparia	<Solanum	Ebihara	276.23	386.4	5.02	3.39	1.399	297.0866667	483.3466667	1.23	0.61	0.60	5.02	3.39	0.046	Sahr Mian	26/08/2020		Kew previous estimates 1.60	Messy sample all buffers tried, only able to run once. Recollect next year, prev estimate 0.66					
RBGE	ZAG1909	DTOL	Angiosperm	Rosaceae	Sorbus	aucuparia	<Solanum	GPB3%PVPBmet	216.67	302.97	4.22	3.57	1.398	211.2433333	359.3266667	1.18	0.59	0.57	4.06	3.22	0.587	Sahr Mian	26/08/2020		1.42 (2013)* 1.03 (2008), kew estimates 1.60	tried with Ebihara, only two runs possible					
RBGE	ZAG1912	DTOL	Monilophyte	Equisetaceae	Equisetum	arvense	<Allium	GPB3%PVPBmet	246.48	297.37	2.63	3.63	1.206	251.66	306.1633333	28.68	14.34	14.02	2.54	3.26	0.010	Sahr Mian	8/9/2020		28.89 kew estimate, 29.29 (2011)*						
RBGE	ZAG1913	DTOL	Monilophyte	Equisetaceae	Equisetum	hyemale	>Allium	GPB3%PVPBmet	296.36	511.01	2.5	2.61	1.724	532.7666667	305.5033333	60.84	30.42	29.75	2.86	2.57	0.022	Sahr Mian	8/9/2020		52.6 (2005)*						
RBGE	ZAG1916	DTOL	Monilophyte	Marsileaceae	Pilularia	globulifera	<Petro	GPB3%PVPBmet	153.69	327.32	4.33	2.67	2.130	164.3433333	355.01	2.08	1.04	1.02	3.54	2.96	0.034	Sahr Mian	8/9/2020		No previous estimate						
RBGE	ZAG1917	DTOL	Angiosperm	Lamiaceae	Prunella	vulgaris	<Petro	GPB3%PVPBmet	139.8	439.15	3.37	2.2	3.141	143.7766667	447.9833333	1.44	0.72	0.71	3.19	2.24	0.022	Sahr Mian	2/9/2020		1.3 (2010)* 1.39 (2013)						
RBGE	ZAG1918	DTOL	Angiosperm	Oleaceae	Fraxinus	excelsior	<Petro	GPB3%PVPBmet	214.06	524.89	2.37	2.05	2.452	220.9866667	535.13	1.86	0.93	0.91	2.24	1.93	0.030	Sahr Mian	2/9/2020		1.68 (2014)*  1.9 (1984)	This batch of RBGE samples was in the post for two days before arriving					
RBGK		DTOL	Angiosperm	Rosaceae	Malus	domestica 'Costard'	<Petro	OXPRO	128.07	347.89	2.48	2.57	2.716	125.73	333.71	1.70	0.85	0.83	2.86	2.67	0.004	Sahr Mian	26/04/2021	KDTOL10204							
RBGK		DTOL	Angiosperm	Rosaceae	Malus	domestica 'Irish Peach'	<Petro	OXPRO	107.46	292.85	3.42	2.2	2.725	105.99	282.39	1.69	0.84	0.83	3.65	2.70	0.004	Sahr Mian	26/04/2021	KDTOL10202							
RBGK		DTOL	Angiosperm	Rosaceae	Malus	domestica 'Killerton Sweet'	<Petro	OXPRO	211.44	375.43	3.77	3.68	2.716	213.28	384.77	2.49	1.25	1.22	3.88	2.95	0.004	Sahr Mian	26/04/2021	KDTOL10200							
RBGK		DTOL	Angiosperm	Rosaceae	Malus	domestica 'Lord Burghley'	<Petro	OXPRO	102.4	269.08	3.72	3.15	2.628	103.35	280.18	1.66	0.83	0.81	3.45	3.00	0.004	Sahr Mian	26/04/2021	KDTOL10201							
RBGK		DTOL	Angiosperm	Rosaceae	Malus	domestica 'Tower of Glamis'	<Petro	OXPRO	109.46	189.45	4.13	3.6	1.731	106.53	189.42	2.53	1.27	1.24	3.39	3.34	0.004	Sahr Mian	26/04/2021	KDTOL10203							
RBGK	MC9066	DTOL	Angiosperm	Menyanthaceae	Nymphoides	peltata	<Petro	GPB3%PVPBmet	216.25	558.37	2.84	2.26	2.582	221.41	564.6433333	1.76	0.88	0.86	2.73	2.27	0.033	Sahr Mian	1/9/2020	KDTOL10070	 1.4 (1988)*						
RBGK	MC9067	DTOL	Angiosperm	Aponogetonaceae	Aponogeton	distachyos	>Petro	GPB3%PVPBmet	238.96	569	2.9	2.63	2.381	579.6733333	246.26	10.59	5.30	5.18	2.48	2.59	0.025	Sahr Mian	1/9/2020	KDTOL10071	 7.9 (1988)*						
RBGK	MC9068	DTOL	Angiosperm	Pontederiaceae	Pontederia	cordata	<Petro	GPB3%PVPBmet	186.54	611.15	2.77	2.45	3.276	192.57	619.57	1.40	0.70	0.68	2.70	2.44	0.055	Sahr Mian	1/9/2020	KDTOL10072	1.6 (1988)*						
RBGK	MC9069	DTOL	Angiosperm	Butomaceae	Butomus	umbellatus	>Petro	GPB3%PVPBmet	216.62	420.33	2.68	2.49	1.940	426.7966667	220.8966667	8.69	4.35	4.25	2.27	2.76	0.009	Sahr Mian	1/9/2020	KDTOL10073	 11.27 (2014)*  9.8 (1988)						
RBGK	MC9070	DTOL	Angiosperm	Cyperaceae	Schoenoplectus	lacustris	<Petro	GPB3%PVPBmet	179.42	616.45	2.78	2.5	3.436	185.4566667	624.7433333	1.34	0.67	0.65	2.97	2.22	0.069	Sahr Mian	1/9/2020	KDTOL10074	1.13 (2014)*						
RBGK	MC9071	DTOL	Angiosperm	Lamiaceae	Lamium	album	<Petro	GPB3%PVPBmet	171.83	407.85	2.59	2.18	2.374	183.65	425.5666667	1.94	0.97	0.95	2.84	2.22	0.048	Sahr Mian	3/9/2020	KDTOL10076	2.2 (1972)*						
RBGK	MC9072	DTOL	Angiosperm	Lamiaceae	Ballota	nigra	<Petro	GPB3%PVPBmet	204.72	318.83	2.53	2.81	1.557	210.5666667	325.9133333	2.91	1.45	1.42	2.45	2.57	0.010	Sahr Mian	3/9/2020	KDTOL10077	No previous estimate						
RBGK	MC9073	DTOL	Angiosperm	Primulaceae	Lysimachia	vulgaris	<Pisum	GPB3%PVPBmet	180.27	355.69	2.4	1.93	1.973	185.78	365.93	4.61	2.31	2.26	2.27	1.65	0.003	Sahr Mian	3/9/2020	KDTOL10078	No previous estimate						
RBGK	MC9074	DTOL	Angiosperm	Rosaceae	Comarum	palustre	<Petro	GPB3%PVPBmet	186.18	614.34	3.59	2.88	3.300	195.7166667	629.6566667	1.40	0.70	0.68	3.61	2.76	0.080	Sahr Mian	3/9/2020	KDTOL10079	1.07 (2016)*						
RBGK	MC9075	DTOL	Angiosperm	Ranunculaceae	Pulsatilla	vulgaris	<Allium	GPB3%PVPBmet	220.96	298.85	2.93	2.11	1.353	225.5133333	303.12	25.96	12.98	12.69	2.94	2.17	0.008	Sahr Mian	3/9/2020	KDTOL10080	34.8 (2005)* Kew prev estimate 27.14						
RBGK	MC9076	DTOL	Angiosperm	Lamiaceae	Thymus	serpyllum	<Petro	GPB3%PVPBmet	133.41	241.17	3.5	2.96	1.808	142.7666667	252.6633333	2.54	1.27	1.24	3.34	2.91	0.035	Sahr Mian	3/9/2020	KDTOL10081	No previous estimate						
RBGK	MC9077	DTOL	Angiosperm	Rosaceae	Geum	rivale	<Petro	GPB3%PVPBmet	198.3	352.31	3.71	2.62	1.777	209.1466667	364.73	2.58	1.29	1.26	3.44	2.17	0.030	Sahr Mian	3/9/2020	KDTOL10082	No previous estimate						
RBGK	MC9078	DTOL	Angiosperm	Violaceae	Viola	riviniana	<Petro	GPB3%PVPBmet	205.62	342.94	4.12	3.79	1.668	217.7333333	359.33	2.73	1.36	1.33	4.94	3.77	0.019	Sahr Mian	3/9/2020	KDTOL10083	 1.13 (2013)* 2.7 (1985)*  2.79, 2.82 (2011)	Material past its peak, sample came out gooey and slimey. Limited material to try.					Sanger - low DNA yield
RBGK	MC9079	DTOL	Angiosperm	Cistaceae	Helianthemum	apenninum	<Pisum	OXPRO	239	346.05	3.04	3.42	1.448	256.4866667	367.4666667	6.34	3.17	3.10	2.88	2.92	0.015	Sahr Mian	4/9/2020	KDTOL10084	No previous estimate	Awful sample to work with, very slimey, all buffers tried. No previous estimate					
RBGK	MC9080	DTOL	Angiosperm	Ericaceae	Erica	ciliaris	<Solanum	GPB3%PVPBmet	176.25	339.69	3.52	2.93	1.927	183.91	348.7466667	1.05	0.53	0.52	3.59	2.68	0.028	Sahr Mian	4/9/2020	KDTOL10085	No previous estimate						
RBGK	MC9081	DTOL	Angiosperm	Plantaginaceae	Veronica	spicata	<Petro	GPB3%PVPBmet	281.68	386.18	2.79	2.3	1.668	296.7766667	401.5166667	3.33	1.66	1.63	2.82	2.18	0.019	Sahr Mian	4/9/2020	KDTOL10086	1.44 (2013)*	Potential polyploid					
RBGK	MC9082	DTOL	Angiosperm	Cyperaceae	Carex	depauperata	<Petro	GPB3%PVPBmet	172.82	449.06	2.7	2.3	2.598	179.1466667	456.69	1.77	0.88	0.86	2.58	2.21	0.044	Sahr Mian	4/9/2020	KDTOL10087	1.44 (2013)*	potential polyploid?					
RBGK	MC9084	DTOL	Angiosperm	Sarraceniaceae	Sarracenia	purpurea	>Petro	OXPRO	168.05	310.33	2.79	2.94	1.847	326.0933333	180.69	8.12	4.06	3.97	2.96	3.03	0.044	Sahr Mian	4/9/2020	KDTOL10090/91	7 (2012)*						
RBGK	MC9085	DTOL	Angiosperm	Typhaceae	Typha	latifolia	<Solanum	GPB3%PVPBmet	160.16	545.13	3.48	2.12	1.863	168.9966667	567.1566667	0.60	0.30	0.29	3.90	2.51	0.016	Sahr Mian	4/9/2020	KDTOL10089	0.6 (1984)*						
RBGK	MC9086	DTOL	Angiosperm	Papaveraceae	Chelidonium	majus	<Petro	GPB3%PVPBmet	208.77	377.81	2.85	2.9	1.810	213.9466667	381.2366667	2.53	1.26	1.23	2.88	2.83	0.025	Sahr Mian	7/9/2020	KDTOL10092	2.26 (2013)* 2.4 (1983)						
RBGK	MC9087	DTOL	Angiosperm	Scrophulariaceae	Scrophularia	nodosa	>Solanum	GPB3%PVPBmet	240.25	388.49	3.47	2.77	1.791	410.08	256.1733333	3.20	1.60	1.57	2.75	3.08	0.011	Sahr Mian	7/9/2020	KDTOL10093	1.19 (2012)* 1.38 (2012)	polyploid?					
RBGK	MC9088	DTOL	Monilophyte	Equisetaceae	Equisetum	arvense	<Allium	GPB3%PVPBmet	266.95	324.83	3.32	2.7	1.217	272.4233333	329.0566667	28.89	14.44	14.12	3.43	2.66	0.009	Sahr Mian	7/9/2020	KDTOL10094	29.29 (2011)* 28.40 (1988)						
RBGK	MC9089	DTOL	Monilophyte	Equisetaceae	Equisetum	palustre	<Allium	GPB3%PVPBmet	265.48	331	2.57	2.96	1.247	272.3033333	339.6266667	27.97	13.99	13.68	2.57	2.77	0.002	Sahr Mian	8/9/2020	KDTOL10095	28.5 2012)* 25 (1998)						
RBGK	MC9090	DTOL	Angiosperm	Viscaceae	Viscum	album	>Allium	GPB3%PVPBmet	101.94	540.49	3.04	2.77	5.395	545.1533333	106.9766667	177.80	88.90	86.94	3.41	2.81	0.019	Sahr Mian	7/9/2020	KDTOL10096		Found on Hawthorne in Hampton court					
