"Phylum","Class","Order","Family","Genus","Species","2N","N","Reference"
"Arthropoda","Insecta","Phasmida","Bacillidae","Clonopsis","Clonopsis maroccana","21,22","11","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Milani L, Ghiselli F, Pellecchia M, Scali V, Passamonti M (2010) Reticulate evolution in stick insects: the case of Clonopsis (Insecta Phasmida). BMC Evol Biol 10: 258.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Bacillidae","Clonopsis","Clonopsis soumiae","72","36","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Milani L, Ghiselli F, Pellecchia M, Scali V, Passamonti M (2010) Reticulate evolution in stick insects: the case of Clonopsis (Insecta Phasmida). BMC Evol Biol 10: 258.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Bacillidae","Phalces","Phalces brevis","35,36,36,35","17,18","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Phasmida","Diapheromeridae","Bacteria","Bacteria krugiana","50,49","25","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Phasmida","Diapheromeridae","Candovia","Candovia annulata","30,29","15","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Phasmida","Diapheromeridae","Candovia","Candovia granulosa","36,35","18","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Phasmida","Diapheromeridae","Candovia","Candovia peridromes","40,39","20","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Phasmida","Diapheromeridae","Clonistria","Clonistria exornata","33,34","17","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Diapheromeridae","Leptynia","Leptynia attenuata","35,36","18,19","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Bianchi AP, Meliado P (1998) Analysis of the karyotypes of four species of the Leptynia attenuata complex (Insecta Phasmatodea). Caryologia 51: 207-219.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Diapheromeridae","Leptynia","Leptynia caprai","39,40","20","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Bianchi AP, Meliado P (1998) Analysis of the karyotypes of four species of the Leptynia attenuata complex (Insecta Phasmatodea). Caryologia 51: 207-219.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Diapheromeridae","Leptynia","Leptynia montana","37,38","19","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Bianchi AP, Meliado P (1998) Analysis of the karyotypes of four species of the Leptynia attenuata complex (Insecta Phasmatodea). Caryologia 51: 207-219.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Diapheromeridae","Pijnackeria","Pijnackeria barbarae","37,38","19","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Scali, V., Milani, L., & Passamonti, M. (2013). Description and ecology of new P ijnackeria stick insects: four bisexual species and a triploid parthenogen with their phyletic relationships.Journal of Zoological Systematics and Evolutionary Research,51(3), 213-226.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Diapheromeridae","Pijnackeria","Pijnackeria hispanica","37,38,54,57,76","19,27,29,38","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Ghiselli F, Milani L, Scali V, Passamonti M (2007) The Leptynia hispanica species complex (Insecta Phasmida): polyploidy, parthenogenesis, hybridization and more. Mol Ecol 16: 4256-4268.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Diapheromeridae","Pijnackeria","Pijnackeria lelongi","37,38","19","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Scali, V., Milani, L., & Passamonti, M. (2013). Description and ecology of new P ijnackeria stick insects: four bisexual species and a triploid parthenogen with their phyletic relationships.Journal of Zoological Systematics and Evolutionary Research,51(3), 213-226.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Diapheromeridae","Pijnackeria","Pijnackeria masettii","57","29","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Scali, V., Milani, L., & Passamonti, M. (2013). Description and ecology of new P ijnackeria stick insects: four bisexual species and a triploid parthenogen with their phyletic relationships.Journal of Zoological Systematics and Evolutionary Research,51(3), 213-226.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Diapheromeridae","Pijnackeria","Pijnackeria originis","37,38","19","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Scali, V., Milani, L., & Passamonti, M. (2013). Description and ecology of new P ijnackeria stick insects: four bisexual species and a triploid parthenogen with their phyletic relationships.Journal of Zoological Systematics and Evolutionary Research,51(3), 213-226.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Diapheromeridae","Sipyloidea","Sipyloidea sipylus","80","40","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Phasmatidae","Acanthoxyla","Acanthoxyla inermis","36","18","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;MORGAN?RICHARDS, M. A. R. Y., & Trewick, S. A. (2005). Hybrid origin of a parthenogenetic genus?.Molecular ecology,14(7), 2133-2142.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Phasmatidae","Acrophylla","Acrophylla titan","35,36","18","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Phasmatidae","Anchiale","Anchiale austrotessulata","38,37","19","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Phasmida","Phasmatidae","Carausius","Carausius morosus","60,62,63,64,65","30,31,32,33","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Pijnacker, L. P., & Ferwerda, M. A. (1980). Sex chromosomes and origin of males and sex mosaics of the parthenogenetic stick insect Carausius morosus Br.Chromosoma,79(1), 105-114.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception.;White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Phasmatidae","Cladomorphus","Cladomorphus phyllinus","42,41","21","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Phasmida","Phasmatidae","Clitarchus","Clitarchus hookeri","36","18","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;MORGAN?RICHARDS, M. A. R. Y., & Trewick, S. A. (2005). Hybrid origin of a parthenogenetic genus?.Molecular ecology,14(7), 2133-2142.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Phasmatidae","Ctenomorpha","Ctenomorpha marginipennis","30,32","15,16","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Phasmida","Phasmatidae","Extatosoma","Extatosoma tiaratum","35,36,37,38","18,19","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Phasmatidae","Medauroidea","Medauroidea extradentata","37,38","19","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Liehr, T., Buleu, O., Karamysheva, T., Bugrov, A., & Rubtsov, N. (2017). New Insights into Phasmatodea Chromosomes.Genes,8(11), 327.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Phasmatidae","Podacanthus","Podacanthus wilkinsoni","35,36","18","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Phasmatidae","Ramulus","Ramulus artemis","72","36","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015; Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames."
"Arthropoda","Insecta","Phasmida","Phasmatidae","Tropidoderus","Tropidoderus childrenii","34,33","17","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Phasmida","Prisopodidae","Prisopus","Prisopus ariadne","28","14","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Prisopodidae","Prisopus","Prisopus berosus","49,50","25","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Phasmida","Pseudophasmatidae","Pseudophasma","Pseudophasma menius","23,24","11,12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Plecoptera","Perlidae","Dinocras","Dinocras cephalotes","26","12,13,14","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015; Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Plecoptera","Perlidae","Paragnetina","Paragnetina immarginata","10","5","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Plecoptera","Perlidae","Perla","Perla abdominalis","26","13","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Matthey, R., and J. Aubert, 1947 les chromosomes des plecopteres. Bulletin biologique de la France et de la Belgique: 202-246.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Plecoptera","Perlidae","Perla","Perla bipunctata","21,22","10,11","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015; Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Matthey, R., and J. Aubert, 1947 les chromosomes des plecopteres. Bulletin biologique de la France et de la Belgique: 202-246.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Plecoptera","Perlidae","Perla","Perla marginata","19,20,22,24","9,10,11,12","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Junker, H. (1923). Cytologische Untersuchungen an den Geschlechtsorganen der halbzwitterigen Steinfliege Perla marginata (Panzer) (Doctoral dissertation, W. Engelmann).Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Plecoptera","Perlodidae","Besdolus","Besdolus imhoffi","45,26","13,23","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Plecoptera","Perlodidae","Dictyogenus","Dictyogenus fontium","26","12,13.14,13","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla","Isoperla grammatica","26","12,13,14","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Matthey, R., and J. Aubert, 1947 les chromosomes des plecopteres. Bulletin biologique de la France et de la Belgique: 202-246.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla","Isoperla rivulorum","26","13","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015.;Matthey, R., and J. Aubert, 1947 les chromosomes des plecopteres. Bulletin biologique de la France et de la Belgique: 202-246.Sylvester, Terrence and Heath Blackmon. 2019. Idiosycratic patterns of chromosome evolution are the rule not the exception."
"Arthropoda","Insecta","Plecoptera","Perlodidae","Perlodes","Perlodes intricatus","33","17","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Plecoptera","Perlodidae","Perlodes","Perlodes jurassicus","31","16","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Plecoptera","Perlodidae","Perlodes","Perlodes microcephalus","27","12,13,15,14","Makino, S. (1951). An atlas of the chromosome numbers in animals. Iowa State College Press, Ames; Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Amphipsocidae","Amphipsocus","Amphipsocus japonicus","16,16,15","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Amphipsocidae","Kolbia","Kolbia quisquiliarum","16","8","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Caeciliusidae","Caecilius","Caecilius fuscopterus","18,17","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Caeciliusidae","Valenzuela","Valenzuela burmeisteri","18,17","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Caeciliusidae","Valenzuela","Valenzuela flavidus","27","14","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Caeciliusidae","Valenzuela","Valenzuela gynapterus","18,17","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Caeciliusidae","Valenzuela","Valenzuela oyamai","18,17","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Caeciliusidae","Valenzuela","Valenzuela piceus","18,17","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Ectopsocidae","Ectopsocopsis","Ectopsocopsis cryptomeriae","18,17","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Ectopsocidae","Ectopsocus","Ectopsocus briggsi","18,17","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Ectopsocidae","Ectopsocus","Ectopsocus maindroni","18,17","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Ectopsocidae","Ectopsocus","Ectopsocus meridionalis","27","14","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Elipsocidae","Elipsocus","Elipsocus abdominalis","18,17","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Elipsocidae","Elipsocus","Elipsocus moebiusi","14,13","7","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Elipsocidae","Elipsocus","Elipsocus pumilis","18,17","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Elipsocidae","Hemineura","Hemineura dispar","18,17","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Elipsocidae","Reuterella","Reuterella helvimacula","18,17","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Epipsocidae","Bertkauia","Bertkauia lucifuga","18,17","9","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
"Arthropoda","Insecta","Psocodea","Gyropidae","Gyropus","Gyropus ovalis","4","2","Ashman, T. L., Bachtrog, D., Blackmon, H., Goldberg, E. E., Hahn, M. W., Kirkpatrick, M., et al. (2014). Tree of Sex: A database of sexual systems. Scientific Data, 1, 140015."
