Order	Family	Genus	species	Sexual System	Karyotype	Genotypic	Haplodiploidy	Predicted ploidy	Chromosome_number_female_2N	Chromosome_number_male_2N
Acariformes	Penthaleidae	Penthaleus	major	parthenogenetic						
Acariformes	Phenopelopidae	Eupelops	hirtus	gonochorous						
Acariformes	Phenopelopidae	Eupelops	plicatus	gonochorous						
Acariformes	Phenopelopidae	Eupelops	torulosus	gonochorous						
Acariformes	Phthiracaridae	Atropacarus	striculus	parthenogenetic						
Acariformes	Phthiracaridae	Phthiracarus	setosellus	gonochorous						
Acariformes	Phthiracaridae	Steganacarus	magnus	gonochorous						
Acariformes	Pionidae	Piona	nodata	gonochorous					8	
Acariformes	Podapolipidae	Chrysomelobia	labidomerae	gonochorous			other			
Acariformes	Pterochthoniidae	Pterochthonius	angelus	parthenogenetic						
Acariformes	Pyemotidae	Pyemotes	herfsi	gonochorous			other			
Acariformes	Pyemotidae	Pyemotes	scolyti	gonochorous			other			
Acariformes	Pyemotidae	Pyemotes	tritici	gonochorous			other		6	
Acariformes	Pyemotidae	Pyemotes	ventricosus	gonochorous			other		6	
Acariformes	Pyroglyphidae	Dermatophagoides	farinae	gonochorous	XO					
Acariformes	RAPHIGNATHIDAE	Neognathus	terrestris	parthenogenetic						
Acariformes	Rhagidiidae	Poecilophysis	faeroensis	parthenogenetic						
Acariformes	Rhagidiidae	Rhagidia	gigas	parthenogenetic						
Acariformes	Rhagidiidae	Robustocheles	mucronata	parthenogenetic						
Acariformes	Sarcoptidae	Sarcoptes	scabiei	gonochorous	XO				18	
Acariformes	Scheloribatidae	Scheloribates	laevigatus	gonochorous						
Acariformes	Scutacaridae	Imparipes	histricinus	gonochorous			other			
Acariformes	Suctobelbidae	Allosuctobelba	obtusa	parthenogenetic						
Acariformes	Suctobelbidae	Suctobelbella	falcata	parthenogenetic						
Acariformes	Suctobelbidae	Suctobelbella	hamata	parthenogenetic						
Acariformes	Suctobelbidae	Suctobelbella	similis	parthenogenetic						
Acariformes	Suctobelbidae	Suctobelbella	subcornigera	parthenogenetic						
Acariformes	Suctobelbidae	Suctobelbella	tuberculata	parthenogenetic						
Acariformes	Suctobelbidae	Suctobelbella	vera	parthenogenetic						
Acariformes	Tarsonemidae	Polyphagotarsonemus	latus	gonochorous			other		4	
Acariformes	Tectocepheidae	Tectocepheus	minor	parthenogenetic						
Acariformes	Tectocepheidae	Tectocepheus	sarekensis	parthenogenetic						
Acariformes	Tectocepheidae	Tectocepheus	velatus	parthenogenetic						
Acariformes	Tegoribatidae	Lepidozetes	singularis	gonochorous						
Acariformes	Tenuipalpidae	Brevipalpus	obovatus	parthenogenetic			other		2	
Acariformes	Tenuipalpidae	Brevipalpus	russulus	gonochorous			other		4	
Acariformes	Tenuipalpidae	Raoiella	indica	gonochorous			other		4	
Acariformes	Tetranychidae	Bryobia	graminum	parthenogenetic						
Acariformes	Tetranychidae	Bryobia	kissophila	parthenogenetic						
Acariformes	Tetranychidae	Bryobia	praetiosa	parthenogenetic			other		8	
Acariformes	Tetranychidae	Bryobia	rubrioculus	parthenogenetic						
Acariformes	Tetranychidae	Eotetranychus	carpini	gonochorous			other		8	
Acariformes	Tetranychidae	Eotetranychus	tiliarium	gonochorous			other		8	
Acariformes	Tetranychidae	Oligonychus	coffeae	gonochorous			other		6	
Acariformes	Tetranychidae	Oligonychus	gossypii	gonochorous			other		4	
Acariformes	Tetranychidae	Oligonychus	pratensis	gonochorous			other		8	
Acariformes	Tetranychidae	Oligonychus	quercinus	gonochorous			other		6	
Acariformes	Tetranychidae	Oligonychus	ununguis	gonochorous			other		6	
Acariformes	Tetranychidae	Panonychus	ulmi	gonochorous			other		6	
Acariformes	Tetranychidae	Petrobia	harti	gonochorous			other		4	
Acariformes	Tetranychidae	Petrobia	latens	gonochorous			other		8	
Acariformes	Tetranychidae	Schizotetranychus	schizopus	gonochorous			other		6	
Acariformes	Tetranychidae	Tetranychus	atlanticus	gonochorous			other		6	
Acariformes	Tetranychidae	Tetranychus	cinnabarinus	gonochorous			other		6	
Acariformes	Tetranychidae	Tetranychus	hydrangeae	gonochorous			other		6	
Acariformes	Tetranychidae	Tetranychus	ludeni	gonochorous			other		6	
Acariformes	Tetranychidae	Tetranychus	pacificus	gonochorous			other		6	
Acariformes	Tetranychidae	Tetranychus	urticae	gonochorous			other		6	
Acariformes	Tetranychidae	Tetranychus	viennensis	gonochorous			other		6	
Acariformes	Tetranychidae	Tetranycopsis	horridus	parthenogenetic			other		4	
Acariformes	Trhypochthoniidae	Allonothrus	russeolus	parthenogenetic						
Acariformes	Trhypochthoniidae	Archegozetes	longisetosus	parthenogenetic						
Acariformes	Trhypochthoniidae	Mainothrus	badius	parthenogenetic						
Acariformes	Trhypochthoniidae	Mucronothrus	nasalis	parthenogenetic						
Acariformes	Trhypochthoniidae	Trhypochthoniellus	badius	parthenogenetic						
Acariformes	Trhypochthoniidae	Trhypochthonius	americanus	parthenogenetic						
Acariformes	Trhypochthoniidae	Trhypochthonius	silvestris	parthenogenetic						
Acariformes	Trhypochthoniidae	Trhypochthonius	tectorum	parthenogenetic						
Acariformes	Trombiculidae	Leptotrombidium	akamushi	gonochorous	XY				12	
Acariformes	Trombiculidae	Leptotrombidium	deliense	gonochorous					14	
Acariformes	Trombiculidae	Leptotrombidium	fletcheri	gonochorous					14	
Acariformes	Trombiculidae	Leptotrombidium	scutellare	gonochorous	XY				14	
Acariformes	Unionicolidae	Neumania	vernalis	gonochorous					4	
Acariformes	Unionicolidae	Unionicola	crassipes	gonochorous					18	
Acariformes	Xenillidae	Xenillus	tegeocranus	gonochorous					18	
Acariformes	Demodicidae	Demodex	caprae	gonochorous			other		4	
Acariformes	Eylaidae	Eylais	rimosa	gonochorous					4	
Acariformes	Eylaidae	Eylais	setosa	gonochorous					4	
Acariformes	Oxidae	Frontipoda	musculus	gonochorous					19	
Acariformes	Tarsonemidae	Phytonemus	pallidus	gonochorous			other		4	
Acariformes	Tetranychidae	Eurytetranychus	buxi	gonochorous			other		10	
Acariformes	Tetranychidae	Eutetranychus	banksi	gonochorous			other		6	
Acariformes	Tetranychidae	Eutetranychus	orientalis	gonochorous			other		6	
Acariformes	Tetranychidae	Eutetranychus	sambiranensis	gonochorous			other		4	
Acariformes	Trombidiidae	Allothrombium	fuliginosum	gonochorous					24	
Blattodea	Blaberidae	Archimandrita	tessellata	gonochorous	XO	male heterogametic			46	45
Blattodea	Blaberidae	Blaberus	atropos	gonochorous	XO	male heterogametic			74	73
Blattodea	Blaberidae	Blaberus	discoidalis	gonochorous	XO	male heterogametic			38	37
Blattodea	Blaberidae	Blaberus	giganteus	gonochorous	XO	male heterogametic			74	73
Blattodea	Blaberidae	Byrsotria	fumigata	gonochorous	XO	male heterogametic			48	47
Blattodea	Blaberidae	Diploptera	punctata	gonochorous	XO	male heterogametic			48	47
Blattodea	Blaberidae	Epilampra	maya	gonochorous	XO	male heterogametic			36	35
Blattodea	Blaberidae	Eublaberus	distanti	gonochorous	XO	male heterogametic			66	65
Blattodea	Blaberidae	Eublaberus	posticus	gonochorous	XO	male heterogametic			44	43
Blattodea	Blaberidae	Gromphadorhina	chopardi	gonochorous	XO	male heterogametic			76	75
Blattodea	Blaberidae	Gromphadorhina	portentosa	gonochorous	XO	male heterogametic			64	63
Blattodea	Blaberidae	Lanxoblatta	emarginata	gonochorous	XO	male heterogametic			66	65
Blattodea	Blaberidae	Leucophaea	maderae	gonochorous	XO	male heterogametic			24	23
Blattodea	Blaberidae	Macropanesthia	rhinoceros	gonochorous	XO	male heterogametic			80	79
Blattodea	Blaberidae	Nauphoeta	cinerea	gonochorous	XO	male heterogametic			38	37
Blattodea	Blaberidae	Panchlora	nivea	gonochorous	XO	male heterogametic			36	35
Blattodea	Blaberidae	Panchlora	viridis	gonochorous	XO	male heterogametic			38	37
Blattodea	Blaberidae	Panesthia	sp.	gonochorous	XO	male heterogametic			38	37
Blattodea	Blaberidae	Pycnoscelus	indicus	gonochorous	XO	male heterogametic			36	35
Blattodea	Blaberidae	Pycnoscelus	surinamensis						35	
Blattodea	Blaberidae	Pycnoscelus	surinamensis						53	
Blattodea	Blattellidae	Attaphila	fungicola	gonochorous	XO	male heterogametic			34	33
Blattodea	Blattellidae	Blattella	bisignata	gonochorous	XO	male heterogametic			24	23
Blattodea	Blattellidae	Blattella	germanica	gonochorous	XO	male heterogametic			24	23
Blattodea	Blattellidae	Blattella	sauteri	gonochorous	XO	male heterogametic			24	23
Blattodea	Blattellidae	Blattella	vaga	gonochorous	XO	male heterogametic			24	23
Blattodea	Blattellidae	Dendroblatta	sobrina	gonochorous	XO	male heterogametic			26	25
Blattodea	Blattellidae	Ectobius	pallidus	gonochorous	XO	male heterogametic			22	21
Blattodea	Blattellidae	Gislenia	australica	gonochorous	XO	male heterogametic			34	33
Blattodea	Blattellidae	Ischnoptera	deropeltiformis	gonochorous	XO	male heterogametic			50	49
Blattodea	Blattellidae	Ischnoptera	galibi	gonochorous	XO	male heterogametic			44	43
Blattodea	Blattellidae	Loboptera	decipiens	gonochorous	XO	male heterogametic			34	33
Blattodea	Blattellidae	Lobopterella	dimidiatipes	gonochorous	XO	male heterogametic			38	37
Blattodea	Blattellidae	Lupparia	notulata	gonochorous	XO	male heterogametic			20	19
Blattodea	Blattellidae	Parcoblatta	fulvescens	gonochorous	XO	male heterogametic			38	37
Blattodea	Blattellidae	Parcoblatta	pennsylvanica	gonochorous	XO	male heterogametic			38	37
Blattodea	Blattellidae	Pseudomops	septentrionalis	gonochorous	XO	male heterogametic			32	31
Blattodea	Blattellidae	Shawella	couloniana	gonochorous	XO	male heterogametic			36	35
Blattodea	Blattellidae	Supella	longipalpa	gonochorous	XO	male heterogametic			20	19
Blattodea	Blattellidae	Symploce	capitata	gonochorous	XO	male heterogametic			28	27
Blattodea	Blattellidae	Symplocodes	marmorata	gonochorous	XO	male heterogametic			40	39
Blattodea	Blattellidae	Xestoblatta	immaculata	gonochorous	XO	male heterogametic			38	37
Blattodea	Blattidae	Blatta	orientalis	gonochorous	XO	male heterogametic			48	47
Blattodea	Blattidae	Cryptocercus	punctulatus	gonochorous	XO	male heterogametic			40	39
Blattodea	Polyphagidae	Cryptocercus	punctulatus	gonochorous	XO	male heterogametic			38	37
Blattodea	Polyphagidae	Cryptocercus	punctulatus	gonochorous	XO	male heterogametic			48	47
Blattodea	Blattidae	Deropeltis	erythrocephala	gonochorous	XO	male heterogametic			50	49
Blattodea	Blattidae	Eurycotis	decipiens	gonochorous	XO	male heterogametic			28	27
Blattodea	Blattidae	Eurycotis	floridana	gonochorous	XO	male heterogametic			28	27
Blattodea	Blattidae	Lamproblatta	albipalpus	gonochorous	XO	male heterogametic			18	17
Blattodea	Blattidae	Periplaneta	americana	gonochorous	XO	male heterogametic			34	33
Blattodea	Blattidae	Periplaneta	australasiae	gonochorous	XO	male heterogametic			28	27
Blattodea	Blattidae	Periplaneta	brunnea	gonochorous	XO	male heterogametic			28	27
Blattodea	Blattidae	Periplaneta	fuliginosa	gonochorous	XO	male heterogametic			28	27
Blattodea	Blattidae	Periplaneta	japonica	gonochorous	XO	male heterogametic			34	33
Blattodea	Polyphagidae	Polyphaga	aegyptiaca	gonochorous	XO	male heterogametic			64	63
Coleoptera	Anobiidae	Ernobius	mollis	gonochorous	XY	male heterogametic			22	22
Coleoptera	Anobiidae	Gibbium	psylloides	gonochorous	XY	male heterogametic			18	18
Coleoptera	Anobiidae	Lasioderma	serricorne	gonochorous	XY	male heterogametic			18	18
Coleoptera	Anobiidae	Ptinus	clavipes	gonochorous	XY	male heterogametic			18	18
Coleoptera	Anobiidae	Ptinus	clavipes	parthenogenetic				3	27	
Coleoptera	Anobiidae	Ptinus	villiger	gonochorous	XY	male heterogametic			18	18
Coleoptera	Anobiidae	Stegobium	paniceum	gonochorous	XO	male heterogametic			18	17
Coleoptera	Anthicidae	Notoxus	calcaratus	gonochorous	XY	male heterogametic			18	18
Coleoptera	Anthicidae	Notoxus	constrictus	gonochorous	XY	male heterogametic			18	18
Coleoptera	Anthicidae	Notoxus	monodon	gonochorous	XY	male heterogametic			18	18
Coleoptera	Anthribidae	Araecerus	fasciculatus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Anthribidae	Euparius	marmoreus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Anthribidae	Ptychoderes	tricostifrons	gonochorous	XY	male heterogametic			22	22
Coleoptera	Attelabidae	Apoderus	balteatus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Attelabidae	Apoderus	balteatus	gonochorous	XY	male heterogametic			26	26
Coleoptera	Attelabidae	Apoderus	coryli	gonochorous	XY	male heterogametic			28	28
Coleoptera	Attelabidae	Deporaus	affectatus	gonochorous	XY	male heterogametic			24	24
Coleoptera	Attelabidae	Deporaus	marginatus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Attelabidae	Deporaus	minimus	gonochorous	XY	male heterogametic			26	26
Coleoptera	Attelabidae	Deporaus	unicolor	gonochorous	XY	male heterogametic			24	24
Coleoptera	Attelabidae	Deporaus	unicolor	gonochorous	XY	male heterogametic			34	34
Coleoptera	Attelabidae	Deporaus	unicolor	gonochorous	complex XY	male heterogametic				29
Coleoptera	Attelabidae	Hypera	viciae	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Hypera	viciae	gonochorous	XY	male heterogametic			22	22
Coleoptera	Attelabidae	Larinus	sturnus	gonochorous	XY	male heterogametic			38	38
Coleoptera	Attelabidae	Liophloeus	lentus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Liophloeus	lentus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Attelabidae	Liparus	glabrirostris	gonochorous	XY	male heterogametic			32	32
Coleoptera	Curculionidae	Liparus	glabrirostris	gonochorous						32
Coleoptera	Attelabidae	Pissodes	notatus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Curculionidae	Pissodes	notatus	gonochorous	XY	male heterogametic			30	30
Coleoptera	Attelabidae	Rhynchites	heros	gonochorous	XY	male heterogametic			38	38
Coleoptera	Bostrichidae	Rhizopertha	dominica	gonochorous	XY	male heterogametic			18	18
Coleoptera	Bostrichidae	Sinoxylon	anale	gonochorous	XY	male heterogametic			20	20
Coleoptera	Brentidae	Apion	collare	gonochorous	XY	male heterogametic			22	22
Coleoptera	Brentidae	Brentus	anchorago	gonochorous	XY	male heterogametic			12	12
Coleoptera	Brentidae	Brentus	mexicanus	gonochorous	XY	male heterogametic			12	12
Coleoptera	Brentidae	Ceratapion	austriacum	gonochorous	XY	male heterogametic			22	22
Coleoptera	Brentidae	Ceratapion	penetrans	gonochorous	XY	male heterogametic			22	22
Coleoptera	Brentidae	Cylas	formicarius	gonochorous	XY	male heterogametic			22	22
Coleoptera	Brentidae	Cylas	formicarius elegantulus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Brentidae	Eutrichapion	melancholicum	gonochorous	XY	male heterogametic			22	22
Coleoptera	Brentidae	Nanophyes	marmoratus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Brentidae	Oxystoma	cerdo	gonochorous	XY	male heterogametic			22	22
Coleoptera	Brentidae	Rhopalapion	longirostre	gonochorous	XY	male heterogametic			22	22
Coleoptera	Brentidae	Squamapion	flavimanum	gonochorous	XY	male heterogametic			22	22
Coleoptera	Buprestidae	Agrilus	angustulus	gonochorous	XY	male heterogametic			22	22
Coleoptera	Buprestidae	Agrilus	anxius	gonochorous	XY	male heterogametic			22	22
Coleoptera	Buprestidae	Agrilus	araxenus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Buprestidae	Agrilus	liragus	gonochorous	XY	male heterogametic			20	20
Coleoptera	Buprestidae	Agrilus	obscuricollis	gonochorous	XY	male heterogametic			20	20
Coleoptera	Buprestidae	Anthaxia	bicolor	gonochorous	XY	male heterogametic			16	16
Coleoptera	Buprestidae	Anthaxia	hungarica	gonochorous	XY	male heterogametic			16	16
Coleoptera	Buprestidae	Anthaxia	podolica	gonochorous	XY	male heterogametic			16	16
Coleoptera	Buprestidae	Capnodis	tenebrionis	gonochorous	XY	male heterogametic			14	14
Coleoptera	Buprestidae	Castiarina	adelaidae	gonochorous	XY	male heterogametic			22	22
Coleoptera	Buprestidae	Castiarina	rufipennis	gonochorous	XY	male heterogametic			22	22
Coleoptera	Buprestidae	Castiarina	simulata	gonochorous	XY	male heterogametic			22	22
Coleoptera	Buprestidae	Chrysobothris	dentipes	gonochorous	XY	male heterogametic			16	16
Coleoptera	Buprestidae	Chrysobothris	floricola	gonochorous	XY	male heterogametic			16	16
Coleoptera	Buprestidae	Coraebus	rubi	gonochorous	XY	male heterogametic			22	22
Coleoptera	Buprestidae	Coraebus	sinuatus	gonochorous	XY	male heterogametic			24	24
Coleoptera	Buprestidae	Euchroma	gigantea	gonochorous	complex XY	male heterogametic				26
Coleoptera	Buprestidae	Euchroma	gigantea	gonochorous	complex XY	male heterogametic				24
Coleoptera	Buprestidae	Euchroma	gigantea	gonochorous	complex XY	male heterogametic				24
Coleoptera	Buprestidae	Euchroma	gigantea	gonochorous	complex XY	male heterogametic				32
Coleoptera	Buprestidae	Euchroma	gigantea	gonochorous	complex XY	male heterogametic				34
Coleoptera	Buprestidae	Euchroma	gigantea	gonochorous	complex XY	male heterogametic				36
Coleoptera	Buprestidae	Melanophila	acuminata	gonochorous	XY	male heterogametic			12	12
Coleoptera	Buprestidae	Perotis	lugubris	gonochorous	XY	male heterogametic			20	20
Coleoptera	Buprestidae	Sphaerobothris	aghababiani	gonochorous	XY	male heterogametic			16	16
Coleoptera	Buprestidae	Stigmodera	macularia	gonochorous	XY	male heterogametic			22	22
