"distribution","max","median","minimum","resolved_name"
"11","11","11","11","Lomatium triternatum"
"11","11","11","11","Lomatium tuberosum"
"11","11","11","11","Lomatium utriculatum"
"11","11","11","11","Lomatium vaginatum"
"11","11","11","11","Lomatium watsonii"
"11","11","11","11","Lomatocarpa albomarginata"
"16-20-24","24","20","16","Lomatogonium carinthiacum"
"8","8","8","8","Lomatogonium macranthum"
"5-8","8","5","5","Lomatogonium rotatum"
"8-9-18-27","27","18","8","Lomelosia caucasica"
"8-9","9","9","8","Lomelosia olivieri"
"9-10","10","9","9","Lonas annua"
"11","11","11","11","Lonchocarpus acuminatus"
"11","11","11","11","Lonchocarpus angusticarpus"
"11","11","11","11","Lonchocarpus atropurpureus"
"11","11","11","11","Lonchocarpus benthamianus"
"11","11","11","11","Lonchocarpus castilloi"
"11","11","11","11","Lonchocarpus caudatus"
"11","11","11","11","Lonchocarpus constrictus"
"11","11","11","11","Lonchocarpus costaricensis"
"11","11","11","11","Lonchocarpus emarginatus"
"11","11","11","11","Lonchocarpus epigaeus"
"11","11","11","11","Lonchocarpus eriocarinalis"
"11","11","11","11","Lonchocarpus eriophyllus"
"11","11","11","11","Lonchocarpus guatemalensis"
"11","11","11","11","Lonchocarpus hermannii"
"11","11","11","11","Lonchocarpus hidalgensis"
"11","11","11","11","Lonchocarpus huetamoensis"
"11","11","11","11","Lonchocarpus hughesii"
"11","11","11","11","Lonchocarpus lanceolatus"
"11","11","11","11","Lonchocarpus laxiflorus"
"11","11","11","11","Lonchocarpus leucanthus"
"11","11","11","11","Lonchocarpus longistylus"
"11","11","11","11","Lonchocarpus luteomaculatus"
"11","11","11","11","Lonchocarpus minimiflorus"
"11","11","11","11","Lonchocarpus morenoi"
"11","11","11","11","Lonchocarpus mutans"
"11","11","11","11","Lonchocarpus orotinus"
"11","11","11","11","Lonchocarpus parviflorus"
"11","11","11","11","Lonchocarpus phaseolifolius"
"11","11","11","11","Lonchocarpus punctatus"
"11","11","11","11","Lonchocarpus rugosus"
"11","11","11","11","Lonchocarpus santarosanus"
"11","11","11","11","Lonchocarpus schubertiae"
"11","11","11","11","Lonchocarpus sericeus"
"11","11","11","11","Lonchocarpus spectabilis"
"22","22","22","22","Lonchostoma monogynum"
"22","22","22","22","Lonchostoma purpureum"
"18-27","27","27","18","Lonicera acuminata"
"9-16-18","18","9","9","Lonicera alpigena"
"9","9","9","9","Lonicera angustifolia"
"9","9","9","9","Lonicera arborea"
"18","18","18","18","Lonicera asperifolia"
"9","9","9","9","Lonicera bella"
"9-18","18","18","9","Lonicera caerulea"
"9","9","9","9","Lonicera canadensis"
"9","9","9","9","Lonicera caprifolium"
"9","9","9","9","Lonicera caucasica"
"9","9","9","9","Lonicera chrysantha"
"9","9","9","9","Lonicera dioica"
"9","9","9","9","Lonicera etrusca"
"9-18","18","9","9","Lonicera ferdinandii"
"9","9","9","9","Lonicera flava"
"9","9","9","9","Lonicera fragrantissima"
"9","9","9","9","Lonicera gynochlamydea"
"9","9","9","9","Lonicera hirsuta"
"9","9","9","9","Lonicera hispida"
"9","9","9","9","Lonicera hispidula"
"9","9","9","9","Lonicera humilis"
"8","8","8","8","Lonicera hypoglauca"
"9","9","9","9","Lonicera hypoleuca"
"9-18","18","18","9","Lonicera implexa"
"9","9","9","9","Lonicera involucrata"
"9","9","9","9","Lonicera involucrata var. ledebourii"
"9-18","18","9","9","Lonicera japonica"
"9-11","11","9","9","Lonicera ligustrina"
"9","9","9","9","Lonicera maackii"
"9","9","9","9","Lonicera macrantha"
"9-18","18","9","9","Lonicera maximowiczii"
"9-18","18","9","9","Lonicera microphylla"
"9","9","9","9","Lonicera modesta"
"9","9","9","9","Lonicera nervosa"
"9","9","9","9","Lonicera nigra"
"9","9","9","9","Lonicera oblongifolia"
"9-18-27","27","18","9","Lonicera periclymenum"
"9","9","9","9","Lonicera praeflorens"
"9","9","9","9","Lonicera prolifera"
"9","9","9","9","Lonicera pyrenaica"
"9","9","9","9","Lonicera quinquelocularis"
"9-18","18","9","9","Lonicera rupicola"
"9","9","9","9","Lonicera ruprechtiana"
"9-18","18","18","9","Lonicera sempervirens"
"9","9","9","9","Lonicera similis"
"9","9","9","9","Lonicera stabiana"
"9","9","9","9","Lonicera standishii"
"9","9","9","9","Lonicera subspicata"
"9","9","9","9","Lonicera tangutica"
"9","9","9","9","Lonicera tatarica"
"9","9","9","9","Lonicera tatarinowii"
"9","9","9","9","Lonicera tomentella"
"27","27","27","27","Lonicera tragophylla"
"9","9","9","9","Lonicera trichosantha"
"9","9","9","9","Lonicera trichosantha var. deflexicalyx"
"9-18","18","18","9","Lonicera villosa"
"9-18","18","18","9","Lonicera webbiana"
"9","9","9","9","Lonicera xylosteum"
"10-11","11","11","10","Lopezia coronata"
"11","11","11","11","Lopezia grandiflora"
"10","10","10","10","Lopezia hirsuta"
"10-20","20","10","10","Lopezia laciniata"
"11","11","11","11","Lopezia langmaniae"
"11","11","11","11","Lopezia lopezioides"
"10-20","20","10","10","Lopezia racemosa"
"6","6","6","6","Lophanthera hammelii"
"6","6","6","6","Lophanthera lactescens"
"8-9","9","8","8","Lophanthus chinensis"
"16","16","16","16","Lophanthus ouroumitanensis"
"24","24","24","24","Lophatherum gracile"
"24","24","24","24","Lophatherum sinense"
"21","21","21","21","Lophiola aurea"
"14","14","14","14","Lophira alata"
"14","14","14","14","Lophira lanceolata"
"11","11","11","11","Lophocereus schottii"
"11","11","11","11","Lophomyrtus bullata"
"11","11","11","11","Lophomyrtus obcordata"
"11","11","11","11","Lophophora williamsii"
"12","12","12","12","Lophospermum erubescens"
"12","12","12","12","Lophospermum purpusii"
"12","12","12","12","Lophospermum scandens"
"11","11","11","11","Lophostemon confertus"
"14","14","14","14","Lophostigma plumosum"
"9","9","9","9","Lorandersonia baileyi"
"9","9","9","9","Lorandersonia linifolia"
"9","9","9","9","Lorandersonia microcephala"
"45","45","45","45","Lorandersonia peirsonii"
"9-18","18","9","9","Lorandersonia pulchella"
"9","9","9","9","Lorandersonia spathulata"
"9","9","9","9","Loranthus europaeus"
"9","9","9","9","Loranthus pulverulentus"
"19","19","19","19","Lordhowea insularis"
"14","14","14","14","Loricaria thuyoides"
"12","12","12","12","Loropetalum chinense"
"9","9","9","9","Lotononis acuticarpa"
"9","9","9","9","Lotononis adpressa"
"18","18","18","18","Lotononis bainesii"
"9","9","9","9","Lotononis calycina"
"42","42","42","42","Lotononis carnosa"
"14","14","14","14","Lotononis densa"
"9","9","9","9","Lotononis digitata"
"28","28","28","28","Lotononis divaricata"
"14","14","14","14","Lotononis elongata"
"9","9","9","9","Lotononis eriantha"
"9","9","","9","Lotononis eriocarpa"
"14","14","14","14","Lotononis exstipulata"
"9","9","9","9","Lotononis foliosa"
"9","9","9","9","Lotononis fruticoides"
"14","14","14","14","Lotononis gracilis"
"9","9","9","9","Lotononis hirsuta"
"14","14","14","14","Lotononis involucrata"
"9","9","9","9","Lotononis laxa"
"9","9","9","9","Lotononis lenticula"
"9","9","9","9","Lotononis leptoloba"
"9","9","9","9","Lotononis listii"
"14","14","14","14","Lotononis lotononoides"
"9","9","9","9","Lotononis macrosepala"
"9","9","9","9","Lotononis magnifica"
"9","9","9","9","Lotononis maximiliani"
"14","14","14","14","Lotononis meyeri"
"9","9","9","9","Lotononis oxyptera"
"9","9","9","9","Lotononis parviflora"
"9","9","9","9","Lotononis platycarpa"
"9","9","9","9","Lotononis polycephala"
"14","14","14","14","Lotononis pulchella"
"14","14","14","14","Lotononis pungens"
"9","9","9","9","Lotononis rabenaviana"
"9","9","9","9","Lotononis rostrata"
"14","14","14","14","Lotononis sericophylla"
"14","14","14","14","Lotus aegaeus"
"6-12","12","6","6","Lotus alpinus"
"6-12","12","6","6","Lotus angustissimus"
"7","7","7","7","Lotus arabicus"
"7-14","14","7","7","Lotus arenarius"
"7","7","7","7","Lotus argyrodes"
"14","14","14","14","Lotus australis"
"14","14","14","14","Lotus berthelotii"
"7","7","7","7","Lotus biflorus"
"6","6","6","6","Lotus borbasii"
"7","7","7","7","Lotus brunneri"
"6","6","6","6","Lotus burttii"
"7","7","7","7","Lotus callis-viridis"
"7","7","7","7","Lotus campylocladus"
"7","7","7","7","Lotus chihuahuanus"
"6","6","6","6","Lotus conimbricensis"
"5-6-8-12-13-14-16-18","18","12","5","Lotus corniculatus"
"7-14","14","14","7","Lotus creticus"
"14","14","14","14","Lotus cruentus"
"7-14","14","7","7","Lotus cytisoides"
"12","12","12","12","Lotus delortii"
"7","7","7","7","Lotus discolor"
"6","6","6","6","Lotus divaricatus"
"7","7","7","7","Lotus drepanocarpus"
"7","7","7","7","Lotus dumetorum"
"7","7","7","7","Lotus edulis"
"14","14","14","14","Lotus emeroides"
"7","7","7","7","Lotus gebelia"
"6","6","6","6","Lotus glaber"
"6","6","6","6","Lotus glacialis"
"5","5","5","5","Lotus glareosus"
"7","7","7","7","Lotus glaucus"
"7","7","7","7","Lotus glinoides"
"7-14","14","7","7","Lotus halophilus"
"7","7","7","7","Lotus hillebrandii"
"6-12-13","13","12","6","Lotus hispidus"
"7","7","7","7","Lotus holosericus"
"7","7","7","7","Lotus jacobaeus"
"7","7","7","7","Lotus jolyi"
"6","6","6","6","Lotus krylovii"
"14","14","14","14","Lotus kunkelii"
"7","7","7","7","Lotus lancerottensis"
"7","7","7","7","Lotus laricus"
"7-14","14","7","7","Lotus longesiliquosus"
"7","7","7","7","Lotus macranthus"
"14","14","14","14","Lotus maculatus"
"7","7","7","7","Lotus maritimus"
"7","7","7","7","Lotus maroccanus"
"7-14","14","7","7","Lotus mascaensis"
"7","7","7","7","Lotus mearnsii"
"7","7","7","7","Lotus michauxianus"
"7","7","7","7","Lotus ornithopodioides"
"7","7","7","7","Lotus oroboides"
"7","7","7","7","Lotus palaestinus"
"6-12","12","6","6","Lotus palustris"
"6-12","12","6","6","Lotus parviflorus"
"6-12","12","6","6","Lotus pedunculatus"
"14","14","14","14","Lotus peliorhynchus"
"14","14","14","14","Lotus peregrinus"
"6","6","6","6","Lotus praetermissus"
"6-12","12","12","6","Lotus preslii"
"7","7","7","7","Lotus purshianus"
"6","6","6","6","Lotus schoelleri"
"7-14","14","14","7","Lotus sessilifolius"
"7","7","7","7","Lotus spartioides"
"5-6-12","12","6","5","Lotus subbiflorus"
"6-12","12","6","6","Lotus tenuis"
"7","7","7","7","Lotus tetragonolobus"
"7-12","12","7","7","Lotus tetraphyllus"
"6","6","6","6","Lotus ucrainicus"
"7","7","7","7","Lotus weilleri"
"10-20","20","10","10","Loudetia arundinacea"
"12-24-36","36","12","12","Loudetia flavida"
"10","10","10","10","Loudetia kagerensis"
"20","20","20","20","Loudetia phragmitoides"
"10-12-20-30","30","20","10","Loudetia simplex"
"40","40","40","40","Loudetiopsis chrysothrix"
"10-40","40","10","10","Loudetiopsis kerstingii"
"26","26","26","26","Lovoa swynnertonii"
"25","25","25","25","Lovoa trichilioides"
"16","16","16","16","Loxococcus rupicola"
"15","15","15","15","Loxothysanus sinuatus"
"14","14","14","14","Lucilia acutifolia"
"14","14","14","14","Lucilia nitens"
"12","12","12","12","Luciliocline subspicata"
"22","22","22","22","Luculia gratissima"
"22","22","22","22","Luculia pinceana"
"20","20","20","20","Ludisia discolor"
"24","24","24","24","Ludwigia abyssinica"
"8-12-16-24","24","12","8","Ludwigia adscendens"
"32-40","40","32","32","Ludwigia affinis"
"24","24","24","24","Ludwigia africana"
"16-24","24","24","16","Ludwigia alata"
"8","8","8","8","Ludwigia alternifolia"
"16","16","16","16","Ludwigia arcuata"
"24","24","24","24","Ludwigia brevipes"
"24-32","32","24","24","Ludwigia curtissii"
"8","8","8","8","Ludwigia decurrens"
"32","32","32","32","Ludwigia elegans"
"8","8","8","8","Ludwigia erecta"
"1-16","16","16","1","Ludwigia glandulosa"
"20-24-32-40","40","24","20","Ludwigia grandiflora"
"16","16","16","16","Ludwigia hassleriana"
"8","8","8","8","Ludwigia helminthorrhiza"
"40","40","40","40","Ludwigia hexapetala"
"8","8","8","8","Ludwigia hirtella"
"8","8","8","8","Ludwigia hyssopifolia"
"8","8","8","8","Ludwigia inclinata"
"24","24","24","24","Ludwigia irwinii"
"32","32","32","32","Ludwigia jussiaeoides"
"8-16-24","24","16","8","Ludwigia leptocarpa"
"8","8","8","8","Ludwigia linearis"
"8","8","8","8","Ludwigia linifolia"
"8","8","8","8","Ludwigia major"
"8","8","8","8","Ludwigia maritima"
"24","24","24","24","Ludwigia martii"
"16","16","16","16","Ludwigia mexiae"
"8","8","8","8","Ludwigia microcarpa"
"24","24","24","24","Ludwigia myrtifolia"
"24","24","24","24","Ludwigia natans"
"8","8","8","8","Ludwigia nervosa"
"8-16-24","24","16","8","Ludwigia octovalvis"
"16","16","16","16","Ludwigia ovalis"
"8","8","8","8","Ludwigia palustris"
"8","8","8","8","Ludwigia peploides"
"8-16","16","8","8","Ludwigia perennis"
"32-40-48-64","64","48","32","Ludwigia peruviana"
"16","16","16","16","Ludwigia pilosa"
"16","16","16","16","Ludwigia polycarpa"
"8","8","8","8","Ludwigia prostrata"
"16","16","16","16","Ludwigia pseudonarcissus"
"16","16","16","16","Ludwigia ravenii"
"24","24","24","24","Ludwigia repens"
"8","8","8","8","Ludwigia sedioides"
"16","16","16","16","Ludwigia sericea"
"24","24","24","24","Ludwigia simpsonii"
"16","16","16","16","Ludwigia spathulata"
"16","16","16","16","Ludwigia sphaerocarpa"
"48","48","48","48","Ludwigia stenorraphe"
"16-24","24","16","16","Ludwigia suffruticosa"
"8","8","8","8","Ludwigia torulosa"
"24-40-48","48","40","24","Ludwigia uruguayensis"
"8","8","8","8","Ludwigia virgata"
"18","18","18","18","Luehea candida"
"18","18","18","18","Luehea divaricata"
"9-26-28-30-40","40","40","9","Luetkea pectinata"
"9-13-26","26","13","9","Luffa acutangula"
"9-11-12-13","13","13","9","Luffa cylindrica"
"13-26","26","13","13","Luffa echinata"
"13","13","13","13","Luffa operculata"
"30","30","30","30","Luina hypoleuca"
"19","19","19","19","Luisia filiformis"
"19-20","20","19","19","Luisia teres"
"19-20","20","19","19","Luisia trichorrhiza"
"19","19","19","19","Luisia tristis"
"12-13","13","12","12","Lumnitzera racemosa"
"14-15","15","15","14","Lunaria annua"
"14-15-30","30","15","14","Lunaria rediviva"
"16","16","16","16","Lundellianthus breedlovei"
"16","16","16","16","Lundellianthus jaliscensis"
"16-89-96-102-108","108","16","16","Lundellianthus salvinii"
"20","20","20","20","Lundia cordata"
"20","20","20","20","Lundia corymbifera"
"18","18","18","18","Lupinus albescens"
"24-84","84","24","24","Lupinus albicaulis"
"24","24","24","24","Lupinus albifrons"
"15-20-21-24-25","25","25","15","Lupinus albus"
"19-20-21-22-24","24","20","19","Lupinus angustifolius"
"20-24","24","24","20","Lupinus arboreus"
"24-48","48","24","24","Lupinus arcticus"
"24","24","24","24","Lupinus argenteus"
"24","24","24","24","Lupinus arvensis"
"19","19","19","19","Lupinus atlanticus"
"24","24","24","24","Lupinus ballianus"
"18","18","18","18","Lupinus bandelierae"
"16-17","17","16","16","Lupinus bracteolaris"
"24","24","24","24","Lupinus caespitosus"
"24","24","24","24","Lupinus chlorolepis"
"24","24","24","24","Lupinus chrysanthus"
"24","24","24","24","Lupinus concinnus"
"16-18","18","16","16","Lupinus cosentinii"
"18","18","18","18","Lupinus crotalarioides"
"26","26","26","26","Lupinus cumulicola"
"18-20-21-26","26","21","18","Lupinus digitatus"
"24","24","24","24","Lupinus elegans"
"18-24","24","18","18","Lupinus gibertianus"
"18","18","18","18","Lupinus guaraniticus"
"24-25","25","24","24","Lupinus hartwegii"
"18","18","18","18","Lupinus havardii"
"16-25-26","26","26","16","Lupinus hispanicus"
"24","24","24","24","Lupinus huaronensis"
"24","24","24","24","Lupinus laetus"
"18","18","18","18","Lupinus lanatus"
"24-48","48","24","24","Lupinus latifolius"
"24","24","24","24","Lupinus lepidus"
"24-48","48","24","24","Lupinus leucophyllus"
"24","24","24","24","Lupinus lindleyanus"
"16-17","17","16","16","Lupinus linearis"
"24","24","24","24","Lupinus littoralis"
"23-24-25-26-27-28-52","52","26","23","Lupinus luteus"
"24","24","24","24","Lupinus lyallii"
"24","24","24","24","Lupinus mantaroensis"
"26","26","26","26","Lupinus mariae-josephae"
"24","24","24","24","Lupinus mexicanus"
"12-23-24-25-26-52","52","26","12","Lupinus micranthus"
"24","24","24","24","Lupinus microphyllus"
"24","24","24","24","Lupinus montanus"
"18","18","18","18","Lupinus multiflorus"
"21-24","24","24","21","Lupinus mutabilis"
"24","24","24","24","Lupinus nanus"
"24","24","24","24","Lupinus nootkatensis"
"24","24","24","24","Lupinus ornatus"
"21","21","21","21","Lupinus palaestinus"
"24","24","24","24","Lupinus paniculatus"
"18","18","18","18","Lupinus paraguariensis"
"18","18","18","18","Lupinus paranensis"
"24-48","48","24","24","Lupinus perennis"
"20-21-24-25","25","21","20","Lupinus pilosus"
"24","24","24","24","Lupinus piurensis"
"26","26","26","26","Lupinus polycarpus"
"24-48","48","24","24","Lupinus polyphyllus"
"19","19","19","19","Lupinus princei"
"24","24","24","24","Lupinus prostratus"
"24-25","25","24","24","Lupinus pubescens"
"24","24","24","24","Lupinus pulvinaris"
"24","24","24","24","Lupinus pusillus"
"18","18","18","18","Lupinus reitzii"
"18","18","18","18","Lupinus rubriflorus"
"24","24","24","24","Lupinus semperflorens"
"24","24","24","24","Lupinus sericeus"
"24","24","24","24","Lupinus sierrae-blancae"
"24","24","24","24","Lupinus smithianus"
"24","24","24","24","Lupinus subacaulis"
"24","24","24","24","Lupinus succulentus"
"24-48","48","24","24","Lupinus sulphureus"
"18","18","18","18","Lupinus texensis"
"24","24","24","24","Lupinus tominensis"
"18","18","18","18","Lupinus uleanus"
"25","25","25","25","Lupinus vavilovii"
"18","18","18","18","Lupinus velutinus"
"26","26","26","26","Lupinus villosus"
"19-21","21","21","19","Luronium natans"
"12","12","12","12","Luziola fluitans"
"24","24","24","24","Luziola spruceana"
"12","12","12","12","Luzula abyssinica"
"9-24","24","9","9","Luzula acuminata"
"6","6","6","6","Luzula acutifolia"
"14-18","18","18","14","Luzula alpina"
"6","6","6","6","Luzula alpinopilosa"
"18-21-24","24","18","18","Luzula arcuata"
"6","6","6","6","Luzula atlantica"
"6-12","12","6","6","Luzula australasica"
"6","6","6","6","Luzula banksiana"
"6","6","6","6","Luzula bulbosa"
"6","6","6","6","Luzula caespitosa"
"6-7-8-9-10-12-15-18","18","6","6","Luzula campestris"
"6","6","6","6","Luzula canariensis"
"6","6","6","6","Luzula capitata"
"6","6","6","6","Luzula celata"
"12","12","12","12","Luzula chilensis"
"6","6","6","6","Luzula colensoi"
"6-12","12","12","6","Luzula comosa"
"18-24","24","18","18","Luzula confusa"
"18-24","24","24","18","Luzula congesta"
"6","6","6","6","Luzula crenulata"
"6","6","6","6","Luzula crinita"
"6-10","10","6","6","Luzula decipiens"
"6-7","7","6","6","Luzula densiflora"
"12","12","12","12","Luzula divulgata"
"6","6","6","6","Luzula echinata"
"3","3","3","3","Luzula elegans"
"6","6","6","6","Luzula flaccida"
"12","12","12","12","Luzula forsteri"
"6","6","6","6","Luzula glabrata"
"12-18","18","12","12","Luzula groenlandica"
"14","14","14","14","Luzula hawaiiensis"
"12","12","12","12","Luzula hitchcockii"
"21","21","21","21","Luzula johnstonii"
"12-18","18","12","12","Luzula kjellmaniana"
"6","6","6","6","Luzula lactea"
"6","6","6","6","Luzula lutea"
"6","6","6","6","Luzula lutescens"
"12","12","12","12","Luzula luzulina"
"2-6","6","6","2","Luzula luzuloides"
"9-12","12","9","9","Luzula melanocarpa"
"6","6","6","6","Luzula meridionalis"
"6-9-12-14-15-18-21-24","24","18","6","Luzula multiflora"
"12","12","12","12","Luzula nivalis"
"6-12","12","6","6","Luzula nivea"
"40","40","40","40","Luzula nodulosa"
"6","6","6","6","Luzula novae-cambriae"
"18","18","18","18","Luzula oligantha"
"10-11","11","10","10","Luzula orestera"
"6-9-12-18","18","6","6","Luzula pallescens"
"11-12-18","18","12","11","Luzula parviflora"
"6-15","15","6","6","Luzula pedemontana"
"6","6","6","6","Luzula pediformis"
"6","6","6","6","Luzula picta"
"30-31-33-36","36","33","30","Luzula pilosa"
"12","12","12","12","Luzula pindica"
"12","12","12","12","Luzula piperi"
"23","23","23","23","Luzula plumosa"
"6","6","6","6","Luzula pumila"
"3","3","3","3","Luzula purpureosplendens"
"6-12","12","12","6","Luzula racemosa"
"6","6","6","6","Luzula rufa"
"12-24-26","26","26","12","Luzula rufescens"
"6-12","12","6","6","Luzula seubertii"
"6-7-9-12-18","18","12","6","Luzula spicata"
"12","12","12","12","Luzula subcongesta"
"2-12-18-24","24","24","2","Luzula sudetica"
"6","6","6","6","Luzula sylvatica"
"6","6","6","6","Luzula taurica"
"14-15-16-17-19-20-21-22-23-24","24","21","14","Luzula traversii"
"22-24","24","22","22","Luzula ulophylla"
"12-18","18","12","12","Luzula wahlenbergii"
"10","10","10","10","Luzuriaga marginata"
"10","10","10","10","Luzuriaga parviflora"
"10","10","10","10","Luzuriaga radicans"
"20","20","20","20","Lycaste aromatica"
"12","12","12","12","Lychnis ajanensis"
"7-12","12","12","7","Lychnis cognata"
"12","12","12","12","Lychnis coronata"
"12","12","12","12","Lychnis fulgens"
"12-18","18","18","12","Lychnis senno"
"12","12","12","12","Lychnis villosula"
"12","12","12","12","Lychnis wilfordii"
"17","17","17","17","Lychnophora diamantinana"
"17-18","18","17","17","Lychnophora ericoides"
"9-17","17","9","9","Lychnophora granmogolensis"
"19","19","19","19","Lychnophora humillima"
"19","19","19","19","Lychnophora markgravii"
"17","17","17","17","Lychnophora passerina"
"18","18","18","18","Lychnophora ramosissima"
"18","18","18","18","Lychnophora salicifolia"
"19","19","19","19","Lychnophora sellowii"
"17-19","19","19","17","Lychnophora tomentosa"
"18","18","18","18","Lychnophora villosissima"
"17-18","18","18","17","Lychnophoriopsis candelabrum"
"18","18","18","18","Lychnophoriopsis damazioi"
"18","18","18","18","Lychnophoriopsis hatschbachii"
"12","12","12","12","Lycianthes acapulcensis"
"24","24","24","24","Lycianthes biflora"
"12","12","12","12","Lycianthes ciliolata"
"12","12","12","12","Lycianthes dejecta"
"12","12","12","12","Lycianthes denticulata"
"12","12","12","12","Lycianthes lycioides"
"12","12","12","12","Lycianthes lysimachioides"
"12","12","12","12","Lycianthes moziniana"
"12","12","12","12","Lycianthes multiflora"
"12","12","12","12","Lycianthes peduncularis"
"12","12","12","12","Lycianthes rzedowskii"
"12","12","12","12","Lycium acutifolium"
"12","12","12","12","Lycium afrum"
"12","12","12","12","Lycium ameghinoi"
"12","12","12","12","Lycium americanum"
"12","12","12","12","Lycium andersonii"
"36","36","36","36","Lycium arenicolum"
"12-18-24-112","112","12","12","Lycium barbarum"
"12-18","18","12","12","Lycium berlandieri"
"12","12","12","12","Lycium bosciifolium"
"12","12","12","12","Lycium brevipes"
"12-18-24","24","18","12","Lycium californicum"
"12","12","12","12","Lycium cestroides"
"12","12","12","12","Lycium chanar"
"12-24","24","24","12","Lycium chilense"
"5-7-8-10-12-14-18-24","24","12","5","Lycium chinense"
"12-24","24","12","12","Lycium ciliatum"
"12-24-36","36","24","12","Lycium cinereum"
"12","12","12","12","Lycium cooperi"
"12","12","12","12","Lycium cuneatum"
"12","12","12","12","Lycium decumbens"
"12","12","12","12","Lycium depressum"
"12","12","12","12","Lycium edgeworthii"
"12","12","12","12","Lycium eenii"
"12","12","12","12","Lycium elongatum"
"12-18","18","12","12","Lycium europaeum"
"12-24","24","24","12","Lycium exsertum"
"12-24","24","12","12","Lycium ferocissimum"
"48-60","60","48","48","Lycium fremontii"
"12","12","12","12","Lycium fuscum"
"12","12","12","12","Lycium gilliesianum"
"12","12","12","12","Lycium hirsutum"
"12-24","24","12","12","Lycium horridum"
"12","12","12","12","Lycium infaustum"
"12","12","12","12","Lycium intricatum"
"12","12","12","12","Lycium macrodon"
"12","12","12","12","Lycium mascarenense"
"12-24","24","12","12","Lycium minutifolium"
"12","12","12","12","Lycium morongii"
"12","12","12","12","Lycium nodosum"
"12","12","12","12","Lycium oxycarpum"
"12","12","12","12","Lycium pallidum"
"12","12","12","12","Lycium parishii"
"12","12","12","12","Lycium pilifolium"
"12","12","12","12","Lycium puberulum"
"12","12","12","12","Lycium pumilum"
"12","12","12","12","Lycium rachidocladum"
"12","12","12","12","Lycium richii"
"12","12","12","12","Lycium ruthenicum"
"12","12","12","12","Lycium sandwicense"
"12","12","12","12","Lycium schweinfurthii"
"12","12","12","12","Lycium shawii"
"12","12","12","12","Lycium stenophyllum"
"12","12","12","12","Lycium tenuispinosum"
"24-36","36","36","24","Lycium tetrandrum"
"12","12","12","12","Lycium torreyi"
"24","24","24","24","Lycium villosum"
"12","12","12","12","Lycium vimineum"
"7","7","7","7","Lycocarpus fugax"
"11","11","11","11","Lycopus americanus"
"11","11","11","11","Lycopus amplectens"
"11","11","11","11","Lycopus asper"
"11-12","12","11","11","Lycopus europaeus"
"11","11","11","11","Lycopus exaltatus"
"11","11","11","11","Lycopus laurentianus"
"11","11","11","11","Lycopus lucidus"
"11","11","11","11","Lycopus rubellus"
"11","11","11","11","Lycopus uniflorus"
"11","11","11","11","Lycopus virginicus"
"8-9","9","9","8","Lycoris albiflora"
"8","8","8","8","Lycoris anhuiensis"
"6-7-8-9-11","11","6","6","Lycoris aurea"
"6","6","","6","Lycoris caldwellii"
"8","8","8","8","Lycoris chinensis"
"8","8","","8","Lycoris flavescens"
"11","11","11","11","Lycoris haywardii"
"15","15","15","15","Lycoris houdyshelii"
"14-15","15","15","14","Lycoris incarnata"
"11","11","11","11","Lycoris koreana"
"8","8","8","8","Lycoris longituba"
"11-12-14-15-16-17","17","11","11","Lycoris radiata"
"11","11","","11","Lycoris rosea"
"11-14-16","16","11","11","Lycoris sanguinea"
"11","11","11","11","Lycoris sprengeri"
"11-13","13","13","11","Lycoris squamigera"
"8","8","8","8","Lycoris straminea"
"14-20","20","20","14","Lycurus phleoides"
"8-20-21-23","23","20","8","Lygeum spartum"
"7","7","7","7","Lyginia barbata"
"9","9","9","9","Lygodesmia aphylla"
"6-9","9","9","6","Lygodesmia grandiflora"
"9","9","9","9","Lygodesmia juncea"
"9","9","9","9","Lygodesmia texana"
"9-12-24","24","12","9","Lygos raetam"
"24","24","24","24","Lygos sphaerocarpa"
"12","12","12","12","Lyonia fruticosa"
"12","12","12","12","Lyonia heptamera"
"12","12","12","12","Lyonia ligustrina"
"12","12","12","12","Lyonia lucida"
"12","12","12","12","Lyonia mariana"
"12","12","12","12","Lyonia ovalifolia"
"8","8","8","8","Lyperia antirrhinoides"
"8","8","8","8","Lyperia tristis"
"10-18-20-21","21","10","10","Lyrocarpa coulteri"
"20","20","20","20","Lyrocarpa xantii"
"12","12","12","12","Lysiana casuarinae"
"14","14","14","14","Lysichiton americanus"
"14","14","14","14","Lysichiton camtschatcensis"
"8-12","12","12","8","Lysidice brevicalyx"
"8","8","8","8","Lysidice rhodostegia"
"13","13","13","13","Lysiloma divaricatum"
"13","13","13","13","Lysiloma latisiliquum"
"12","12","12","12","Lysimachia barystachys"
"12","12","12","12","Lysimachia candida"
"12","12","12","12","Lysimachia christinae"
"17-36-46-48-49-50-54-56","56","48","17","Lysimachia ciliata"
"12","12","12","12","Lysimachia clethroides"
"12-24","24","24","12","Lysimachia congestiflora"
"12-21","21","21","12","Lysimachia davurica"
"12","12","12","12","Lysimachia ephemerum"
"42-44-45-50-56-64-80-85","85","80","42","Lysimachia europaea"
"12","12","12","12","Lysimachia fortunei"
"12","12","12","12","Lysimachia glanduliflora"
"36","36","36","36","Lysimachia glutinosa"
"11-12","12","11","11","Lysimachia hemsleyana"
"11","11","11","11","Lysimachia heterogenea"
"17","17","17","17","Lysimachia hybrida"
