"Order","Family","Genus","Species","femalediploidnumber","malediploidnumber","haploidnumber","reproductivemode","sexchromosome","notes","citation"
"Orthoptera","Tettigoniidae","Isophya","Isophya kisi","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya krausii","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya plevnensis","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya pravdini adamovici","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya pravdini pravdini","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Orthoptera","Tettigoniidae","Isophya","Isophya rammei","32","31","16","gonochorous","XO","","Warcha?owska-?liwa, E., Chobanov, D. P., Grzywacz, B., & Marya?ska-Nadachowska, A. (2008). Taxonomy of the genus Isophya (Orthoptera, Phaneropteridae, Barbitistinae): Comparison of karyological and morphological data.Folia biologica,56(3-4), 227-241."
"Dermaptera","Labiduridae","Labidura","Labidura bengalensis","14","14","7","gonochorous","XY","from India","Webb, G. C., & White, M. J. D. (1970). A new interpretation of the sex determining mechanism of the European earwig, Forficula auricularia.Experientia,26(12), 1387-1389."
"Blattodea","Blaberidae","Blaberus","Blaberus cranifer","74","73","37","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Blaberus","Blaberus parabolicus","40","39","20","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Capucina","Capucina patula","38","37","19","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Epilampra","Epilampra abdomennigrum","42","41","21","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Epilampra","Epilampra grisea","50","49","25","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Epilampra","Epilampra maculicollis","38","37","19","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Epilampra","Epilampra sagitta","44","43","22","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Epilampra","Epilampra sp.81B","40","39","20","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Galiblatta","Galiblatta williamsi","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Gromphadorhina","Gromphadorhina brunneri","64","63","32","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Gromphadorhina","Gromphadorhina chopardi","76","75","38","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Hormetica","Hormetica scrobiculata","32","31","16","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Hormetica","Hormetica ventralis","32","31","16","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Hyporhicnoda","Hyporhicnoda litomorpha","44","43","22","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Panchlora","Panchlora sp.","32","31","16","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Panesthia","Panesthia sp.","38","37","19","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Panesthia","Panesthia stellata","38","37","19","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Petasodes","Petasodes dominicana","54","53","27","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Phoetalia","Phoetalia circumvagans","54","53","27","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Phortioica","Phortioica phoraspoides","66","65","33","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Pinaconota","Pinaconota sicca","34","33","17","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Proscratea","Proscratea complanata","36","35","18","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Rhabdoblatta","Rhabdoblatta annandalei","50","49","25","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Rhabdoblatta","Rhabdoblatta sp.39T","32","31","16","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blaberidae","Sp.","Sp. sp41B","30","29","15","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Agmoblatta","Agmoblatta thaxteri","26","25","13","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Amazonina","Amazonina conspersa","24","23","12","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Amazonina","Amazonina n.sp.","26","25","13","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Amazonina","Amazonina n.sp.38B","26","25","13","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Blattella","Blattella lituricollis lituricollis","26","25","13","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Blattella","Blattella sp.C43T","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Blattella","Blattella sp.D","30","29","15","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Blattella","Blattella sp.E71A","50","49","25","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Cariblatta","Cariblatta lutea minima","26","25","13","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Dendroblatta","Dendroblatta cnephaia","32","31","16","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Gislenia","Gislenia australica","34","33","17","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Hemithyrsocera","Hemithyrsocera lateralis","26","25","13","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Ischnoptera","Ischnoptera castanea","34","33","17","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Ischnoptera","Ischnoptera mura","34","33","17","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Ischnoptera","Ischnoptera panamae","40","39","20","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Ischnoptera","Ischnoptera rufa rufa","40","39","20","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Ischnoptera","Ischnoptera sp.93B","38","37","19","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Lophoblatta","Lophoblatta brevis","32","31","16","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Lophoblatta","Lophoblatta fissa","16","15","8","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Lupparia","Lupparia notulata","20","19","10","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Margattea","Margattea punctulata","32","31","16","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Nahublattella","Nahublattella n.sp.72B","20","19","10","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Parasymploce","Parasymploce limbata","24","23","12","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Parasymploce","Parasymploce sp.25T","32","31","16","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Parasymploce","Parasymploce sp.30T","32","31","16","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Pseudomops","Pseudomops septentrionalis","32","31","16","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Shawella","Shawella couloniana","36","35","18","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Symploce","Symploce capitata","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Symploce","Symploce fusca","30","29","15","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Symplocodes","Symplocodes n.sp.50","38","37","19","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattellidae","Xestoblatta","Xestoblatta immaculata","38","37","19","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattidae","Duchailluia","Duchailluia n.sp.","42","41","21","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattidae","Eurycotis","Eurycotis biolleyi","22","21","11","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Blattidae","Pelmatosilpha","Pelmatosilpha coriacea","38","37","19","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Polyphagidae","Arenivaga","Arenivaga investigata","46","45","23","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Blattodea","Polyphagidae","Latindia","Latindia sp.3","NA","22","11","","","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Embiidina","Embiidae","Cleomia","Cleomia guareschii","22","21","11","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Embiidina","Oligotomidae","Oligotoma","Oligotoma japonica","20","19","10","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Embiidina","Oligotomidae","Oligotoma","Oligotoma saundersi","22","21","11","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Grylloblata","Grylloblatidae","Grylloblatta","Grylloblatta campodeioformis","30","30","15","gonochorous","XY","metacentric X and Y associated by one arm","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Amorphoscelidae","Amorphoscelis","Amorphoscelis indica","34","33","17","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Amorphoscelidae","Glabromantis","Glabromantis nebulosa","26","25","13","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Empusidae","Empusa","Empusa egena","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Empusidae","Empusa","Empusa pauperata","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Empusidae","Empusa","Empusa spinosa","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Empusidae","Gongylus","Gongylus gongyloides","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Eremiaphilidae","Humbertiella","Humbertiella n.sp.","40","39","20","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Eremiaphilidae","Humbertiella","Humbertiella sp.","22","21","11","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Hymenopodidae","Acanthops","Acanthops godmani","20","19","10","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Hymenopodidae","Acontiothespis","Acontiothespis cordillerae vitrea","16","15","8","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Hymenopodidae","Acontiothespis","Acontiothespis multicolor","16","NA","8","","","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Hymenopodidae","Acontiothespis","Acontiothespis sp.","16","15","8","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Hymenopodidae","Creobroter","Creobroter urbanus","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Hymenopodidae","Hestiasula","Hestiasula brunneriana","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Hymenopodidae","Pseudacanthops","Pseudacanthops medusa","20","NA","10","","","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Hymenopodidae","Tithrone","Tithrone roseipennis","16","15","8","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Aethalochroa","Aethalochroa ashmoliana","30","29","15","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Ameles","Ameles abjecta","30","29","15","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Ameles","Ameles heldreichi","29","28","15","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Ameles","Ameles sp.","21","20","11","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Angela","Angela guianensis","NA","19","10","","","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Antistia","Antistia sp.","28","27","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Apterornantis","Apterornantis bolivari","30","29","15","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Archimantis","Archimantis quinquelobata","28","27","14","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Arneles","Arneles cypria","27","26","14","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Bolbe","Bolbe nigra","30","25","15","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Compsothespis","Compsothespis anomala","30","23","15","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Compsothespis","Compsothespis natalica","30","23","15","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Deiphobe","Deiphobe brunneri","20","19","10","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Deiphobe","Deiphobe indica","28","27","14","gonochorous","XXY","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
"Mantodea","Mantidae","Haldwania","Haldwania liliputana","16","15","8","gonochorous","XO","","White MJD (1976) Animal Cytogenetics: Blattodea, Mantodea, Isoptera, Grylloblattodea, Phasmatodea, Dermaptera and Embioptera. Berlin: Gebruder Borntraeger."
