"Order","Family","Species","Diploid.number","Fundamental.number","Sex.chromosome","Ploidy","Max.Bs","Microchromosomes","Notes","Original.listing","Citation"
"Anura","Telmatobiidae","Telmatobius rubigo","26","52","","NA","NA","NA","","","Barrionuevo, J.S. and Baldo, D., 2009. A new species of Telmatobius (Anura, Ceratophryidae) from Northern Jujuy Province, Argentina. Zootaxa, 2030, pp.1-20."
"Anura","Telmatobiidae","Telmatobius schreiteri","26","NA","","NA","NA","NA","","","Barbieri, F. D. 1954. Osservaciones preliminares sobre los cromosomas de ""Telmatobius schreiteri."" Sci. Genetica 4: 223-226."
"Anura","Telmatobiidae","Telmatobius sp","22","NA","","NA","NA","NA","marmoratus group","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Anura","Telmatobiidae","Telmatobius stephani","26","52","","NA","NA","NA","","","Morescalchi, A. 1973. Amphibia: In: A. B. Chiarelli and E. Capanna (eds.). Cytotaxonomy and Vertebrate Evolution. Academic Press, New York. pp. 233-348."
"Caudata","Ambystomatidae","Ambystoma sp.","28","NA","","2","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Ambystomatidae","Ambystoma sp.","42","NA","","3","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Ambystomatidae","Ambystoma sp.","56","NA","","4","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Hynobiidae","Afghanodon mustersi","62","76","","NA","NA","19","","Batrachuperus mustersi","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Hynobiidae","Hynobius aff kimurae","58","114","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Hynobiidae","Hynobius leechii ","54","94","","NA","NA","NA","","","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Caudata","Hynobiidae","Hynobius nebulosus nebulosus","56","96","","NA","NA","10","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Hynobiidae","Onychodactylus aff japonicus","78","104","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Plethodontidae","Eurycea longicauda melanopleura","28","56","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Plethodontidae","Hydromantes sp. nov.","28","54","XY","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Plethodontidae","Pseudotriton montanus diastictus","28","56","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Plethodontidae","Pseudotriton ruber schencki","28","56","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Plethodontidae","Thorius sp.","26","NA","","NA","NA","NA","","","Sessions, S.K. and A. Larson 1987. Developmental correlates of genome size in plethodontid salamanders and their implications for genome evolution. Evolution 41: 1239-1251."
"Caudata","Salamandridae","Cynops yunnanensis","24","48","","NA","NA","NA","","Cynops cyanurus chuxiongensis","Shushen, Li, 2007 Cytotaxonomy of amphians in China, Beijing : Ke xue chu ban she"
"Caudata","Salamandridae","Notophthalmus viridescens viridescens","22","44","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Salamandridae","Taricha granulosa twittyi","22","44","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Caudata","Salamandridae","Taricha torosa torosa","22","44","","NA","NA","NA","","","King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
"Gymnophiona","Caeciliidae","Caecilia occidentalis","24","34","","NA","NA","NA","","","Nussbaum 1991 Cytotaxonomy of Caecilians in Amphibian Cytogenetics and Evolution 22-76"
"Gymnophiona","Ichtyophiidae","Ichthyophis beddomei","42","52","","NA","NA","30","","","Nussbaum 1991 Cytotaxonomy of Caecilians in Amphibian Cytogenetics and Evolution 22-76"
"Gymnophiona","Ichtyophiidae","Ichthyophis cf. tricolor","44","64","","NA","NA","NA","","","Govindappa, V. 2014. Occurrence of chromosomal polymorphism in a striped ichthyophid caecilian (Amphibia: Gymnophiona) from Western Ghats of India. International journal of advanced research 2(2): 206-212"
"Gymnophiona","Ichtyophiidae","Ichthyophis kodaguensis","42","60","","NA","NA","NA","","","Govindappa, V. 2014. C-Band Variation in Indian Caecilians. Zoology 3(2): 550-553"
"Gymnophiona","Ichtyophiidae","Uraeotyphlus interruptus","36","58","","NA","NA","NA","","","Venu. 2014. Studies on Silver staining of chromosomes of caecilians (Amphibia:Gymnophiona) of Western Ghats of India. International journal of advanced research 2(3):63-72"
"Gymnophiona","Ichtyophiidae","Uraeotyphlus menoni","36","58","","NA","NA","14","","","Nussbaum 1991 Cytotaxonomy of Caecilians in Amphibian Cytogenetics and Evolution 22-76"
"Gymnophiona","Ichtyophiidae","Uraeotyphlus oxyurus","36","58","","NA","NA","NA","","","Govindappa, V. 2014. C-Band Variation in Indian Caecilians. Zoology 3(2): 550-553"
"Gymnophiona","Indotyphlidae","Gegeneophis sp","28","50","","NA","NA","NA","","Gegeneophis usp","Venu et al 2012. karyology of two species of the genus gegeneophis (amphibia: gymnophiona: indotyphlidae)"
