"taxonID","parentNameUsageID","acceptedNameUsageID","datasetID","scientificName","scientificNameAuthorship","taxonRank","taxonConceptID","taxonomicStatus","nomenclaturalStatus","genus","family","order","class","phylum","kingdom","long_list"
"NHMSYS0021299529","NHMSYS0020929920","","UKSI","Eriosoma (Schizoneura) sorbiradicis","Danielsson, 1979","Species","NBNORG0000132350","accepted","","Eriosoma","Aphididae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021299554","NHMSYS0020930182","","UKSI","Hyperomyzus (Neonasonovia) thorsteinni","Stroyan, 1960","Species","NBNORG0000132355","accepted","","Hyperomyzus","Aphididae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021299649","NHMSYS0021299644","","UKSI","Pentalonia caladii","Goot, 1917","Species","NBNORG0000132373","accepted","","Pentalonia","Aphididae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021299684","NHMSYS0020930388","","UKSI","Pleotrichophorus chrysanthemi","(Theobald & F.V., 1920)","Species","NBNORG0000132380","accepted","","Pleotrichophorus","Aphididae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021299689","NHMSYS0020930403","","UKSI","Prociphilus (Meliarhizophagus) fraxinifolii","(Riley & C.V., 1879)","Species","NBNORG0000132381","accepted","","Prociphilus","Aphididae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021299714","NHMSYS0020930420","","UKSI","Pterocomma dubium","Börner, 1950","Species","NBNORG0000132386","accepted","","Pterocomma","Aphididae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021299764","NHMSYS0020930532","","UKSI","Trama (Neotrama) maritima","(Eastop, 1953)","Species","NBNORG0000132396","accepted","","Trama","Aphididae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021299769","NHMSYS0021122252","","UKSI","Trichosiphonaphis (Xenomyzus) polygonifoliae","(Shinji, 1944)","Species","NBNORG0000132397","accepted","","Trichosiphonaphis","Aphididae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021299774","NHMSYS0020930551","","UKSI","Uroleucon (Uromelan) helenae","(Hille Ris Lambers, 1950)","Species","NBNORG0000132398","accepted","","Uroleucon","Aphididae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021299779","NHMSYS0020930551","","UKSI","Uroleucon (Uromelan) montanivorum","(Mosbacher, 1959)","Species","NBNORG0000132399","accepted","","Uroleucon","Aphididae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021299784","NHMSYS0020930551","","UKSI","Uroleucon (Uromelan) solidaginis","(Fabricius, 1779)","Species","NBNORG0000132400","accepted","","Uroleucon","Aphididae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021299789","NHMSYS0020930551","","UKSI","Uroleucon asterophagum","(Nevsky, 1928)","Species","NBNORG0000132401","accepted","","Uroleucon","Aphididae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021311307","NHMSYS0021311267","","UKSI","Schoeniparus brunneus","Gould, 1863","Species","NBNORG0000086016","accepted","","Schoeniparus","Pellorneidae","Passeriformes","Aves","Chordata","Animalia","DTOL"
"NHMSYS0021342539","NHMSYS0001702190","","UKSI","Pupilla (Pupilla) alpicola","(Charpentier, 1837)","Species","NBNORG0000132528","accepted","","Pupilla","Pupillidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0021342544","NHMSYS0001702228","","UKSI","Testacella (Testacella) sp. ""tenuipenis""","sensu Rowson et al. 2014","Species","NBNORG0000132529","accepted","","Testacella","Testacellidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0021342554","NHMSYS0001702227","","UKSI","Tandonia cf. cristata","(Kaleniczenko, 1851)","Species","NBNORG0000109091","accepted","","Tandonia","Milacidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0021342559","NHMSYS0001702073","","UKSI","Limax cf. dacampi","Menegazzi, 1854","Species","NBNORG0000109090","accepted","","Limax","Limacidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0021342564","NHMSYS0020528104","","UKSI","Arion (Arion) sp. ""Davies""","sensu Rowson et al. 2014","Species","NBNORG0000132530","accepted","","Arion","Arionidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0021342569","NHMSYS0020528104","","UKSI","Arion (Mesarion) cf. iratii","Garrido, Castillejo & Iglesias, 1995","Species","NBNORG0000109086","accepted","","Arion","Arionidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0021342574","NHMSYS0020528104","","UKSI","Arion (Kobeltia) cf. fagophilus","de Winter, 1986","Species","NBNORG0000109087","accepted","","Arion","Arionidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0021342579","NHMSYS0001702104","","UKSI","Monacha (Monacha) ocellata","(Roth, 1839)","Species","NBNORG0000132531","accepted","","Monacha","Hygromiidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0021342609","NHMSYS0021342599","","UKSI","Streptostele musaecola","(Morelet, 1860)","Species","NBNORG0000132538","accepted","","Streptostele","Streptaxidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0021342619","NHMSYS0001702274","","UKSI","Vertigo (Vertigo) arctica","(Wallenberg, 1858)","Species","NBNORG0000097713","accepted","","Vertigo","Vertiginidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0021342624","NHMSYS0001702003","","UKSI","Euconulus (Euconulus) alderi","(J. E. Gray, 1840)","Species","NBNORG0000097581","accepted","","Euconulus","Euconulidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0021342629","NHMSYS0001702003","","UKSI","Euconulus (Euconulus) fulvus","(O. F. Müller, 1774)","Species","NBNORG0000097582","accepted","","Euconulus","Euconulidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0021342724","NHMSYS0020528285","","UKSI","Subulina cf. striatella","(Rang, 1831)","Species","NBNORG0000086871","accepted","","Subulina","Subulinidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0021342734","NHMSYS0021342729","","UKSI","Zenobiellina subrufescens (J. S. Miller, 1822)","","Species","NBNORG0000097721","accepted","","Zenobiellina","Hygromiidae","Pulmonata","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0021342754","NHMSYS0001702007","","UKSI","Ferrissia (Petancylus) californica","(Rowell, 1863)","Species","NBNORG0000097585","accepted","","Ferrissia","Planorbidae","Hygrophila","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0021343089","NBNSYS0100026699","","UKSI","Prooppia","Townsend, 1926","Species","NBNORG0000132545","accepted","","","Tachinidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021351083","BMSSYS0000016950","","UKSI","Septonema sp. nov.","","Species","NBNORG0000132555","accepted","(coll. Howard Matcham)","Septonema","","","Dothideomycetes","Ascomycota","Fungi","DTOL"
"NHMSYS0021352313","NHMSYS0001488829","","UKSI","Marasmiellus villosipes","(Cleland) J.S. Oliveira","Species","NBNORG0000132557","accepted","","Marasmiellus","Omphalotaceae","Agaricales","Agaricomycetes","Basidiomycota","Fungi","DTOL"
"NHMSYS0021352318","NBNSYS0000137551","","UKSI","Scatophila contaminata","(Stenhammar 1844)","Species","NBNORG0000132558","accepted","","Scatophila","Ephydridae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021353853","NHMSYS0020930781","","UKSI","Monommata dentata","","Species","NBNORG0000132563","accepted","","Monommata","Notommatidae","Ploima","Eurotatoria","Rotifera","Animalia","DTOL"
"NHMSYS0021357568","NHMSYS0020480689","","UKSI","Euura trautmanni","(Enslin, 1919)","Species","NBNORG0000096566","accepted","","Amauronematus","Tenthredinidae","Hymenoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021359459","NHMSYS0021359454","","UKSI","Gaillona hookeri","(Dillwyn) Athanasiadis, 2016","Species","NBNORG0000132587","accepted","","Gaillona","Callithamniaceae","Ceramiales","Florideophyceae","Rhodophyta","Plantae","DTOL"
"NHMSYS0021359469","NHMSYS0021359464","","UKSI","Symphyocladiella parasitica","(Hudson) D.Bustamante, B.Y.Won, S.C.Lindstrom & T.O.Cho, 2019","Species","NBNORG0000132589","accepted","","Symphyocladiella","Rhodomelaceae","Ceramiales","Florideophyceae","Rhodophyta","Plantae","DTOL"
"NHMSYS0021359489","NHMSYS0021359444","","UKSI","Carradoriella denudata","(Dillwyn) A.M.Savoie & G.W.Saunders, 2019","Species","NBNORG0000132593","accepted","","Carradoriella","Rhodomelaceae","Ceramiales","Florideophyceae","Rhodophyta","Plantae","DTOL"
"NHMSYS0021359494","NHMSYS0021359454","","UKSI","Gaillona seposita","(Gunnerus) Athanasiadis, 2016","Species","NBNORG0000132594","accepted","","Gaillona","Callithamniaceae","Ceramiales","Florideophyceae","Rhodophyta","Plantae","DTOL"
"NHMSYS0021359534","NHMSYS0021359529","","UKSI","Planosiphon filiformis","(Batters) Santiañez & Kogame, 2013","Species","NBNORG0000132602","accepted","","Planosiphon","Scytosiphonaceae","Scytosiphonales","Phaeophyceae","Ochrophyta","Chromista","DTOL"
"NHMSYS0021366389","NHMSYS0001717565","","UKSI","Catops borealis","Krogerus, 1931","Species","NBNORG0000132621","accepted","","Catops","Leiodidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366414","NHMSYS0001717369","","UKSI","Brachygluta klimschi","Holdhaus, 1902","Species","NBNORG0000132626","accepted","","Brachygluta","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366424","NHMSYS0001718282","","UKSI","Gyrophaena transversalis","Strand, A., 1939","Species","NBNORG0000132628","accepted","","Gyrophaena","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366439","NHMSYS0001717282","","UKSI","Bledius lohsei","Schülke, 2011","Species","NBNORG0000132631","accepted","","Bledius","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366444","NHMSYS0001717551","","UKSI","Carpelimus alutaceus","(Fauvel, 1898)","Species","NBNORG0000132632","accepted","","Carpelimus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366524","NHMSYS0020151588","","UKSI","Carpophilus truncatus","Murray, 1864","Species","NBNORG0000132646","accepted","","Carpophilus","Nitidulidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366529","NHMSYS0020153516","","UKSI","Stephostethus caucasicus","(Mannerheim, 1844)","Species","NBNORG0000132647","accepted","","Stephostethus","Latridiidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366544","NHMSYS0020151723","","UKSI","Cis submicans","Abeille de Perrin, 1874","Species","NBNORG0000132650","accepted","","Cis","Ciidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366649","NHMSYS0001717752","","UKSI","Cousya longitarsis","(Thomson, C.G., 1867)","Species","NBNORG0000087863","accepted","","Cousya","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366694","NHMSYS0021366339","","UKSI","Tachyura walkeriana","(Sharp, 1913)","Species","NBNORG0000088121","accepted","","Tachyura","Carabidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366839","NHMSYS0001720311","","UKSI","Tachyusa concinna","Heer, 1839","Species","NBNORG0000089589","accepted","","Tachyusa","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366844","NHMSYS0001717798","","UKSI","Cypha apicalis","(Brisout de Barneville, C., 1863)","Species","NBNORG0000017591","accepted","","Cypha","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366849","NHMSYS0001717345","","UKSI","Bolitochara tecta","Assing, 2014","Species","NBNORG0000017644","accepted","","Bolitochara","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366859","NHMSYS0001719143","","UKSI","Neuraphes ruthenus","Machulka, 1925","Species","NBNORG0000088834","accepted","","Neuraphes","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366864","NHMSYS0001718119","","UKSI","Euconnus campestris","Schaufuss, 1866","Species","NBNORG0000088187","accepted","","Euconnus","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366874","NHMSYS0001720399","","UKSI","Trachys compressus","Abeille de Perrin, 1891","Species","NBNORG0000109042","accepted","","Trachys","Buprestidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366884","NHMSYS0001720255","","UKSI","Stethomezium notiale","(Péringuey, 1899)","Species","NBNORG0000017919","accepted","","Stethomezium","Ptinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366899","NHMSYS0001720115","","UKSI","Sphaericus pinguis","(Wollaston, 1854)","Species","NBNORG0000017922","accepted","","Sphaericus","Ptinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366909","NHMSYS0021161398","","UKSI","Cryptophagus dilutus","Reitter, 1874","Species","NBNORG0000092186","accepted","","Cryptophagus","Cryptophagidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366994","NHMSYS0020152577","","UKSI","Involvulus icosandriae","(Scopoli, 1763)","Species","NBNORG0000092645","accepted","","Involvulus","Rhynchitidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021366999","NHMSYS0020152372","","UKSI","Lasiorhynchites comatus","(Gyllenhal, 1833)","Species","NBNORG0000092515","accepted","","Lasiorhynchites","Rhynchitidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021367014","NHMSYS0020151272","","UKSI","Anthonomus pyri","Gyllenhal, 1835","Species","NBNORG0000091769","accepted","","Anthonomus","Curculionidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021367024","NHMSYS0020152864","","UKSI","Orchestes hortorum","(Fabricius, 1792)","Species","NBNORG0000092846","accepted","","Orchestes","Curculionidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021367039","NHMSYS0020153221","","UKSI","Pseudophloeophagus truncorum","(Stephens, 1831)","Species","NBNORG0000093091","accepted","","Pseudophloeophagus","Curculionidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021367044","NHMSYS0021132006","","UKSI","Conarthrus littoralis","(Broun, 1880)","Species","NBNORG0000092593","accepted","","Conarthrus","Curculionidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021367054","NHMSYS0020152920","","UKSI","Otiorhynchus carinatopunctatus","(Retzius, 1783)","Species","NBNORG0000092898","accepted","","Otiorhynchus","Curculionidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021367099","NHMSYS0020151790","","UKSI","Coniocleonus turbatus","(Fåhraeus, 1842)","Species","NBNORG0000092095","accepted","","Coniocleonus","Curculionidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021367114","NHMSYS0020152348","","UKSI","Kissophagus vicinus","(Comolli, 1837)","Species","NBNORG0000018444","accepted","","Kissophagus","Curculionidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021371859","NHMSYS0020309804","","UKSI","Sciocoris sideritidis","Wollaston, 1858","Species","NBNORG0000132689","accepted","","Sciocoris","Pentatomidae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021371864","NHMSYS0020309816","","UKSI","Sehirus morio","(Linnaeus, 1761)","Species","NBNORG0000132690","accepted","","Sehirus","Cydnidae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021371904","NHMSYS0020309717","","UKSI","Psallus lucanicus","Wagner, 1968","Species","NBNORG0000132698","accepted","","Psallus","Miridae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021371914","NHMSYS0020309790","","UKSI","Saldula connemarae","Walton, 1986","Species","NBNORG0000132700","accepted","","Saldula","Saldidae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021371934","NHMSYS0021371929","","UKSI","Balcanocerus larvatus","(Herrich-Schäffer, 1835)","Species","NBNORG0000132703","accepted","","Balcanocerus","Cicadellidae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021371939","NHMSYS0020705717","","UKSI","Macrosteles sardus","Ribaut, 1948","Species","NBNORG0000132704","accepted","","Macrosteles","Cicadellidae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021371954","NHMSYS0020705228","","UKSI","Arocephalus languidus","Flor, 1861","Species","NBNORG0000132707","accepted","","Arocephalus","Cicadellidae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021371964","NHMSYS0021371959","","UKSI","Micantulina micantula","(Zetterstedt, 1840)","Species","NBNORG0000132709","accepted","","Micantulina","Cicadellidae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021371969","NHMSYS0020705970","","UKSI","Zygina lunaris","(Mulsant & Rey, 1855)","Species","NBNORG0000132710","accepted","","Zygina","Cicadellidae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021371974","NHMSYS0020705187","","UKSI","Allygus communis","(Ferrari, 1882)","Species","NBNORG0000132711","accepted","","Allygus","Cicadellidae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021371979","NHMSYS0020705266","","UKSI","Chlorita pusilla","Matsumura, 1906","Species","NBNORG0000132712","accepted","","Chlorita","Cicadellidae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021371984","NHMSYS0020705528","","UKSI","Acanthodelphax spinosa","(Fieber, 1866)","Species","NBNORG0000132713","accepted","","Acanthodelphax","Delphacidae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021373114","NHMSYS0020930508","","UKSI","Tauraco violaceus","","Species","NBNORG0000104817","accepted","","Tauraco","Musophagidae","Musophagiformes","Aves","Chordata","Animalia","DTOL"
"NHMSYS0021374979","NHMSYS0020309644","","UKSI","Physatocheila confinis","Horvath, 1905","Species","NBNORG0000132718","accepted","","Physatocheila","Tingidae","Hemiptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021375604","NHMSYS0021223698","","UKSI","Dinotrema propodeale","(Tobias, 1962)","Species","NBNORG0000132719","accepted","","Dinotrema","Braconidae","Hymenoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021377514","NHMSYS0021377509","","UKSI","Cheletomimus berlesei","Oudemans, 1904","Species","NBNORG0000132721","accepted","","Cheletomimus ","Cheyletidae","Trombidiformes","Arachnida","Arthropoda","Animalia","DTOL"
"NHMSYS0021377539","NHMSYS0000602218","","UKSI","Elakatothrix inflexa","Hindák 1966","Species","NBNORG0000132726","accepted","","Elakatothrix","Elakatotrichaceae","Klebsormidiales","Klebsormidiophyceae","Charophyta","Plantae","DTOL"
"NHMSYS0021377554","NHMSYS0001497459","","UKSI","Septoria karavtzevii","Melnik","Species","NBNORG0000132729","accepted","","Septoria","Mycosphaerellaceae","Capnodiales","Dothideomycetes","Ascomycota","Fungi","DTOL"
"NHMSYS0021377589","NHMSYS0020705160","","UKSI","Trichopria nixoni","Notton, 1995","Species","NBNORG0000132734","accepted","","Trichopria","Diapriidae","Hymenoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021377614","NHMSYS0020732947","","UKSI","Difflugia globulosa","Dujardin","Species","NBNORG0000132739","accepted","","Difflugia","Difflugiidae","Arcellinida","Tubulinea","Amoebozoa","Protozoa","DTOL"
"NHMSYS0021377619","NHMSYS0020732947","","UKSI","Difflugia litophila","(Penard, 1902)","Species","NBNORG0000132740","accepted","","Difflugia","Difflugiidae","Arcellinida","Tubulinea","Amoebozoa","Protozoa","DTOL"
"NHMSYS0021379334","NBNSYS0100019035","","UKSI","Pericoma vittata","Tonnoir, 1919","Species","NBNORG0000018515","accepted","","Pericoma","Psychodidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021379339","NHMSYS0000079486","","UKSI","Tonnoiriella obtusa","(Tonnoir, 1919)","Species","NBNORG0000045684","accepted","","Tonnoiriella","Psychodidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021379344","NBNSYS0000138182","","UKSI","Syntormon submonilis","Negrobov, 1975","Species","NBNORG0000043393","accepted","","Syntormon","Dolichopodidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021379349","NHMSYS0000078779","","UKSI","Chromatomyia obscuriceps","(Hendel, 1936)","Species","NBNORG0000132757","accepted","","Chromatomyia","Agromyzidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021379354","NBNSYS0000136540","","UKSI","Phytomyza ranunculella","(Spencer, 1974)","Species","NBNORG0000132758","accepted","","Phytomyza","Agromyzidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021379399","NBNSYS0000134609","","UKSI","Limnophyes axillapilosis","Langton & Armitage, 2020","Species","NBNORG0000132764","accepted","","Limnophyes","Chironomidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021379404","NBNSYS0000134609","","UKSI","Limnophyes wickenensis","Langton, 2020","Species","NBNORG0000132765","accepted","","Limnophyes","Chironomidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021379409","NBNSYS0000131632","","UKSI","Chrysotus angulicornis","Kowarz, 1874","Species","NBNORG0000132766","accepted","","Chrysotus","Dolichopodidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021379414","NBNSYS0000131632","","UKSI","Chrysotus tricaudatus","Negrobov, Barkalov & Selivanova, 2014","Species","NBNORG0000132767","accepted","","Chrysotus","Dolichopodidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021379424","NBNSYS0000131435","","UKSI","Cerodontha vinokurovi","Zlobin, 1994","Species","NBNORG0000132769","accepted","","Cerodontha","Agromyzidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021379434","NBNSYS0000133825","","UKSI","Hexomyza cecidogena","(Hering, 1927)","Species","NBNORG0000132770","accepted","","Hexomyza","Agromyzidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021379439","NBNSYS0000138523","","UKSI","Trachyopella kuntzei","(Duda, 1918)","Species","NBNORG0000132771","accepted","","Trachyopella","Sphaeroceridae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021381084","NHMSYS0021048663","","UKSI","Uncispio reesi ","Darbyshire & Mackie, 2011","Species","NBNORG0000132777","accepted","","Uncispio","Uncispionidae","Spionida","Polychaeta","Annelida","Animalia","DTOL"
"NHMSYS0021381089","NHMSYS0001500745","","UKSI","Ulva fenestrata ","Postels & Ruprecht, 1840","Species","NBNORG0000032420","accepted","","Ulva","Ulvaceae","Ulvales","Ulvophyceae","Chlorophyta","Plantae","DTOL"
"NHMSYS0021381712","NHMSYS0021056523","","UKSI","Steromphala tumida","(Montagu, 1803)","Species","NBNORG0000030469","accepted","","Steromphala","Trochidae","","Gastropoda","Mollusca","Animalia","DTOL"
"NHMSYS0021382932","NHMSYS0021008764","","UKSI","Synagapetus moselyi","Ulmer, 1938","Species","NBNORG0000132780","accepted","","Synagapetus","Glossosomatidae","Trichoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021385409","NBNSYS0000006208","","UKSI","Eristalis abusiva","Collin, 1931","Species","NBNORG0000009831","accepted","","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021385414","NBNSYS0000006208","","UKSI","Eristalis intricaria","(Linnaeus, 1758)","Species","NBNORG0000009835","accepted","","Eristalis","Syrphidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021388544","NBNSYS0000132162","","UKSI","Cylindroiulus dahli","Demange, 1970","Species","NBNORG0000132790","accepted","","Cylindroiulus","Julidae","Julida","Diplopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0021388559","NHMSYS0021388554","","UKSI","Psichrosoma cf. breuili","","Species","NBNORG0000132793","accepted","","Psichrosoma","Vandeleumatidae","Chordeumatida","Diplopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0021389174","NHMSYS0021389169","","UKSI","Cylista elegans","(Dalyell, 1848)","Species","NBNORG0000031935","accepted","","Cylista","Sagartiidae","Actiniaria","Anthozoa","Cnidaria","Animalia","DTOL"
"NHMSYS0021389179","NHMSYS0021389169","","UKSI","Cylista ornata","(Holdsworth, 1855)","Species","NBNORG0000039012","accepted","","Cylista","Sagartiidae","Actiniaria","Anthozoa","Cnidaria","Animalia","DTOL"
"NHMSYS0021405199","NBNSYS0000180617","","UKSI","Clypeoniscus cantacuzenei","Bourdon, 1967","Species","NBNORG0000132816","accepted","","Clypeoniscus","Cabiropidae","Isopoda","Malacostraca","Arthropoda","Animalia","DTOL"
"NHMSYS0021405219","NBNSYS0000135054","","UKSI","Meromyza zimzerla","Nartshuk, 1992","Species","NBNORG0000132818","accepted","","Meromyza","Chloropidae","Diptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021405234","NHMSYS0001699456","","UKSI","Scolopendra cingulatus","Latreille, 1829","Species","NBNORG0000132820","accepted","","Scolopendra","Scolopendridae","Scolopendromorpha","Chilopoda","Arthropoda","Animalia","DTOL"
"NHMSYS0021417049","NHMSYS0001719269","","UKSI","Oligota muensteri","Bernhauer, 1923","Species","NBNORG0000132826","accepted","","Oligota","Staphylinidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021417109","NHMSYS0020152093","","UKSI","Epuraea imperialis","(Reitter, 1877)","Species","NBNORG0000132838","accepted","","Epuraea","Nitidulidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021417114","NHMSYS0020153473","","UKSI","Soronia oblonga","Brisout de Barneville, C., 1863","Species","NBNORG0000132839","accepted","","Soronia","Nitidulidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021417134","NHMSYS0020153251","","UKSI","Pycnomerus angulatus","Broun, 1893","Species","NBNORG0000132843","accepted","","Pycnomerus","Zopheridae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021417149","NHMSYS0021417144","","UKSI","Xylotoles griseus","(Fabricius, 1775)","Species","NBNORG0000132846","accepted","","Xylotoles","Cerambycidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021417154","NHMSYS0020152655","","UKSI","Mniophila bosnica","Apfelbeck, 1914","Species","NBNORG0000132847","accepted","","Mniophila","Chrysomelidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
"NHMSYS0021417169","NHMSYS0020152920","","UKSI","Otiorhynchus lavandus","Germar, 1823","Species","NBNORG0000132850","accepted","","Otiorhynchus","Curculionidae","Coleoptera","Insecta","Arthropoda","Animalia","DTOL"
