ncbi_taxon_id	species	family	target_list_status	sequencing_status	project	long_list	family_representative	other_priority	sample_collected	sample_acquired	in_progress	data_generation	in_assembly	insdc_submitted	open	insdc_open	published
	Protoaeginella spinipoda	Caprellidae	long_list		ATLASEA	ATLASEA											
	Pseudolirius kroyeri	Caprellidae	long_list		ATLASEA	ATLASEA											
	Cheirocratus pseudosundevallii	Cheirocratidae	long_list		ATLASEA	ATLASEA											
	Corophium orientale	Corophiidae	long_list		ATLASEA	ATLASEA											
	Medicorophium aculeatum	Corophiidae	long_list		ATLASEA	ATLASEA											
	Medicorophium annulatum	Corophiidae	long_list		ATLASEA	ATLASEA											
	Medicorophium rotundirostre	Corophiidae	long_list		ATLASEA	ATLASEA											
	Medicorophium runcicorne	Corophiidae	long_list		ATLASEA	ATLASEA											
	Leptocheirus longimanus	Corophiidae	long_list		ATLASEA	ATLASEA											
	Leptocheirus mariae	Corophiidae	long_list		ATLASEA	ATLASEA											
	Cressa cristata	Cressidae	long_list		ATLASEA	ATLASEA											
	Peltocoxa mediterranea	Cyproideidae	long_list		ATLASEA	ATLASEA											
	Guernea reduncans	Dexaminidae	long_list		ATLASEA	ATLASEA											
	Marinohyalella richardi	Dogielinotidae	long_list		ATLASEA	ATLASEA											
	Ensayara carpinei	Endevouridae	long_list		ATLASEA	ATLASEA											
	Epimeria (Epimeria) cornigera	Epimeriidae	long_list		ATLASEA	ATLASEA											
	Epimeria parasitica	Epimeriidae	long_list		ATLASEA	ATLASEA											
	Psammogammarus caecus	Eriopisidae	long_list		ATLASEA	ATLASEA											
	Psammogammarus gracilis	Eriopisidae	long_list		ATLASEA	ATLASEA											
	Eusirella elegans	Eusiridae	long_list		ATLASEA	ATLASEA											
	Eusirus biscayensis	Eusiridae	long_list		ATLASEA	ATLASEA											
	Eusirus bonnieri	Eusiridae	long_list		ATLASEA	ATLASEA											
	Eusirus leptocarpus	Eusiridae	long_list		ATLASEA	ATLASEA											
	Rhachotropis caeca	Eusiridae	long_list		ATLASEA	ATLASEA											
	Rhachotropis distincta	Eusiridae	long_list		ATLASEA	ATLASEA											
	Rhachotropis faeroensis	Eusiridae	long_list		ATLASEA	ATLASEA											
	Rhachotropis glabra	Eusiridae	long_list		ATLASEA	ATLASEA											
	Rhachotropis gracilis	Eusiridae	long_list		ATLASEA	ATLASEA											
	Rhachotropis inermis	Eusiridae	long_list		ATLASEA	ATLASEA											
	Rhachotropis integricauda	Eusiridae	long_list		ATLASEA	ATLASEA											
	Rhachotropis rostrata	Eusiridae	long_list		ATLASEA	ATLASEA											
	Echinogammarus campylops	Gammaridae	long_list		ATLASEA	ATLASEA											
	Echinogammarus finmarchicus	Gammaridae	long_list		ATLASEA	ATLASEA											
	Echinogammarus pungentoides	Gammaridae	long_list		ATLASEA	ATLASEA											
	Gammarus inaequicauda	Gammaridae	long_list		ATLASEA	ATLASEA											
	Gammarus subtypicus	Gammaridae	long_list		ATLASEA	ATLASEA											
	Longigammarus bruni	Gammaridae	long_list		ATLASEA	ATLASEA											
	Neogammarus adriaticus	Gammaridae	long_list		ATLASEA	ATLASEA											
	Apohyale crassipes	Hyalidae	long_list		ATLASEA	ATLASEA											
	Hyale dollfusi	Hyalidae	long_list		ATLASEA	ATLASEA											
	Parhyale explorator	Hyalidae	long_list		ATLASEA	ATLASEA											
	Protohyale camptonyx	Hyalidae	long_list		ATLASEA	ATLASEA											
	Hyperoche martinezii	Hyperiidae	long_list		ATLASEA	ATLASEA											
	Iphimedia carinata	Iphimediidae	long_list		ATLASEA	ATLASEA											
	Iphimedia jugoslavica	Iphimediidae	long_list		ATLASEA	ATLASEA											
	Bonnierella abyssorum	Ischyroceridae	long_list		ATLASEA	ATLASEA											
	Coxischyrocerus inexpectatus	Ischyroceridae	long_list		ATLASEA	ATLASEA											
	Plumulojassa ocia	Ischyroceridae	long_list		ATLASEA	ATLASEA											
	Centraloecetes neapolitanus	Ischyroceridae	long_list		ATLASEA	ATLASEA											
	Siphonoecetes sabatieri	Ischyroceridae	long_list		ATLASEA	ATLASEA											
	Kerguelenia reducta	Kergueleniidae	long_list		ATLASEA	ATLASEA											
	Micropythia carinata	Kuriidae	long_list		ATLASEA	ATLASEA											
	Laphystiopsis planifrons	Laphystiopsidae	long_list		ATLASEA	ATLASEA											
	Lepechinella manco	Lepechinellidae	long_list		ATLASEA	ATLASEA											
	Hyperietta luzoni	Lestrigonidae	long_list		ATLASEA	ATLASEA											
	Leucothoe denticulata	Leucothoidae	long_list		ATLASEA	ATLASEA											
	Leucothoe euryonyx	Leucothoidae	long_list		ATLASEA	ATLASEA											
	Leucothoe oboa	Leucothoidae	long_list		ATLASEA	ATLASEA											
	Leucothoe pachycera	Leucothoidae	long_list		ATLASEA	ATLASEA											
	Idunella bacheleti	Liljeborgiidae	long_list		ATLASEA	ATLASEA											
	Idunella dentipalma	Liljeborgiidae	long_list		ATLASEA	ATLASEA											
	Idunella pirata	Liljeborgiidae	long_list		ATLASEA	ATLASEA											
	Liljeborgia dellavallei	Liljeborgiidae	long_list		ATLASEA	ATLASEA											
	Liljeborgia psaltrica	Liljeborgiidae	long_list		ATLASEA	ATLASEA											
	Lycaea pachypoda	Lycaeidae	long_list		ATLASEA	ATLASEA											
	Lysianassa pilicornis	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Lysianassina longicornis	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Nannonyx propinquus	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Hippomedon bidentatus	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Hippomedon oculatus	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Hippomedon propinqvus	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Lepidepecreum clypeatum	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Lepidepecreum typhlops	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Lysianella dellavallei	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Onesimoides mediterraneus	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Orchomene commensalis	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Orchomene grimaldii	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Orchomene massiliensis	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Paralysianopsis parthenopeia	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Tryphosella horingi	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Tryphosella insignis	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Tryphosella longidactyla	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Tryphosella minima	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Tryphosella nanoides	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Tryphosella sarsi	Lysianassidae	long_list		ATLASEA	ATLASEA											
	Elasmopus brasiliensis	Maeridae	long_list		ATLASEA	ATLASEA											
	Elasmopus pocillimanus	Maeridae	long_list		ATLASEA	ATLASEA											
	Elasmopus thalyae	Maeridae	long_list		ATLASEA	ATLASEA											
	Hamimaera hamigera	Maeridae	long_list		ATLASEA	ATLASEA											
	Maera hirondellei	Maeridae	long_list		ATLASEA	ATLASEA											
	Maera pachytelson	Maeridae	long_list		ATLASEA	ATLASEA											
	Maera sodalis	Maeridae	long_list		ATLASEA	ATLASEA											
	Othomaera knudseni	Maeridae	long_list		ATLASEA	ATLASEA											
	Othomaera schmidti	Maeridae	long_list		ATLASEA	ATLASEA											
	Quadrimaera aurora	Maeridae	long_list		ATLASEA	ATLASEA											
	Megaluropus massiliensis	Megaluropidae	long_list		ATLASEA	ATLASEA											
	Megaluropus monasteriensis	Megaluropidae	long_list		ATLASEA	ATLASEA											
	Abludomelita aculeata	Melitidae	long_list		ATLASEA	ATLASEA											
	Allomelita pellucida	Melitidae	long_list		ATLASEA	ATLASEA											
	Melita coroninii	Melitidae	long_list		ATLASEA	ATLASEA											
	Melita valesi	Melitidae	long_list		ATLASEA	ATLASEA											
	Arrhis mediterraneus	Oedicerotidae	long_list		ATLASEA	ATLASEA											
	Bathymedon acutifrons	Oedicerotidae	long_list		ATLASEA	ATLASEA											
	Bathymedon banyulsensis	Oedicerotidae	long_list		ATLASEA	ATLASEA											
	Bathymedon longirostris	Oedicerotidae	long_list		ATLASEA	ATLASEA											
	Bathymedon monoculodiformis	Oedicerotidae	long_list		ATLASEA	ATLASEA											
	Bathymedon saussurei	Oedicerotidae	long_list		ATLASEA	ATLASEA											
	Deflexilodes acutipes	Oedicerotidae	long_list		ATLASEA	ATLASEA											
	Deflexilodes griseus	Oedicerotidae	long_list		ATLASEA	ATLASEA											
	Monoculodes latissimanus	Oedicerotidae	long_list		ATLASEA	ATLASEA											
	Oediceroides pilosus	Oedicerotidae	long_list		ATLASEA	ATLASEA											
	Oediceroides proxima	Oedicerotidae	long_list		ATLASEA	ATLASEA											
	Oediceroides wolffi	Oedicerotidae	long_list		ATLASEA	ATLASEA											
	Oediceropsis proxima	Oedicerotidae	long_list		ATLASEA	ATLASEA											
	Perioculodes aequimanus	Oedicerotidae	long_list		ATLASEA	ATLASEA											
	Synchelidium longidigitatum	Oedicerotidae	long_list		ATLASEA	ATLASEA											
	Normanion abyssi	Opisidae	long_list		ATLASEA	ATLASEA											
	Normanion sarsi	Opisidae	long_list		ATLASEA	ATLASEA											
	Podoprionella fissicaudata	Opisidae	long_list		ATLASEA	ATLASEA											
	Streetsia nyctiphanes	Oxycephalidae	long_list		ATLASEA	ATLASEA											
	Arculfia trago	Pardaliscidae	long_list		ATLASEA	ATLASEA											
	Halicoides anomalus	Pardaliscidae	long_list		ATLASEA	ATLASEA											
	Pardalisca brachydactyla	Pardaliscidae	long_list		ATLASEA	ATLASEA											
	Pardalisca mediterranea	Pardaliscidae	long_list		ATLASEA	ATLASEA											
	Pardaliscoides stebbingi	Pardaliscidae	long_list		ATLASEA	ATLASEA											
	Pardaliscoides tenellus	Pardaliscidae	long_list		ATLASEA	ATLASEA											
	Gammaropsis ostroumowi	Photidae	long_list		ATLASEA	ATLASEA											
	Gammaropsis pseudostroumowi	Photidae	long_list		ATLASEA	ATLASEA											
	Gammaropsis ulrici	Photidae	long_list		ATLASEA	ATLASEA											
	Photis lamellifera	Photidae	long_list		ATLASEA	ATLASEA											
	Photis longipes	Photidae	long_list		ATLASEA	ATLASEA											
	Harpinia agna	Phoxocephalidae	long_list		ATLASEA	ATLASEA											
	Harpinia ala	Phoxocephalidae	long_list		ATLASEA	ATLASEA											
	Harpinia latipes	Phoxocephalidae	long_list		ATLASEA	ATLASEA											
	Pseudharpinia brevirostris	Phoxocephalidae	long_list		ATLASEA	ATLASEA											
	Pseudharpinia excavata	Phoxocephalidae	long_list		ATLASEA	ATLASEA											
	Parametaphoxus fultoni	Phoxocephalidae	long_list		ATLASEA	ATLASEA											
	Amphithyrus similis	Platyscelidae	long_list		ATLASEA	ATLASEA											
	Pleusymtes mediterraneus	Pleustidae	long_list		ATLASEA	ATLASEA											
	Laetmatophilus ledoyeri	Podoceridae	long_list		ATLASEA	ATLASEA											
	Parunciola seurati	Podoceridae	long_list		ATLASEA	ATLASEA											
	Podoprion bolivari	Podoprionidae	long_list		ATLASEA	ATLASEA											
	Podoprion mediterraneum	Podoprionidae	long_list		ATLASEA	ATLASEA											
	Scina alberti	Scinidae	long_list		ATLASEA	ATLASEA											
	Seba armata	Sebidae	long_list		ATLASEA	ATLASEA											
	Mediterexis mimonectes	Stegocephalidae	long_list		ATLASEA	ATLASEA											
	Stegocephaloides auratus	Stegocephalidae	long_list		ATLASEA	ATLASEA											
	Metopella longimana	Stenothoidae	long_list		ATLASEA	ATLASEA											
	Proboloides grandimanum	Stenothoidae	long_list		ATLASEA	ATLASEA											
	Stenothoe bosphorana	Stenothoidae	long_list		ATLASEA	ATLASEA											
	Stenothoe cavimana	Stenothoidae	long_list		ATLASEA	ATLASEA											
	Stenothoe dollfusi	Stenothoidae	long_list		ATLASEA	ATLASEA											
	Stenothoe georgiana	Stenothoidae	long_list		ATLASEA	ATLASEA											
	Stenothoe richardi	Stenothoidae	long_list		ATLASEA	ATLASEA											
	Stenula latipes	Stenothoidae	long_list		ATLASEA	ATLASEA											
	Ileraustroe ilergetes	Synopiidae	long_list		ATLASEA	ATLASEA											
	Pseudotiron bouvieri	Synopiidae	long_list		ATLASEA	ATLASEA											
	Syrrhoe angulipes	Synopiidae	long_list		ATLASEA	ATLASEA											
	Syrrhoites cornuta	Synopiidae	long_list		ATLASEA	ATLASEA											
	Syrrhoites walkeri	Synopiidae	long_list		ATLASEA	ATLASEA											
	Macarorchestia microphtalma	Talitridae	long_list		ATLASEA	ATLASEA											
	Talitrus platycheles	Talitridae	long_list		ATLASEA	ATLASEA											
	Thamneus rostratus	Thamneidae	long_list		ATLASEA	ATLASEA											
	Unciola incerta	Unciolidae	long_list		ATLASEA	ATLASEA											
	Centromedon laevis	Uristidae	long_list		ATLASEA	ATLASEA											
	Ichnopus taurus	Uristidae	long_list		ATLASEA	ATLASEA											
	Tmetonyx dilatata	Uristidae	long_list		ATLASEA	ATLASEA											
	Tmetonyx nardonis	Uristidae	long_list		ATLASEA	ATLASEA											
	Carangolia barnardi	Urothoidae	long_list		ATLASEA	ATLASEA											
	Urothoe corsica	Urothoidae	long_list		ATLASEA	ATLASEA											
	Urothoe intermedia	Urothoidae	long_list		ATLASEA	ATLASEA											
	Valettiopsis macrodactyla	Valettiopsidae	long_list		ATLASEA	ATLASEA											
	Vibilia bovalii	Vibiliidae	long_list		ATLASEA	ATLASEA											
	Atlantocuma tenue	Bodotriidae	long_list		ATLASEA	ATLASEA											
	Eocuma sarsii	Bodotriidae	long_list		ATLASEA	ATLASEA											
	Iphinoe acutirostris	Bodotriidae	long_list		ATLASEA	ATLASEA											
	Iphinoe armata	Bodotriidae	long_list		ATLASEA	ATLASEA											
	Iphinoe douniae	Bodotriidae	long_list		ATLASEA	ATLASEA											
	Iphinoe maculata	Bodotriidae	long_list		ATLASEA	ATLASEA											
	Bathycuma elongatum	Bodotriidae	long_list		ATLASEA	ATLASEA											
	Bathycuma longicaudatum	Bodotriidae	long_list		ATLASEA	ATLASEA											
	Bathycuma longirostre	Bodotriidae	long_list		ATLASEA	ATLASEA											
	Diastylis dollfusi	Diastylidae	long_list		ATLASEA	ATLASEA											
	Diastylis hastata	Diastylidae	long_list		ATLASEA	ATLASEA											
	Diastylis neapolitana	Diastylidae	long_list		ATLASEA	ATLASEA											
	Leptostylis grandis	Diastylidae	long_list		ATLASEA	ATLASEA											
	Makrokylindrus (Adiastylis) anomalus	Diastylidae	long_list		ATLASEA	ATLASEA											
	Makrokylindrus (Adiastylis) josephinae	Diastylidae	long_list		ATLASEA	ATLASEA											
	Makrokylindrus (Adiastylis) longicaudatus	Diastylidae	long_list		ATLASEA	ATLASEA											
	Makrokylindrus (Adiastylis) longipes	Diastylidae	long_list		ATLASEA	ATLASEA											
	Makrokylindrus (Adiastylis) tubulicauda	Diastylidae	long_list		ATLASEA	ATLASEA											
	Makrokylindrus (Makrokylindrus) mystacinus	Diastylidae	long_list		ATLASEA	ATLASEA											
	Vemakylindrus doryphora	Diastylidae	long_list		ATLASEA	ATLASEA											
	Alamprops profundus	Lampropidae	long_list		ATLASEA	ATLASEA											
	Mesolamprops abyssalis	Lampropidae	long_list		ATLASEA	ATLASEA											
	Platytyphlops girardi	Lampropidae	long_list		ATLASEA	ATLASEA											
	Platytyphlops orbicularis	Lampropidae	long_list		ATLASEA	ATLASEA											
	Platytyphlops semiornatus	Lampropidae	long_list		ATLASEA	ATLASEA											
	Eudorella abyssi	Leuconidae	long_list		ATLASEA	ATLASEA											
	Eudorella aequiremis	Leuconidae	long_list		ATLASEA	ATLASEA											
	Eudorella intermedia	Leuconidae	long_list		ATLASEA	ATLASEA											
	Eudorella parvula	Leuconidae	long_list		ATLASEA	ATLASEA											
	Leucon (Crymoleucon) macrorhinus	Leuconidae	long_list		ATLASEA	ATLASEA											
	Leucon (Epileucon) longirostris	Leuconidae	long_list		ATLASEA	ATLASEA											
	Leucon (Leucon) affinis	Leuconidae	long_list		ATLASEA	ATLASEA											
	Leucon (Leucon) mediterraneus	Leuconidae	long_list		ATLASEA	ATLASEA											
	Leucon (Macrauloleucon) siphonatus	Leuconidae	long_list		ATLASEA	ATLASEA											
	Leucon robustus	Leuconidae	long_list		ATLASEA	ATLASEA											
	Leucon serratus	Leuconidae	long_list		ATLASEA	ATLASEA											
	Leucon tenuirostris	Leuconidae	long_list		ATLASEA	ATLASEA											
	Campylaspis bicarinata	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Campylaspis mansa	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Campylaspis mauritanica	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Campylaspis paeneglabra	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Campylaspis selvakumarani	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Campylaspis valleculata	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Cumella aculeata	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Cumella decipiens	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Cumella limicola	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Cumella meridionalis	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Cumella polita	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Platycuma hessleri	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Platycuma sandersi	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Procampylaspis acanthomma	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Procampylaspis inermis	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Procampylaspis profunda	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Schizocuma vemae	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Styloptocuma acuminatum	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Styloptocuma concinnum	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Styloptocuma cristatum	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Styloptocuma egregium	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Styloptocuma erectum	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Styloptocuma exstans	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Styloptocuma longisipho	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Styloptocuma subductum	Nannastacidae	long_list		ATLASEA	ATLASEA											
	Pseudocuma ciliatum	Pseudocumatidae	long_list		ATLASEA	ATLASEA											
	Acanthephyra sibogae	Acanthephyridae	long_list		ATLASEA	ATLASEA											
	Ephyrina hoskynii	Acanthephyridae	long_list		ATLASEA	ATLASEA											
	Athanas amazone	Alpheidae	long_list		ATLASEA	ATLASEA											
	Athanas nouvelae	Alpheidae	long_list		ATLASEA	ATLASEA											
	Automate branchialis	Alpheidae	long_list		ATLASEA	ATLASEA											
	Salmoneus erasimorum	Alpheidae	long_list		ATLASEA	ATLASEA											
	Cerataspis coruscans	Aristeidae	long_list		ATLASEA	ATLASEA											
	Calastacus laevis	Axiidae	long_list		ATLASEA	ATLASEA											
	Calastacus laurentae	Axiidae	long_list		ATLASEA	ATLASEA											
	Levantocaris hornungae	Axiidae	long_list		ATLASEA	ATLASEA											
	Bresilia corsicana	Bresiliidae	long_list		ATLASEA	ATLASEA											
	Bythocaris cosmetops	Bythocarididae	long_list		ATLASEA	ATLASEA											
	Calliaxina punica	Callianassidae	long_list		ATLASEA	ATLASEA											
	Uroptychus bouvieri	Chirostylidae	long_list		ATLASEA	ATLASEA											
	Uroptychus concolor	Chirostylidae	long_list		ATLASEA	ATLASEA											
	Uroptychus maroccanus	Chirostylidae	long_list		ATLASEA	ATLASEA											
	Metacrangon jacqueti	Crangonidae	long_list		ATLASEA	ATLASEA											
	Parapontophilus talismani	Crangonidae	long_list		ATLASEA	ATLASEA											
	Anamathia rissoana	Epialtidae	long_list		ATLASEA	ATLASEA											
	Glyphocrangon atlantica	Glyphocrangonidae	long_list		ATLASEA	ATLASEA											
	Glyphocrangon longirostris	Glyphocrangonidae	long_list		ATLASEA	ATLASEA											
	Glyphocrangon sculpta	Glyphocrangonidae	long_list		ATLASEA	ATLASEA											
	Eualus drachi	Hippolytidae	long_list		ATLASEA	ATLASEA											
	Eualus sollaudi	Hippolytidae	long_list		ATLASEA	ATLASEA											
	Hippolyte coerulescens	Hippolytidae	long_list		ATLASEA	ATLASEA											
	Hippolyte leptometrae	Hippolytidae	long_list		ATLASEA	ATLASEA											
	Leontocaris lar	Hippolytidae	long_list		ATLASEA	ATLASEA											
	Dicranodromia mahieuxii	Homolodromiidae	long_list		ATLASEA	ATLASEA											
	Ebalia deshayesi	Leucosiidae	long_list		ATLASEA	ATLASEA											
	Ebalia nudipes	Leucosiidae	long_list		ATLASEA	ATLASEA											
	Paralomis bouvieri	Lithodidae	long_list		ATLASEA	ATLASEA											
	Paralomis microps	Lithodidae	long_list		ATLASEA	ATLASEA											
	Typhlonida sanctipauli	Munididae	long_list		ATLASEA	ATLASEA											
	Munidopsis abyssicola	Munidopsidae	long_list		ATLASEA	ATLASEA											
	Munidopsis acuta	Munidopsidae	long_list		ATLASEA	ATLASEA											
	Munidopsis anemia	Munidopsidae	long_list		ATLASEA	ATLASEA											
	Munidopsis marionis	Munidopsidae	long_list		ATLASEA	ATLASEA											
	Munidopsis vaillantii	Munidopsidae	long_list		ATLASEA	ATLASEA											
	Anapagurus adriaticus	Paguridae	long_list		ATLASEA	ATLASEA											
	Anapagurus alboranensis	Paguridae	long_list		ATLASEA	ATLASEA											
	Anapagurus bicorniger	Paguridae	long_list		ATLASEA	ATLASEA											
	Anapagurus curvidactylus	Paguridae	long_list		ATLASEA	ATLASEA											
	Anapagurus longispina	Paguridae	long_list		ATLASEA	ATLASEA											
	Anapagurus petiti	Paguridae	long_list		ATLASEA	ATLASEA											
	Pagurus ruber	Paguridae	long_list		ATLASEA	ATLASEA											
	Ascidonia flavomaculata	Palaemonidae	long_list		ATLASEA	ATLASEA											
	Balssia gasti	Palaemonidae	long_list		ATLASEA	ATLASEA											
	Balssia noeli	Palaemonidae	long_list		ATLASEA	ATLASEA											
	Periclimenes granulatus	Palaemonidae	long_list		ATLASEA	ATLASEA											
	Periclimenes kornii	Palaemonidae	long_list		ATLASEA	ATLASEA											
	Plesionika gigliolii	Pandalidae	long_list		ATLASEA	ATLASEA											
	Parapagurus abyssorum	Parapaguridae	long_list		ATLASEA	ATLASEA											
	Parapagurus nudus	Parapaguridae	long_list		ATLASEA	ATLASEA											
	Distolambrus maltzami	Parthenopidae	long_list		ATLASEA	ATLASEA											
	Parapasiphae cristata	Pasiphaeidae	long_list		ATLASEA	ATLASEA											
	Funchalia woodwardi	Penaeidae	long_list		ATLASEA	ATLASEA											
	Actumnus globulus	Pilumnidae	long_list		ATLASEA	ATLASEA											
	Glabropilumnus laevis	Pilumnidae	long_list		ATLASEA	ATLASEA											
	Pilumnopeus vauquelini	Pilumnidae	long_list		ATLASEA	ATLASEA											
	Euchirograpsus liguricus	Plagusiidae	long_list		ATLASEA	ATLASEA											
	Liocarcinus rondeleti	Polybiidae	long_list		ATLASEA	ATLASEA											
	Pentacheles snyderi	Polychelidae	long_list		ATLASEA	ATLASEA											
	Pisidia longimana	Porcellanidae	long_list		ATLASEA	ATLASEA											
	Processa macrodactyla	Processidae	long_list		ATLASEA	ATLASEA											
	Processa macrophthalma	Processidae	long_list		ATLASEA	ATLASEA											
	Processa robusta	Processidae	long_list		ATLASEA	ATLASEA											
	Paragalene longicrura	Progeryonidae	long_list		ATLASEA	ATLASEA											
	Challengerosergia challengeri	Sergestidae	long_list		ATLASEA	ATLASEA											
	Deosergestes pediformis	Sergestidae	long_list		ATLASEA	ATLASEA											
	Phorcosergia potens	Sergestidae	long_list		ATLASEA	ATLASEA											
	Scintillosergia scintillans	Sergestidae	long_list		ATLASEA	ATLASEA											
	Sergestes arachnipodus	Sergestidae	long_list		ATLASEA	ATLASEA											
	Spongicoloides profundus	Spongicolidae	long_list		ATLASEA	ATLASEA											
	Richardina fredericii	Stenopodidae	long_list		ATLASEA	ATLASEA											
	Upogebia mediterranea	Upogebiidae	long_list		ATLASEA	ATLASEA											
	Upogebia nitida	Upogebiidae	long_list		ATLASEA	ATLASEA											
	Xantho granulicarpus	Xanthidae	long_list		ATLASEA	ATLASEA											
	Thysanopoda microphthalma	Euphausiidae	long_list		ATLASEA	ATLASEA											
	Aega hirsuta	Aegidae	long_list		ATLASEA	ATLASEA											
	Aega megalops	Aegidae	long_list		ATLASEA	ATLASEA											
	Aegapheles deshaysiana	Aegidae	long_list		ATLASEA	ATLASEA											
	Xenuraega ptilocera	Aegidae	long_list		ATLASEA	ATLASEA											
	Bathycopea typhlops	Ancinidae	long_list		ATLASEA	ATLASEA											
	Ananthura abyssorum	Antheluridae	long_list		ATLASEA	ATLASEA											
	Apanthura corsica	Anthuridae	long_list		ATLASEA	ATLASEA											
	Apanthura robertiana	Anthuridae	long_list		ATLASEA	ATLASEA											
	Apanthura sandalensis	Anthuridae	long_list		ATLASEA	ATLASEA											
	Haliophasma alaticauda	Anthuridae	long_list		ATLASEA	ATLASEA											
	Malacanthura truncata	Anthuridae	long_list		ATLASEA	ATLASEA											
	Pilosanthura fresii	Anthuridae	long_list		ATLASEA	ATLASEA											
	Arcturinella banyulensis	Arcturidae	long_list		ATLASEA	ATLASEA											
	Astacilla carlosteroi	Arcturidae	long_list		ATLASEA	ATLASEA											
	Astacilla estherae	Arcturidae	long_list		ATLASEA	ATLASEA											
	Astacilla mediterranea	Arcturidae	long_list		ATLASEA	ATLASEA											
	Astacilla poorei	Arcturidae	long_list		ATLASEA	ATLASEA											
	Athelges intermedia	Bopyridae	long_list		ATLASEA	ATLASEA											
	Parathelges racovitzai	Bopyridae	long_list		ATLASEA	ATLASEA											
	Ergyne cervicornis	Bopyridae	long_list		ATLASEA	ATLASEA											
	Grapsicepon edwardsi	Bopyridae	long_list		ATLASEA	ATLASEA											
	Asymmetrione foresti	Bopyridae	long_list		ATLASEA	ATLASEA											
	Bopyrissa fraissei	Bopyridae	long_list		ATLASEA	ATLASEA											
	Cabirops codreanui	Cabiropidae	long_list		ATLASEA	ATLASEA											
	Cabirops ibizae	Cabiropidae	long_list		ATLASEA	ATLASEA											
	Cabirops marsupialis	Cabiropidae	long_list		ATLASEA	ATLASEA											
	Cabirops perezi	Cabiropidae	long_list		ATLASEA	ATLASEA											
	Clypeoniscus cantacuzenei	Cabiropidae	long_list		ATLASEA	ATLASEA											
	Gnomoniscus podasconis	Cabiropidae	long_list		ATLASEA	ATLASEA											
	Parachiridotea mediterranea	Chaetiliidae	long_list		ATLASEA	ATLASEA											
	Cirolana ferruginosa	Cirolanidae	long_list		ATLASEA	ATLASEA											
	Eurydice dollfusi	Cirolanidae	long_list		ATLASEA	ATLASEA											
	Eurydice pontica	Cirolanidae	long_list		ATLASEA	ATLASEA											
	Metacirolana hanseni	Cirolanidae	long_list		ATLASEA	ATLASEA											
	Natatolana caeca	Cirolanidae	long_list		ATLASEA	ATLASEA											
	Politolana sanchezi	Cirolanidae	long_list		ATLASEA	ATLASEA											
	Danalia inopinata	Cryptoniscidae	long_list		ATLASEA	ATLASEA											
	Danalia pellucida	Cryptoniscidae	long_list		ATLASEA	ATLASEA											
	Ceratothoa capri	Cymothoidae	long_list		ATLASEA	ATLASEA											
	Cymothoa gibbosa	Cymothoidae	long_list		ATLASEA	ATLASEA											
	Cymothoa nigropunctata	Cymothoidae	long_list		ATLASEA	ATLASEA											
	Elthusa sinuata	Cymothoidae	long_list		ATLASEA	ATLASEA											
	Emetha audouini	Cymothoidae	long_list		ATLASEA	ATLASEA											
