"lfd. Nr","Überfamilie","Familie","Unterfamilie","Tribus","Subtribus","Gattung","Art","Autoren","Trivialnamen (meist deutsche Namen)","KR-Nr.","GUID","Anmer-kung zum Artstatus","zu löschen!","Änderungs-Datum","Kommentar Änderung gegenüber Version 1 vom 4. Februar 2017","Anmerkung Faunistik Europa","Vorkommen in Europa sensu Fauna Europaea","Vorkommen in Europa i.w.S.","D","CH","A","Hinweis auf eingeschränkte Verbreitung","Anzahl Länder mit Nachweisen","Lebendbild","Diagnosebild"
"9103","Geometroidea","Geometridae","Larentiinae","Chesiadini","","Chesias","pinkeri","Schawerda, 1939","","8612","464af91f-76e7-4fd9-bd9e-d65597835469","","zu löschen!","13/03/2021","Neue Synonymseite: Synonym zu Chesias rufata","","[-]","[-]","","","","","","[-]","[-]"
"9104","Geometroidea","Geometridae","Larentiinae","Chesiadini","","Chesias","zuellichi","Schawerda, 1939","","8613","1914bc25-e345-40c9-af4e-b800178e43fb","","zu löschen!","13/03/2021","Neue Synonymseite: Synonym zu Chesias rufata","","[-]","[-]","","","","","","[-]","[-]"
"9106","Geometroidea","Geometridae","Larentiinae","Chesiadini","","Chesias","rhegmatica","Prout, 1937","","[non-KR]","c54a0b04-eef7-49e5-ab5e-90e944d0be4a","","","","","Zypern","etabliert: nur Zypern","etabliert: nur Zypern","","","","nur Zypern","1","Ja","Ja"
"9108","Geometroidea","Geometridae","Larentiinae","Chesiadini","","Lithostege","bosporaria","(Herrich-Schäffer, [1848])","","8644","529e4967-2e9d-4422-a804-58e32b4c319b","","","","","(in Europa ausgestorben?)","etabliert aber verschollen","etabliert","","","","","4","","Ja"
"9111","Geometroidea","Geometridae","Larentiinae","Chesiadini","","Lithostege","narynensis","Prout, 1938","","08639a","c09d76a2-f4f4-4a90-a9d2-8b12585b2fe1","","","01/11/2021","Artseite wegen unsicherem Vorkommen am Ostrand Europas (West-Kasachstan, Nordkauksus) angelegt","
Vorkommen in Europa (Kasachstan, Nordkaukasus) sehr unsicher","[nein]","Vorkommen fraglich: Nordkaukasus und West-Kasachstan unsicher","","","","","3","",""
"9114","Geometroidea","Geometridae","Larentiinae","Chesiadini","","Lithostege","clarae","Gastón & Redondo, 2004","","08646a","49e0bbfd-ed4d-4578-a9f6-5a0a6bfab2b3","","","","","","etabliert","etabliert","","","","nur Spanien","1","",""
"9117","Geometroidea","Geometridae","Larentiinae","Chesiadini","","Lithostege","odessaria","(Boisduval, 1848)","","8642","6c1bb562-97cc-42ea-8c05-9bc3e3f72a20","","","","","Kaukasus (dort auch L. narynensis), [Vorkommen in Europa i.e.S. (Krim?) fraglich!]","Vorkommen fraglich","etabliert: nur Nordkaukasus","","","","nur Nordkaukasus/Krim","2","Ja","Ja"
"9122","Geometroidea","Geometridae","Larentiinae","Trichopterygini","","Epilobophora","kostjuki","Tikhonov, 1994","","08673a","9831166b-8cea-4807-a448-24a44a824c33","","","31/10/2020","neu für Europa (nur Nordkaukasus)","Nordkaukasus","[nein]","etabliert: nur Nordkaukasus","","","","nur Nordkaukasus","1","",""
"9129","Geometroidea","Geometridae","Larentiinae","Trichopterygini","","Nothocasis","rosariae","Scalercio, Infusino & Hausmann, 2016","","08679a","44bb0cae-fff4-4d96-a123-7f44b69942fa","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","",""
"9138","Geometroidea","Geometridae","Larentiinae","Asthenini","","Asthena","lactularia","(Herrich-Schäffer, [1855])","","8657","e6eb3d31-ade0-4185-834d-6c8ba7a06cca","","","","","","etabliert","etabliert","","","","nur Spanien","1","","Ja"
"9147","Geometroidea","Geometridae","Larentiinae","Scotopterygini","","Scotopteryx","subvicinaria","(Staudinger, 1892)","","08233a","0b705f19-71d6-4ec4-b28c-c1b8f443acdd","","","06/01/2023","Vorkommen im Nordkaukasus","Nordkaukasus","[nein]","etabliert: nur Nordkaukasus","","","","nur Nordkaukasus","1","",""
