"lfd. Nr","Überfamilie","Familie","Unterfamilie","Tribus","Subtribus","Gattung","Art","Autoren","Trivialnamen (meist deutsche Namen)","KR-Nr.","GUID","Anmer-kung zum Artstatus","zu löschen!","Änderungs-Datum","Kommentar Änderung gegenüber Version 1 vom 4. Februar 2017","Anmerkung Faunistik Europa","Vorkommen in Europa sensu Fauna Europaea","Vorkommen in Europa i.w.S.","D","CH","A","Hinweis auf eingeschränkte Verbreitung","Anzahl Länder mit Nachweisen","Lebendbild","Diagnosebild"
"893","Tineoidea","Tineidae","Nemapogoninae","","","Triaxomera","baldensis","Petersen, 1983","","614","25d2cd42-1874-479e-86fa-f9f747ae5cff","","","","","","etabliert","etabliert","","","","","3","","Ja"
"894","Tineoidea","Tineidae","Nemapogoninae","","","Triaxomera","marsica","Petersen, 1984","","615","cc1ba922-ad5a-4765-9f59-31bd6938cc66","","","","","","etabliert","etabliert","","","","nur Italien","1","",""
"895","Tineoidea","Tineidae","Nemapogoninae","","","Triaxomera","caucasiella","Zagulajev, 1959","","616","aa8c6058-618e-4e28-88e2-a3061c546671","","","","","Nordkaukasus","[nein]","etabliert: nur Nordkaukasus","","","","nur Nordkaukasus","1","",""
"901","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","agenjoi","Petersen, 1959","","640","c1e69b37-6d78-4075-80d4-69d218345ce5","","","","","","etabliert","etabliert","","","","","5","Ja","Ja"
"903","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","peslieri","Varenne & Nel, 2017","","00640a","2cc73be8-f101-4693-8132-7fe390411f2d","","zu löschen!","22.10.2017 und 09.03.2021 und 08.01.2022","neu beschriebene Art; zu streichen: Synonym zu Nemapogon inexpectata; jetzt Synonym zu Nemapogon agenjoi","","[-]","[-]","","","","","","[-]","[-]"
"904","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","palmella","(Chrétien, 1908)","","00640b","fbef480e-e008-40fa-bdee-4a6737e715b0","","","15/10/2019","jetzt mit K+R-Nr. (Nachweis Griechenland)","","etabliert","etabliert","","","","nur Kanaren","1","","Ja"
"905","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","reisseri","Petersen & Gaedike, 1983","","636","8eb5f75c-08a0-44fd-8e0d-7f06a0c0678d","","","","","","etabliert","etabliert","","","","nur Griechenland (inkl. Inseln)","3","","Ja"
"907","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","arenbergeri","Gaedike, 1986","","00648g","35ca1f7d-4b09-41db-811e-195480c7d491","","","","","","etabliert","etabliert","","","","nur Griechenland","1","",""
"908","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","anatolica","Gaedike, 1986","","00648a","ac6358e5-d0d6-4256-b6a9-f3f29b43df74","","","","","","etabliert","etabliert","","","","nur Balkan erweitert","2","",""
"909","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","arcosuensis","Gaedike, 2007","","00632a","efbc7f32-faa0-4ac3-919f-2d9d4d04c2e3","","","","","","etabliert","etabliert","","","","nur Sardinien","1","","Ja"
"910","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","cyprica","Gaedike, 1986","","00632c","f8846894-bf23-4922-9f5e-2b4ab22722b9","","","31/10/2019","jetzt mit K+R.-Nr. (Vorkommen auf Kreta)","","etabliert","etabliert","","","","nur Mittelmeerraum","2","",""
"911","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","paracyprica","Gaedike, 2021","","00632d","f81e79d0-fd38-4d3d-9858-c8803ad09d4b","","","03/01/2022","neu beschriebene Art","","etabliert","etabliert","","","","nur Griechenland","1","",""
"913","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","phoenicica","Gaedike & Kullberg, 2016","","[non-KR]","b552b21e-e41b-4b5e-9978-6a3aad899386","","","18/07/2022","2016 neu beschriebene Art","Zypern","etabliert: nur Zypern","etabliert: nur Zypern","","","","nur Zypern","1","",""
"918","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","scholzi","Sutter, 2000","","00648e","f70714a0-6992-457a-8ca4-9e83073ee23a","","","","","","etabliert","etabliert","","","","nur Griechenland (inkl. Inseln)","3","",""
"921","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","gliriella","(Heyden, 1865)","Krustenpilz-Motte","635","c52dcf80-ea39-4ae8-ae62-946bd11abcce","","","","","D-CH-A","etabliert","etabliert","D","C","e","","11","","Ja"
"922","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","sardicus","Gaedike, 1983","","627","315f3445-3e96-42ba-8406-8f69775191e4","","","","","","etabliert","etabliert","","","","nur Sardinien","1","",""
"923","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","shamica","Gaedike & Kullberg, 2016","","[non-KR]","3a29428b-adbd-4d76-94c1-f7f0631591d5","","","18/07/2022","2016 neu beschriebene Art","Zypern","etabliert: nur Zypern","etabliert: nur Zypern","","","","nur Zypern","1","",""
"924","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","hispanica","Petersen & Gaedike, 1992","","634","38fd63c0-9879-4556-aa72-8f2e33bdf3ce","","","","","","etabliert","etabliert","","","","nur Spanien","1","","Ja"
"925","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","signatellus","Petersen, 1957","","637","48d11c3f-41d7-4759-a778-9968a44d3a00","","","","","","etabliert","etabliert","","","","","8","Ja","Ja"
"926","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","quercicolella","(Zeller, 1852)","","638","2ccc5bea-c0ff-43a1-bb6b-7bf57df49313","","","","","D-CH-A","etabliert","etabliert","D","","A","","13","","Ja"
"929","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","lagodechiellus","Zagulajev, 1962","","00648f","23f2d3ff-33dc-4a5d-963f-e38a6e755f5e","","","","","Nordkaukasus","[nein]","etabliert: nur Nordkaukasus","","","","nur Nordkaukasus","1","",""
"930","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","gerasimovi","Zagulajev, 1961","","00648h","d2d3b3a7-40f8-4840-a4e3-ae1e59714457","","","27/10/2020","Ergänzung: ""verschleppt, in Europa nicht bodenständig!""","verschleppt, in Europa nicht bodenständig! (Dänemark)","nicht etabliert: nur verschleppte Einzeltiere","nicht etabliert: nur verschleppte Einzeltiere","","","","nur Dänemark","1","",""
"931","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","scutifera","Gaedike, 2007","","00648i","d5a52ca1-1c0f-4303-8e92-c4f4afede0a9","","","","","","etabliert","etabliert","","","","nur Griechenland","1","",""
"934","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","somchetiella","Zagulajev, 1961","","00631a","ca624cc5-2cce-4402-9793-8a30480c3482","","","","","","etabliert","etabliert","","","","","2","","Ja"
"935","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","levantinus","Petersen, 1961","","639","9a8aa4d1-3584-44b1-80df-e6a5a74dc6a8","","","","","","etabliert","etabliert","","","","nur Griechenland (inkl. Inseln)","2","",""
"936","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","caucasicus","(Zagulajev, 1964)","","645","9ef8c31e-854b-4e16-a859-263fbc618347","","","","","Nordkaukasus","[nein]","etabliert: nur Nordkaukasus","","","","nur Nordkaukasus","1","",""
"937","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","meridionella","(Zagulajev, 1962)","","646","01ac248d-2bd1-4140-ae2e-4ae98cd889af","","","","","","etabliert","etabliert","","","","nur Nordkaukasus/Krim","2","",""
"938","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","orientalis","Petersen, 1961","","647","ed57c9e5-bb35-4752-a78d-a78340317dc0","","","","","","etabliert","etabliert","","","","","7","",""
"939","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","falstriella","(Bang-Haas, 1881)","","648","8a51c648-0c33-42e5-a081-b2a2825788cc","","","","","D-CH-A","etabliert","etabliert","D","","A","","12","Ja","Ja"
"940","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","alticolella","Zagulajev, 1961","","00648b","f2e10ca8-9626-43fc-a1f5-9b408cca59ea","Artstatus unklar!","","","","D-CH-A","etabliert","etabliert","","","A","nur Österreich","1","",""
"941","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","fuscalbella","(Chrétien, 1908)","","00648c","548870d5-2244-44cd-a4d0-1ed16e217eee","","","","","","etabliert","etabliert","","","","nur Frankreich","1","",""
"942","Tineoidea","Tineidae","Nemapogoninae","","","Nemapogon","helveticola","Gaedike & Bryner, 2020","","00648d","c67bd045-e1f6-4f33-9c7e-2a6f42df58a7","","","23/05/2020","neu beschriebene Art","D-CH-A","etabliert","etabliert","","C","","nur Schweiz","1","","Ja"
"944","Tineoidea","Tineidae","Nemapogoninae","","","Gaedikeia","kokkariensis","Sutter, 1998","","00654b","8cec5f78-f716-4990-b1ab-ffffa834efdd","","","","","","etabliert","etabliert","","","","","5","Ja","Ja"
"946","Tineoidea","Tineidae","Nemapogoninae","","","Neurothaumasia","ragusaella","(Wocke, 1889)","","653","71d5f87f-b031-4fdd-8c28-9b2d4680024f","","","","","","etabliert","etabliert","","","","","4","Ja","Ja"
"947","Tineoidea","Tineidae","Nemapogoninae","","","Neurothaumasia","betancuriacola","Gaedike & Falck, 2019","","[non-KR]","98893240-a3cb-4da8-b8f0-d8b07b180a85","","","14/12/2019","neu beschriebene Art","Kanaren","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","nur Kanaren","1","",""
"948","Tineoidea","Tineidae","Nemapogoninae","","","Neurothaumasia","macedonica","Petersen, 1962","","654","20dd9de5-6706-4030-8fd5-1115f1384ca0","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","8","Ja","Ja"
"949","Tineoidea","Tineidae","Nemapogoninae","","","Neurothaumasia","tenuipennella","Gaedike, 2011","","00654a","1b3d4057-81a0-428c-8fd9-64bdc74a0f15","","","","","","etabliert","etabliert","","","","","7","Ja",""
"951","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Tenaga","rhenania","(Petersen, 1962)","","495","30e7f196-0619-4d9c-b35a-ed6155472537","","","16/03/2022","übersehenes A-Fähnchen gehisst","D-CH-A","etabliert","etabliert","D","C","A","","12","Ja","Ja"
"952","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Matratinea","rufulicaput","Sziráki & Szőcs, 1990","","497","601fe30b-9128-4a24-97d4-cc3d7b230e17","","","","","","etabliert","etabliert","","","","","5","",""
"953","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","nigropluviella","(Walsingham, 1907)","","530","96e0a86e-d424-41af-95ad-8f11f9a546e5","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","6","","Ja"
"954","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","rumelicella","(Rebel, 1903)","","531","25d2f435-039b-4d02-98dc-b4ac9b1738f6","","","","","","etabliert","etabliert","","","","","9","Ja","Ja"
"955","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","sardica","(Amsel, 1952)","","532","4a05fec8-0e22-4968-ac7b-1ff3480919da","","","19/02/2021","Jahr der Erstbeschreibung: 1951 ==> 1952","","etabliert","etabliert","","","","nur Mittelmeerraum","3","",""
"956","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","graeca","Gaedike, 1983","","533","0ecc1626-f9dd-48f0-884d-849b2985eb07","","","","","","etabliert","etabliert","","","","","6","",""
"957","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","rebeliella","(Krone, 1907)","","534","bcd9b0da-453a-4746-9fc3-cc619141f6b8","","","","","","etabliert","etabliert","","","","nur Kroatien","1","","Ja"
"958","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","tauridella","Petersen, 1968","","535","5982e0f8-75fa-47b5-8506-aa884b73028d","","","","","","etabliert","etabliert","","","","","6","","Ja"
"959","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","banatica","Petersen, 1961","","536","a403aa70-5303-4c0b-9c25-06061d6ebdec","","","","","","etabliert","etabliert","","","","nur Balkan erweitert","3","",""
"960","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","litochorella","Petersen, 1964","","537","c5850e2d-484e-478c-9cd2-606fc5f44e65","","","","","","etabliert","etabliert","","","","nur Griechenland","1","","Ja"
"962","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","kasyi","Petersen, 1962","","539","04ae6f8a-7cff-41df-b739-feaa635163f2","","","","","","etabliert","etabliert","","","","nur Balkan","3","",""
"963","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","albanica","Petersen, 1963","","540","648e3698-7305-43e5-b194-023df23f19f8","","","","","","etabliert","etabliert","","","","nur Balkan","2","",""
"964","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","maura","Petersen, 1962","","00540a","86de9ebb-966f-4f80-a1aa-c60558c84e93","","","01/08/2021","neu für Europa (Einzelnachweis Gibraltar)","In Europa nur auf Gibraltar nachgewiesen - ob dort etabliert?","Etablierung unklar","Etablierung unklar","","","","nur Mittelmeerraum","2","",""
"966","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","alpmaritima","Varenne & Nel, 2021","","00542a","051b1f9a-0f8f-4218-a0a4-914c371a3095","","","14/04/2021","neu beschriebene Art","","etabliert","etabliert","","","","nur Frankreich","1","",""
"967","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","tribertii","Gaedike, 1983","","543","a9f7a433-b6be-4907-9cc2-dc73a59877a8","","","","","","etabliert","etabliert","","","","nur Balkan","2","",""
"968","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","gaedikei","Baldizzone, 1984","","544","cdaa8ccc-add5-471b-9fcb-a3c4bd6c6035","","","","","","etabliert","etabliert","","","","nur Spanien","1","",""
"970","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","corleyi","Gaedike, 2011","","00545a","aed7e8f6-9c92-4084-8239-3a79afe9b5fb","","","","","","etabliert","etabliert","","","","nur Portugal","1","",""
"971","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","belviella","Gaedike, 1980","","546","50001748-346d-486e-ad6e-54aaf0989e46","","","","","","etabliert","etabliert","","","","nur Sardinien","1","",""
"972","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","piozi","Varenne & Nel, 2009","","00546a","3007b7ff-412f-490c-a5ee-6c50a0d52afd","","","","","","etabliert","etabliert","","","","nur Korsika","1","",""
"973","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","corsica","Gaedike, 2010","","00546b","caff87fe-11fc-4124-82a6-cf4263cdc921","","","","","","etabliert","etabliert","","","","nur Korsika","1","",""
"974","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","albulella","(Rebel, 1935)","","547","849a9b90-fd35-445e-ba93-30bcf11b18a3","","","","","","etabliert","etabliert","","","","nur Spanien","1","",""
"975","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","sardiniella","Vári, 1942","","548","390c48c2-f7d2-4423-b4bd-892bec3e43ba","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","3","",""
"976","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","rietzi","Gaedike, 2019","","00548a","6c5a8620-fdbd-44d4-a3ff-c6d56170a15d","","","02/01/2020","neu beschriebene Art","","etabliert","etabliert","","","","nur Spanien","1","",""
"977","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","minuscula","Gozmány, 1960","","549","cc853483-e633-4775-a1dc-99549d9851f5","","","","","","etabliert","etabliert","","","","","3","",""
"978","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","klimeschi","Passerin d'Entrèves, 1974","","550","33b3282b-697a-443c-b635-8d880be2f832","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","","Ja"
"979","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","parentii","Petersen, 1964","","551","d84675ea-c42b-4b14-9458-db91926c9b34","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","3","","Ja"
"980","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","siciliana","Petersen, 1964","","552","41d02515-e344-4d91-ac6c-2ff38e5dd51f","","","","","","etabliert","etabliert","","","","nur Sizilien","1","","Ja"
"981","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","marcunella","(Rebel, 1901)","","553","c9c843fe-50ee-42aa-b2eb-7fa6739059ba","","","","","","etabliert","etabliert","","","","","3","","Ja"
"982","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","frustigerella","(Walsingham, 1907)","","554","fadb7f64-cea2-4832-ad49-b6b036becdd6","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","","Ja"
"983","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","italica","(Amsel, 1954)","","555","ad43f40a-62d3-43d7-8e35-bc363709d7ac","","","","","","etabliert","etabliert","","","","","5","Ja","Ja"
"984","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","cyprica","Petersen & Gaedike, 1985","","[non-KR]","32cf2a00-1a9c-47c0-9bf8-d150db94d4c2","","","","","Zypern","etabliert: nur Zypern","etabliert: nur Zypern","","","","nur Zypern","1","",""
"985","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","taurus","Gaedike, 1988","","556","cf23b8ba-6197-45bb-8e6c-3d7e9140f1ff","","","","","","etabliert","etabliert","","","","nur Griechenland","1","",""
"986","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","turcica","Petersen, 1968","","00556a","ea10bc83-db80-4e15-b907-5638305177dd","","","","","","etabliert","etabliert","","","","nur Balkan","2","",""
"987","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","hellenica","Gaedike, 1997","","00574b","c5aa4aba-c8cf-4dc9-bb93-47e7ab149ba4","","","","","","etabliert","etabliert","","","","nur Griechenland","1","",""
"990","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","paratrifasciella","Varenne & Nel, 2018","","00557a","a15dd148-e258-417f-a921-61fd4ad9fe8f","","","03/06/2018","neu beschriebene Art","","etabliert","etabliert","","","","nur Mittelmeerraum","2","",""
"992","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","yildizae","Koçak, 1981","","559","1ccdc89e-06fc-4454-b5bd-326a5065f601","","","","","","etabliert","etabliert","","","","nur Italien","1","",""
"993","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","walsinghami","Petersen, 1962","","560","c7e182f3-3baf-4707-8ca7-d61a99111050","","","","","","etabliert","etabliert","","","","nur Frankreich","1","",""
"994","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","gaedikella","Nel, 2003","","00574a","73fd81d9-04e1-4f89-9915-69af85573573","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","","Ja"
"995","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","vartianae","Petersen, 1962","","561","b83fe3d5-5525-4df1-a234-35c1ad12e9ce","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","",""
"996","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","mayri","Gaedike, 2020","","00561a","223d9dac-746d-418c-a84f-33a469e10240","","","03/01/2021","neu beschriebene Art","","etabliert","etabliert","","","","nur Spanien","1","","Ja"
"997","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","peterseni","Baldizzone, 1984","","562","85487be5-085d-490b-8c7a-4920b733d8dc","","","","","","etabliert","etabliert","","","","nur Iberische Halbinsel","2","",""
"998","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","reisseri","Petersen, 1968","","563","2fcb3b62-26c9-47d6-bebf-cb428cf0ffb1","","","","","","etabliert","etabliert","","","","nur Kreta","1","",""
"999","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","iberica","Gaedike, 2010","","00563a","5a74d020-893f-4ae2-aac2-b4ba722a4ca8","","","","","","etabliert","etabliert","","","","nur Spanien","1","",""
"1000","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","karadaghica","Zagulajev, 1979","","564","533fb781-a26c-4d96-8d25-ce11674bbe8e","","","","","","etabliert","etabliert","","","","","3","Ja",""
"1002","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","lakoniae","Gaedike, 1983","","567","2ce3db0e-5171-4153-abad-0e16ee9d2d29","","","","","","etabliert","etabliert","","","","nur Balkan","2","",""
"1003","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","vanderwolfi","Gaedike, 1997","","00574c","dc3d18f6-9ad4-484f-94ea-fa0cd7408a46","","","","","","etabliert","etabliert","","","","nur Balkan erweitert","3","",""
"1004","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","arenbergeri","Gaedike, 1988","","566","a00616fd-91db-4b97-9eb3-f52a01453c42","","","","","","etabliert","etabliert","","","","nur Griechenland","1","",""
"1005","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","olympica","Petersen, 1958","","568","9c7592dc-52d1-44cf-840c-77f66a1d0cdf","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","3","","Ja"
"1006","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","romanica","Căpuşe, 1966","","00568a","7daea890-c74f-4a21-bb9c-2b9d4f7af07b","","","","","","etabliert","etabliert","","","","nur Balkan erweitert","2","",""
"1007","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","ochridella","Petersen, 1962","","569","8b7a09a8-10e6-489f-b7fe-8d6c789dd182","","","","","","etabliert","etabliert","","","","nur Balkan","2","",""
"1008","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","parnassiella","Gaedike, 1987","","570","418f2ea5-7158-4ab8-86a4-48dd01ab64c5","","","","","","etabliert","etabliert","","","","nur Griechenland","1","",""
"1011","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","monteiroi","Amsel, 1957","","574","d498bcb3-c254-4829-a469-66f72126f3a6","","","","","","etabliert","etabliert","","","","","2","",""
"1012","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","karsholti","Gaedike, 1992","","573","a4aab67a-3dad-4ccf-ac40-dd2dc107d433","","","","","","etabliert","etabliert","","","","nur Griechenland","1","","Ja"
"1013","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","toechophila","(Walsingham, 1908)","","[non-KR]","dce240e6-5471-4ccf-9fdd-6968c1d65b09","","","","","Kanaren","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","nur Kanaren","1","","Ja"
"1014","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Infurcitinea","canaricola","Gaedike, 2019","","[non-KR]","514f7001-e0fc-40de-96e3-4814eb0dbcaf","","","02/01/2020","neu beschriebene Art","Kanaren","etabliert: nur Kanaren/ Madeira/ Azoren","etabliert: nur Kanaren/ Madeira/ Azoren","","","","nur Kanaren","1","",""
"1015","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Lichenotinea","pustulatella","(Zeller, 1852)","","576","2ca63b72-fb55-401e-842f-5ac490af66d0","","","","","D-CH-A","etabliert","etabliert","D","C","A","","13","Ja","Ja"
"1016","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Lichenotinea","maculata","Petersen, 1957","","577","14b31745-7ba4-4963-b490-7b93f7e1d671","","zu löschen!","10/03/2021","neue Synonymseite: Synonym zu Lichenotinea pustulatella","","[-]","[-]","","","","","","[-]","[-]"
"1018","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Ischnoscia","pandorella","(Millière, 1881)","","580","17f3bb4c-f3e0-481b-80dd-edf0e3f64c27","","zu löschen!","10/03/2021","neue Synonymseite: Synonym zu Ischnoscia borreonella","","[-]","[-]","","","","","","[-]","[-]"
"1019","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Novotinea","muricolella","(Fuchs, 1879)","","582","4a77d913-5d8c-4fcc-8a58-5fff953d2a27","","","","","D-CH-A","etabliert","etabliert","D","","","","4","","Ja"
"1020","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Novotinea","liguriella","Amsel, 1950","","583","cba82dac-5e18-4122-81cf-de2668c56aec","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","","Ja"
"1021","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Novotinea","klimeschi","(Rebel, 1940)","","584","3e1ff9ff-4e88-44f8-bd0f-3a6b28db0aaf","","","","","","etabliert","etabliert","","","","nur Balkan erweitert","3","","Ja"
"1022","Tineoidea","Tineidae","[Unterfamilie nicht zugeordnet: ehem. ""Meessiinae""]","","","Novotinea","mistrettae","Parenti, 1966","","585","2a2f17cf-19fd-4f11-9d88-c046f038c0ec","","","","","","etabliert","etabliert","","","","nur Sizilien","1","","Ja"
