	Species_name	Subspecies	Common_Name	Family	Phase	sample_collected	sample_acquired	in_progress	insdc_submitted	sequencing_status	long_list	other_priority	family_representative
1240	Brotogeris sanctithomae		Tui Parakeet	Psittacidae							B10K		
1241	Brotogeris tirica		Plain Parakeet	Psittacidae							B10K		
1242	Brotogeris versicolurus		Canary-winged Parakeet	Psittacidae							B10K		
1243	Bubalornis albirostris		White-billed Buffalo Weaver	Ploceidae							B10K		
1244	Bubalornis niger		Red-billed Buffalo Weaver	Ploceidae		B10K				sample_collected	B10K		
1245	Bubo africanus		Spotted Eagle Owl	Strigidae	Phase Genus	B10K				sample_collected	B10K	B10K	
1246	Bubo ascalaphus		Desert Eagle Owl	Strigidae							B10K		
1247	Bubo bengalensis		Rock Eagle Owl	Strigidae							B10K		
1248	Bubo blakistoni		Blakiston's Eagle Owl	Strigidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1249	Bubo bubo		Eurasian Eagle Owl	Strigidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1250	Bubo capensis		Cape Eagle Owl	Strigidae							B10K		
1252	Bubo lacteus		Verreaux's Eagle Owl	Strigidae							B10K		
1254	Bubo nipalensis		Spot-bellied Eagle Owl	Strigidae							B10K		
1255	Bubo philippensis		Philippine Eagle Owl	Strigidae							B10K		
1256	Bubo poensis		Fraser's Eagle Owl	Strigidae							B10K		
1257	Bubo scandiacus		Snowy Owl	Strigidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1259	Bubo sumatranus		Barred Eagle Owl	Strigidae							B10K		
1260	Bubo virginianus		Great Horned Owl	Strigidae	Phase Genus	B10K				sample_collected	B10K	B10K	
1261	Bubulcus ibis		Cattle Egret	Ardeidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1262	Bucanetes githagineus		Trumpeter Finch	Fringillidae		B10K	B10K	B10K	B10K	insdc_submitted	B10K		
1263	Buccanodon duchaillui		Yellow-spotted Barbet	Ramphastidae							B10K		
1264	Bucco capensis		Collared Puffbird	Bucconidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1265	Bucco capensis		Collared Puffbird	Bucconidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1266	Bucco macrodactylus		Chestnut-capped Puffbird	Bucconidae							B10K		
1268	Bucco tamatia		Spotted Puffbird	Bucconidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1269	Bucephala albeola		Bufflehead	Anatidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1270	Bucephala clangula		Common Goldeneye	Anatidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1271	Bucephala islandica		Barrow's Goldeneye	Anatidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1272	Buceros bicornis		Great Hornbill	Bucerotidae							B10K		
1273	Buceros hydrocorax	hydrocorax	Rufous Hornbill	Bucerotidae	Phase Genus	B10K				sample_collected	B10K	B10K	
1274	Buceros rhinoceros		Rhinoceros Hornbill	Bucerotidae	Phase Order	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1275	Bucorvus abyssinicus		Northern Ground Hornbill	Bucerotidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1276	Bucorvus leadbeateri		Southern Ground Hornbill	Bucerotidae		B10K	B10K	B10K		in_progress	B10K		
1277	Buettikoferella bivittata		Buff-banded Grassbird	Locustellidae							B10K		
1278	Bulweria bulwerii		Bulwer's Petrel	Procellariidae	Phase Genus	B10K				sample_collected	B10K	B10K	
1282	Burhinus bistriatus		Double-striped Thick-knee	Burhinidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1283	Burhinus bistriatus		Double-striped Thick-knee	Burhinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1284	Burhinus capensis		Spotted Thick-knee	Burhinidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1285	Burhinus grallarius		Bush Thick-knee	Burhinidae							B10K		
1286	Burhinus oedicnemus		Eurasian Thick-knee	Burhinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1287	Burhinus oedicnemus		Eurasian Thick-knee	Burhinidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1288	Burhinus senegalensis		Senegal Thick-knee	Burhinidae							B10K		
1289	Burhinus superciliaris		Peruvian Thick-knee	Burhinidae							B10K		
1290	Burhinus vermiculatus		Water Thick-knee	Burhinidae		B10K				sample_collected	B10K		
1291	Busarellus nigricollis		Black-collared Hawk	Accipitridae							B10K		
1292	Butastur indicus		Grey-faced Buzzard	Accipitridae							B10K		
1293	Butastur liventer		Rufous-winged Buzzard	Accipitridae							B10K		
1294	Butastur rufipennis		Grasshopper Buzzard	Accipitridae							B10K		
1295	Butastur teesa		White-eyed Buzzard	Accipitridae							B10K		
1296	Buteo albigula		White-throated Hawk	Accipitridae							B10K		
1297	Buteo albonotatus	abbreviatus	Zone-tailed Hawk	Accipitridae	Phase Genus	B10K				sample_collected	B10K	B10K	
1298	Buteo augur		Augur Buzzard	Accipitridae							B10K		
1299	Buteo auguralis		Red-necked Buzzard	Accipitridae							B10K		
1300	Buteo brachypterus		Madagascar Buzzard	Accipitridae							B10K		
1301	Buteo brachyurus		Short-tailed Hawk	Accipitridae							B10K		
1302	Buteo buteo		Eurasian Buzzard	Accipitridae		B10K	B10K	B10K		in_progress	B10K		
1303	Buteo galapagoensis		Galapagos Hawk	Accipitridae							B10K		
1304	Buteo hemilasius		Upland Buzzard	Accipitridae		B10K				sample_collected	B10K		
1305	Buteo jamaicensis		Red-tailed Hawk	Accipitridae	Phase Genus	B10K				sample_collected	B10K	B10K	
1306	Buteo japonicus		Japanese Buzzard	Accipitridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1307	Buteo lagopus		Rough-legged Buzzard	Accipitridae	Phase Genus	B10K				sample_collected	B10K	B10K	
1308	Buteo lineatus		Red-shouldered Hawk	Accipitridae	Phase Genus	B10K				sample_collected	B10K	B10K	
1309	Buteo nitidus		Gray-lined Hawk	Accipitridae							B10K		
1310	Buteo oreophilus		Mountain Buzzard	Accipitridae							B10K		
1311	Buteo plagiatus		Gray Hawk	Accipitridae							B10K		
1312	Buteo platypterus		Broad-winged Hawk	Accipitridae	Phase Genus	B10K				sample_collected	B10K	B10K	
1313	Buteo refectus		Himalayan Buzzard	Accipitridae							B10K		
1314	Buteo regalis		Ferruginous Hawk	Accipitridae	Phase Genus	B10K				sample_collected	B10K	B10K	
1315	Buteo ridgwayi		Ridgway's Hawk	Accipitridae							B10K		
1316	Buteo rufinus		Long-legged Buzzard	Accipitridae		B10K				sample_collected	B10K		
1317	Buteo rufofuscus		Jackal Buzzard	Accipitridae		B10K				sample_collected	B10K		
1318	Buteo solitarius		Hawaiian Hawk	Accipitridae	Phase Genus	B10K				sample_collected	B10K	B10K	
1319	Buteo swainsoni		Swainson's Hawk	Accipitridae	Phase Genus	B10K				sample_collected	B10K	B10K	
1321	Buteo ventralis		Rufous-tailed Hawk	Accipitridae							B10K		
1322	Buteogallus aequinoctialis		Rufous Crab Hawk	Accipitridae	Phase Genus	B10K				sample_collected	B10K	B10K	
1323	Buteogallus anthracinus		Common Black Hawk	Accipitridae	Phase Genus	B10K				sample_collected	B10K	B10K	
1324	Buteogallus coronatus		Crowned Solitary Eagle	Accipitridae							B10K		
1325	Buteogallus gundlachii		Cuban Black Hawk	Accipitridae							B10K		
1326	Buteogallus lacernulatus		White-necked Hawk	Accipitridae							B10K		
1327	Buteogallus meridionalis		Savanna Hawk	Accipitridae	Phase Genus	B10K				sample_collected	B10K	B10K	
1328	Buteogallus schistaceus		Slate-colored Hawk	Accipitridae							B10K		
1329	Buteogallus solitarius		Montane Solitary Eagle	Accipitridae							B10K		
1330	Buteogallus urubitinga		Great Black Hawk	Accipitridae	Phase Genus	B10K				sample_collected	B10K	B10K	
1331	Buthraupis montana		Hooded Mountain Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1332	Butorides striata		Striated Heron	Ardeidae							B10K		
1333	Butorides virescens		Green Heron	Ardeidae		B10K	B10K	B10K	B10K	insdc_submitted	B10K		
1334	Bycanistes albotibialis		White-thighed Hornbill	Bucerotidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1335	Bycanistes brevis		Silvery-cheeked Hornbill	Bucerotidae							B10K		
1336	Bycanistes bucinator		Trumpeter Hornbill	Bucerotidae							B10K		
1337	Bycanistes cylindricus		Brown-cheeked Hornbill	Bucerotidae							B10K		
1338	Bycanistes fistulator		Piping Hornbill	Bucerotidae							B10K		
1339	Bycanistes subcylindricus		Grey-cheeked Hornbill	Bucerotidae							B10K		
1340	Cabalus modestus		Chatham Rail	Rallidae							B10K		
1341	Cacatua alba		White Cockatoo	Cacatuidae							B10K		
1342	Cacatua ducorpsii		Solomon Islands Corella	Cacatuidae							B10K		
1343	Cacatua galerita		Sulphur-crested Cockatoo	Cacatuidae	Phase Genus	B10K				sample_collected	B10K	B10K	
1344	Cacatua goffiniana		Tanimbar Corella	Cacatuidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1345	Cacatua haematuropygia		Philippine Cockatoo	Cacatuidae	Phase Genus	B10K				sample_collected	B10K	B10K	
1348	Cacatua moluccensis		Salmon-crested Cockatoo	Cacatuidae							B10K		
1349	Cacatua ophthalmica		Blue-eyed Cockatoo	Cacatuidae							B10K		
1350	Cacatua pastinator		Western Corella	Cacatuidae							B10K		
1351	Cacatua sanguinea		Little Corella	Cacatuidae							B10K		
1352	Cacatua sulphurea		Yellow-crested Cockatoo	Cacatuidae	Phase Genus	B10K				sample_collected	B10K	B10K	
1353	Cacatua tenuirostris		Long-billed Corella	Cacatuidae	Phase Genus	B10K				sample_collected	B10K	B10K	
1354	Cacicus cela	cela	Yellow-rumped Cacique	Icteridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1355	Cacicus chrysonotus		Mountain Cacique	Icteridae							B10K		
1356	Cacicus chrysopterus		Golden-winged Cacique	Icteridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1357	Cacicus haemorrhous	haemorrhous	Red-rumped Cacique	Icteridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1358	Cacicus koepckeae		Selva Cacique	Icteridae							B10K		
1360	Cacicus oseryi		Casqued Oropendola	Icteridae							B10K		
1361	Cacicus sclateri		Ecuadorian Cacique	Icteridae							B10K		
1362	Cacicus uropygialis		Scarlet-rumped Cacique	Icteridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1363	Cacomantis castaneiventris		Chestnut-breasted Cuckoo	Cuculidae							B10K		
1364	Cacomantis flabelliformis		Fan-tailed Cuckoo	Cuculidae							B10K		
1366	Cacomantis merulinus		Plaintive Cuckoo	Cuculidae							B10K		
1368	Cacomantis sepulcralis		Rusty-breasted Cuckoo	Cuculidae							B10K		
1369	Cacomantis sonneratii		Banded Bay Cuckoo	Cuculidae							B10K		
1370	Cacomantis variolosus		Brush Cuckoo	Cuculidae							B10K		
1371	Cairina moschata		Muscovy Duck	Anatidae	Phase Family	B10K	B10K	B10K		in_progress	B10K		B10K
1372	Cairina moschata		Muscovy Duck	Anatidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1373	Calamanthus campestris		Rufous Fieldwren	Acanthizidae							B10K		
1375	Calamanthus fuliginosus		Striated Fieldwren	Acanthizidae							B10K		
1376	Calamanthus montanellus		Western Fieldwren	Acanthizidae							B10K		
1378	Calamonastes fasciolatus		Barred Wren Warbler	Cisticolidae	Phase Genus	B10K				sample_collected	B10K	B10K	
1379	Calamonastes simplex		Grey Wren Warbler	Cisticolidae							B10K		
1381	Calamonastides gracilirostris		Papyrus Yellow Warbler	Acrocephalidae							B10K		
1382	Calamospiza melanocorys		Lark Bunting	Passerellidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1383	Calandrella acutirostris		Hume's Short-toed Lark	Alaudidae							B10K		
1384	Calandrella blanfordi		Blanford's Short-toed Lark	Alaudidae							B10K		
1385	Calandrella brachydactyla		Greater Short-toed Lark	Alaudidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1386	Calandrella cinerea		Red-capped Lark	Alaudidae							B10K		
1390	Calendulauda africanoides		Fawn-coloured Lark	Alaudidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1391	Calendulauda albescens		Karoo Lark	Alaudidae							B10K		
1392	Calendulauda barlowi	barlowi	Barlow's Lark	Alaudidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1393	Calendulauda barlowi		Barlow's Lark	Alaudidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1394	Calendulauda burra		Red Lark	Alaudidae							B10K		
1396	Calendulauda poecilosterna		Pink-breasted Lark	Alaudidae							B10K		
1397	Calendulauda sabota		Sabota Lark	Alaudidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1398	Calicalicus madagascariensis		Red-tailed Vanga	Vangidae							B10K		
1399	Calicalicus rufocarpalis		Red-shouldered Vanga	Vangidae							B10K		
1400	Calidris acuminata		Sharp-tailed Sandpiper	Scolopacidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1401	Calidris alba		Sanderling	Scolopacidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1402	Calidris alpina		Dunlin	Scolopacidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1403	Calidris alpina		Dunlin	Scolopacidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1404	Calidris bairdii		Baird's Sandpiper	Scolopacidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1405	Calidris canutus		Red Knot	Scolopacidae		B10K	B10K	B10K		in_progress	B10K		
1407	Calidris ferruginea		Curlew Sandpiper	Scolopacidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1408	Calidris fuscicollis		White-rumped Sandpiper	Scolopacidae	Phase Genus	B10K				sample_collected	B10K	B10K	
1409	Calidris himantopus		Stilt Sandpiper	Scolopacidae							B10K		
1410	Calidris maritima		Purple Sandpiper	Scolopacidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1411	Calidris mauri		Western Sandpiper	Scolopacidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1412	Calidris melanotos		Pectoral Sandpiper	Scolopacidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1413	Calidris melanotos		Pectoral Sandpiper	Scolopacidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1414	Calidris minuta		Little Stint	Scolopacidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1415	Calidris minutilla		Least Sandpiper	Scolopacidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1416	Calidris ptilocnemis		Rock Sandpiper	Scolopacidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1417	Calidris pugnax		Ruff	Scolopacidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1418	Calidris pugnax		Ruff	Scolopacidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1419	Calidris pusilla		Semipalmated Sandpiper	Scolopacidae							B10K		
1421	Calidris ruficollis		Red-necked Stint	Scolopacidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1422	Calidris subminuta		Long-toed Stint	Scolopacidae							B10K		
1423	Calidris subruficollis		Buff-breasted Sandpiper	Scolopacidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1424	Calidris temminckii		Temminck's Stint	Scolopacidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1425	Calidris tenuirostris		Great Knot	Scolopacidae							B10K		
1426	Calidris virgata		Surfbird	Scolopacidae							B10K		
1428	Caligavis chrysops		Yellow-faced Honeyeater	Meliphagidae							B10K		
1430	Caligavis subfrenata		Black-throated Honeyeater	Meliphagidae							B10K		
1431	Callacanthis burtoni		Spectacled Finch	Fringillidae							B10K		
1432	Callaeas cinereus		South Island Kokako	Callaeidae							B10K		
1433	Callaeas wilsoni		North Island Kokako	Callaeidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1434	Calliope calliope		Siberian Rubythroat	Muscicapidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1435	Calliope calliope		Siberian Rubythroat	Muscicapidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1436	Calliope obscura		Blackthroat	Muscicapidae							B10K		
1437	Calliope pectardens		Firethroat	Muscicapidae							B10K		
1438	Calliope pectoralis		White-tailed Rubythroat	Muscicapidae							B10K		
1439	Callipepla californica		California Quail	Odontophoridae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1440	Callipepla douglasii		Elegant Quail	Odontophoridae							B10K		
1441	Callipepla gambelii		Gambel's Quail	Odontophoridae	Phase Genus	B10K				sample_collected	B10K	B10K	
1442	Callipepla squamata		Scaled Quail	Odontophoridae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1443	Callipepla squamata		Scaled Quail	Odontophoridae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1444	Calliphlox amethystina		Amethyst Woodstar	Trochilidae							B10K		
1445	Calliphlox bryantae		Magenta-throated Woodstar	Trochilidae							B10K		
1446	Calliphlox evelynae		Bahama Woodstar	Trochilidae		B10K				sample_collected	B10K		
1447	Calliphlox mitchellii		Purple-throated Woodstar	Trochilidae							B10K		
1448	Callocephalon fimbriatum		Gang-gang Cockatoo	Cacatuidae	Phase Genus						B10K	B10K	
1449	Callonetta leucophrys		Ringed Teal	Anatidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1450	Calochaetes coccineus		Vermilion Tanager	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1451	Caloenas nicobarica		Nicobar Pigeon	Columbidae	Phase Family	B10K	B10K	B10K		in_progress	B10K		B10K
1452	Caloenas nicobarica		Nicobar Pigeon	Columbidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1453	Calonectris borealis		Cory's Shearwater	Procellariidae	Phase Family	B10K	B10K	B10K		in_progress	B10K		B10K
1454	Calonectris diomedea		Scopoli's Shearwater	Procellariidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1455	Calonectris edwardsii		Cape Verde Shearwater	Procellariidae							B10K		
1456	Calonectris leucomelas		Streaked Shearwater	Procellariidae							B10K		
1457	Caloperdix oculeus		Ferruginous Partridge	Phasianidae							B10K		
1459	Calothorax lucifer		Lucifer Hummingbird	Trochilidae		B10K				sample_collected	B10K		
1460	Calothorax pulcher		Beautiful Hummingbird	Trochilidae							B10K		
1461	Calypte anna		Anna's Hummingbird	Trochilidae	Phase Order	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1462	Calypte costae		Costa's Hummingbird	Trochilidae							B10K		
1469	Calyptorhynchus banksii		Red-tailed Black Cockatoo	Cacatuidae							B10K		
1470	Calyptorhynchus lathami		Glossy Black Cockatoo	Cacatuidae							B10K		
1471	Calyptura cristata		Kinglet Calyptura	Platyrinchidae							B10K		
1472	Camarhynchus heliobates		Mangrove Finch	Thraupidae							B10K		
1473	Camarhynchus pallidus		Woodpecker Finch	Thraupidae							B10K		
1474	Camarhynchus parvulus		Small Tree Finch	Thraupidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1475	Camarhynchus pauper		Medium Tree Finch	Thraupidae							B10K		
1476	Camarhynchus psittacula		Large Tree Finch	Thraupidae							B10K		
1477	Camaroptera brachyura		Grey-backed Camaroptera	Cisticolidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1478	Camaroptera chloronota		Olive-green Camaroptera	Cisticolidae							B10K		
1479	Camaroptera superciliaris		Yellow-browed Camaroptera	Cisticolidae							B10K		
1480	Campephaga flava		Black Cuckooshrike	Campephagidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1481	Campephaga petiti		Petit's Cuckooshrike	Campephagidae							B10K		
1482	Campephaga phoenicea		Red-shouldered Cuckooshrike	Campephagidae							B10K		
1484	Campephilus gayaquilensis		Guayaquil Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1485	Campephilus guatemalensis		Pale-billed Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1486	Campephilus haematogaster		Crimson-bellied Woodpecker	Picidae							B10K		
1487	Campephilus imperialis		Imperial Woodpecker	Picidae							B10K		
1488	Campephilus leucopogon		Cream-backed Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1489	Campephilus magellanicus		Magellanic Woodpecker	Picidae							B10K		
1490	Campephilus melanoleucos		Crimson-crested Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1491	Campephilus pollens		Powerful Woodpecker	Picidae							B10K		
1492	Campephilus principalis		Ivory-billed Woodpecker	Picidae							B10K		
1493	Campephilus robustus		Robust Woodpecker	Picidae							B10K		
1494	Campephilus rubricollis	rubricollis	Red-necked Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1495	Campethera abingoni		Golden-tailed Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1496	Campethera bennettii		Bennett's Woodpecker	Picidae							B10K		
1497	Campethera cailliautii		Green-backed Woodpecker	Picidae							B10K		
1498	Campethera caroli	caroli	Brown-eared Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1499	Campethera maculosa		Little Green Woodpecker	Picidae							B10K		
1500	Campethera mombassica		Mombasa Woodpecker	Picidae							B10K		
1501	Campethera nivosa		Buff-spotted Woodpecker	Picidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1502	Campethera notata		Knysna Woodpecker	Picidae							B10K		
1503	Campethera nubica		Nubian Woodpecker	Picidae							B10K		
1504	Campethera punctuligera		Fine-spotted Woodpecker	Picidae							B10K		
1505	Campethera tullbergi		Tullberg's Woodpecker	Picidae							B10K		
1506	Campicoloides bifasciatus		Buff-streaked Chat	Muscicapidae		B10K	B10K	B10K		in_progress	B10K		
1507	Campochaera sloetii		Golden Cuckooshrike	Campephagidae							B10K		
1508	Camptorhynchus labradorius		Labrador Duck	Anatidae							B10K		
1509	Camptostoma imberbe		Northern Beardless Tyrannulet	Tyrannidae							B10K		
1510	Camptostoma obsoletum		Southern Beardless Tyrannulet	Tyrannidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1511	Campylopterus curvipennis		Wedge-tailed Sabrewing	Trochilidae							B10K		
1512	Campylopterus duidae		Buff-breasted Sabrewing	Trochilidae							B10K		
1513	Campylopterus ensipennis		White-tailed Sabrewing	Trochilidae							B10K		
1514	Campylopterus excellens		Long-tailed Sabrewing	Trochilidae							B10K		
1515	Campylopterus falcatus		Lazuline Sabrewing	Trochilidae							B10K		
1516	Campylopterus hemileucurus		Violet Sabrewing	Trochilidae							B10K		
1517	Campylopterus hyperythrus		Rufous-breasted Sabrewing	Trochilidae							B10K		
1518	Campylopterus largipennis		Gray-breasted Sabrewing	Trochilidae	Phase Genus	B10K				sample_collected	B10K	B10K	
1519	Campylopterus phainopeplus		Santa Marta Sabrewing	Trochilidae							B10K		
1520	Campylopterus rufus		Rufous Sabrewing	Trochilidae							B10K		
1521	Campylopterus villaviscensio		Napo Sabrewing	Trochilidae							B10K		
1522	Campylorhamphus falcularius		Black-billed Scythebill	Dendrocolaptidae							B10K		
1523	Campylorhamphus procurvoides		Curve-billed Scythebill	Dendrocolaptidae	Phase Family	B10K	B10K	B10K	B10K	insdc_submitted	B10K		B10K
1525	Campylorhamphus trochilirostris		Red-billed Scythebill	Dendrocolaptidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1539	Canirallus oculeus		Grey-throated Rail	Rallidae							B10K		
1550	Capito auratus		Gilded Barbet	Ramphastidae							B10K		
1551	Capito aurovirens		Scarlet-crowned Barbet	Ramphastidae							B10K		
1552	Capito brunneipectus		Brown-chested Barbet	Ramphastidae							B10K		
1553	Capito dayi		Black-girdled Barbet	Ramphastidae							B10K		
1554	Capito fitzpatricki		Sira Barbet	Ramphastidae							B10K		
1556	Capito maculicoronatus		Spot-crowned Barbet	Ramphastidae							B10K		
1557	Capito niger		Black-spotted Barbet	Ramphastidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1558	Capito quinticolor		Five-colored Barbet	Ramphastidae							B10K		
1559	Capito squamatus		Orange-fronted Barbet	Ramphastidae							B10K		
1560	Capito wallacei		Scarlet-banded Barbet	Ramphastidae							B10K		
1561	Caprimulgus aegyptius		Egyptian Nightjar	Caprimulgidae	Phase Genus	B10K	B10K	B10K		in_progress	B10K	B10K	
1562	Caprimulgus affinis		Savanna Nightjar	Caprimulgidae							B10K		
1566	Caprimulgus batesi		Bates's Nightjar	Caprimulgidae	Phase Genus						B10K	B10K	
1568	Caprimulgus centralasicus		Vaurie's Nightjar	Caprimulgidae							B10K		
1570	Caprimulgus climacurus		Long-tailed Nightjar	Caprimulgidae							B10K		
1573	Caprimulgus europaeus		European Nightjar	Caprimulgidae		B10K	B10K	B10K		in_progress	B10K		
1574	Caprimulgus eximius		Golden Nightjar	Caprimulgidae							B10K		
1575	Caprimulgus fossii		Mozambique Nightjar	Caprimulgidae							B10K		
1576	Caprimulgus fraenatus		Sombre Nightjar	Caprimulgidae							B10K		
1577	Caprimulgus indicus		Grey Nightjar	Caprimulgidae							B10K		
1578	Caprimulgus inornatus		Plain Nightjar	Caprimulgidae							B10K		
1581	Caprimulgus madagascariensis		Madagascar Nightjar	Caprimulgidae							B10K		
1582	Caprimulgus mahrattensis		Sykes's Nightjar	Caprimulgidae							B10K		
1583	Caprimulgus manillensis		Philippine Nightjar	Caprimulgidae							B10K		
1586	Caprimulgus nubicus		Nubian Nightjar	Caprimulgidae							B10K		
1587	Caprimulgus pectoralis		Fiery-necked Nightjar	Caprimulgidae		B10K				sample_collected	B10K		
1588	Caprimulgus poliocephalus		Montane Nightjar	Caprimulgidae							B10K		
1589	Caprimulgus prigoginei		Prigogine's Nightjar	Caprimulgidae							B10K		
1592	Caprimulgus rufigena		Rufous-cheeked Nightjar	Caprimulgidae							B10K		
1597	Capsiempis flaveola		Yellow Tyrannulet	Tyrannidae		B10K	B10K	B10K		in_progress	B10K		
1598	Caracara cheriway		Crested Caracara	Falconidae							B10K		
1600	Caracara plancus	plancus	Southern Caracara	Falconidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
1601	Caracara plancus		Southern Caracara	Falconidae	Phase Genus	B10K	B10K	B10K	B10K	insdc_submitted	B10K	B10K	
