"lfd. Nr","Überfamilie","Familie","Unterfamilie","Tribus","Subtribus","Gattung","Art","Autoren","Trivialnamen (meist deutsche Namen)","KR-Nr.","GUID","Anmer-kung zum Artstatus","zu löschen!","Änderungs-Datum","Kommentar Änderung gegenüber Version 1 vom 4. Februar 2017","Anmerkung Faunistik Europa","Vorkommen in Europa sensu Fauna Europaea","Vorkommen in Europa i.w.S.","D","CH","A","Hinweis auf eingeschränkte Verbreitung","Anzahl Länder mit Nachweisen","Lebendbild","Diagnosebild"
"7895","Pyraloidea","Crambidae","Crambinae","Crambini","","Catoptria","europaeica","Błeszyński, 1965","","6288","4053eea0-1641-45a4-8d72-7c358ffdb20d","","","","","","etabliert","etabliert","","","","nur Mittelmeerraum","2","","Ja"
"7897","Pyraloidea","Crambidae","Crambinae","Crambini","","Catoptria","luctiferella","(Hübner, [1813])","","6289","c1f3a338-cdb2-4063-a1ed-96def6c12226","","","","","D-CH-A","etabliert","etabliert","D","C","A","","9","Ja","Ja"
"7898","Pyraloidea","Crambidae","Crambinae","Crambini","","Catoptria","acutangulellus","(Herrich-Schäffer, [1848])","","6291","0bc703db-4acb-4276-a9a8-aff6d599eecc","","","","","","etabliert","etabliert","","","","","11","Ja","Ja"
"7902","Pyraloidea","Crambidae","Crambinae","Crambini","","Catoptria","radiella","(Hübner, [1813])","","6294","059bdf98-39f1-4582-acdf-74ee147c9b99","","","","","D-CH-A","etabliert","etabliert","D","C","A","","11","Ja","Ja"
"7905","Pyraloidea","Crambidae","Crambinae","Crambini","","Catoptria","conchella","([Denis & Schiffermüller], 1775)","","6297","1d8c07c8-b29f-461f-bdc1-7e556bbe22bc","","","","","D-CH-A","etabliert","etabliert","D","C","A","","13","Ja","Ja"
"7907","Pyraloidea","Crambidae","Crambinae","Crambini","","Catoptria","mytilella","(Hübner, [1805])","","6299","715a648b-3336-48a2-9e57-2e019a8aca94","","","","","D-CH-A","etabliert","etabliert","D","C","A","","25","Ja","Ja"
"7909","Pyraloidea","Crambidae","Crambinae","Crambini","","Catoptria","pinella","(Linnaeus, 1758)","","6301","4bb6b5eb-3012-4cea-9826-fedeb1f9297c","","","","","D-CH-A","etabliert","etabliert","D","C","A","","40","Ja","Ja"
"7911","Pyraloidea","Crambidae","Crambinae","Crambini","","Catoptria","permiacus","(Petersen, 1924)","","6303","eaf9c728-47f3-4607-8a32-9f43aa60fb4d","","","","","","etabliert","etabliert","","","","","8","Ja","Ja"
"7913","Pyraloidea","Crambidae","Crambinae","Crambini","","Catoptria","margaritella","([Denis & Schiffermüller], 1775)","","6304","36521b21-703a-4c2a-a2c6-1a6d5cc67d6e","","","","","D-CH-A","etabliert","etabliert","D","C","A","","32","Ja","Ja"
"7914","Pyraloidea","Crambidae","Crambinae","Crambini","","Catoptria","furcatellus","(Zetterstedt, 1839)","","6305","80d867d1-3b12-4162-ba98-88ff179198b9","","","","","D-CH-A","etabliert","etabliert","","C","A","","11","Ja","Ja"
"7915","Pyraloidea","Crambidae","Crambinae","Crambini","","Catoptria","fulgidella","(Hübner, [1813])","","6306","de9e2c50-cf98-492d-99fb-330ff0a78244","","","17/03/2022","A-Fähnchen als zu unsicher gestrichen","D-CH-A","etabliert","etabliert","D","","","","29","Ja","Ja"
"7916","Pyraloidea","Crambidae","Crambinae","Crambini","","Catoptria","zermattensis","(Frey, 1870)","","6307","ef59b068-ded0-41aa-bd1b-1de7cdff32bf","","","","","D-CH-A","etabliert","etabliert","","C","","","3","Ja","Ja"
"7917","Pyraloidea","Crambidae","Crambinae","Crambini","","Catoptria","muellerrutzi","(Wehrli, 1924)","","06307a","80673d31-54b0-49d1-b135-d049e3278ef6","Artberechtigung umstritten!","","","","D-CH-A","etabliert","etabliert","","C","","nur Alpen (ch, fr)","2","","Ja"
"7920","Pyraloidea","Crambidae","Crambinae","Crambini","","Catoptria","maculalis","(Zetterstedt, 1839)","","6308","15f04740-a72f-4114-8dbf-a3346722a8bd","","","","","D-CH-A","etabliert","etabliert","D","C","A","","13","","Ja"
"7924","Pyraloidea","Crambidae","Crambinae","Crambini","","Catoptria","languidellus","(Zeller, 1863)","","6312","d1ecc5ad-fddd-417a-aa9f-59a3f95877de","","","","","D-CH-A","etabliert","etabliert","","C","A","","14","","Ja"
"7928","Pyraloidea","Crambidae","Crambinae","Crambini","","Catoptria","falsella","([Denis & Schiffermüller], 1775)","","6314","d3ad83bc-5111-4565-913f-c95a798edbef","","","","","D-CH-A","etabliert","etabliert","D","C","A","","43","Ja","Ja"
"7929","Pyraloidea","Crambidae","Crambinae","Crambini","","Catoptria","confusellus","(Staudinger, 1881)","","6315","1c874ac9-1314-43b4-9a22-01668d18254c","","","","","D-CH-A","etabliert","etabliert","","","A","","13","Ja","Ja"
