"lfd. Nr","Überfamilie","Familie","Unterfamilie","Tribus","Subtribus","Gattung","Art","Autoren","Trivialnamen (meist deutsche Namen)","KR-Nr.","GUID","Anmer-kung zum Artstatus","zu löschen!","Änderungs-Datum","Kommentar Änderung gegenüber Version 1 vom 4. Februar 2017","Anmerkung Faunistik Europa","Vorkommen in Europa sensu Fauna Europaea","Vorkommen in Europa i.w.S.","D","CH","A","Hinweis auf eingeschränkte Verbreitung","Anzahl Länder mit Nachweisen","Lebendbild","Diagnosebild"
"2165","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Phtheochroa","apenninana","Zlatkov & Huemer, 2017","","04210c","ec637cf7-cb66-48f5-82f4-ee053a87e743","","","14.01.2018 und 14.03.2019","neu beschriebene Art; Schreibweise Artepitheton korrigiert","","etabliert","etabliert","","","","nur Italien","1","",""
"2166","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Phtheochroa","schawerdae","(Rebel, 1908)","","04211a","a2e0762a-9329-4864-b36a-d548b1b61726","","","14.01.2018 und 10.04.2018 und 26.01.2019 und 11.03.2021","?; ?; Synonymisierung: P. drenowskyi ==> P. schawerdae; K+R-Nr. korrigiert: 04211 ==> 04211a","","etabliert","etabliert","","","","nur Balkan erweitert","3","","Ja"
"2167","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Phtheochroa","drenowskyi","(Rebel, 1916)","","4211","15ba796b-1119-443c-97fb-2c3f86a877b8","","zu löschen!","11/03/2021","neue Synonymseite: Synonym zu Phtheochroa schawerdae","","[-]","[-]","","","","","","[-]","[-]"
"2169","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Phtheochroa","vulneratana","(Zetterstedt, 1839)","","4213","88f788d9-2b49-4a2d-a6fb-c0bdc1b5840c","","","","","D-CH-A","etabliert","etabliert","","C","A","","8","","Ja"
"2170","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Phtheochroa","rugosana","(Hübner, [1799])","Zaunrübenwickler","4214","68b01e96-0413-443d-b295-a5443fcdb719","","","","","D-CH-A","etabliert","etabliert","D","C","A","","16","Ja","Ja"
"2181","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Hysterophora","maculosana","(Haworth, 1811)","","4219","f4f7d9d7-4a2a-46aa-94e2-e17b20d9c8fd","","","01/01/2023","eckige Klammern um Jahr entfernt","D-CH-A","etabliert","etabliert","D","","A","","25","Ja","Ja"
"2182","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylimorpha","hilarana","(Herrich-Schäffer, [1851])","Regensburger Steppenrasenwickler","4221","ab4796b4-1895-4f7f-b9ce-1a6a24990b91","","","","","D-CH-A","etabliert","etabliert","D","C","A","","19","Ja","Ja"
"2186","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylimorpha","agenjoi","(Razowski, 1963)","","4224","d588522a-fe57-4802-b6b2-15aa11dc0508","","","","","","etabliert","etabliert","","","","nur Spanien","1","",""
"2189","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylimorpha","cultana","(Lederer, 1855)","","4227","337095d3-a46e-4f31-9d4d-2fffe1eefb77","","","","","","etabliert","etabliert","","","","","5","Ja","Ja"
"2199","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylimorpha","woliniana","(Schleich, 1868)","","4237","a1cd59a9-ebe6-427f-938c-b293230446bd","","","","","D-CH-A","etabliert","etabliert","D","C","A","","17","Ja","Ja"
"2201","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylimorpha","discopunctana","(Eversmann, 1844)","","4239","4978fbd5-425a-4cf9-803c-51c48998a2f8","","","","","","etabliert","etabliert","","","","","3","",""
"2202","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylimorpha","punctiferana","(Ragonot, 1881)","","04239a","bc8a4023-a88c-49f9-919c-0352f0d471ef","","","30/05/2020","neu auf Artebene akzeptiert","","etabliert","etabliert","","","","nur Portugal","1","",""
"2210","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylimorpha","straminea","(Haworth, 1811)","","4247","cd1f6d60-3004-436e-aa9f-b078816f113c","","","01/01/2023","eckige Klammern um Jahr entfernt","D-CH-A","etabliert","etabliert","D","C","A","","38","Ja","Ja"
"2215","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylimorpha","alternana","(Stephens, 1834)","","4251","9c6a4515-c4e2-48f4-9d0c-ddfce7500543","","","","","D-CH-A","etabliert","etabliert","D","C","A","","24","Ja","Ja"
"2217","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylimorpha","erlebachi","Huemer & Trematerra, 1997","","04251b","b63e78bd-a189-46a1-9407-2d4036640540","","","","","","etabliert","etabliert","","","","","5","Ja","Ja"
"2223","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Phalonidia","gilvicomana","(Zeller, 1847)","","4253","85274713-0c18-4db4-bda7-120220692a19","","","","","D-CH-A","etabliert","etabliert","D","C","A","","28","Ja","Ja"
"2224","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Phalonidia","curvistrigana","(Stainton, 1859)","","4254","d5685540-2c39-430c-9a52-8ed58422d603","","","","","D-CH-A","etabliert","etabliert","D","C","A","","27","Ja","Ja"
"2225","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Phalonidia","manniana","(Fischer von Röslerstamm, 1839)","","4255","3a60e22a-56f7-4b59-9a96-a9d5541d0cd9","","","","","D-CH-A","etabliert","etabliert","D","C","A","","37","Ja","Ja"
"2226","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Phalonidia","udana","(Guenée, 1845)","","04255a","2453181f-afd8-4ce9-a261-5eefe8fee8b2","","","12/11/2020","CH-Fähnchen ergänzt","D-CH-A","etabliert","etabliert","D","C","","","17","Ja","Ja"
"2227","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Phalonidia","affinitana","(Douglas, 1846)","","4256","fb43eba2-f0cb-41ff-b95d-74dcf550f92e","","","","","D-CH-A","etabliert","etabliert","D","","A","","27","Ja","Ja"
"2228","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Phalonidia","albipalpana","(Zeller, 1847)","","4257","4fc4d10d-8d71-48be-9e7e-aa4d839e271e","","","17/03/2022","A-Fähnchen gelöscht","","etabliert","etabliert","","","","","15","Ja","Ja"
"2229","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Phalonidia","contractana","(Zeller, 1847)","","4258","669f9830-2ffe-49e2-b20a-444614e7926f","","","","","D-CH-A","etabliert","etabliert","D","","A","","26","Ja","Ja"
"2232","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Gynnidomorpha","luridana","(Gregson, 1870)","","4262","1c556fc9-9ece-4437-bae1-cc4d1a6d2701","","","","","D-CH-A","etabliert","etabliert","D","","","","18","Ja","Ja"
"2233","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Gynnidomorpha","vectisana","(Humphreys & Westwood, 1845)","","4263","d6e0ca07-f915-438e-911c-ba319e733442","","","","","D-CH-A","etabliert","etabliert","D","","A","","24","Ja","Ja"
"2234","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Gynnidomorpha","minimana","(Caradja, 1916)","","4264","84bbce32-ccf8-4578-a27e-b5e128847852","","","","","D-CH-A","etabliert","etabliert","D","","","","20","","Ja"
"2235","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Gynnidomorpha","permixtana","([Denis & Schiffermüller], 1775)","","4265","ab18afa8-73fc-48e1-a755-9e213b286394","","","","","D-CH-A","etabliert","etabliert","D","C","A","","31","Ja","Ja"
"2236","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Gynnidomorpha","alismana","(Ragonot, 1883)","Froschlöffelwickler","4266","20a6c2b0-ad73-4d15-9ed3-9ed817506a85","","","21/11/2017","CH-Fähnchen gehisst","D-CH-A","etabliert","etabliert","D","C","A","","25","Ja","Ja"
"2237","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Agapeta","hamana","(Linnaeus, 1758)","","4268","52b13ce4-fd20-4558-969c-ed7fca964ad8","","","","","D-CH-A","etabliert","etabliert","D","C","A","","37","Ja","Ja"
"2240","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Agapeta","zoegana","(Linnaeus, 1767)","","4271","66a41c74-b123-4968-873f-dab77ed20676","","","","","D-CH-A","etabliert","etabliert","D","C","A","","37","Ja","Ja"
"2246","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Ceratoxanthis","giansalottii","Bassi, 2014","","04275d","20f17dc2-1db7-4a45-aae3-cc80557340d2","","","","","","etabliert","etabliert","","","","nur Griechenland","1","",""
"2248","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Fulvoclysia","nerminae","Koçak, 1982","Gelber Schmuckwickler","4277","725eeece-f1c3-4748-bc72-f63dbf6f0e01","","","","","D-CH-A","etabliert","etabliert","D","","A","","17","Ja","Ja"
"2252","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Eugnosta","lathoniana","(Hübner, [1800])","","4279","0be7e7e7-3078-4bc6-a5a4-a4d1e0a3cbc3","","","","","D-CH-A","etabliert","etabliert","","","A","","15","Ja","Ja"
"2256","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Eugnosta","magnificana","(Rebel, 1914)","","4282","4fbe6b0c-127b-49ca-bf86-6e5656f78864","","","","","","etabliert","etabliert","","","","","15","Ja","Ja"
"2257","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Prochlidonia","amiantana","(Hübner, [1799])","","4284","b2938a7b-7777-4088-aa5c-4ad3a44317e1","","","","","D-CH-A","etabliert","etabliert","","","A","","10","Ja","Ja"
"2259","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Eupoecilia","angustana","(Hübner, [1799])","","4287","2926a8af-696b-45cc-9c98-efa4a829051c","","","11/03/2020","(HÜBNER, [1796-1799]) ==> (HÜBNER, [1799]) ","D-CH-A","etabliert","etabliert","D","C","A","","36","Ja","Ja"
"2260","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Eupoecilia","ambiguella","(Hübner, 1796)","Einbindiger Traubenwickler","4288","338aaea1-a521-42f6-ba29-6fe8821b806f","","","17/11/2018","[1796] ==> 1796","D-CH-A","etabliert","etabliert","D","C","A","","35","Ja","Ja"
"2261","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Eupoecilia","sanguisorbana","(Herrich-Schäffer, [1856])","Wiesenknopfwickler","4289","b254fb94-8917-4f76-880c-664747ff2e54","","","","","D-CH-A","etabliert","etabliert","D","C","A","","21","Ja","Ja"
"2262","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Commophila","aeneana","(Hübner, [1800])","Roter Schmuckwickler","4291","340be569-97c8-4f26-83d2-741a3f45d63c","","","","","D-CH-A","etabliert","etabliert","D","C","A","","10","Ja","Ja"
"2264","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","hartmanniana","(Clerck, 1759)","","4294","98dbc4e5-a2a1-4edd-ac1b-8a10e058ac35","","","","","D-CH-A","etabliert","etabliert","D","C","A","","36","Ja","Ja"
"2265","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","piercei","Obraztsov, 1952","","4295","77e73444-ce6b-4e29-9e75-eaf49fba796f","Artberechtigung unklar!","","","","D-CH-A","etabliert","etabliert","D","C","A","","13","Ja",""
"2266","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","williana","(Brahm, 1791)","","4296","d2954548-102b-4013-a122-8012769c72d7","","","","","D-CH-A","etabliert","etabliert","D","C","A","","30","Ja","Ja"
"2267","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","margarotana","(Duponchel, [1836])","","4297","19d35d18-a3b4-4aef-a9b2-560ccb6bda04","","","18/12/2018","eckige Klammern um Publikationsjahr ergänzt","D-CH-A","etabliert","etabliert","D","C","A","","22","Ja","Ja"
"2268","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","modica","Razowski, 1970","","4301","2e33d787-585b-4958-89fa-a44864db5205","","zu löschen!","11/03/2021","neue Synonymseite: Synonym zu Aethes margarotana","","[-]","[-]","","","","","","[-]","[-]"
"2270","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","moribundana","(Staudinger, 1859)","","4298","9afaa23f-72a0-4c88-8e06-0c43e147fd16","","","04/01/2023","A-Fähnchen gehisst","D-CH-A","etabliert","etabliert","","","A","","16","Ja","Ja"
"2271","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","caucasica","(Amsel, 1959)","","4299","aa6f3749-59a0-44f1-8cb5-47402737588f","","","","","","etabliert","etabliert","","","","","6","Ja",""
"2275","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","margaritana","(Haworth, 1811)","","4303","c0774c43-4cde-434b-a89b-1852b320d8d3","","","01/01/2023","eckige Klammern um Jahr entfernt","D-CH-A","etabliert","etabliert","D","C","A","","35","Ja","Ja"
"2276","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","deutschiana","(Zetterstedt, 1839)","","4304","8aa2cbd1-92bc-4a35-ad68-32ed13082734","","","","","D-CH-A","etabliert","etabliert","D","C","A","","11","Ja","Ja"
"2277","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","languidana","(Mann, 1855)","","4305","75c1c30b-0876-47f2-9410-2f7293553732","","","","","","etabliert","etabliert","","","","","7","","Ja"
"2278","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","triangulana","(Treitschke, 1835)","","4306","7029936e-7a6f-4197-80c1-4f01854b5f28","","","","","D-CH-A","etabliert","etabliert","D","","A","","20","Ja","Ja"
"2279","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","ardezana","(Müller-Rutz, 1922)","","4307","f9e6bea5-470d-4c34-b22f-cc99edffed71","","","","","D-CH-A","etabliert","etabliert","D","C","A","","8","Ja","Ja"
"2280","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","rutilana","(Hübner, [1817])","","4308","c36aedce-a621-4368-ae38-c4b2dd6ba537","","","","","D-CH-A","etabliert","etabliert","D","C","A","","29","Ja","Ja"
"2281","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","smeathmanniana","(Fabricius, 1781)","","4309","5540fa68-4d02-4f99-8e07-823c7fce6de2","","","","","D-CH-A","etabliert","etabliert","D","C","A","","32","Ja","Ja"
"2282","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","tesserana","([Denis & Schiffermüller], 1775)","","4310","3224613b-596e-42ad-b08b-96f79591fba9","","","","","D-CH-A","etabliert","etabliert","D","C","A","","40","Ja","Ja"
"2283","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","decimana","([Denis & Schiffermüller], 1775)","","4311","59a06c4a-68dc-4a4a-9752-34792701d373","","","","","D-CH-A","etabliert","etabliert","D","C","A","","10","Ja","Ja"
"2284","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","aurofasciana","(Mann, 1855)","","4312","54f607b3-a6e7-4ddc-8320-12908959ee51","","","","","D-CH-A","etabliert","etabliert","D","C","A","","8","Ja","Ja"
"2286","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","dilucidana","(Stephens, 1852)","","4314","10b7d556-55a6-4771-904f-6f1ce5195a8f","","","","","D-CH-A","etabliert","etabliert","D","C","","","22","","Ja"
"2289","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","beatricella","(Walsingham, 1898)","","4317","567cb47a-7eb7-4f6e-8366-3a5a99d51a56","","","","","D-CH-A","etabliert","etabliert","D","","A","","21","Ja","Ja"
"2290","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","deaurana","(de Peyerimhoff, 1877)","","4318","309e3d58-6238-4aed-a1c7-9daa8cf72ccf","","","","","","etabliert","etabliert","","","","","9","",""
"2293","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","francillana","(Fabricius, 1794)","","4321","d95fcd17-ab55-4bb3-b08b-eb57f273dd68","","","","","D-CH-A","etabliert","etabliert","D","C","A","","40","Ja","Ja"
"2294","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","bilbaensis","(Rössler, 1877)","","4322","d47ef0fc-51ab-47cb-866b-316543d0f8d7","","","","","D-CH-A","etabliert","etabliert","D","C","A","","31","Ja","Ja"
"2296","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","fennicana","(Hering, 1924)","","4324","84e2306c-97d8-4a28-96d9-5cf83d2d6b27","","","","","D-CH-A","etabliert","etabliert","D","","A","","17","Ja","Ja"
"2297","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","mauritanica","(Walsingham, 1898)","","4325","41297689-39a8-47e4-8b33-25770fd633c9","","","","","","etabliert","etabliert","","","","","6","","Ja"
"2298","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","cnicana","(Westwood, 1854)","","4326","be8acf8d-710e-4442-84dc-fe7afa8201f4","","","","","D-CH-A","etabliert","etabliert","D","C","A","","29","Ja","Ja"
"2299","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","rubigana","(Treitschke, 1830)","","4327","5e749294-66f3-4767-878c-e722b7d122bc","","","","","D-CH-A","etabliert","etabliert","D","?","A","","31","Ja","Ja"
"2303","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","kindermanniana","(Treitschke, 1830)","","4331","0c2c6d13-e16c-4de0-8ff7-c0d77033a651","","","","","D-CH-A","etabliert","etabliert","D","C","A","","24","Ja","Ja"
"2306","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Aethes","kyrkii","Itämies & Mutanen, 2003","","04332b","33fad53a-d2e7-4c60-82f0-9c4938e51565","","","","","","etabliert","etabliert","","","","nur Finnland","1","",""
"2312","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylidia","rupicola","(Curtis, 1834)","","4334","1f529fb0-5c45-4c00-9f0c-e85273a56f17","","","","","D-CH-A","etabliert","etabliert","D","C","A","","33","Ja","Ja"
"2313","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylidia","subroseana","(Haworth, 1811)","","4335","31e6b77f-a753-4552-b22c-e7d7d4932004","","","01/01/2023","eckige Klammern um Jahr entfernt","D-CH-A","etabliert","etabliert","D","C","A","","24","Ja","Ja"
"2314","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylidia","richteriana","(Fischer von Röslerstamm, 1837)","","4336","85ee64fc-5b72-4a00-9798-d48da009e9c1","","","","","D-CH-A","etabliert","etabliert","D","C","","","16","Ja","Ja"
"2315","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylidia","moguntiana","(Rössler, 1864)","","4337","ad895121-3539-403f-8fc7-cc1594ba054c","","","","","D-CH-A","etabliert","etabliert","D","","A","","21","Ja","Ja"
"2316","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylidia","heydeniana","(Herrich-Schäffer, [1851])","","4338","c4d18c45-6e69-477c-b2e8-7873c0991122","","","","","D-CH-A","etabliert","etabliert","D","C","A","","33","Ja","Ja"
"2317","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylidia","implicitana","(Wocke, 1856)","","4339","7f1ba15e-3358-4ebb-8a13-21ebd652fc05","","","","","D-CH-A","etabliert","etabliert","D","C","A","","34","Ja","Ja"
"2318","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Diceratura","roseofasciana","(Mann, 1855)","","4341","a605130e-a28b-456c-971d-0de83c79fe66","","","","","","etabliert","etabliert","","","","","14","Ja","Ja"
"2319","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Diceratura","infantana","(Kennel, 1899)","","4342","71bd2582-6b66-4619-a5fc-98de75dc3a99","","","","","","etabliert","etabliert","","","","","3","Ja","Ja"
"2320","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Diceratura","rhodograpta","Djakonov, 1929","","4343","7820b2d2-827c-4866-94fb-94a5826927c6","","","","","","etabliert","etabliert","","","","","9","Ja","Ja"
"2323","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Thyraylia","nana","(Haworth, 1811)","","4347","0f8fd009-5bc2-4df6-94b2-c451b7e066ac","","","26.05.2021 und 01.01.2023","Gattungsänderung: Cochylis ==> Thyraylia; eckige Klammern um Jahr entfernt","D-CH-A","etabliert","etabliert","D","C","A","","31","Ja","Ja"
"2324","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylis","roseana","(Haworth, 1811)","Rötlicher Kardendistelwickler","4348","1424d672-5729-44ce-8503-240587e103e6","","","01/01/2023","eckige Klammern um Jahr entfernt","D-CH-A","etabliert","etabliert","D","C","A","","29","Ja","Ja"
"2325","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylis","flaviciliana","(Westwood, 1854)","","4349","4c8a65bd-cac6-49c9-ae6c-02f8551bf3ca","","","","","D-CH-A","etabliert","etabliert","D","C","A","","29","Ja","Ja"
"2327","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Neocochylis","hybridella","(Hübner, [1813])","","4351","451a0a65-3988-4c78-b0d7-3154843ae7cf","","","23/10/2020","Neukombination: Cochylis ==> Neocochylis","D-CH-A","etabliert","etabliert","D","C","A","","35","Ja","Ja"
"2331","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Neocochylis","dubitana","(Hübner, [1799])","","4353","2402d77b-662c-4420-82e9-9f9a1b561cfd","","","23/10/2020","Neukombination: Cochylis ==> Neocochylis","D-CH-A","etabliert","etabliert","D","C","A","","33","Ja","Ja"
"2332","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Neocochylis","molliculana","(Zeller, 1847)","","4354","25e599de-b03c-4248-854b-b0ba4da8d484","","","23/10/2020","Neukombination: Cochylis ==> Neocochylis, Klammern um Autor und Jahr","","etabliert","etabliert","","","","","15","Ja","Ja"
"2334","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Pontoturania","posterana","(Zeller, 1847)","","4359","51d6195f-9213-452f-98d9-371388685fc2","","","23/10/2020","Neukombination: Cochylis ==> Pontoturania, Klammern um Autor und Jahr","D-CH-A","etabliert","etabliert","D","C","A","","37","Ja","Ja"
"2336","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Cochylichroa","atricapitana","(Stephens, 1852)","Rosenfarbiger Schwarzkopfwickler","4355","a3dea870-f900-42c3-9c60-76b790928cc1","","","18/09/2019","Neukombination: Cochylis ==> Cochylichroa","D-CH-A","etabliert","etabliert","D","C","A","","31","Ja","Ja"
"2341","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Falseuncaria","degreyana","(McLachlan, 1869)","","4364","fa438fde-8173-4725-bf81-70febb857903","","","","","D-CH-A","etabliert","etabliert","D","C","","","24","Ja","Ja"
"2342","Tortricoidea","Tortricidae","Tortricinae","Cochylini","","Falseuncaria","ruficiliana","(Haworth, 1811)","","4365","d28ae095-160e-41b3-8c8a-de1422591f5b","","","01/01/2023","eckige Klammern um Jahr entfernt","D-CH-A","etabliert","etabliert","D","C","A","","34","Ja","Ja"
"2343","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Spatalistis","bifasciana","(Hübner, 1787)","","4368","5bbdc9f3-32d9-451f-868f-370d51201ea4","","","","","D-CH-A","etabliert","etabliert","D","C","A","","24","Ja","Ja"
"2344","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Tortrix","viridana","(Linnaeus, 1758)","Eichenwickler","4370","135100d5-4ee9-4f24-b3e4-ac9837011d6a","","","10/03/2021","Klammerung um Autor und Jahr nachgetragen","D-CH-A","etabliert","etabliert","D","C","A","","43","Ja","Ja"
"2345","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Aleimma","loeflingiana","(Linnaeus, 1758)","","4372","c2b3ba25-c1e5-4bec-b5f2-80040e1017ba","","","","","D-CH-A","etabliert","etabliert","D","C","A","","42","Ja","Ja"
"2346","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","holmiana","(Linnaeus, 1758)","","4374","980f938e-eb41-4c37-b07d-1715a433ca25","","","","","D-CH-A","etabliert","etabliert","D","C","A","","33","Ja","Ja"
"2347","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","forsskaleana","(Linnaeus, 1758)","Ahornwickler","4375","f7adf6df-9ec3-411c-9522-a8574f733916","","","","","D-CH-A","etabliert","etabliert","D","C","A","","38","Ja","Ja"
"2348","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","bergmanniana","(Linnaeus, 1758)","Goldgelber Rosenwickler","4376","084bddc4-fff6-490e-8356-02ec4d29aebb","","","","","D-CH-A","etabliert","etabliert","D","C","A","","35","Ja","Ja"
"2349","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","caledoniana","(Stephens, 1852)","","4377","1bb3a552-d37d-45e7-be5c-a43442e1f09d","","","","","","etabliert","etabliert","","","","","3","","Ja"
"2350","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","comariana","(Lienig & Zeller, 1846)","Rötlichbrauner Erdbeerwickler","4378","d247f0b3-6a34-44e2-b80b-1a8b6542118b","","","","","D-CH-A","etabliert","etabliert","D","?","?","","25","Ja","Ja"
"2351","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","laterana","(Fabricius, 1794)","","4379","5a158917-bace-4153-8305-5f5c960d3567","","","","","D-CH-A","etabliert","etabliert","D","C","A","","30","Ja","Ja"
"2352","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","abietana","(Hübner, [1822])","","4380","9835d382-6afe-484a-9fca-ec0eb70e34ba","","","","","D-CH-A","etabliert","etabliert","D","C","A","","25","Ja","Ja"
"2353","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","nigrilineana","Kawabe, 1963","","4381","2ed1e974-ff49-4fd3-bd10-9a1cfbdc257e","","zu löschen! (non-EU-Art)","04/05/2017","Streichen da außereuropäische Art! Aus Japan beschrieben. Angaben aus Nord-Europa gehören zu Acleris abietana.","nicht in Europa","[nein]","[nein]","","","","","","[nein]","[nein]"
"2354","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","maccana","(Treitschke, 1835)","","4382","f26713a4-7539-4383-a053-7fe0e28e1a4b","","","","","D-CH-A","etabliert","etabliert","D","C","A","","19","Ja","Ja"
"2355","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","sparsana","([Denis & Schiffermüller], 1775)","","4383","c9d343dc-81f3-4690-912c-bb75c6e0f4c0","","","","","D-CH-A","etabliert","etabliert","D","C","A","","35","Ja","Ja"
"2356","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","rhombana","([Denis & Schiffermüller], 1775)","","4384","3b6fe291-28d3-42db-b848-de1f50d7b667","","","","","D-CH-A","etabliert","etabliert","D","C","A","","34","Ja","Ja"
"2357","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","emargana","(Fabricius, 1775)","","4385","94d2398e-56a8-454c-9af8-1314861f42c7","","","","","D-CH-A","etabliert","etabliert","D","C","A","","30","Ja","Ja"
"2358","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","brigantiensis","Nel & Varenne, 2013","","04385b","167557ea-52ba-4e3f-a697-071e59146cfa","","zu löschen!","09/03/2021","Art zu streichen: Synonym zu Acleris emargana (neue Synonymseite)","","[-]","[-]","","","","","","[-]","[-]"
"2359","Tortricoidea","Tortricidae","Tortricinae","Tortricini","","Acleris","effractana","(Hübner, [1799])","","04385a","bc891d6a-1c0b-4ea5-baa2-6686a76abcb2","","","","","D-CH-A","etabliert","etabliert","D","","","","13","Ja","Ja"
