Family	Genus	Species	NCBI name (if different)	Status	2020	lowest_priority	RBGE_2021	RBGK_2021	RBGE_2022	RBGK_2022	sample_collected	other_priority	family_representative	long_list
Geraniaceae	Geranium	sanguineum		dtol			yes				DTOL			DTOL
Geraniaceae	Geranium	sylvaticum		dtol			yes				DTOL			DTOL
Grossulariaceae	Ribes	alpinum		dtol										DTOL
Grossulariaceae	Ribes	rubrum		dtol_family_representative			yes	yes			DTOL		DTOL	DTOL
Grossulariaceae	Ribes	spicatum		dtol										DTOL
Gunneraceae	Gunnera	manicata		dtol				yes			DTOL			DTOL
Gunneraceae	Gunnera	tinctoria		dtol_family_representative				yes			DTOL		DTOL	DTOL
Haloragaceae	Myriophyllum	alterniflorum		dtol_family_representative			yes				DTOL		DTOL	DTOL
Haloragaceae	Myriophyllum	aquaticum		dtol						yes	DTOL			DTOL
Haloragaceae	Myriophyllum	spicatum		dtol						yes	DTOL			DTOL
Haloragaceae	Myriophyllum	verticillatum		dtol										DTOL
Hydrocharitaceae	Egeria	densa		dtol										DTOL
Hydrocharitaceae	Elodea	nuttallii		dtol_family_representative			yes				DTOL		DTOL	DTOL
Hydrocharitaceae	Hydrilla	verticillata		dtol										DTOL
Hydrocharitaceae	Hydrocharis	morsus-ranae		dtol_family_representative									DTOL	DTOL
Hydrocharitaceae	Lagarosiphon	major		dtol										DTOL
Hydrocharitaceae	Najas	flexilis		dtol										DTOL
Hydrocharitaceae	Najas	marina		dtol										DTOL
Hydrocharitaceae	Stratiotes	aloides		dtol				yes			DTOL			DTOL
Araliaceae	Hydrocotyle	ranunculoides		dtol						yes	DTOL			DTOL
Araliaceae	Hydrocotyle	vulgaris		dtol_other_priority			yes				DTOL	DTOL		DTOL
Hypericaceae	Hypericum	androsaemum		dtol						yes	DTOL			DTOL
Hypericaceae	Hypericum	elodes		dtol										DTOL
Hypericaceae	Hypericum	hirsutum		dtol						yes	DTOL			DTOL
Hypericaceae	Hypericum	humifusum		dtol										DTOL
Hypericaceae	Hypericum	linariifolium		dtol										DTOL
Hypericaceae	Hypericum	maculatum		dtol										DTOL
Hypericaceae	Hypericum	montanum		dtol										DTOL
Hypericaceae	Hypericum	perforatum		dtol_other_priority	yes						DTOL	DTOL		DTOL
Hypericaceae	Hypericum	pulchrum		dtol_family_representative		yes					DTOL		DTOL	DTOL
Hypericaceae	Hypericum	tetrapterum		dtol										DTOL
Hypericaceae	Hypericum	undulatum		dtol										DTOL
Iridaceae	Crocosmia	x crocosmiiflora		dtol				yes			DTOL			DTOL
Iridaceae	Gladiolus	illyricus		dtol										DTOL
Iridaceae	Iris	foetidissima		dtol						yes	DTOL			DTOL
Iridaceae	Iris	pseudacorus		dtol_family_representative	yes						DTOL		DTOL	DTOL
Iridaceae	Romulea	columnae		dtol_other_priority								DTOL		DTOL
Juglandaceae	Juglans	regia		dtol_family_representative			yes				DTOL		DTOL	DTOL
Juncaceae	Juncus	acutiflorus		dtol										DTOL
Juncaceae	Juncus	acutus		dtol										DTOL
Juncaceae	Juncus	alpinoarticulatus		dtol										DTOL
Juncaceae	Juncus	articulatus		dtol					yes		DTOL			DTOL
Juncaceae	Juncus	balticus		dtol										DTOL
Juncaceae	Juncus	biglumis		dtol										DTOL
Juncaceae	Juncus	bufonius		dtol					yes		DTOL			DTOL
Juncaceae	Juncus	bulbosus		dtol										DTOL
Juncaceae	Juncus	capitatus		dtol										DTOL
Juncaceae	Juncus	castaneus		dtol										DTOL
Juncaceae	Juncus	compressus		dtol						yes	DTOL			DTOL
Juncaceae	Juncus	conglomeratus		dtol					yes		DTOL			DTOL
Juncaceae	Juncus	effusus		dtol_family_representative	yes						DTOL		DTOL	DTOL
Juncaceae	Juncus	filiformis		dtol										DTOL
Juncaceae	Juncus	foliosus		dtol										DTOL
Juncaceae	Juncus	gerardii		dtol					yes		DTOL			DTOL
Juncaceae	Juncus	inflexus		dtol			yes				DTOL			DTOL
Juncaceae	Juncus	maritimus		dtol										DTOL
Juncaceae	Juncus	pygmaeus		dtol										DTOL
Juncaceae	Juncus	ranarius		dtol										DTOL
Juncaceae	Juncus	squarrosus		dtol					yes		DTOL			DTOL
Juncaceae	Juncus	subnodulosus		dtol										DTOL
Juncaceae	Juncus	trifidus		dtol			yes				DTOL			DTOL
Juncaceae	Juncus	triglumis		dtol										DTOL
Juncaceae	Luzula	arcuata		dtol										DTOL
Juncaceae	Luzula	campestris		dtol						yes	DTOL			DTOL
Juncaceae	Luzula	forsteri		dtol										DTOL
Juncaceae	Luzula	multiflora		dtol										DTOL
Juncaceae	Luzula	pallescens		dtol										DTOL
Juncaceae	Luzula	pallidula		dtol										DTOL
Juncaceae	Luzula	pilosa		dtol										DTOL
Juncaceae	Luzula	spicata		dtol						yes	DTOL			DTOL
Juncaceae	Luzula	sylvatica		dtol_family_representative	yes						DTOL		DTOL	DTOL
Juncaginaceae	Triglochin	maritima		dtol			yes				DTOL			DTOL
Juncaginaceae	Triglochin	palustris		dtol_family_representative			yes				DTOL		DTOL	DTOL
Lamiaceae	Ajuga	chamaepitys		dtol						yes	DTOL			DTOL
Lamiaceae	Ajuga	pyramidalis		dtol										DTOL
Lamiaceae	Ajuga	reptans		dtol					yes		DTOL			DTOL
Lamiaceae	Ballota	nigra		dtol_other_priority	yes						DTOL	DTOL		DTOL
Lamiaceae	Betonica	officinalis		dtol						yes	DTOL			DTOL
Lamiaceae	Clinopodium	acinos		dtol										DTOL
Lamiaceae	Clinopodium	ascendens		dtol										DTOL
Lamiaceae	Clinopodium	menthifolium		dtol										DTOL
Lamiaceae	Clinopodium	nepeta		dtol										DTOL
Lamiaceae	Clinopodium	vulgare		dtol						yes	DTOL			DTOL
Lamiaceae	Galeopsis	angustifolia		dtol						yes	DTOL			DTOL
Lamiaceae	Galeopsis	bifida		dtol										DTOL
Lamiaceae	Galeopsis	segetum		dtol										DTOL
Lamiaceae	Galeopsis	speciosa		dtol										DTOL
Lamiaceae	Galeopsis	tetrahit		dtol					yes		DTOL			DTOL
Lamiaceae	Glechoma	hederacea		dtol				yes			DTOL			DTOL
Lamiaceae	Lamiastrum	galeobdolon								yes	DTOL			DTOL
Lamiaceae	Lamium	album		dtol_family_representative	yes						DTOL		DTOL	DTOL
Lamiaceae	Lamium	amplexicaule		dtol				yes			DTOL			DTOL
Lamiaceae	Lamium	confertum		dtol										DTOL
Lamiaceae	Lamium	hybridum		dtol										DTOL
Lamiaceae	Lamium	purpureum		dtol				yes			DTOL			DTOL
Lamiaceae	Lycopus	europaeus		dtol_other_priority	yes						DTOL	DTOL		DTOL
Lamiaceae	Marrubium	vulgare		dtol										DTOL
Lamiaceae	Melittis	melissophyllum		dtol						yes	DTOL			DTOL
Lamiaceae	Mentha	aquatica		dtol						yes	DTOL			DTOL
Lamiaceae	Mentha	arvensis		dtol					yes		DTOL			DTOL
Lamiaceae	Mentha	pulegium		dtol										DTOL
Lamiaceae	Mentha	spicata		dtol										DTOL
Lamiaceae	Mentha	suaveolens		dtol										DTOL
Lamiaceae	Nepeta	cataria		dtol										DTOL
Lamiaceae	Origanum	vulgare		dtol				yes			DTOL			DTOL
Lamiaceae	Prunella	vulgaris		dtol_other_priority	yes			yes			DTOL	DTOL		DTOL
Lamiaceae	Salvia	pratensis		dtol						yes	DTOL			DTOL
Lamiaceae	Salvia	verbenaca		dtol				yes			DTOL			DTOL
Lamiaceae	Scutellaria	galericulata		dtol_other_priority	yes						DTOL	DTOL		DTOL
Lamiaceae	Scutellaria	minor		dtol_other_priority	yes						DTOL	DTOL		DTOL
Lamiaceae	Stachys	arvensis		dtol										DTOL
Lamiaceae	Stachys	germanica		dtol										DTOL
Lamiaceae	Stachys	officinalis		dtol										DTOL
Lamiaceae	Stachys	palustris		dtol_other_priority	yes						DTOL	DTOL		DTOL
Lamiaceae	Stachys	sylvatica		dtol			yes				DTOL			DTOL
Lamiaceae	Teucrium	chamaedrys		dtol				yes			DTOL			DTOL
Lamiaceae	Teucrium	scordium		dtol										DTOL
Lamiaceae	Teucrium	scorodonia		dtol					yes		DTOL			DTOL
Lamiaceae	Thymus	drucei		dtol_other_priority		yes					DTOL	DTOL		DTOL
Lamiaceae	Thymus	pulegioides		dtol										DTOL
Lamiaceae	Thymus	serpyllum		dtol_other_priority	yes						DTOL	DTOL		DTOL
Lentibulariaceae	Pinguicula	alpina		dtol										DTOL
Lentibulariaceae	Pinguicula	lusitanica		dtol_family_representative			yes				DTOL		DTOL	DTOL
Lentibulariaceae	Pinguicula	vulgaris		dtol			yes				DTOL			DTOL
Lentibulariaceae	Utricularia	australis		dtol										DTOL
Lentibulariaceae	Utricularia	bremii		dtol										DTOL
Lentibulariaceae	Utricularia	intermedia		dtol										DTOL
Lentibulariaceae	Utricularia	minor		dtol					yes		DTOL			DTOL
Lentibulariaceae	Utricularia	ochroleuca		dtol										DTOL
Lentibulariaceae	Utricularia	stygia		dtol										DTOL
Lentibulariaceae	Utricularia	vulgaris		dtol_other_priority			yes				DTOL	DTOL		DTOL
Liliaceae	Fritillaria	meleagris		dtol										DTOL
Liliaceae	Gagea	bohemica		dtol										DTOL
Liliaceae	Gagea	lutea		dtol_other_priority					yes		DTOL	DTOL		DTOL
Liliaceae	Gagea	serotina		dtol_family_representative									DTOL	DTOL
Linaceae	Linum	bienne		dtol_other_priority				yes			DTOL	DTOL		DTOL
Linaceae	Linum	catharticum		dtol_family_representative		yes		yes			DTOL		DTOL	DTOL
Linaceae	Linum	perenne		dtol										DTOL
Linaceae	Linum	radiola		dtol										DTOL
Lythraceae	Lythrum	hyssopifolia		dtol						yes	DTOL			DTOL
Lythraceae	Lythrum	portula		dtol_family_representative			yes				DTOL		DTOL	DTOL
Lythraceae	Lythrum	salicaria		dtol_other_priority	yes						DTOL	DTOL		DTOL
Malvaceae	Althaea	officinalis		dtol										DTOL
Malvaceae	Malva	arborea		dtol				yes			DTOL			DTOL
Malvaceae	Malva	moschata		dtol_family_representative				yes			DTOL		DTOL	DTOL
Malvaceae	Malva	neglecta		dtol										DTOL
Malvaceae	Malva	sylvestris		dtol						yes	DTOL			DTOL
Malvaceae	Tilia	cordata		dtol_other_priority				yes			DTOL	DTOL		DTOL
Malvaceae	Tilia	platyphyllos		dtol_other_priority			yes				DTOL	DTOL		DTOL
Melanthiaceae	Paris	quadrifolia		dtol_family_representative			yes				DTOL		DTOL	DTOL
Menyanthaceae	Menyanthes	trifoliata		dtol_family_representative				yes			DTOL		DTOL	DTOL
Menyanthaceae	Nymphoides	peltata		dtol_family_representative	yes						DTOL		DTOL	DTOL
Montiaceae	Claytonia	perfoliata		dtol				yes			DTOL			DTOL
Montiaceae	Claytonia	sibirica		dtol				yes			DTOL			DTOL
Montiaceae	Montia	fontana		dtol_family_representative				yes			DTOL		DTOL	DTOL
Myricaceae	Myrica	gale		dtol_family_representative	yes				yes		DTOL		DTOL	DTOL
Nartheciaceae	Narthecium	ossifragum		dtol_family_representative			yes				DTOL		DTOL	DTOL
Nymphaeaceae	Nuphar	lutea		dtol				yes			DTOL			DTOL
Nymphaeaceae	Nuphar	pumila		dtol_family_representative				yes			DTOL		DTOL	DTOL
Nymphaeaceae	Nymphaea	alba		dtol_family_representative				yes			DTOL		DTOL	DTOL
Oleaceae	Fraxinus	excelsior		dtol_family_representative	yes			yes			DTOL		DTOL	DTOL
Oleaceae	Ligustrum	vulgare		dtol_family_representative	yes						DTOL		DTOL	DTOL
Onagraceae	Chamaenerion	angustifolium		dtol_family_representative	yes						DTOL		DTOL	DTOL
Onagraceae	Circaea	alpina		dtol										DTOL
Onagraceae	Circaea	lutetiana		dtol_family_representative	yes						DTOL		DTOL	DTOL
Onagraceae	Epilobium	alsinifolium		dtol										DTOL
Onagraceae	Epilobium	anagallidifolium		dtol										DTOL
Onagraceae	Epilobium	hirsutum		dtol			yes				DTOL			DTOL
Onagraceae	Epilobium	lanceolatum		dtol										DTOL
Onagraceae	Epilobium	montanum		dtol										DTOL
Onagraceae	Epilobium	obscurum		dtol										DTOL
Onagraceae	Epilobium	palustre		dtol										DTOL
Onagraceae	Epilobium	parviflorum		dtol										DTOL
Onagraceae	Epilobium	roseum		dtol										DTOL
Onagraceae	Epilobium	tetragonum		dtol										DTOL
Onagraceae	Fuchsia	magellanica		dtol						yes	DTOL			DTOL
Onagraceae	Ludwigia	grandiflora		dtol						yes	DTOL			DTOL
Onagraceae	Ludwigia	palustris		dtol										DTOL
Orchidaceae	Anacamptis	morio		dtol										DTOL
Orchidaceae	Anacamptis	pyramidalis		dtol				yes			DTOL			DTOL
Orchidaceae	Cephalanthera	damasonium		dtol				yes			DTOL			DTOL
Orchidaceae	Cephalanthera	longifolia		dtol						yes	DTOL			DTOL
Orchidaceae	Cephalanthera	rubra		dtol										DTOL
Orchidaceae	Coeloglossum	viride		dtol					yes		DTOL			DTOL
Orchidaceae	Corallorhiza	trifida		dtol										DTOL
Orchidaceae	Cypripedium	calceolus		dtol_other_priority				yes			DTOL	DTOL		DTOL
Orchidaceae	Dactylorhiza	fuchsii		dtol				yes			DTOL			DTOL
Orchidaceae	Dactylorhiza	incarnata		dtol_other_priority			yes				DTOL	DTOL		DTOL
Orchidaceae	Dactylorhiza	kerryensis		dtol										DTOL
Orchidaceae	Dactylorhiza	maculata		dtol						yes	DTOL			DTOL
Orchidaceae	Dactylorhiza	praetermissa		dtol										DTOL
Orchidaceae	Dactylorhiza	purpurella		dtol					yes		DTOL			DTOL
Orchidaceae	Dactylorhiza	traunsteinerioides		dtol										DTOL
Orchidaceae	Epipactis	atrorubens		dtol										DTOL
Orchidaceae	Epipactis	dunensis		dtol										DTOL
Orchidaceae	Epipactis	helleborine		dtol										DTOL
Orchidaceae	Epipactis	leptochila		dtol										DTOL
Orchidaceae	Epipactis	palustris		dtol				yes			DTOL			DTOL
Orchidaceae	Epipactis	phyllanthes		dtol										DTOL
Orchidaceae	Epipactis	purpurata		dtol						yes	DTOL			DTOL
Orchidaceae	Epipactis	sancta		dtol										DTOL
Orchidaceae	Epipogium	aphyllum		dtol										DTOL
Orchidaceae	Goodyera	repens		dtol										DTOL
Orchidaceae	Gymnadenia	borealis		dtol										DTOL
Orchidaceae	Gymnadenia	conopsea		dtol										DTOL
Orchidaceae	Gymnadenia	densiflora		dtol										DTOL
Orchidaceae	Hammarbya	paludosa		dtol										DTOL
Orchidaceae	Herminium	monorchis		dtol										DTOL
Orchidaceae	Himantoglossum	hircinum		dtol										DTOL
Orchidaceae	Liparis	loeselii		dtol										DTOL
Orchidaceae	Neotinea	maculata		dtol										DTOL
Orchidaceae	Neotinea	ustulata		dtol										DTOL
Orchidaceae	Neottia	cordata		dtol					yes		DTOL			DTOL
Orchidaceae	Neottia	nidus-avis		dtol										DTOL
Orchidaceae	Neottia	ovata		dtol					yes		DTOL			DTOL
Orchidaceae	Ophrys	apifera		dtol_family_representative			yes				DTOL		DTOL	DTOL
Orchidaceae	Ophrys	fuciflora		dtol										DTOL
Orchidaceae	Ophrys	insectifera		dtol										DTOL
Orchidaceae	Ophrys	sphegodes		dtol										DTOL
Orchidaceae	Orchis	anthropophora		dtol										DTOL
Orchidaceae	Orchis	mascula		dtol										DTOL
Orchidaceae	Orchis	militaris		dtol										DTOL
Orchidaceae	Orchis	purpurea		dtol										DTOL
Orchidaceae	Orchis	simia		dtol										DTOL
Orchidaceae	Platanthera	bifolia		dtol										DTOL
Orchidaceae	Platanthera	chlorantha		dtol										DTOL
Orchidaceae	Pseudorchis	albida		dtol										DTOL
Orchidaceae	Serapias	parviflora		dtol										DTOL
Orchidaceae	Spiranthes	aestivalis		dtol										DTOL
Orchidaceae	Spiranthes	romanzoffiana		dtol										DTOL
Orchidaceae	Spiranthes	spiralis		dtol										DTOL
Orobanchaceae	Bartsia	alpina		dtol										DTOL
Orobanchaceae	Euphrasia	anglica		dtol_other_priority	yes						DTOL	DTOL		DTOL
Orobanchaceae	Euphrasia	arctica		dtol_other_priority	yes						DTOL	DTOL		DTOL
Orobanchaceae	Euphrasia	cambrica		dtol										DTOL
Orobanchaceae	Euphrasia	campbelliae		dtol										DTOL
Orobanchaceae	Euphrasia	confusa		dtol_other_priority	yes						DTOL	DTOL		DTOL
Orobanchaceae	Euphrasia	foulaensis		dtol_other_priority	yes						DTOL	DTOL		DTOL
Orobanchaceae	Euphrasia	frigida		dtol										DTOL
Orobanchaceae	Euphrasia	heslop-harrisonii		dtol										DTOL
Orobanchaceae	Euphrasia	marshallii		dtol										DTOL
Orobanchaceae	Euphrasia	micrantha		dtol										DTOL
Orobanchaceae	Euphrasia	nemorosa		dtol										DTOL
Orobanchaceae	Euphrasia	officinalis		dtol										DTOL
Orobanchaceae	Euphrasia	ostenfeldii		dtol										DTOL
Orobanchaceae	Euphrasia	pseudokerneri		dtol										DTOL
Orobanchaceae	Euphrasia	rivularis		dtol										DTOL
Orobanchaceae	Euphrasia	rotundifolia		dtol										DTOL
Orobanchaceae	Euphrasia	salisburgensis		dtol										DTOL
Orobanchaceae	Euphrasia	scottica		dtol										DTOL
Orobanchaceae	Euphrasia	tetraquetra		dtol						yes	DTOL			DTOL
Orobanchaceae	Euphrasia	vigursii		dtol										DTOL
Orobanchaceae	Lathraea	clandestina		dtol				yes			DTOL			DTOL
Orobanchaceae	Lathraea	squamaria		dtol				yes			DTOL			DTOL
Orobanchaceae	Melampyrum	cristatum		dtol										DTOL
Orobanchaceae	Melampyrum	pratense		dtol			yes				DTOL			DTOL
Orobanchaceae	Melampyrum	sylvaticum		dtol_other_priority	yes						DTOL	DTOL		DTOL
Orobanchaceae	Odontites	vernus		dtol				yes			DTOL			DTOL
Orobanchaceae	Orobanche	alba		dtol						yes	DTOL			DTOL
Orobanchaceae	Orobanche	caryophyllacea		dtol										DTOL
Orobanchaceae	Orobanche	elatior		dtol										DTOL
Orobanchaceae	Orobanche	hederae		dtol_other_priority	yes						DTOL	DTOL		DTOL
Orobanchaceae	Orobanche	minor		dtol				yes			DTOL			DTOL
Orobanchaceae	Orobanche	picridis		dtol										DTOL
Orobanchaceae	Orobanche	rapum-genistae		dtol										DTOL
Orobanchaceae	Orobanche	reticulata		dtol										DTOL
Orobanchaceae	Parentucellia	viscosa		dtol						yes	DTOL			DTOL
Orobanchaceae	Pedicularis	palustris		dtol_family_representative			yes				DTOL		DTOL	DTOL
Orobanchaceae	Pedicularis	sylvatica		dtol						yes	DTOL			DTOL
Orobanchaceae	Phelipanche	purpurea	Orobanche purpurea	dtol										DTOL
Orobanchaceae	Rhinanthus	minor		dtol						yes	DTOL			DTOL
Oxalidaceae	Oxalis	acetosella		dtol_family_representative	yes						DTOL		DTOL	DTOL
Papaveraceae	Ceratocapnos	claviculata		dtol						yes	DTOL			DTOL
Papaveraceae	Chelidonium	majus		dtol_family_representative	yes						DTOL		DTOL	DTOL
Papaveraceae	Fumaria	bastardii		dtol										DTOL
Papaveraceae	Fumaria	capreolata		dtol										DTOL
Papaveraceae	Fumaria	densiflora		dtol										DTOL
Papaveraceae	Fumaria	muralis		dtol				yes			DTOL			DTOL
Papaveraceae	Fumaria	occidentalis		dtol						yes	DTOL			DTOL
Papaveraceae	Fumaria	officinalis		dtol_other_priority	yes						DTOL	DTOL		DTOL
Papaveraceae	Fumaria	parviflora		dtol										DTOL
Papaveraceae	Fumaria	purpurea		dtol					yes	yes	DTOL			DTOL
Papaveraceae	Fumaria	reuteri		dtol										DTOL
Papaveraceae	Fumaria	vaillantii		dtol										DTOL
Papaveraceae	Glaucium	flavum		dtol				yes			DTOL			DTOL
Papaveraceae	Papaver	cambricum	Meconopsis cambrica	dtol					yes		DTOL			DTOL
Papaveraceae	Papaver	dubium		dtol_other_priority	yes						DTOL	DTOL		DTOL
Papaveraceae	Papaver	lecoqii		dtol										DTOL
Papaveraceae	Papaver	rhoeas		dtol_family_representative			yes				DTOL		DTOL	DTOL
Papaveraceae	Papaver	somniferum		dtol_family_representative				yes			DTOL		DTOL	DTOL
Papaveraceae	Roemeria	argemone		dtol										DTOL
Papaveraceae	Roemeria	hispida		dtol										DTOL
Papaveraceae	Roemeria	hybrida		dtol										DTOL
Phrymaceae	Mimulus	peregrinus		dtol		yes					DTOL			DTOL
Phytolaccaceae	Phytolacca	acinosa		dtol_family_representative				yes			DTOL		DTOL	DTOL
Plantaginaceae	Callitriche	brutia		dtol										DTOL
Plantaginaceae	Callitriche	hermaphroditica		dtol_other_priority			yes				DTOL	DTOL		DTOL
Plantaginaceae	Callitriche	obtusangula		dtol					yes		DTOL			DTOL
Plantaginaceae	Callitriche	palustris		dtol										DTOL
Plantaginaceae	Callitriche	platycarpa		dtol										DTOL
Plantaginaceae	Callitriche	stagnalis		dtol										DTOL
Plantaginaceae	Callitriche	truncata		dtol										DTOL
Plantaginaceae	Hippuris	vulgaris		dtol			yes				DTOL			DTOL
Plantaginaceae	Linaria	repens		dtol										DTOL
Plantaginaceae	Littorella	uniflora		dtol			yes				DTOL			DTOL
Plantaginaceae	Plantago	coronopus		dtol				yes			DTOL			DTOL
Plantaginaceae	Plantago	lanceolata		dtol_family_representative	yes	yes					DTOL		DTOL	DTOL
Plantaginaceae	Plantago	major		dtol				yes			DTOL			DTOL
Plantaginaceae	Plantago	maritima		dtol				yes			DTOL			DTOL
Plantaginaceae	Plantago	media		dtol						yes	DTOL			DTOL
Plumbaginaceae	Armeria	maritima		dtol_family_representative	yes						DTOL		DTOL	DTOL
Plumbaginaceae	Limonium	auriculae-ursifolium		dtol										DTOL
Plumbaginaceae	Limonium	bellidifolium		dtol										DTOL
Plumbaginaceae	Limonium	binervosum		dtol				yes			DTOL			DTOL
Plumbaginaceae	Limonium	dodartiforme		dtol										DTOL
Plumbaginaceae	Limonium	humile		dtol										DTOL
Plumbaginaceae	Limonium	loganicum		dtol										DTOL
Plumbaginaceae	Limonium	normannicum		dtol										DTOL
Plumbaginaceae	Limonium	paradoxum		dtol										DTOL
Plumbaginaceae	Limonium	parvum		dtol										DTOL
Plumbaginaceae	Limonium	transwallianum		dtol										DTOL
Plumbaginaceae	Limonium	vulgare		dtol										DTOL
Poaceae	Agrostis	canina		dtol										DTOL
Poaceae	Agrostis	capillaris		dtol_other_priority		yes		yes			DTOL	DTOL		DTOL
Poaceae	Agrostis	curtisii		dtol										DTOL
Poaceae	Agrostis	gigantea		dtol										DTOL
Poaceae	Agrostis	stolonifera		dtol				yes			DTOL			DTOL
Poaceae	Agrostis	vinealis		dtol										DTOL
Poaceae	Aira	caryophyllea		dtol										DTOL
Poaceae	Aira	praecox		dtol										DTOL
Poaceae	Alopecurus	aequalis		dtol		yes					DTOL			DTOL
Poaceae	Alopecurus	bulbosus		dtol										DTOL
Poaceae	Alopecurus	geniculatus		dtol										DTOL
Poaceae	Alopecurus	magellanicus		dtol										DTOL
Poaceae	Alopecurus	myosuroides		dtol										DTOL
Poaceae	Alopecurus	pratensis		dtol					yes		DTOL			DTOL
Poaceae	Ammophila	arenaria		dtol			yes				DTOL			DTOL
Poaceae	Anisantha	diandra		dtol										DTOL
Poaceae	Anisantha	sterilis		dtol				yes			DTOL			DTOL
Poaceae	Anthoxanthum	odoratum		dtol_other_priority		yes	yes				DTOL	DTOL		DTOL
Poaceae	Apera	spica-venti		dtol										DTOL
Poaceae	Aristavena	setacea		dtol										DTOL
Poaceae	Arrhenatherum	elatius		dtol					yes		DTOL			DTOL
Poaceae	Avena	fatua		dtol										DTOL
Poaceae	Avena	sativa		dtol										DTOL
Poaceae	Avena	strigosa		dtol										DTOL
Poaceae	Avenella	flexuosa		dtol			yes				DTOL			DTOL
Poaceae	Avenula	pubescens		dtol										DTOL
Poaceae	Brachypodium	pinnatum		dtol						yes	DTOL			DTOL
Poaceae	Brachypodium	rupestre		dtol										DTOL
Poaceae	Brachypodium	sylvaticum		dtol_family_representative				yes			DTOL		DTOL	DTOL
Poaceae	Briza	media		dtol_other_priority	yes	yes					DTOL	DTOL		DTOL
Poaceae	Briza	minor		dtol										DTOL
Poaceae	Bromopsis	benekenii		dtol										DTOL
Poaceae	Bromopsis	erecta		dtol										DTOL
Poaceae	Bromopsis	ramosa		dtol						yes	DTOL			DTOL
Poaceae	Bromus	hordeaceus		dtol						yes	DTOL			DTOL
Poaceae	Bromus	interruptus		dtol				yes			DTOL			DTOL
Poaceae	Bromus	racemosus		dtol										DTOL
Poaceae	Bromus	secalinus		dtol										DTOL
Poaceae	Calamagrostis	canescens		dtol										DTOL
Poaceae	Calamagrostis	epigejos		dtol										DTOL
Poaceae	Calamagrostis	purpurea		dtol										DTOL
Poaceae	Calamagrostis	scotica		dtol										DTOL
Poaceae	Calamagrostis	stricta		dtol										DTOL
Poaceae	Catabrosa	aquatica		dtol										DTOL
Poaceae	Catapodium	marinum		dtol										DTOL
Poaceae	Catapodium	rigidum		dtol						yes	DTOL			DTOL
Poaceae	Cortaderia	selloana		dtol										DTOL
Poaceae	Corynephorus	canescens		dtol										DTOL
Poaceae	Cynodon	dactylon		dtol										DTOL
Poaceae	Cynosurus	cristatus		dtol						yes	DTOL			DTOL
Poaceae	Dactylis	glomerata		dtol_other_priority		yes		yes			DTOL	DTOL		DTOL
Poaceae	Danthonia	decumbens		dtol_other_priority	yes	yes					DTOL	DTOL		DTOL
Poaceae	Deschampsia	cespitosa		dtol						yes	DTOL			DTOL
Poaceae	Drymochloa	sylvatica		dtol										DTOL
Poaceae	Elymus	athericus		dtol										DTOL
Poaceae	Elymus	caninus		dtol										DTOL
Poaceae	Elymus	junceiformis		dtol										DTOL
Poaceae	Elymus	repens		dtol										DTOL
Poaceae	Festuca	arenaria		dtol										DTOL
Poaceae	Festuca	armoricana		dtol										DTOL
Poaceae	Festuca	filiformis		dtol										DTOL
Poaceae	Festuca	huonii		dtol										DTOL
Poaceae	Festuca	lemanii		dtol										DTOL
Poaceae	Festuca	longifolia		dtol										DTOL
Poaceae	Festuca	ovina		dtol_other_priority		yes					DTOL	DTOL		DTOL
Poaceae	Festuca	rubra		dtol						yes	DTOL			DTOL
Poaceae	Festuca	vivipara		dtol					yes		DTOL			DTOL
Poaceae	Gastridium	ventricosum		dtol										DTOL
Poaceae	Gaudinia	fragilis		dtol										DTOL
Poaceae	Glyceria	declinata		dtol										DTOL
Poaceae	Glyceria	fluitans		dtol					yes		DTOL			DTOL
Poaceae	Glyceria	maxima		dtol			yes				DTOL			DTOL
Poaceae	Glyceria	notata		dtol										DTOL
Poaceae	Helictochloa	pratensis		dtol_other_priority		yes					DTOL	DTOL		DTOL
Poaceae	Hierochloe	odorata		dtol				yes			DTOL			DTOL
Poaceae	Holcus	lanatus		dtol_family_representative				yes			DTOL		DTOL	DTOL
Poaceae	Holcus	mollis		dtol_other_priority	yes						DTOL	DTOL		DTOL
Poaceae	Hordelymus	europaeus		dtol										DTOL
Poaceae	Hordeum	marinum		dtol										DTOL
Poaceae	Hordeum	murinum		dtol				yes			DTOL			DTOL
Poaceae	Hordeum	secalinum		dtol										DTOL
Poaceae	Koeleria	macrantha		dtol_other_priority		yes					DTOL	DTOL		DTOL
Poaceae	Koeleria	vallesiana		dtol										DTOL
Poaceae	Leersia	oryzoides		dtol						yes	DTOL			DTOL
Poaceae	Leymus	arenarius		dtol			yes				DTOL			DTOL
Poaceae	Lolium	perenne		dtol				yes			DTOL			DTOL
Poaceae	Lolium	temulentum		dtol										DTOL
Poaceae	Melica	nutans		dtol										DTOL
Poaceae	Melica	uniflora		dtol						yes	DTOL			DTOL
Poaceae	Mibora	minima		dtol										DTOL
Poaceae	Milium	effusum		dtol										DTOL
Poaceae	Milium	vernale		dtol										DTOL
Poaceae	Molinia	caerulea		dtol			yes				DTOL			DTOL
Poaceae	Nardus	stricta		dtol				yes			DTOL			DTOL
Poaceae	Parapholis	incurva		dtol										DTOL
Poaceae	Parapholis	strigosa		dtol										DTOL
