	gen	sp	fam	family_representative	long_list	other_priority
1313	Trochila	craterium	Cenangiaceae		DTOL	
1314	Trochila	ilicina	Cenangiaceae		DTOL	
1315	Trochila	laurocerasi	Cenangiaceae		DTOL	
1317	Cenangium	ferruginosum	Cenangiaceae	DTOL	DTOL	
1318	Cephaloascus	fragrans	Cephaloascaceae	DTOL	DTOL	
1321	Cryptendoxyla	hypophloia	Cephalothecaceae		DTOL	
1322	Phialemonium	inflatum	Cephalothecaceae		DTOL	
1323	Cephalotheca	sulfurea	Cephalothecaceae	DTOL	DTOL	
1324	Cephalothrix	linearis	Cephalotrichidae	DTOL	DTOL	
1325	Cephalothrix	rufifrons	Cephalotrichidae	DTOL	DTOL	
1327	Cephalozia	ambigua	Cephaloziaceae		DTOL	
1338	Odontoschisma	denudatum	Cephaloziaceae		DTOL	
1339	Odontoschisma	elongatum	Cephaloziaceae		DTOL	
1340	Odontoschisma	fluitans	Cephaloziaceae		DTOL	
1341	Odontoschisma	francisci	Cephaloziaceae		DTOL	
1342	Odontoschisma	macounii	Cephaloziaceae		DTOL	
1343	Cephalozia	bicuspidata	Cephaloziaceae	DTOL	DTOL	
1344	Odontoschisma	sphagni	Cephaloziaceae	DTOL	DTOL	
1345	Cephaloziella	baumgartneri	Cephaloziellaceae		DTOL	
1346	Cephaloziella	calyculata	Cephaloziellaceae		DTOL	
1347	Cephaloziella	dentata	Cephaloziellaceae		DTOL	
1348	Cephaloziella	elachista	Cephaloziellaceae		DTOL	
1349	Cephaloziella	hampeana	Cephaloziellaceae		DTOL	
1350	Cephaloziella	integerrima	Cephaloziellaceae		DTOL	
1352	Cephaloziella	nicholsonii	Cephaloziellaceae		DTOL	
1353	Cephaloziella	rubella	Cephaloziellaceae		DTOL	
1354	Cephaloziella	spinigera	Cephaloziellaceae		DTOL	
1355	Cephaloziella	stellulifera	Cephaloziellaceae		DTOL	
1356	Cephaloziella	turneri	Cephaloziellaceae		DTOL	
1357	Oleolophozia	perssonii	Cephaloziellaceae		DTOL	
1358	Protolophozia	herzogiana	Cephaloziellaceae		DTOL	
1359	Cephaloziella	divaricata	Cephaloziellaceae	DTOL	DTOL	
1360	Obtusifolium	obtusum	Cephaloziellaceae	DTOL	DTOL	
1361	Rutpela	maculata	Cerambycidae	DTOL	DTOL	
1362	Ceramium	virgatum	Ceramiaceae	DTOL	DTOL	
1363	Pterothamnion	plumula	Ceramiaceae	DTOL	DTOL	
1364	Lagynodes	pallidus	Ceraphronidae	DTOL	DTOL	
1365	Ceratiomyxa	fruticulosa	Ceratiomyxidae		DTOL	
1369	Ceratobasidium	cornigerum	Ceratobasidiaceae		DTOL	
1370	Scotomyces	subviolaceus	Ceratobasidiaceae		DTOL	
1371	Thanatephorus	cucumeris	Ceratobasidiaceae		DTOL	
1374	Ceratocombus	coleoptratus	Ceratocombidae	DTOL	DTOL	
1378	Ceratocystis	autographa	Ceratocystidaceae	DTOL	DTOL	
1379	Sporendocladia	fumosa	Ceratocystidaceae	DTOL	DTOL	
1381	Ceratophyllum	demersum	Ceratophyllaceae	DTOL	DTOL	
1382	Ceratophyllum	submersum	Ceratophyllaceae	DTOL	DTOL	
1383	Dasypsyllus	gallinulae	Ceratophyllidae	DTOL	DTOL	
1384	Culicoides	obsoletus	Ceratopogonidae	DTOL	DTOL	
1387	Gonatobotrys	simplex	Ceratostomataceae		DTOL	
1388	Melanospora	brevirostris	Ceratostomataceae		DTOL	
1393	Cercomonas	pigra	Cercomonadidae		DTOL	DTOL
1394	Paracercomonas	minima	Cercomonadidae	DTOL	DTOL	
1395	Cercomonas	longicauda	Cercomonadidae	DTOL	DTOL	
1396	Paracercomonas	ambulans	Cercomonadidae	DTOL	DTOL	
1397	Cercopis	vulnerata	Cercopidae	DTOL	DTOL	
1398	Sabussowia	dioica	Cercyridae	DTOL	DTOL	
1399	Cerianthus	lloydii	Cerianthidae	DTOL	DTOL	
1400	Pachycerianthus	multiplicatus	Cerianthidae	DTOL	DTOL	
1402	Bittium	reticulatum	Cerithiidae	DTOL	DTOL	
1404	Cerithiopsis	tubercularis	Cerithiopsidae	DTOL	DTOL	
1405	Cerophytum	elateroides	Cerophytidae	DTOL	DTOL	
1406	Certhia	familiaris	Certhiidae	DTOL	DTOL	
1407	Cervus	nippon	Cervidae		DTOL	
1408	Dama	dama	Cervidae		DTOL	
1409	Hydropotes	inermis	Cervidae		DTOL	
1410	Muntiacus	reevesi	Cervidae		DTOL	
1411	Rangifer	tarandus	Cervidae		DTOL	
1412	Capreolus	capreolus	Cervidae	DTOL	DTOL	
1413	Cervus	elaphus	Cervidae	DTOL	DTOL	
1414	Cerylon	ferrugineum	Cerylonidae	DTOL	DTOL	
1415	Cestoplana	rubrocincta	Cestoplanidae	DTOL	DTOL	
1417	Cettia	cetti	Cettiidae	DTOL	DTOL	
1418	Bacteriastrum	furcatum	Chaetocerotaceae	DTOL	DTOL	
1419	Chaetoceros	curvisetus	Chaetocerotaceae	DTOL	DTOL	
1420	Chaetoceros	debilis	Chaetocerotaceae	DTOL	DTOL	
1421	Chaetoderma	nitidulum	Chaetodermatidae	DTOL	DTOL	
1422	Falcidens	crossotus	Chaetodermatidae	DTOL	DTOL	
1423	Chaetomella	acutiseta	Chaetomellaceae		DTOL	
1424	Discohainesia	oenotherae	Chaetomellaceae		DTOL	
1425	Pilidium	acerinum	Chaetomellaceae		DTOL	
1427	Pilidium	concavum	Chaetomellaceae	DTOL	DTOL	
1428	Mycothermus	thermophilus	Chaetomiaceae		DTOL	
1430	Chaetomium	elatum	Chaetomiaceae		DTOL	
1432	Humicola	fuscoatra	Chaetomiaceae		DTOL	
1433	Chaetomium	globosum	Chaetomiaceae	DTOL	DTOL	
1434	Chaetopeltis	orbicularis	Chaetopeltidaceae	DTOL	DTOL	
1435	Stigeoclonium	farctum	Chaetophoraceae		DTOL	DTOL
1436	Stigeoclonium	tenue	Chaetophoraceae		DTOL	DTOL
1437	Chaetophora	lobata	Chaetophoraceae	DTOL	DTOL	
1438	Draparnaldia	mutabilis	Chaetophoraceae	DTOL	DTOL	
1439	Draparnaldia	glomerata	Chaetophoraceae	DTOL	DTOL	
1440	Chaetopterus	variopedatus	Chaetopteridae	DTOL	DTOL	
1441	Spiochaetopterus	typicus	Chaetopteridae	DTOL	DTOL	
1442	Chaetosphaerella	fusca	Chaetosphaerellaceae		DTOL	
1446	Chaetosphaerella	phaeostroma	Chaetosphaerellaceae	DTOL	DTOL	
1447	Chaetosphaeria	myriocarpa	Chaetosphaeriaceae		DTOL	
1449	Menispora	ciliata	Chaetosphaeriaceae		DTOL	
1450	Phaeostalagmus	cyclosporus	Chaetosphaeriaceae		DTOL	
1451	Chaetosphaeria	innumera	Chaetosphaeriaceae	DTOL	DTOL	
1454	Chamaemyia	flavipalpis	Chamaemyiidae	DTOL	DTOL	
1455	Chylocladia	verticillata	Champiaceae	DTOL	DTOL	
1456	Gastroclonium	ovatum	Champiaceae	DTOL	DTOL	
1457	Chaoborus	crystallinus	Chaoboridae	DTOL	DTOL	
1459	Sykidion	dyeri	Characiaceae	DTOL	DTOL	
1460	Pluvialis	apricaria	Charadriidae		DTOL	
1461	Pluvialis	squatarola	Charadriidae		DTOL	
1462	Charadrius	hiaticula	Charadriidae		DTOL	
1463	Charadrius	morinellus	Charadriidae		DTOL	
1464	Vanellus	vanellus	Charadriidae	DTOL	DTOL	
1465	Charadrius	dubius	Charadriidae	DTOL	DTOL	
1466	Charonia	lampas	Charoniidae	DTOL	DTOL	
1467	Heterosigma	akashiwo	Chattonellaceae	DTOL	DTOL	
1470	Cheiridium	museorum	Cheiridiidae	DTOL	DTOL	
1471	Chelifer	cancroides	Cheliferidae	DTOL	DTOL	
1472	Chernes	cimicoides	Chernetidae	DTOL	DTOL	
1478	Stilbum	vulgare	Chionosphaeraceae		DTOL	
1481	Chironomus	plumosus	Chironomidae	DTOL	DTOL	
1483	Brachiomonas	submarina	Chlamydomonadaceae		DTOL	DTOL
1484	Heterochlamydomonas	rugosa	Chlamydomonadaceae		DTOL	DTOL
1485	Microglena	monadina	Chlamydomonadaceae		DTOL	DTOL
1486	Lobochlamys	segnis	Chlamydomonadaceae	DTOL	DTOL	
1487	Microglena	redcarensis	Chlamydomonadaceae	DTOL	DTOL	
1488	Polytomella	magna	Chlamydomonadaceae	DTOL	DTOL	
1489	Dictyosphaerium	ehrenbergianum	Chlorellaceae		DTOL	DTOL
1490	Heynigia	dictyosphaerioides	Chlorellaceae		DTOL	DTOL
1491	Gloeotila	scopulina	Chlorellaceae		DTOL	DTOL
1492	Graesiella	emersonii	Chlorellaceae		DTOL	DTOL
1493	Micractinium	pusillum	Chlorellaceae		DTOL	DTOL
1494	Chloroidium	ellipsoideum	Chlorellaceae	DTOL	DTOL	
1495	Chloroidium	saccharophilum	Chlorellaceae	DTOL	DTOL	
1496	Marvania	coccoides	Chlorellaceae	DTOL	DTOL	
1499	Chlorochytrium	lemnae	Chlorochytriaceae	DTOL	DTOL	
1500	Chlorociboria	aeruginascens	Chlorociboriaceae		DTOL	
1501	Chlorociboria	aeruginosa	Chlorociboriaceae	DTOL	DTOL	
1503	Chlorococcum	hypnosporum	Chlorococcaceae	DTOL	DTOL	
1504	Chloroperla	tripunctata	Chloroperlidae	DTOL	DTOL	
1507	Chorda	filum	Chordaceae	DTOL	DTOL	
1508	Asperococcus	fistulosus	Chordariaceae	DTOL	DTOL	
1509	Chordaria	flagelliformis	Chordariaceae	DTOL	DTOL	
1510	Anthophila	fabriciana	Choreutidae	DTOL	DTOL	
1511	Desmazierella	acicola	Chorioactidaceae	DTOL	DTOL	
1512	Choristocarpus	tenellus	Choristocarpaceae	DTOL	DTOL	
1513	Chorizopora	brongniartii	Chorizoporidae	DTOL	DTOL	
1514	Felimida	krohni	Chromodorididae	DTOL	DTOL	
1515	Chromulina	ochromonoides	Chromulinaceae	DTOL	DTOL	
1516	Ochromonas	tuberculata	Chromulinaceae	DTOL	DTOL	
1517	Spumella	elongata	Chromulinaceae	DTOL	DTOL	
1518	Chrysis	fulgida	Chrysididae	DTOL	DTOL	
1519	Agelastica	alni	Chrysomelidae	DTOL	DTOL	
1520	Orsodacne	cerasi	Chrysomelidae	DTOL	DTOL	
1522	Chrysoperla	carnea	Chrysopidae	DTOL	DTOL	
1523	Chrysothrix	chlorina	Chrysotrichaceae		DTOL	
1524	Chrysothrix	chrysophthalma	Chrysotrichaceae		DTOL	
1525	Chrysothrix	candelaris	Chrysotrichaceae	DTOL	DTOL	
1526	Chrysothrix	flavovirens	Chrysotrichaceae	DTOL	DTOL	
1533	Phlyctochytrium	planicorne	Chytridiaceae	DTOL	DTOL	
1534	Chytriomyces	appendiculatus	Chytriomycetaceae		DTOL	
1538	Chytriomyces	hyalinus	Chytriomycetaceae	DTOL	DTOL	
1539	Macrosteles	quadripunctulatus	Cicadellidae	DTOL	DTOL	
1540	Ulopa	reticulata	Cicadellidae	DTOL	DTOL	
1541	Cicadetta	montana	Cicadidae	DTOL	DTOL	
1542	Ciconia	ciconia	Ciconiidae	DTOL	DTOL	
1543	Cis	bilamellatus	Ciidae	DTOL	DTOL	
1544	Cimbex	femoratus	Cimbicidae	DTOL	DTOL	
1548	Cinclus	cinclus	Cinclidae	DTOL	DTOL	
1549	Eatonina	fulgida	Cingulopsidae	DTOL	DTOL	
1551	Ciona	robusta	Cionidae		DTOL	
1552	Ciona	intestinalis	Cionidae	DTOL	DTOL	
1553	Ciona	intestinalis	Cionidae	DTOL	DTOL	
1554	Chaetozone	zetlandica	Cirratulidae	DTOL	DTOL	
1555	Cirriformia	tentaculata	Cirratulidae	DTOL	DTOL	
1556	Tharyx	killariensis	Cirratulidae	DTOL	DTOL	
1557	Helianthemum	oelandicum	Cistaceae		DTOL	
1558	Helianthemum	nummularium	Cistaceae	DTOL	DTOL	
1559	Helianthemum	apenninum	Cistaceae		DTOL	DTOL
1560	Tuberaria	guttata	Cistaceae		DTOL	DTOL
1561	Tachycixius	pilosus	Cixiidae	DTOL	DTOL	
1565	Cladochytrium	replicatum	Cladochytriaceae		DTOL	
1566	Cladochytrium	tenue	Cladochytriaceae	DTOL	DTOL	
1567	Cladonia	coniocraea	Cladoniaceae		DTOL	
1568	Cladonia	furcata	Cladoniaceae		DTOL	
1569	Cladonia	portentosa	Cladoniaceae		DTOL	
1570	Cladonia	fimbriata	Cladoniaceae	DTOL	DTOL	
1571	Cladonia	pyxidata	Cladoniaceae	DTOL	DTOL	
1572	Cladophora	rupestris	Cladophoraceae	DTOL	DTOL	
1573	Cladophora	sericea	Cladophoraceae	DTOL	DTOL	
1574	Cladosporium	cladosporioides	Cladosporiaceae		DTOL	
1575	Cladosporium	magnusianum	Cladosporiaceae		DTOL	
1576	Cladosporium	sphaerospermum	Cladosporiaceae		DTOL	
1577	Verrucocladosporium	dirinae	Cladosporiaceae		DTOL	
1580	Cladostephus	spongiosus	Cladostephaceae	DTOL	DTOL	
1581	Clambus	armadillo	Clambidae	DTOL	DTOL	
1582	Classicula	fluitans	Classiculaceae	DTOL	DTOL	
1584	Clastoderma	debaryanum	Clastodermatidae	DTOL	DTOL	
1585	Comarmondia	gracilis	Clathurellidae	DTOL	DTOL	
1587	Clavulinopsis	fusiformis	Clavariaceae		DTOL	
1588	Clavulinopsis	helvola	Clavariaceae		DTOL	
1589	Clavulinopsis	luteoalba	Clavariaceae		DTOL	
1592	Clavaria	zollingeri	Clavariaceae		DTOL	
1593	Clavaria	fragilis	Clavariaceae	DTOL	DTOL	
1594	Clavariadelphus	ligula	Clavariadelphaceae		DTOL	
1595	Clavariadelphus	truncatus	Clavariadelphaceae		DTOL	
1596	Clavariadelphus	pistillaris	Clavariadelphaceae	DTOL	DTOL	
1597	Pycnoclavella	nana	Clavelinidae		DTOL	
1599	Pycnoclavella	stolonialis	Clavelinidae		DTOL	
1600	Clavelina	lepadiformis	Clavelinidae	DTOL	DTOL	
1601	Pycnoclavella	aurilucens	Clavelinidae	DTOL	DTOL	
1602	Clavelina	lepadiformis	Clavelinidae	DTOL	DTOL	
1603	Pycnoclavella	aurilucens	Clavelinidae	DTOL	DTOL	
1604	Epichloe	baconii	Clavicipitaceae		DTOL	
1605	Epichloe	clarkii	Clavicipitaceae		DTOL	
1606	Epichloe	typhina	Clavicipitaceae		DTOL	
1608	Claviceps	purpurea	Clavicipitaceae	DTOL	DTOL	
1609	Sarcodictyon	catenatum	Clavulariidae	DTOL	DTOL	
1611	Thanasimus	formicarius	Cleridae	DTOL	DTOL	
1612	Clevea	hyalina	Cleveaceae	DTOL	DTOL	
1613	Climacium	dendroides	Climaciaceae	DTOL	DTOL	
1615	Clusia	flava	Clusiidae	DTOL	DTOL	
1619	Coccus	hesperidum	Coccidae	DTOL	DTOL	
1620	Adalia	bipunctata	Coccinellidae	DTOL	DTOL	
1621	Spilonema	paradoxum	Coccocarpiaceae	DTOL	DTOL	
1622	Spilonema	revertens	Coccocarpiaceae	DTOL	DTOL	
1625	Coccolithus	braarudii	Coccolithaceae	DTOL	DTOL	
1626	Coccotrema	citrinescens	Coccotremataceae	DTOL	DTOL	
1629	Codium	adhaerens	Codiaceae	DTOL	DTOL	
1630	Codium	fragile	Codiaceae	DTOL	DTOL	
1631	Codium	adhaerens	Codiaceae	DTOL	DTOL	
1632	Coelopa	pilipes	Coelopidae	DTOL	DTOL	
1633	Coenagrion	mercuriale	Coenagrionidae	DTOL	DTOL	
1638	Colaconema	caespitosum	Colaconemataceae	DTOL	DTOL	
1639	Colaconema	daviesii	Colaconemataceae	DTOL	DTOL	
1640	Colchicum	autumnale	Colchicaceae	DTOL	DTOL	
1641	Coleochaete	scutata	Coleochaetaceae	DTOL	DTOL	
1642	Coleophora	wockeella	Coleophoridae	DTOL	DTOL	
1643	Chrysomyxa	pyrolata	Coleosporiaceae		DTOL	
1644	Coleosporium	tussilaginis	Coleosporiaceae		DTOL	
1646	Chrysomyxa	empetri	Coleosporiaceae	DTOL	DTOL	
1647	Coleps	hirtus	Colepidae	DTOL	DTOL	
1649	Collema	auriforme	Collemataceae		DTOL	
1650	Lathagrium	fuscovirens	Collemataceae		DTOL	
1652	Scytinium	lichenoides	Collemataceae	DTOL	DTOL	
1653	Scytinium	plicatile	Collemataceae	DTOL	DTOL	
1654	Colletes	hederae	Colletidae	DTOL	DTOL	
1657	Coronella	austriaca	Colubridae	DTOL	DTOL	
1660	Columba	oenas	Columbidae		DTOL	
1661	Columba	palumbus	Columbidae		DTOL	
1662	Streptopelia	decaocto	Columbidae		DTOL	
1663	Columba	livia	Columbidae	DTOL	DTOL	
1664	Streptopelia	turtur	Columbidae	DTOL	DTOL	
1666	Coniochaeta	hansenii	Coniochaetaceae		DTOL	
1669	Coniochaeta	velutina	Coniochaetaceae		DTOL	
1670	Coniochaeta	ligniaria	Coniochaetaceae	DTOL	DTOL	
1671	Chaenotheca	ferruginea	Coniocybaceae		DTOL	
1672	Chaenotheca	trichialis	Coniocybaceae		DTOL	
1673	Sclerophora	pallida	Coniocybaceae		DTOL	
1674	Chaenotheca	chrysocephala	Coniocybaceae	DTOL	DTOL	
1675	Chaenotheca	furfuracea	Coniocybaceae	DTOL	DTOL	
1676	Coniophora	arida	Coniophoraceae		DTOL	
1677	Coniophora	fusispora	Coniophoraceae		DTOL	
1678	Coniophora	marmorata	Coniophoraceae		DTOL	
1679	Coniophora	olivacea	Coniophoraceae	DTOL	DTOL	
1680	Coniophora	puteana	Coniophoraceae	DTOL	DTOL	
1681	Conwentzia	pineticola	Coniopterygidae	DTOL	DTOL	
1687	Conocephalum	conicum	Conocephalaceae	DTOL	DTOL	
1688	Conocephalum	salebrosum	Conocephalaceae	DTOL	DTOL	
1690	Sicus	ferrugineus	Conopidae	DTOL	DTOL	
1691	Cuscuta	epithymum	Convolvulaceae		DTOL	
1692	Cuscuta	europaea	Convolvulaceae		DTOL	
1693	Calystegia	soldanella	Convolvulaceae	DTOL	DTOL	
1694	Calystegia	sepium	Convolvulaceae		DTOL	DTOL
1695	Convolvulus	arvensis	Convolvulaceae		DTOL	DTOL
1696	Corynactis	viridis	Corallimorphidae	DTOL	DTOL	
1697	Corallina	officinalis	Corallinaceae	DTOL	DTOL	
1698	Jania	rubens	Corallinaceae	DTOL	DTOL	
1702	Cordana	terrestris	Cordanaceae		DTOL	
1703	Cordana	pauciseptata	Cordanaceae	DTOL	DTOL	
1706	Cordulegaster	boltonii	Cordulegastridae	DTOL	DTOL	
1707	Somatochlora	arctica	Corduliidae	DTOL	DTOL	
1709	Cordyceps	militaris	Cordycipitaceae		DTOL	
1711	Beauveria	bassiana	Cordycipitaceae	DTOL	DTOL	
1713	Coreus	marginatus	Coreidae	DTOL	DTOL	
1714	Corella	eumyota	Corellidae	DTOL	DTOL	
1716	Corella	eumyota	Corellidae	DTOL	DTOL	
1718	Phrurolithus	minimus	Corinnidae	DTOL	DTOL	
1719	Corixa	punctata	Corixidae	DTOL	DTOL	
1720	Cornus	sericea	Cornaceae		DTOL	
1721	Cornus	suecica	Cornaceae		DTOL	
1722	Cornus	sanguinea	Cornaceae	DTOL	DTOL	
1725	Coronophora	gregaria	Coronophoraceae	DTOL	DTOL	
1726	Laetisaria	fuciformis	Corticiaceae		DTOL	
1727	Marchandiomyces	corallinus	Corticiaceae		DTOL	
1728	Corticium	roseum	Corticiaceae	DTOL	DTOL	
1729	Cortinarius	anomalus	Cortinariaceae		DTOL	
1730	Cortinarius	flexipes	Cortinariaceae		DTOL	
1731	Cortinarius	semisanguineus	Cortinariaceae		DTOL	
1732	Cortinarius	cinnamomeus	Cortinariaceae		DTOL	
1733	Cortinarius	hemitrichus	Cortinariaceae	DTOL	DTOL	
1735	Garrulus	glandarius	Corvidae		DTOL	
1736	Pica	pica	Corvidae		DTOL	
1737	Coloeus	monedula	Corvidae		DTOL	
1738	Corvus	frugilegus	Corvidae		DTOL	
1739	Corvus	cornix	Corvidae		DTOL	
1740	Corvus	corax	Corvidae		DTOL	
1741	Pyrrhocorax	pyrrhocorax	Corvidae	DTOL	DTOL	
1742	Corvus	corone	Corvidae	DTOL	DTOL	
1743	Orthoperus	nigrescens	Corylophidae	DTOL	DTOL	
1744	Corynespora	cambrensis	Corynesporascaceae		DTOL	
1746	Corynespora	smithii	Corynesporascaceae		DTOL	
1747	Corynespora	cassiicola	Corynesporascaceae	DTOL	DTOL	
1748	Corynespora	olivacea	Corynesporascaceae	DTOL	DTOL	
1749	Fjordia	browni	Coryphellidae	DTOL	DTOL	
1750	Fjordia	lineata	Coryphellidae	DTOL	DTOL	
1753	Limnaecia	phragmitella	Cosmopterigidae	DTOL	DTOL	
1754	Zeuzera	pyrina	Cossidae	DTOL	DTOL	
1755	Cossura	longocirrata	Cossuridae	DTOL	DTOL	
1757	Ectemnius	continuus	Crabronidae	DTOL	DTOL	
1758	Parapoynx	stratiotata	Crambidae	DTOL	DTOL	
1759	Novocrania	anomala	Craniidae	DTOL	DTOL	
1760	Crassula	aquatica	Crassulaceae		DTOL	
1761	Crassula	tillaea	Crassulaceae		DTOL	
1762	Hylotelephium	telephium	Crassulaceae		DTOL	
1765	Sedum	acre	Crassulaceae		DTOL	
1766	Sedum	anglicum	Crassulaceae		DTOL	
1767	Sedum	villosum	Crassulaceae		DTOL	
1768	Crassula	helmsii	Crassulaceae	DTOL	DTOL	
1769	Umbilicus	rupestris	Crassulaceae		DTOL	DTOL
1770	Crepidotus	mollis	Crepidotaceae		DTOL	
1771	Crepidotus	cesatii	Crepidotaceae	DTOL	DTOL	
1772	Crepidotus	variabilis	Crepidotaceae	DTOL	DTOL	
1775	Cribraria	rufa	Cribrariidae		DTOL	
1776	Cribraria	argillacea	Cribrariidae	DTOL	DTOL	
1777	Cribraria	cancellata	Cribrariidae	DTOL	DTOL	
1778	Figularia	figularis	Cribrilinidae	DTOL	DTOL	
1780	Microtus	agrestis	Cricetidae		DTOL	
1781	Microtus	arvalis	Cricetidae		DTOL	
1782	Arvicola	amphibius	Cricetidae	DTOL	DTOL	
1783	Myodes	glareolus	Cricetidae	DTOL	DTOL	
1784	Crisia	denticulata	Crisiidae	DTOL	DTOL	
1785	Filicrisia	geniculata	Crisiidae	DTOL	DTOL	
1786	Cronartium	flaccidum	Cronartiaceae		DTOL	
1787	Cronartium	quercuum	Cronartiaceae		DTOL	
1788	Cronartium	ribicola	Cronartiaceae		DTOL	
1791	Cruoria	pellita	Cruoriaceae	DTOL	DTOL	
1792	Dendrocryphaea	lamyana	Cryphaeaceae		DTOL	
1793	Cryphaea	heteromalla	Cryphaeaceae	DTOL	DTOL	
1794	Endothia	radicalis	Cryphonectriaceae	DTOL	DTOL	
1795	Acaromyces	ingoldii	Cryptobasidiaceae	DTOL	DTOL	
1796	Cryptocelis	alba	Cryptocelidae	DTOL	DTOL	
1799	Cryptomonas	marssonii	Cryptomonadaceae	DTOL	DTOL	
1801	Cryptops	anomalans	Cryptopidae	DTOL	DTOL	
1802	Cryptosula	pallasiana	Cryptosulidae	DTOL	DTOL	
1805	Pediacus	dermestoides	Cucujidae	DTOL	DTOL	
1806	Cuculus	canorus	Cuculidae	DTOL	DTOL	
1807	Bryonia	dioica	Cucurbitaceae	DTOL	DTOL	
1808	Cucurbitaria	laburni	Cucurbitariaceae		DTOL	
1811	Curreya	pityophila	Cucurbitariaceae		DTOL	
1812	Cucurbitaria	berberidis	Cucurbitariaceae	DTOL	DTOL	
1813	Spathularia	flavida	Cudoniaceae	DTOL	DTOL	
1814	Anopheles	plumbeus	Culicidae	DTOL	DTOL	
1815	Cumanotus	beaumonti	Cumanotidae	DTOL	DTOL	
1816	Absidia	glauca	Cunninghamellaceae		DTOL	
1817	Cunninghamella	echinulata	Cunninghamellaceae		DTOL	
1818	Cunninghamella	elegans	Cunninghamellaceae		DTOL	
1819	Absidia	caerulea	Cunninghamellaceae	DTOL	DTOL	
1820	Gongronella	butleri	Cunninghamellaceae	DTOL	DTOL	
1821	Juniperus	communis	Cupressaceae	DTOL	DTOL	
1822	Platypus	cylindrus	Curculionidae	DTOL	DTOL	
1823	Cuspidaria	cuspidata	Cuspidariidae	DTOL	DTOL	
1824	Cuspidaria	rostrata	Cuspidariidae	DTOL	DTOL	
1825	Cuthonella	concinna	Cuthonellidae	DTOL	DTOL	
1826	Cuthona	nana	Cuthonidae	DTOL	DTOL	
1827	Cutleria	multifida	Cutleriaceae	DTOL	DTOL	
1828	Cyanophora	paradoxa	Cyanophoraceae	DTOL	DTOL	
1829	Argyroneta	aquatica	Cybaeidae	DTOL	DTOL	
1830	Tritomegas	sexmaculatus	Cydnidae	DTOL	DTOL	
1831	Cylichna	alba	Cylichnidae	DTOL	DTOL	
1832	Cylichna	cylindracea	Cylichnidae	DTOL	DTOL	
1833	Cylindrocapsa	involuta	Cylindrocapsaceae	DTOL	DTOL	
1834	Cylindrotoma	distinctissima	Cylindrotomidae	DTOL	DTOL	
1835	Cymatosira	belgica	Cymatosiraceae	DTOL	DTOL	
1836	Biorhiza	pallida	Cynipidae	DTOL	DTOL	
1837	Blysmus	compressus	Cyperaceae		DTOL	
1839	Bolboschoenus	laticarpus	Cyperaceae		DTOL	
1840	Bolboschoenus	maritimus	Cyperaceae		DTOL	
1841	Carex	acuta	Cyperaceae		DTOL	
1842	Carex	acutiformis	Cyperaceae		DTOL	
1843	Carex	appropinquata	Cyperaceae		DTOL	
1844	Carex	aquatilis	Cyperaceae		DTOL	
1845	Carex	arenaria	Cyperaceae		DTOL	
1846	Carex	atrata	Cyperaceae		DTOL	
1847	Carex	atrofusca	Cyperaceae		DTOL	
1848	Carex	bigelowii	Cyperaceae		DTOL	
1849	Carex	binervis	Cyperaceae		DTOL	
1850	Carex	buxbaumii	Cyperaceae		DTOL	
1851	Carex	canescens	Cyperaceae		DTOL	
1852	Carex	capillaris	Cyperaceae		DTOL	
1853	Carex	cespitosa	Cyperaceae		DTOL	
1854	Carex	chordorrhiza	Cyperaceae		DTOL	
1855	Carex	davalliana	Cyperaceae		DTOL	
1856	Carex	demissa	Cyperaceae		DTOL	
1857	Carex	diandra	Cyperaceae		DTOL	
1858	Carex	digitata	Cyperaceae		DTOL	
1859	Carex	dioica	Cyperaceae		DTOL	
1860	Carex	distans	Cyperaceae		DTOL	
1861	Carex	disticha	Cyperaceae		DTOL	
1862	Carex	divisa	Cyperaceae		DTOL	
1863	Carex	divulsa	Cyperaceae		DTOL	
1864	Carex	echinata	Cyperaceae		DTOL	
1865	Carex	elata	Cyperaceae		DTOL	
1866	Carex	elongata	Cyperaceae		DTOL	
1867	Carex	ericetorum	Cyperaceae		DTOL	
1868	Carex	extensa	Cyperaceae		DTOL	
1869	Carex	filiformis	Cyperaceae		DTOL	
1870	Carex	flava	Cyperaceae		DTOL	
1871	Carex	hirta	Cyperaceae		DTOL	
1872	Carex	humilis	Cyperaceae		DTOL	
1873	Carex	lachenalii	Cyperaceae		DTOL	
1874	Carex	laevigata	Cyperaceae		DTOL	
1875	Carex	lasiocarpa	Cyperaceae		DTOL	
1876	Carex	lepidocarpa	Cyperaceae		DTOL	
1877	Carex	leporina	Cyperaceae		DTOL	
1878	Carex	limosa	Cyperaceae		DTOL	
1879	Carex	magellanica	Cyperaceae		DTOL	
1880	Carex	maritima	Cyperaceae		DTOL	
1881	Carex	microglochin	Cyperaceae		DTOL	
1882	Carex	montana	Cyperaceae		DTOL	
1883	Carex	muricata	Cyperaceae		DTOL	
1884	Carex	nigra	Cyperaceae		DTOL	
1885	Carex	norvegica	Cyperaceae		DTOL	
1886	Carex	ornithopoda	Cyperaceae		DTOL	
1887	Carex	otrubae	Cyperaceae		DTOL	
1888	Carex	pallescens	Cyperaceae		DTOL	
1889	Carex	paniculata	Cyperaceae		DTOL	
1890	Carex	pauciflora	Cyperaceae		DTOL	
